ID,Date,Conc,Morning,Day,Evening,Night,Night2,Moonlight,Moonlight_before,Temperature,Temperature_before,Rainfall,Radiation,Denning,Babysitting,Bsat_morn,Bsat_eve,nightnot,Hunt_number,Morning duration,Day duration,Evening duration,Night duration,Duration 24h ,Morning duration,Day duration,Evening duration,Night duration,Intensity 24h
WDM135,14/09/2016,WDM13542627,1,0,1,1,0,9.913215159,8.632931395,30.51,29.33,0,24.71481,no,no,no,no,0,3,95,0,90,0,185,14.85263,0,37.01111,0,17.28791333
WDM135,30/09/2016,WDM13542643,1,0,1,0,0,0,0.000242812,30.51,29.37,0,20.84432,no,no,no,no,0,2,320,0,160,0,480,23.075,0,24.63125,0,23.853125
WDM135,15/02/2017,WDM13542781,1,0,0,1,1,5.638414654,6.871956233,30.51,30.61,0,24.69331,no,no,no,no,130,2,90,0,0,110,200,31.91111,0,0,33.76364,32.837375
WDM136,14/09/2016,WDM13642627,1,0,1,0,1,9.913215159,8.632931395,30.51,29.33,0,24.71481,no,no,no,no,320,2,65,0,100,0,165,31.86154,0,20.09,0,25.97577
WDM136,30/09/2016,WDM13642643,1,0,1,0,0,0,0.000242812,30.51,29.37,0,20.84432,no,no,no,no,0,2,180,0,150,70,400,58.81111,0,45.96667,27.25714,66.01746
WDM136,15/02/2017,WDM13642781,1,0,0,0,0,5.638414654,6.871956233,30.51,30.61,0,24.69331,no,no,no,no,0,1,195,0,0,0,195,39.71795,0,0,0,39.71795
WDF120,01/03/2015,WDF12042064,0,0,1,0,0,8.090058216,6.846926931,30.49,30.32,0,27.55502,no,no,no,no,0,1,0,0,100,205,305,0,0,20.45,32.49268,52.94268
WDF123,01/03/2015,WDF12342064,1,0,1,1,1,8.090058216,6.846926931,30.49,30.32,0,27.55502,no,no,no,no,150,3,235,0,150,150,535,27.93617,0,19.98667,31.42,26.44761333
WDF126,01/03/2015,WDF12642064,1,0,0,0,0,8.090058216,6.846926931,30.49,30.32,0,27.55502,no,no,no,no,0,1,140,0,0,225,365,40.65714,0,0,43.15111,83.80825
WDM119,17/09/2013,WDM11941534,1,1,1,1,0,10.33471344,9.145988181,30.49,30.53,2.79,17.18419,no,no,no,no,0,4,150,235,145,0,530,59.66667,5.714894,34.46207,0,24.9609085
WDM130,01/03/2015,WDM13042064,1,0,0,1,1,8.090058216,6.846926931,30.49,30.32,0,27.55502,no,no,no,no,125,2,225,0,0,125,350,36.75556,0,0,51.92,44.33778
WDF123,21/06/2014,WDF12341811,1,0,1,0,0,0.86016566,1.515654021,30.48,31.13,11.68,12.82392,no,no,no,no,0,2,145,0,65,0,210,53.69655,0,50.69231,0,52.19443
WDF96,15/04/2012,WDF9641014,1,0,1,0,0,0.69453335,1.238513329,30.48,NA,0,1313.81,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM112,15/04/2012,WDM11241014,1,0,1,0,0,0.69453335,1.238513329,30.48,NA,0,1313.81,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM115,15/04/2012,WDM11541014,1,0,1,0,0,0.69453335,1.238513329,30.48,NA,0,1313.81,no,no,no,no,0,2,160,0,105,115,380,49.1625,0,31.06667,33.4,56.814585
WDM119,21/06/2014,WDM11941811,1,0,1,0,0,0.86016566,1.515654021,30.48,31.13,11.68,12.82392,no,no,no,no,0,2,185,0,70,0,255,42.68649,0,42.84286,0,42.764675
WDM135,04/10/2016,WDM13542647,1,1,1,0,0,0.424737717,0.18486522,30.48,30.68,0,23.90041,no,no,no,no,0,3,215,230,170,0,615,33.16279,8.886957,24.48235,0,22.17736567
WDM136,04/10/2016,WDM13642647,1,0,0,0,0,0.424737717,0.18486522,30.48,30.68,0,23.90041,no,no,no,no,0,1,115,0,0,0,115,43.1913,0,0,0,43.1913
WDF126,29/09/2015,WDF12642276,1,0,1,0,0,9.436185217,10.83729201,30.47,28.85,0,24.60908,no,no,no,no,0,2,155,0,155,0,310,42.36774,0,42.29677,0,42.332255
WDF96,22/03/2012,WDF9640990,1,0,1,0,0,0,1.35E-05,30.47,29.5,0,1606.373,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM111,04/03/2012,WDM11140972,1,1,1,1,1,7.815656871,6.487184876,30.47,30.22,0,1473.691,no,no,no,no,216,4,0,0,0,0,NA,0,0,0,0,NA
WDM111,22/03/2012,WDM11140990,1,1,0,0,0,0,1.35E-05,30.47,29.5,0,1606.373,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM112,22/03/2012,WDM11240990,0,0,1,0,0,0,1.35E-05,30.47,29.5,0,1606.373,no,no,no,no,0,1,0,0,0,0,NA,0,0,0,0,NA
WDM115,04/03/2012,WDM11540972,1,0,1,0,0,7.815656871,6.487184876,30.47,30.22,0,1473.691,no,no,no,no,0,2,95,0,155,0,250,34.54737,0,29.43871,0,31.99304
WDM115,22/03/2012,WDM11540990,1,0,1,0,0,0,1.35E-05,30.47,29.5,0,1606.373,no,no,no,no,0,2,220,0,110,0,330,39.50455,0,13.48182,0,26.493185
WDM131,29/09/2015,WDM13142276,1,0,0,1,1,9.436185217,10.83729201,30.47,28.85,0,24.60908,no,no,no,no,160,2,210,0,0,160,370,29.67619,0,0,40.925,35.300595
WDM133,29/09/2015,WDM13342276,1,0,0,1,0,9.436185217,10.83729201,30.47,28.85,0,24.60908,no,no,no,no,0,2,125,0,0,0,125,22.336,0,0,0,11.168
WDM135,29/12/2016,WDM13542733,1,0,1,0,0,0,0,30.45,28.5,0,23.47222,no,no,no,no,0,2,220,0,115,0,335,55.04091,0,24.53043,0,39.78567
WDM135,03/02/2017,WDM13542769,1,0,1,1,1,2.832046939,1.839831531,30.45,NA,0,22.33088,no,no,no,no,90,3,140,0,110,90,340,60.08571,0,27.85455,30.5,39.48008667
WDM135,01/03/2017,WDM13542795,1,0,1,0,0,0.381065112,0.125325895,30.45,29.61,0,24.10652,no,no,no,no,0,2,220,0,50,0,270,36.06364,0,24.46,0,30.26182
WDM136,29/12/2016,WDM13642733,1,0,0,0,0,0,0,30.45,28.5,0,23.47222,no,no,no,no,0,1,230,0,0,0,230,58.96522,0,0,0,58.96522
WDM136,03/02/2017,WDM13642769,1,0,0,1,1,2.832046939,1.839831531,30.45,NA,0,22.33088,no,no,no,no,35,2,270,0,0,35,305,47.35185,0,0,52.6,49.975925
WDM136,01/03/2017,WDM13642795,1,0,0,0,0,0.381065112,0.125325895,30.45,29.61,0,24.10652,no,no,no,no,0,1,215,0,0,0,215,44.34884,0,0,0,44.34884
WDF120,23/08/2014,WDF12041874,1,1,1,1,1,0.009949021,0.062769638,30.41,28.04,0,22.99889,no,no,no,no,65,4,190,80,180,65,515,35.72632,16.8,40.48889,32.8,31.4538025
WDF123,23/08/2014,WDF12341874,0,1,0,0,0,0.009949021,0.062769638,30.41,28.04,0,22.99889,yes,yes,yes,no,0,1,0,95,0,0,95,0,12.12632,0,0,12.12632
WDF126,23/08/2014,WDF12641874,1,1,1,0,0,0.009949021,0.062769638,30.41,28.04,0,22.99889,no,no,no,no,0,3,225,110,80,0,415,47.60444,29.72727,40.0875,0,39.13973667
WDM119,23/08/2014,WDM11941874,1,0,0,0,0,0.009949021,0.062769638,30.41,28.04,0,22.99889,yes,yes,yes,no,0,1,0,0,0,0,0,0,0,0,0,0
WDM135,28/09/2016,WDM13542641,1,0,1,1,1,0.01741085,0.095845514,30.41,29.94,0,23.19372,no,no,no,no,110,3,155,0,200,0,355,54.5871,0,31.42,0,28.66903333
WDM136,28/09/2016,WDM13642641,1,0,1,0,0,0.01741085,0.095845514,30.41,29.94,0,23.19372,no,no,no,no,0,2,155,0,115,175,445,59.25806,0,32.15652,44.56,67.98729
WDF96,18/04/2012,WDF9641017,1,1,0,0,0,0.035513539,0.135515714,30.4,30.08,8.89,1298.066,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM112,18/04/2012,WDM11241017,1,0,1,1,1,0.035513539,0.135515714,30.4,30.08,8.89,1298.066,no,no,no,no,35,3,0,0,0,0,NA,0,0,0,0,NA
WDM115,18/04/2012,WDM11541017,1,0,1,0,0,0.035513539,0.135515714,30.4,30.08,8.89,1298.066,no,no,no,no,0,2,190,0,50,0,240,38.31579,0,38.86,0,38.587895
WDM115,27/02/2012,WDM11540966,1,1,1,0,0,1.351827214,0.815373787,30.39,30.67,0,1273.28,no,no,no,no,0,3,120,110,175,0,405,58.54167,15.49091,17.37143,0,30.46800333
WDM119,04/02/2014,WDM11941674,1,0,0,1,1,1.306062912,0.728138977,30.39,29.79,0,25.28417,no,no,no,no,145,2,205,0,0,50,255,68.78537,0,0,24.06,46.422685
WDM119,04/03/2014,WDM11941702,1,0,1,0,0,0.4978427,0.198268156,30.39,29.14,0,27.00563,no,no,no,no,0,2,285,0,115,0,400,42.29123,0,41.77391,0,42.03257
WDM119,07/03/2014,WDM11941705,1,0,1,0,0,2.437449895,1.615565563,30.39,30.26,0.25,23.49983,no,no,no,no,0,2,155,0,120,0,275,48.8129,0,41.28333,0,45.048115
WDM135,23/08/2016,WDM13542605,1,0,1,0,0,4.130261438,5.567076204,30.39,30.08,0,21.94652,no,no,no,no,0,2,200,0,135,0,335,48.765,0,27.2,0,37.9825
WDM136,23/08/2016,WDM13642605,0,1,1,1,0,4.130261438,5.567076204,30.39,30.08,0,21.94652,no,no,no,no,0,3,0,85,140,485,710,0,19.24706,19.62143,36.88041,25.24963333
WDM135,25/02/2017,WDM13542791,1,0,1,0,0,2.29E-05,0.014366812,30.38,28.1,0,23.52784,no,no,no,no,0,2,160,0,70,0,230,37.44375,0,28.35714,0,32.900445
WDM136,25/02/2017,WDM13642791,1,0,0,0,0,2.29E-05,0.014366812,30.38,28.1,0,23.52784,no,no,no,no,0,1,215,0,0,0,215,66.2093,0,0,0,66.2093
WDF120,17/01/2015,WDF12042021,1,0,0,0,0,0.114751027,0.344254841,30.37,30.16,0,24.98098,no,no,no,no,0,1,200,0,0,0,200,59.27,0,0,0,59.27
WDF123,17/01/2015,WDF12342021,1,1,0,0,0,0.114751027,0.344254841,30.37,30.16,0,24.98098,no,no,no,no,0,2,160,135,0,0,295,54.35,10.11111,0,0,32.230555
WDF126,17/01/2015,WDF12642021,1,0,1,0,0,0.114751027,0.344254841,30.37,30.16,0,24.98098,no,no,no,no,0,2,140,0,185,0,325,51.52143,0,31.31351,0,41.41747
WDF96,31/03/2012,WDF9640999,0,0,1,1,0,4.587656528,3.427385179,30.37,31.14,0,1606.284,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM112,31/03/2012,WDM11240999,1,0,1,1,1,4.587656528,3.427385179,30.37,31.14,0,1606.284,no,no,no,no,165,3,0,0,0,0,NA,0,0,0,0,NA
WDM115,31/03/2012,WDM11540999,1,0,1,0,0,4.587656528,3.427385179,30.37,31.14,0,1606.284,no,no,no,no,0,2,120,0,165,0,285,46.44167,0,24.26061,0,35.35114
WDM119,03/04/2014,WDM11941732,1,0,1,0,0,0.711935625,0.33599105,30.37,29.05,0,23.12095,no,no,no,no,0,2,165,0,185,0,350,56.44848,0,53.98378,0,55.21613
WDM130,17/01/2015,WDM13042021,1,0,1,0,0,0.114751027,0.344254841,30.37,30.16,0,24.98098,no,no,no,no,0,2,135,0,115,85,335,44.82222,0,39.88696,61.8,73.25459
WDM135,18/08/2016,WDM13542600,1,0,1,0,0,11.02223548,11.16460917,30.35,26.25,0,24.39891,no,no,no,no,0,2,195,0,80,0,275,34.42564,0,40.6,0,37.51282
WDM136,18/08/2016,WDM13642600,1,0,1,1,0,11.02223548,11.16460917,30.35,26.25,0,24.39891,no,no,no,no,0,3,140,0,80,0,220,55.62143,0,13.375,0,22.99881
WDM115,02/03/2012,WDM11540970,1,0,1,0,0,5.185550042,3.989253304,30.34,29.11,0,1511.378,no,no,no,no,0,2,115,0,155,0,270,34.77391,0,24.61935,0,29.69663
WDF96,23/03/2012,WDF9640991,1,0,1,0,0,0.010993326,0,30.33,30.47,0,1611.317,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM111,23/03/2012,WDM11140991,1,0,1,0,0,0.010993326,0,30.33,30.47,0,1611.317,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM112,23/03/2012,WDM11240991,0,0,0,0,0,0.010993326,0,30.33,30.47,0,1611.317,no,no,no,no,0,0,0,0,0,0,NA,0,0,0,0,NA
WDM115,23/03/2012,WDM11540991,1,0,0,0,0,0.010993326,0,30.33,30.47,0,1611.317,no,no,no,no,0,1,240,0,0,115,355,47.94167,0,0,37.84348,85.78515
WDF120,28/02/2015,WDF12042063,1,0,1,0,1,6.846926931,5.573470958,30.32,31.32,0,27.01949,no,no,no,no,70,2,120,0,75,0,195,18.40833,0,38.42667,0,28.4175
WDF123,17/06/2014,WDF12341807,1,0,1,0,0,4.831973223,6.311075507,30.32,29.84,0,22.78108,no,no,no,no,0,2,170,0,100,0,270,49.17059,0,24.18,0,36.675295
WDF123,28/02/2015,WDF12342063,1,1,1,0,1,6.846926931,5.573470958,30.32,31.32,0,27.01949,no,no,no,no,300,3,150,145,115,0,410,36.68667,8.165517,46.7913,0,30.547829
WDF126,28/02/2015,WDF12642063,1,0,0,1,1,6.846926931,5.573470958,30.32,31.32,0,27.01949,no,no,no,no,230,2,135,0,0,230,365,28.16296,0,0,57.38261,42.772785
WDF126,22/09/2015,WDF12642269,1,0,1,0,0,5.212980689,3.904248679,30.32,29.06,0,26.13026,no,no,no,no,0,2,145,0,145,0,290,36.14483,0,34.90345,0,35.52414
WDM119,17/06/2014,WDM11941807,1,0,1,0,0,4.831973223,6.311075507,30.32,29.84,0,22.78108,no,no,no,no,0,2,160,0,100,0,260,53.5125,0,25.09,0,39.30125
WDM130,28/02/2015,WDM13042063,1,0,0,1,1,6.846926931,5.573470958,30.32,31.32,0,27.01949,no,no,no,no,40,2,170,0,0,80,250,43.35294,0,0,22.5,32.92647
WDM131,22/09/2015,WDM13142269,1,0,0,0,0,5.212980689,3.904248679,30.32,29.06,0,26.13026,no,no,no,no,0,1,145,0,0,0,145,48.6069,0,0,0,48.6069
WDM133,22/09/2015,WDM13342269,1,0,1,0,0,5.212980689,3.904248679,30.32,29.06,0,26.13026,no,no,no,no,0,2,185,0,125,0,310,52.90811,0,36.424,0,44.666055
WDF126,28/07/2015,WDF12642213,1,0,1,0,0,8.822843351,7.48071444,30.31,27.85,5.59,22.40405,no,no,no,no,0,2,240,0,225,0,465,40.275,0,22.64889,0,31.461945
WDF126,01/10/2015,WDF12642278,1,0,1,1,0,6.368064761,7.90777437,30.31,30.97,0,25.71944,no,no,no,no,0,3,75,0,70,0,145,17.96,0,37.61429,0,18.52476333
WDM131,28/07/2015,WDM13142213,1,0,1,0,0,8.822843351,7.48071444,30.31,27.85,5.59,22.40405,no,no,no,no,0,2,190,0,110,0,300,38.92105,0,34.97273,0,36.94689
WDM131,01/10/2015,WDM13142278,1,0,1,1,1,6.368064761,7.90777437,30.31,30.97,0,25.71944,no,no,no,no,95,3,150,0,105,0,255,38.74,0,9.8,0,16.18
WDM133,01/10/2015,WDM13342278,1,1,1,0,0,6.368064761,7.90777437,30.31,30.97,0,25.71944,no,no,no,no,0,3,75,355,75,595,1100,23.13333,14.42817,51.66667,52.00336,47.07717667
WDM135,11/09/2016,WDM13542624,1,0,1,0,0,5.930053054,4.66200156,30.31,30.21,0,22.09899,no,no,no,no,0,2,95,0,175,0,270,33.42105,0,29.73143,0,31.57624
WDM136,11/09/2016,WDM13642624,0,0,1,1,1,5.930053054,4.66200156,30.31,30.21,0,22.09899,no,no,no,no,185,2,0,0,120,185,305,0,0,48.575,46.51351,47.544255
WDM119,04/04/2014,WDM11941733,1,0,0,0,0,1.250495882,0.711935625,30.3,30.37,0,23.0984,no,no,no,no,0,1,275,0,0,0,275,21.95273,0,0,0,21.95273
WDM135,09/09/2016,WDM13542622,1,0,1,0,0,3.534605634,2.565022346,30.27,30.14,0,23.07894,no,no,no,no,0,2,185,0,145,0,330,40.48108,0,28.49655,0,34.488815
WDM135,26/02/2017,WDM13542792,1,0,0,0,0,0,2.29E-05,30.27,30.38,0,21.9253,no,no,no,no,0,1,175,0,0,0,175,39.26286,0,0,0,39.26286
WDM136,09/09/2016,WDM13642622,1,0,1,0,0,3.534605634,2.565022346,30.27,30.14,0,23.07894,no,no,no,no,0,2,205,0,180,0,385,36.68293,0,40.18889,0,38.43591
WDM136,26/02/2017,WDM13642792,1,0,1,0,0,0,2.29E-05,30.27,30.38,0,21.9253,no,no,no,no,0,2,300,0,165,0,465,49.33333,0,50.48485,0,49.90909
WDF120,06/03/2015,WDF12042069,1,0,0,0,0,10.73127765,11.13716135,30.26,29.18,0,27.25008,no,no,no,no,0,1,175,0,0,475,650,44.54286,0,0,38.93474,83.4776
WDF123,06/03/2015,WDF12342069,1,0,1,0,0,10.73127765,11.13716135,30.26,29.18,0,27.25008,no,no,no,no,0,2,205,0,85,140,430,44.38049,0,19.85882,54.80714,59.523225
WDF126,06/03/2015,WDF12642069,0,0,0,0,0,10.73127765,11.13716135,30.26,29.18,0,27.25008,no,no,no,no,0,0,0,0,0,175,175,0,0,0,61.56,NA
WDM119,06/03/2014,WDM11941704,1,0,0,0,0,1.615565563,0.965926422,30.26,31.17,0,24.42514,no,no,no,no,0,1,165,0,0,0,165,33.56364,0,0,0,33.56364
WDM130,06/03/2015,WDM13042069,1,0,0,0,0,10.73127765,11.13716135,30.26,29.18,0,27.25008,no,no,no,no,0,1,395,0,0,265,660,43.77975,0,0,52.49057,96.27032
WDM135,09/01/2017,WDM13542744,1,0,0,1,1,8.926431113,7.49158623,30.26,28.78,0,24.39828,no,no,no,no,185,2,140,0,0,185,325,47.07143,0,0,51.89189,49.48166
WDM136,09/01/2017,WDM13642744,1,0,0,1,1,8.926431113,7.49158623,30.26,28.78,0,24.39828,no,no,no,no,280,2,245,0,0,280,525,70.6,0,0,44.24286,57.42143
WDM135,02/10/2016,WDM13542645,1,1,1,0,0,0.055343183,0.004724625,30.24,30.82,2.286,20.80758,no,no,no,no,0,3,240,370,75,0,685,30.57083,3.005405,21.10667,0,18.227635
WDM136,02/10/2016,WDM13642645,1,0,0,0,0,0.055343183,0.004724625,30.24,30.82,2.286,20.80758,no,no,no,no,0,1,135,0,0,0,135,10.19259,0,0,0,10.19259
WDF120,04/01/2015,WDF12042008,0,0,0,1,1,11.11513099,10.73992125,30.23,29.38,0,24.48146,no,no,no,no,180,1,0,0,0,180,180,0,0,0,49.03889,49.03889
WDF123,04/01/2015,WDF12342008,1,0,1,1,1,11.11513099,10.73992125,30.23,29.38,0,24.48146,no,no,no,no,240,3,145,0,130,0,275,56.36552,0,26.03077,0,27.46543
WDF126,04/01/2015,WDF12642008,1,0,1,0,0,11.11513099,10.73992125,30.23,29.38,0,24.48146,no,no,no,no,0,2,190,0,210,0,400,54.38421,0,30.72381,0,42.55401
WDF96,01/04/2012,WDF9641000,1,0,0,0,0,5.8724446,4.587656528,30.23,30.37,0,1503.62,no,no,no,no,0,1,0,0,0,0,NA,0,0,0,0,NA
WDM112,01/04/2012,WDM11241000,1,0,1,0,0,5.8724446,4.587656528,30.23,30.37,0,1503.62,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM115,01/04/2012,WDM11541000,1,0,1,0,0,5.8724446,4.587656528,30.23,30.37,0,1503.62,no,no,no,no,0,2,185,0,115,0,300,33.64324,0,49.11304,0,41.37814
WDM130,04/01/2015,WDM13042008,0,0,0,1,1,11.11513099,10.73992125,30.23,29.38,0,24.48146,no,no,no,no,180,1,0,0,0,215,215,0,0,0,26.02326,26.02326
WDM111,03/03/2012,WDM11140971,1,0,1,0,0,6.487184876,1.040303638,30.22,NA,0,1340.121,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM115,03/03/2012,WDM11540971,0,0,1,0,0,6.487184876,5.185550042,30.22,30.34,0,1340.121,no,no,no,no,0,1,0,0,105,0,105,0,0,21.65714,0,21.65714
WDM135,10/09/2016,WDM13542623,1,1,0,0,0,4.66200156,3.534605634,30.21,30.27,0,23.72312,no,no,no,no,0,2,135,325,0,0,460,43.23704,29.06462,0,0,36.15083
WDM136,10/09/2016,WDM13642623,1,1,1,1,1,4.66200156,3.534605634,30.21,30.27,0,23.72312,no,no,no,no,245,4,240,360,55,245,900,38.67917,6.477778,45.14545,55.42857,36.432742
WDF126,13/09/2015,WDF12642260,1,0,1,0,0,0,0,30.2,28.58,0,25.01959,no,no,no,no,0,2,160,0,155,0,315,37.4375,0,34.6129,0,36.0252
WDM111,13/03/2012,WDM11140981,0,0,1,1,0,3.971990155,5.45144572,30.2,31.58,0,1655.664,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM112,13/03/2012,WDM11240981,1,0,1,0,0,3.971990155,5.45144572,30.2,31.58,0,1655.664,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM115,13/03/2012,WDM11540981,1,0,1,0,0,3.971990155,5.45144572,30.2,31.58,0,1655.664,no,no,no,no,0,2,190,0,120,0,310,29.23158,0,25.66667,0,27.449125
WDM131,13/09/2015,WDM13142260,1,0,1,0,0,0,0,30.2,28.58,0,25.01959,no,no,no,no,0,2,180,0,90,0,270,42.20556,0,34.38889,0,38.297225
WDM133,13/09/2015,WDM13342260,1,0,1,0,0,0,0,30.2,28.58,0,25.01959,no,no,no,no,0,2,250,0,115,0,365,45.712,0,42.83478,0,44.27339
WDM135,15/06/2016,WDM13542536,1,0,1,0,0,6.986910387,5.848410087,30.19,28.52,0,23.15794,no,no,no,no,0,2,220,0,205,95,520,42.39545,0,21.00976,31.11579,47.2605
WDM136,15/06/2016,WDM13642536,1,0,0,0,0,6.986910387,5.848410087,30.19,28.52,0,23.15794,no,no,no,no,0,1,200,0,0,75,275,47.73,0,0,45.05333,92.78333
WDF120,03/04/2015,WDF12042097,0,0,1,0,0,11.18730036,10.51908654,30.17,29.64,0,23.90651,no,no,no,no,0,1,0,0,105,0,105,0,0,20.53333,0,20.53333
WDF123,03/04/2015,WDF12342097,1,0,1,0,0,11.18730036,10.51908654,30.17,29.64,0,23.90651,no,no,no,no,0,2,115,0,130,100,345,22.74783,0,46.10769,48.57,58.71276
WDF126,03/04/2015,WDF12642097,1,0,1,0,0,11.18730036,10.51908654,30.17,29.64,0,23.90651,no,no,no,no,0,2,170,0,120,60,350,37.56471,0,29.96667,19.13333,43.332355
WDF96,08/05/2012,WDF9641037,1,0,0,0,0,7.739126748,9.339793444,30.17,27.99,19.81,1024.191,no,no,no,no,0,1,0,0,0,0,NA,0,0,0,0,NA
WDM112,08/05/2012,WDM11241037,0,0,1,0,0,7.739126748,9.339793444,30.17,27.99,19.81,1024.191,no,no,no,no,0,1,0,0,0,0,NA,0,0,0,0,NA
WDM115,08/05/2012,WDM11541037,1,0,1,0,0,7.739126748,9.339793444,30.17,27.99,19.81,1024.191,no,no,no,no,0,2,185,0,260,0,445,30.13514,0,39.20385,0,34.669495
WDM130,03/04/2015,WDM13042097,0,1,1,1,1,11.18730036,10.51908654,30.17,29.64,0,23.90651,no,no,no,no,300,3,0,120,120,300,540,0,11.99167,32.58333,56.04,33.53833333
WDM133,16/10/2015,WDM13342293,1,0,1,0,0,0.438483505,0.177792141,30.17,28.42,0,23.58451,no,no,no,no,0,2,180,0,145,0,325,46.45,0,41.94483,0,44.197415
WDM135,25/09/2016,WDM13542638,1,0,0,0,0,0.647417381,1.225147882,30.17,29.97,0,22.62716,no,no,no,no,0,1,230,0,0,0,230,40.93478,0,0,0,40.93478
WDM135,07/10/2016,WDM13542650,1,0,1,0,0,2.081377299,1.352174801,30.17,29.67,0,22.56134,no,no,no,no,0,2,140,0,115,0,255,57.52857,0,26.33913,0,41.93385
WDM136,25/09/2016,WDM13642638,1,1,0,0,0,0.647417381,1.225147882,30.17,29.97,0,22.62716,no,no,no,no,0,2,175,95,0,0,270,47.45714,61.52632,0,0,54.49173
WDM136,07/10/2016,WDM13642650,1,0,1,1,1,2.081377299,1.352174801,30.17,29.67,0,22.56134,no,no,no,no,75,3,195,0,75,70,340,48.78462,0,34.85333,26.51429,36.71741333
WDF120,05/01/2015,WDF12042009,1,0,1,1,1,10.92602186,11.11513099,30.16,30.23,0,24.20932,no,no,no,no,260,3,135,0,105,260,500,47.20741,0,25.75238,32.68462,35.21480333
WDF120,16/01/2015,WDF12042020,1,0,1,0,0,0.344254841,0.742074753,30.16,28.27,0,25.19234,no,no,no,no,0,2,340,0,130,0,470,27.83824,0,56.04615,0,41.942195
WDF123,05/01/2015,WDF12342009,1,0,0,0,0,10.92602186,11.11513099,30.16,30.23,0,24.20932,no,no,no,no,0,1,165,0,0,145,310,57.11515,0,0,50.15862,107.27377
WDF123,16/01/2015,WDF12342020,1,0,0,1,1,0.344254841,0.742074753,30.16,28.27,0,25.19234,no,no,no,no,35,2,265,0,0,0,265,57.17736,0,0,0,28.58868
WDF126,05/01/2015,WDF12642009,1,0,1,1,1,10.92602186,11.11513099,30.16,30.23,0,24.20932,no,no,no,no,160,3,160,0,120,160,440,39.26875,0,23.24167,29.7125,30.74097333
WDF126,16/01/2015,WDF12642020,1,0,1,0,1,0.344254841,0.742074753,30.16,28.27,0,25.19234,no,no,no,no,75,2,170,0,170,0,340,68.98235,0,42.47647,0,55.72941
WDF96,20/03/2012,WDF9640988,1,0,1,0,0,0.008329057,0.059861598,30.16,31.82,0,1559.214,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM111,20/03/2012,WDM11140988,1,0,1,0,0,0.008329057,0.059861598,30.16,31.82,0,1559.214,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
WDM112,20/03/2012,WDM11240988,1,0,1,1,1,0.008329057,0.059861598,30.16,31.82,0,1559.214,no,no,no,no,195,3,0,0,0,0,NA,0,0,0,0,NA
WDM115,20/03/2012,WDM11540988,1,0,1,1,0,0.008329057,0.059861598,30.16,31.82,0,1559.214,no,no,no,no,0,3,120,0,130,75,325,50.93333,0,26.96154,53.57333,43.82273333
WDM130,05/01/2015,WDM13042009,1,0,0,0,0,10.92602186,11.11513099,30.16,30.23,0,24.20932,no,no,no,no,0,1,320,0,0,130,450,47.63437,0,0,32.90769,80.54206
WDM130,16/01/2015,WDM13042020,1,0,0,0,0,0.344254841,0.742074753,30.16,28.27,0,25.19234,no,no,no,no,0,1,140,0,0,0,140,67.27143,0,0,0,67.27143
WDF120,08/03/2015,WDF12042071,0,0,1,1,0,8.39521056,9.635506423,30.15,30.89,0,27.98203,no,no,no,no,0,2,0,0,100,230,330,0,0,36.16,31.54783,33.853915
WDF123,08/03/2015,WDF12342071,1,0,1,1,1,8.39521056,9.635506423,30.15,30.89,0,27.98203,no,no,no,no,190,3,170,0,100,0,270,45.68824,0,54.41,0,33.36608
WDF126,08/03/2015,WDF12642071,0,0,0,1,0,8.39521056,9.635506423,30.15,30.89,0,27.98203,no,no,no,no,0,1,0,0,0,125,125,0,0,0,33.736,33.736
WDM130,08/03/2015,WDM13042071,1,0,1,1,1,8.39521056,9.635506423,30.15,30.89,0,27.98203,no,no,no,no,190,3,115,0,110,105,330,29.13913,0,12.5,34.59048,25.40987
WDM135,01/11/2016,WDM13542675,1,0,1,0,0,0.079713778,0.011804482,30.15,31.49,0,21.78246,no,no,no,no,0,2,230,0,140,0,370,56.66087,0,35.77857,0,46.21972
WDM136,01/11/2016,WDM13642675,0,0,1,1,0,0.079713778,0.011804482,30.15,31.49,0,21.78246,no,no,no,no,0,2,0,0,110,215,325,0,0,33.46364,43.54419,38.503915
WDF96,06/05/2012,WDF9641035,1,1,0,0,0,10.83340689,11.12934283,30.14,29.39,0,1244.255,no,no,no,no,0,2,0,0,0,0,NA,0,0,0,0,NA
