Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,StopTime_Previous,Pack,Dusk,Dawn,Moonlight,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Rainfall,n
131,WDM131,42277,0.472222222,0,1,42277,42277,0.597222222,42277.47222,WDM13142277,42277.59722,195,3799,42277.59722,42277,0.597222222,Start,19.48205,Daytime,0.732638889,42277.58681,Crocodiles,42277.24931,42277.78264,7.90777437,no,no,no,No,30.97,0,1
136,WDM136,42665,0.472222222,51,57,42665,42665,0.597222222,42665.47222,WDM13642665,42665.59722,160,3103,42665.59722,42665,0.597222222,Start,19.39375,Daytime,0.708333333,42665.56944,Macho,42665.24514,42665.77917,2.378359878,no,no,no,No,30.82,0.508,1
120,WDF120,41854,0.416666667,55,44,41854,41854,0.541666667,41854.41667,WDF12041854,41854.54167,130,2513,41854.54167,41854,0.541666667,Start,19.33077,Daytime,0.631944444,41854.52083,Tuis,41854.25972,41854.79514,2.981436514,no,no,no,No,26.83,0,1
136,WDM136,42605,0.527777778,0,1,42605,42605,0.652777778,42605.52778,WDM13642605,42605.65278,85,1636,42605.65278,42605,0.652777778,Start,19.24706,Daytime,0.711805556,42605.63889,Macho,42605.25764,42605.79236,4.130261438,no,no,no,No,30.39,0,1
132,WDM132,42174,0.375,0,4,42174,42174,0.5,42174.375,WDM13242174,42174.5,75,1424,42174.5,42174,0.5,Start,18.98667,Daytime,0.552083333,42174.48958,Bahatis,42174.25556,42174.79236,0.366002796,no,no,no,No,25.58,11.8,1
135,WDM135,42539,0.420138889,255,255,42539,42539,0.545138889,42539.42014,WDM13542539,42539.54514,55,1043,42539.54514,42539,0.545138889,Start,18.96364,Daytime,0.583333333,42539.46875,Toucan,42539.25556,42539.79236,10.29012538,no,no,no,No,29.11,5.334,1
120,WDF120,42102,0.524305556,20,35,42102,42102,0.649305556,42102.52431,WDF12042102,42102.64931,75,1416,42102.64931,42102,0.649305556,Start,18.88,Daytime,0.701388889,42102.625,Truants,42102.25764,42102.79097,6.369178424,no,no,no,No,29.41,1.27,1
123,WDF123,41841,0.416666667,2,1,41841,41841,0.541666667,41841.41667,WDF12341841,41841.54167,55,1034,41841.54167,41841,0.541666667,Start,18.8,Daytime,0.579861111,41841.51042,Crocodiles,41841.25903,41841.79514,0.619099818,yes,yes,yes,Yes,28.09,3.56,1
123,WDF123,42062,0.392361111,37,51,42062,42062,0.517361111,42062.39236,WDF12342062,42062.51736,155,2910,42062.51736,42062,0.517361111,Start,18.77419,Daytime,0.625,42062.5,Crocodiles,42062.26528,42062.79861,5.573470958,no,no,no,No,31.32,0,1
131,WDM131,42203,0.329861111,23,20,42203,42203,0.454861111,42203.32986,WDM13142203,42203.45486,140,2627,42203.45486,42203,0.454861111,Start,18.76429,Daytime,0.552083333,42203.43403,Crocodiles,42203.25903,42203.79514,0.191953961,no,no,no,No,29.47,0,1
120,WDF120,41972,0.520833333,2,0,41972,41972,0.645833333,41972.52083,WDF12041972,41972.64583,65,1216,41972.64583,41972,0.645833333,Start,18.70769,Daytime,0.690972222,41972.62153,Dispersing,41972.24722,41972.78264,3.84094613,no,no,no,No,28.63,0,1
132,WDM132,42122,0.288194444,53,60,42122,42122,0.413194444,42122.28819,WDM13242122,42122.41319,210,3928,42122.41319,42122,0.413194444,Start,18.70476,Daytime,0.559027778,42122.39583,Bahatis,42122.25417,42122.78889,6.441430528,no,no,no,No,22.64,10.92,1
126,WDF126,42265,0.472222222,34,41,42265,42265,0.597222222,42265.47222,WDF12642265,42265.59722,140,2615,42265.59722,42265,0.597222222,Start,18.67857,Daytime,0.694444444,42265.57986,Toucans,42265.25278,42265.78611,1.147497248,no,no,no,No,29.77,0,1
133,WDM133,42380,0.461805556,16,13,42380,42380,0.586805556,42380.46181,WDM13342380,42380.58681,175,3265,42380.58681,42380,0.586805556,Start,18.65714,Daytime,0.708333333,42380.57639,Wobbegongs,42380.26042,42380.79583,0.05979961,no,no,no,No,27.51,0,1
131,WDM131,42275,0.402777778,10,5,42275,42275,0.527777778,42275.40278,WDM13142275,42275.52778,70,1295,42275.52778,42275,0.527777778,Start,18.5,Daytime,0.576388889,42275.45833,Crocodiles,42275.25,42275.78333,10.83729201,no,no,no,No,28.85,0,1
126,WDF126,41885,0.461805556,7,4,41885,41885,0.586805556,41885.46181,WDF12641885,41885.58681,55,1012,41885.58681,41885,0.586805556,Start,18.4,Daytime,0.625,41885.56597,Katu,41885.25625,41885.78958,5.098885484,no,no,no,No,26.72,0,1
133,WDM133,42352,0.378472222,4,1,42352,42352,0.503472222,42352.37847,WDM13342352,42352.50347,200,3663,42352.50347,42352,0.503472222,Start,18.315,Daytime,0.642361111,42352.46528,Wobbegongs,42352.25139,42352.78681,0.407372261,no,no,no,No,25.39,16.76,1
130,WDM130,41940,0.510416667,9,11,41940,41940,0.635416667,41940.51042,WDM13041940,41940.63542,55,1004,41940.63542,41940,0.635416667,Start,18.25455,Daytime,0.673611111,41940.62153,Ol Pejeta,41940.24514,41940.77847,1.203233183,no,no,no,No,27.34,0,1
133,WDM133,42382,0.385416667,23,22,42382,42382,0.510416667,42382.38542,WDM13342382,42382.51042,65,1162,42382.51042,42382,0.510416667,Start,17.87692,Daytime,0.555555556,42382.49653,Wobbegongs,42382.26111,42382.79653,0.600870007,no,no,no,No,26.47,0,1
112,WDM112,39722,0.371527778,14,12,39722,41184,0.496527778,39722.37153,WDM11241184,39722.49653,125,2231,39722.49653,39722,0.496527778,Start,17.848,Daytime,0.583333333,39722.47917,Tuis,41184.24861,41184.78194,8.735987192,no,no,no,No,27.61,0,1
119,WDM119,41600,0.291666667,37,60,41600,41600,0.416666667,41600.29167,WDM11941600,41600.41667,255,4529,41600.41667,41600,0.416666667,Start,17.76078,Daytime,0.59375,41600.39583,Loisaba,41600.24583,41600.78125,5.357406195,no,no,no,No,26.8,0,1
111,WDM111,39510,0.33,10,10,39510,40972,0.455,39510.32986,WDM11140972,39510.45486,172.8,3067,39510.45486,39510,0.455,Start,17.74884,Daytime,0.575,39510.43819,Loisaba,40972.26458,40972.79792,7.815656871,no,no,no,No,30.47,0,1
105,WDF105,39411,0.37,9,10,39411,40873,0.495,39411.36944,WDF10540873,39411.49444,177.6,3151,39411.49444,39411,0.495,Start,17.74212,Daytime,0.618333333,39411.46111,Loisaba,40873.24653,40873.78194,0.067655258,yes,yes,yes,Yes,23.37,53.3,1
133,WDM133,42376,0.489583333,6,9,42376,42376,0.614583333,42376.48958,WDM13342376,42376.61458,130,2277,42376.61458,42376,0.614583333,Start,17.51538,Daytime,0.704861111,42376.60069,Wobbegongs,42376.25903,42376.79444,0.045046789,no,no,no,No,26.2,0,1
119,WDM119,41684,0.482638889,12,6,41684,41684,0.607638889,41684.48264,WDM11941684,41684.60764,60,1044,41684.60764,41684,0.607638889,Start,17.4,Daytime,0.649305556,41684.58333,Crocodiles,41684.26597,41684.8,11.15047209,no,no,no,No,29.39,0,1
97,WDM97,39200,0.45,9,6,39200,40662,0.575,39200.45,WDM9740662,39200.575,76.8,1334,39200.575,39200,0.575,Start,17.36979,Daytime,0.628333333,39200.56458,Rat,40662.25347,40662.78889,0.147520809,no,no,no,No,26.72,9.6,1
132,WDM132,42171,0.34375,24,22,42171,42171,0.46875,42171.34375,WDM13242171,42171.46875,210,3638,42171.46875,42171,0.46875,Start,17.32381,Daytime,0.614583333,42171.44097,Bahatis,42171.25486,42171.79167,0,no,no,no,No,27.46,0,1
133,WDM133,42354,0.267361111,19,20,42354,42354,0.392361111,42354.26736,WDM13342354,42354.39236,275,4750,42354.39236,42354,0.392361111,Start,17.27273,Daytime,0.583333333,42354.37153,Wobbegongs,42354.25208,42354.7875,1.560131081,no,no,no,No,25.05,1.524,1
130,WDM130,41894,0.489583333,24,28,41894,41894,0.614583333,41894.48958,WDM13041894,41894.61458,70,1204,41894.61458,41894,0.614583333,Start,17.2,Daytime,0.663194444,41894.57986,Ol Pejeta,41894.25417,41894.7875,6.526821498,no,no,no,No,26.84,0,1
135,WDM135,42808,0.510416667,128,154,42808,42808,0.635416667,42808.51042,WDM13542808,42808.63542,80,1374,42808.63542,42808,0.635416667,Start,17.175,Daytime,0.690972222,42808.61806,Toucan,42808.26319,42808.79583,9.048748769,no,no,no,No,29.07,0,1
115,WDM115,40825,0.305555556,15,25,40825,40825,0.430555556,40825.30556,WDM11540825,40825.43056,255,4374,40825.43056,40825,0.430555556,Start,17.15294,Daytime,0.607638889,40825.40278,Toucans,42287.24722,42287.78056,9.905459497,no,no,no,No,26.75,0,1
135,WDM135,42755,0.520833333,75,104,42755,42755,0.645833333,42755.52083,WDM13542755,42755.64583,130,2219,42755.64583,42755,0.645833333,Start,17.06923,Daytime,0.736111111,42755.59028,Toucan,42755.26319,42755.79792,1.810663654,no,no,no,No,NA,0,1
96,WDF96,39562,0.53125,5,6,39562,41024,0.65625,39562.53125,WDF9641024,39562.65625,65,1093,39562.65625,39562,0.65625,Start,16.81538462,Daytime,0.701388889,39562.64583,Loisaba,41024.25417,41024.78889,0.701736138,no,no,no,No,27.65,2.54,1
120,WDF120,41874,0.465277778,21,16,41874,41874,0.590277778,41874.46528,WDF12041874,41874.59028,80,1344,41874.59028,41874,0.590277778,Start,16.8,Daytime,0.645833333,41874.57292,Tuis,41874.25764,41874.79236,0.009949021,no,no,no,No,30.41,0,1
119,WDM119,41754,0.315972222,19,21,41754,41754,0.440972222,41754.31597,WDM11941754,41754.44097,140,2350,41754.44097,41754,0.440972222,Start,16.78571,Daytime,0.538194444,41754.42014,Crocodiles,41754.25417,41754.78889,0.177631535,no,no,no,No,NA,0,1
97,WDM97,39107,0.28,10,6,39107,40569,0.405,39107.27986,WDM9740569,39107.40486,345.6,5794,39107.40486,39107,0.405,Start,16.76505,Daytime,0.645,39107.39444,Rat,40569.26458,40569.79861,2.321888488,no,no,no,No,NA,NA,1
105,WDF105,39418,0.46,43,39,39418,40880,0.585,39418.45972,WDF10540880,39418.58472,72,1207,39418.58472,39418,0.585,Start,16.76389,Daytime,0.635,39418.56458,Loisaba,40880.24861,40880.78333,4.613823236,no,no,no,Yes,23.81,0.2,1
133,WDM133,42266,0.333333333,5,6,42266,42266,0.458333333,42266.33333,WDM13342266,42266.45833,130,2174,42266.45833,42266,0.458333333,Start,16.72308,Daytime,0.548611111,42266.4375,Wobbegongs,42266.25208,42266.78542,1.848009619,no,no,no,No,28.42,0,1
97,WDM97,39218,0.306666667,35,30,39218,40680,0.431666667,39218.30625,WDM9740680,39218.43125,172.8,2861,39218.43125,39218,0.431666667,Start,16.55671,Daytime,0.551666667,39218.41806,Rat,40680.25278,40680.78889,10.9561077,no,no,no,No,27.7,0,1
97,WDM97,39192,0.366666667,6,0,39192,40654,0.491666667,39192.36667,WDM9740654,39192.49167,76.8,1254,39192.49167,39192,0.491666667,Start,16.32812,Daytime,0.545,39192.47778,Rat,40654.25486,40654.78958,6.313268277,no,no,no,No,NA,NA,1
136,WDM136,42864,0.371527778,8,7,42864,42864,0.496527778,42864.37153,WDM13642864,42864.49653,70,1141,42864.49653,42864,0.496527778,Start,16.3,Daytime,0.545138889,42864.4375,Crocodiles,42864.25278,42864.78819,11.11734173,no,no,no,No,NA,NA,1
132,WDM132,42130,0.430555556,7,6,42130,42130,0.555555556,42130.43056,WDM13242130,42130.55556,90,1457,42130.55556,42130,0.555555556,Start,16.18889,Daytime,0.618055556,42130.53125,Bahatis,42130.25278,42130.78819,8.373768256,no,no,no,No,24.86,0.6,1
112,WDM112,39521,0.333333333,4,3,39521,40983,0.458333333,39521.33333,WDM11240983,39521.45833,135,2169,39521.45833,39521,0.458333333,Start,16.06667,Daytime,0.552083333,39521.43056,Tuis,40983.2625,40983.79583,1.700155161,no,no,no,No,30.64,0,1
119,WDM119,41687,0.5,59,83,41687,41687,0.625,41687.5,WDM11941687,41687.625,65,1029,41687.625,41687,0.625,Start,15.83077,Daytime,0.670138889,41687.61111,Crocodiles,41687.26597,41687.8,8.698663522,no,no,no,No,29.69,0,1
136,WDM136,42868,0.5,25,22,42868,42868,0.625,42868.5,WDM13642868,42868.625,130,2043,42868.625,42868,0.625,Start,15.71538,Daytime,0.715277778,42868.60069,Crocodiles,42868.25278,42868.78819,8.255844192,no,no,no,No,NA,NA,1
136,WDM136,42670,0.388888889,8,15,42670,42670,0.513888889,42670.38889,WDM13642670,42670.51389,115,1804,42670.51389,42670,0.513888889,Start,15.68696,Daytime,0.59375,42670.50347,Macho,42670.24514,42670.77847,0.058699017,no,no,no,No,28.17,0.254,1
130,WDM130,41933,0.392361111,36,46,41933,41933,0.517361111,41933.39236,WDM13041933,41933.51736,70,1094,41933.51736,41933,0.517361111,Start,15.62857,Daytime,0.565972222,41933.50694,Ol Pejeta,41933.24583,41933.77917,0.022972455,no,no,no,No,25.66,0,1
132,WDM132,42167,0.291666667,16,11,42167,42167,0.416666667,42167.29167,WDM13242167,42167.41667,175,2714,42167.41667,42167,0.416666667,Start,15.50857,Daytime,0.538194444,42167.39236,Bahatis,42167.25417,42167.79167,0.272108985,no,no,no,No,26.75,0,1
115,WDM115,40966,0.416666667,11,11,40966,40966,0.541666667,40966.41667,WDM11540966,40966.54167,110,1704,40966.54167,40966,0.541666667,Start,15.49091,Daytime,0.618055556,40966.50694,Toucans,42428.26528,42428.79861,1.351827214,no,no,no,No,30.39,0,1
123,WDF123,41986,0.489583333,56,54,41986,41986,0.614583333,41986.48958,WDF12341986,41986.61458,75,1160,41986.61458,41986,0.614583333,Start,15.46667,Daytime,0.666666667,41986.52083,Crocodiles,41986.25139,41986.78681,3.005612359,no,no,no,No,26.64,0,1
126,WDF126,41871,0.388888889,4,5,41871,41871,0.513888889,41871.38889,WDF12641871,41871.51389,145,2240,41871.51389,41871,0.513888889,Start,15.44828,Daytime,0.614583333,41871.49306,Katu,41871.25833,41871.79306,0.456362882,no,no,no,No,26.36,0,1
132,WDM132,42170,0.510416667,87,89,42170,42170,0.635416667,42170.51042,WDM13242170,42170.63542,125,1923,42170.63542,42170,0.635416667,Start,15.384,Daytime,0.722222222,42170.60417,Bahatis,42170.25486,42170.79167,0,no,no,no,No,27.09,5.8,1
96,WDF96,39547,0.454861111,17,19,39547,41009,0.579861111,39547.45486,WDF9641009,39547.57986,105,1595,39547.57986,39547,0.579861111,Start,15.19047619,Daytime,0.652777778,39547.56597,Loisaba,41009.25694,41009.79097,5.783154459,no,no,no,No,NA,0,1
130,WDM130,41907,0.493055556,30,37,41907,41907,0.618055556,41907.49306,WDM13041907,41907.61806,205,3110,41907.61806,41907,0.618055556,Start,15.17073,Daytime,0.760416667,41907.60764,Ol Pejeta,41907.25069,41907.78403,0.024583107,no,no,no,No,27.74,0,1
131,WDM131,42117,0.506944444,60,66,42117,42117,0.631944444,42117.50694,WDM13142117,42117.63194,80,1211,42117.63194,42117,0.631944444,Start,15.1375,Daytime,0.6875,42117.59028,Crocodiles,42117.25486,42117.78889,1.450882088,no,no,no,No,28,1.02,1
131,WDM131,42117,0.506944444,60,66,42117,42117,0.631944444,42117.50694,WDM13142117,42117.63194,80,1211,42117.63194,42117,0.631944444,Start,15.1375,Daytime,0.6875,42117.59028,Crocodiles,42117.25486,42117.78889,1.450882088,no,no,no,No,28,1.02,1
136,WDM136,42663,0.496527778,12,13,42663,42663,0.621527778,42663.49653,WDM13642663,42663.62153,110,1642,42663.62153,42663,0.621527778,Start,14.92727,Daytime,0.697916667,42663.60417,Macho,42663.24583,42663.77917,4.832107439,no,no,no,No,31.22,0,1
136,WDM136,42863,0.402777778,20,21,42863,42863,0.527777778,42863.40278,WDM13642863,42863.52778,75,1118,42863.52778,42863,0.527777778,Start,14.90667,Daytime,0.579861111,42863.51389,Crocodiles,42863.25278,42863.78819,10.25196673,no,no,no,No,NA,NA,1
133,WDM133,42359,0.25,5,0,42359,42359,0.375,42359.25,WDM13342359,42359.375,330,4912,42359.375,42359,0.375,Start,14.88485,Daytime,0.604166667,42359.35417,Wobbegongs,42359.25347,42359.78958,7.744842532,no,no,no,No,25.26,0,1
123,WDF123,41985,0.361111111,3,1,41985,41985,0.486111111,41985.36111,WDF12341985,41985.48611,130,1921,41985.48611,41985,0.486111111,Start,14.77692,Daytime,0.576388889,41985.47569,Crocodiles,41985.25069,41985.78681,3.976870195,no,no,no,No,26.2,0,1
131,WDM131,42249,0.444444444,10,12,42249,42249,0.569444444,42249.44444,WDM13142249,42249.56944,70,1034,42249.56944,42249,0.569444444,Start,14.77143,Daytime,0.618055556,42249.55556,Crocodiles,42249.25625,42249.79028,5.946631317,no,no,no,No,29.07,0,1
130,WDM130,42082,0.46875,20,6,42082,42082,0.59375,42082.46875,WDM13042082,42082.59375,90,1318,42082.59375,42082,0.59375,Start,14.64444,Daytime,0.65625,42082.52778,Ol Pejeta,42082.26181,42082.79514,0,no,no,no,No,NA,0,1
120,WDF120,41879,0.357638889,8,20,41879,41879,0.482638889,41879.35764,WDF12041879,41879.48264,135,1957,41879.48264,41879,0.482638889,Start,14.4963,Daytime,0.576388889,41879.46181,Tuis,41879.25694,41879.79097,0.231444382,yes,no,yes,Yes,28.63,0,1
133,WDM133,42278,0.229166667,1,3,42278,42278,0.354166667,42278.22917,WDM13342278,42278.35417,355,5122,42278.35417,42278,0.354166667,Start,14.42817,Daytime,0.600694444,42278.32986,Wobbegongs,42278.24931,42278.78264,6.368064761,no,no,no,No,30.31,0,1
109,WDF109,39094,0.316666667,29,28,39094,40556,0.441666667,39094.31667,WDF10940556,39094.44167,139.2,2008,39094.44167,39094,0.441666667,Start,14.42529,Daytime,0.538333333,39094.43125,Dispersing,40556.26111,40556.79653,4.426844119,no,no,no,No,NA,NA,1
97,WDM97,39108,0.2,6,0,39108,40570,0.325,39108.2,WDM9740570,39108.325,355.2,5111,39108.325,39108,0.325,Start,14.38908,Daytime,0.571666667,39108.30833,Rat,40570.26458,40570.79931,1.422270295,no,no,no,No,NA,NA,1
136,WDM136,42663,0.423611111,5,6,42663,42663,0.548611111,42663.42361,WDM13642663,42663.54861,80,1149,42663.54861,42663,0.548611111,Start,14.3625,Daytime,0.604166667,42663.51042,Macho,42663.24583,42663.77917,4.832107439,no,no,no,No,31.22,0,1
136,WDM136,42655,0.447916667,2,1,42655,42655,0.572916667,42655.44792,WDM13642655,42655.57292,90,1288,42655.57292,42655,0.572916667,Start,14.31111,Daytime,0.635416667,42655.5625,Macho,42655.24653,42655.78056,8.167716857,no,no,no,No,29.54,0,1
135,WDM135,42577,0.420138889,36,37,42577,42577,0.545138889,42577.42014,WDM13542577,42577.54514,80,1134,42577.54514,42577,0.545138889,Start,14.175,Daytime,0.600694444,42577.52083,Toucan,42577.25972,42577.79514,2.537637036,no,no,no,No,28.98,0,1
135,WDM135,42734,0.493055556,243,255,42734,42734,0.618055556,42734.49306,WDM13542734,42734.61806,75,1063,42734.61806,42734,0.618055556,Start,14.17333,Daytime,0.670138889,42734.60069,Toucan,42734.25694,42734.79236,0.028274196,no,no,no,No,31.03,0,1
135,WDM135,42578,0.541666667,18,14,42578,42578,0.666666667,42578.54167,WDM13542578,42578.66667,90,1257,42578.66667,42578,0.666666667,Start,13.96667,Daytime,0.729166667,42578.64236,Toucan,42578.25972,42578.79514,1.575845163,no,no,no,No,29.75,0,1
130,WDM130,42057,0.350694444,28,16,42057,42057,0.475694444,42057.35069,WDM13042057,42057.47569,140,1952,42057.47569,42057,0.475694444,Start,13.94286,Daytime,0.572916667,42057.43403,Ol Pejeta,42057.26597,42057.79931,0.718934614,no,no,no,No,30.69,0,1
96,WDF96,39685,0.375,45,62,39685,41147,0.5,39685.375,WDF9641147,39685.5,145,2008,39685.5,39685,0.5,Start,13.84828,Daytime,0.600694444,39685.48264,Loisaba,41147.25764,41147.79167,6.258177655,no,no,no,No,25.19,13.21,1
120,WDF120,42076,0.444444444,255,255,42076,42076,0.569444444,42076.44444,WDF12042076,42076.56944,85,1177,42076.56944,42076,0.569444444,Start,13.84706,Daytime,0.628472222,42076.55903,Truants,42076.26319,42076.79653,2.161075559,no,no,no,No,NA,0,1
120,WDF120,42007,0.454861111,62,103,42007,42007,0.579861111,42007.45486,WDF12042007,42007.57986,80,1100,42007.57986,42007,0.579861111,Start,13.75,Daytime,0.635416667,42007.55556,Truants,42007.25833,42007.79375,10.73992125,no,no,no,No,29.38,0,1
112,WDM112,39650,0.368055556,45,41,39650,41112,0.493055556,39650.36806,WDM11241112,39650.49306,110,1512,39650.49306,39650,0.493055556,Start,13.74545,Daytime,0.569444444,39650.46875,Tuis,41112.25903,41112.79514,0.44243741,no,no,no,No,26.98,0,1
136,WDM136,42576,0.392361111,15,13,42576,42576,0.517361111,42576.39236,WDM13642576,42576.51736,200,2733,42576.51736,42576,0.517361111,Start,13.665,Daytime,0.65625,42576.50694,Macho,42576.25972,42576.79514,3.728617539,no,no,no,No,29.1,0,1
136,WDM136,42837,0.524305556,3,8,42837,42837,0.649305556,42837.52431,WDM13642837,42837.64931,90,1228,42837.64931,42837,0.649305556,Start,13.64444,Daytime,0.711805556,42837.625,Crocodiles,42837.25625,42837.79028,9.827707627,no,no,no,No,NA,NA,1
120,WDF120,41855,0.336805556,48,63,41855,41855,0.461805556,41855.33681,WDF12041855,41855.46181,135,1837,41855.46181,41855,0.461805556,Start,13.60741,Daytime,0.555555556,41855.44444,Tuis,41855.25972,41855.79514,4.122498264,no,no,no,No,24.68,0,1
123,WDF123,42076,0.496527778,5,6,42076,42076,0.621527778,42076.49653,WDF12342076,42076.62153,95,1286,42076.62153,42076,0.621527778,Start,13.53684,Daytime,0.6875,42076.60069,Crocodiles,42076.26319,42076.79653,2.161075559,no,no,no,No,NA,0,1
136,WDM136,42666,0.423611111,77,85,42666,42666,0.548611111,42666.42361,WDM13642666,42666.54861,150,2030,42666.54861,42666,0.548611111,Start,13.53333,Daytime,0.652777778,42666.53819,Macho,42666.24514,42666.77917,1.51145647,no,no,no,No,30.65,0,1
130,WDM130,42076,0.378472222,77,89,42076,42076,0.503472222,42076.37847,WDM13042076,42076.50347,140,1886,42076.50347,42076,0.503472222,Start,13.47143,Daytime,0.600694444,42076.49306,Ol Pejeta,42076.26319,42076.79653,2.161075559,no,no,no,No,NA,0,1
105,WDF105,39427,0.473333333,73,63,39427,40889,0.598333333,39427.47292,WDF10540889,39427.59792,124.8,1681,39427.59792,39427,0.598333333,Start,13.46955,Daytime,0.685,39427.55139,Loisaba,40889.25069,40889.78611,9.141949455,no,no,no,Yes,24.45,0,1
119,WDM119,41726,0.361111111,52,66,41726,41726,0.486111111,41726.36111,WDM11941726,41726.48611,130,1742,41726.48611,41726,0.486111111,Start,13.4,Daytime,0.576388889,41726.46181,Crocodiles,41726.25972,41726.79306,0.017930251,no,no,no,No,30.03,0,1
96,WDF96,39555,0.309027778,22,24,39555,41017,0.434027778,39555.30903,WDF9641017,39555.43403,255,3408,39555.43403,39555,0.434027778,Start,13.36470588,Daytime,0.611111111,39555.42361,Loisaba,41017.25556,41017.78958,0.035513539,no,no,no,No,30.4,8.89,1
119,WDM119,41520,0.503472222,11,6,41520,41520,0.628472222,41520.50347,WDM11941520,41520.62847,155,2056,41520.62847,41520,0.628472222,Start,13.26452,Daytime,0.736111111,41520.61806,Loisaba,41520.25556,41520.78958,0.011293157,no,no,no,No,27.31,0,1
130,WDM130,41928,0.361111111,20,33,41928,41928,0.486111111,41928.36111,WDM13041928,41928.48611,110,1458,41928.48611,41928,0.486111111,Start,13.25455,Daytime,0.5625,41928.47569,Ol Pejeta,41928.24653,41928.77986,1.601656347,no,no,no,No,29.6,0,1
123,WDF123,41831,0.5,21,17,41831,41831,0.625,41831.5,WDF12341831,41831.625,95,1259,41831.625,41831,0.625,Start,13.25263,Daytime,0.690972222,41831.60764,Crocodiles,41831.25833,41831.79514,11.10064422,yes,no,yes,Yes,24.54,2.03,1
126,WDF126,42186,0.402777778,35,22,42186,42186,0.527777778,42186.40278,WDF12642186,42186.52778,130,1718,42186.52778,42186,0.527777778,Start,13.21538,Daytime,0.618055556,42186.5,Toucans,42186.25694,42186.79375,11.08094655,no,no,no,No,25.64,0,1
119,WDM119,41756,0.472222222,74,90,41756,41756,0.597222222,41756.47222,WDM11941756,41756.59722,135,1776,41756.59722,41756,0.597222222,Start,13.15556,Daytime,0.690972222,41756.58333,Crocodiles,41756.25417,41756.78889,0.001940278,no,no,no,No,NA,0,1
136,WDM136,42556,0.40625,4,0,42556,42556,0.53125,42556.40625,WDM13642556,42556.53125,115,1504,42556.53125,42556,0.53125,Start,13.07826,Daytime,0.611111111,42556.51736,Macho,42556.25764,42556.79444,0.039333445,no,no,no,No,28.98,0,1
126,WDF126,42113,0.409722222,80,129,42113,42113,0.534722222,42113.40972,WDF12642113,42113.53472,80,1038,42113.53472,42113,0.534722222,Start,12.975,Daytime,0.590277778,42113.52083,Toucans,42113.25556,42113.78958,0.021483056,no,no,no,No,25.22,10.16,1
136,WDM136,42768,0.34375,4,2,42768,42768,0.46875,42768.34375,WDM13642768,42768.46875,155,2002,42768.46875,42768,0.46875,Start,12.91613,Daytime,0.576388889,42768.42361,Crocodiles,42768.26528,42768.8,1.839831531,no,no,no,No,NA,0,1
123,WDF123,41802,0.361111111,8,9,41802,41802,0.486111111,41802.36111,WDF12341802,41802.48611,110,1417,41802.48611,41802,0.486111111,Start,12.88182,Daytime,0.5625,41802.45833,Crocodiles,41802.25417,41802.79167,11.08555414,no,no,no,No,28.99,0,1
130,WDM130,41880,0.427083333,86,96,41880,41880,0.552083333,41880.42708,WDM13041880,41880.55208,95,1211,41880.55208,41880,0.552083333,Start,12.74737,Daytime,0.618055556,41880.54167,Ol Pejeta,41880.25694,41880.79097,0.525408976,no,no,no,No,28.09,0,1
136,WDM136,42747,0.309027778,5,2,42747,42747,0.434027778,42747.30903,WDM13642747,42747.43403,425,5409,42747.43403,42747,0.434027778,Start,12.72706,Daytime,0.729166667,42747.40625,Crocodiles,42747.26111,42747.79653,10.98127002,no,no,no,No,27.77,0,1
130,WDM130,41997,0.454861111,8,8,41997,41997,0.579861111,41997.45486,WDM13041997,41997.57986,120,1517,41997.57986,41997,0.579861111,Start,12.64167,Daytime,0.663194444,41997.53819,Ol Pejeta,41997.25486,41997.79028,0.285509999,no,no,no,No,30.1,9.4,1
119,WDM119,41897,0.409722222,19,10,41897,41897,0.534722222,41897.40972,WDM11941897,41897.53472,115,1450,41897.53472,41897,0.534722222,Start,12.6087,Daytime,0.614583333,41897.51736,Crocodiles,41897.25347,41897.78681,2.757386686,yes,no,yes,Yes,26.97,0.51,1
133,WDM133,42373,0.336805556,4,3,42373,42373,0.461805556,42373.33681,WDM13342373,42373.46181,190,2381,42373.46181,42373,0.461805556,Start,12.53158,Daytime,0.59375,42373.44792,Wobbegongs,42373.25833,42373.79375,0.792988459,no,no,no,No,27.14,0,1
130,WDM130,41890,0.447916667,72,85,41890,41890,0.572916667,41890.44792,WDM13041890,41890.57292,150,1875,41890.57292,41890,0.572916667,Start,12.5,Daytime,0.677083333,41890.51042,Ol Pejeta,41890.25486,41890.78819,11.14805692,no,no,no,No,25.85,0,1
96,WDF96,39698,0.479166667,2,1,39698,41160,0.604166667,39698.47917,WDF9641160,39698.60417,115,1435,39698.60417,39698,0.604166667,Start,12.47826,Daytime,0.684027778,39698.59375,Loisaba,41160.25486,41160.78819,2.234323777,no,no,no,No,26.23,0,1
105,WDF105,39356,0.35,79,81,39356,40818,0.475,39356.35,WDF10540818,39356.475,96,1192,39356.475,39356,0.475,Start,12.41667,Daytime,0.541666667,39356.46458,Loisaba,40818.24931,40818.78264,1.835216432,no,no,no,No,27.7,0,1
