Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,StopTime_Previous,Pack,Dusk,Dawn,Moonlight,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Rainfall,n
123,WDF123,42050,0.541666667,23,48,42050,42050,0.666666667,42050.54167,WDF12342050,42050.66667,60,1928,42050.66667,42050,0.666666667,Start,32.13333,Daytime,0.708333333,42050.65278,Crocodiles,42050.26597,42050.8,0.199365364,no,no,no,No,32.98,0,1
130,WDM130,42074,0.326388889,19,38,42074,42074,0.451388889,42074.32639,WDM13042074,42074.45139,140,4471,42074.45139,42074,0.451388889,Start,31.93571,Daytime,0.548611111,42074.4375,Ol Pejeta,42074.26319,42074.79653,4.439902376,no,no,no,No,NA,0,1
135,WDM135,42741,0.434027778,22,35,42741,42741,0.559027778,42741.43403,WDM13542741,42741.55903,40,1274,42741.55903,42741,0.559027778,Start,31.85,Daytime,0.586805556,42741.54514,Toucan,42741.25903,42741.79444,4.636862028,no,no,no,No,28,0,1
123,WDF123,41863,0.416666667,48,69,41863,41863,0.541666667,41863.41667,WDF12341863,41863.54167,50,1584,41863.54167,41863,0.541666667,Start,31.68,Daytime,0.576388889,41863.53125,Crocodiles,41863.25903,41863.79444,8.983245286,no,no,no,Yes,25.66,0,1
133,WDM133,42319,0.454861111,66,55,42319,42319,0.579861111,42319.45486,WDM13342319,42319.57986,35,1105,42319.57986,42319,0.579861111,Start,31.57143,Daytime,0.604166667,42319.56944,Wobbegongs,42319.24444,42319.77917,0,no,no,no,No,27.15,2.54,1
130,WDM130,42102,0.496527778,89,109,42102,42102,0.621527778,42102.49653,WDM13042102,42102.62153,80,2519,42102.62153,42102,0.621527778,Start,31.4875,Daytime,0.677083333,42102.58681,Ol Pejeta,42102.25764,42102.79097,6.369178424,no,no,no,No,29.41,1.27,1
126,WDF126,41875,0.520833333,0,4,41875,41875,0.645833333,41875.52083,WDF12641875,41875.64583,170,5352,41875.64583,41875,0.645833333,Start,31.48235,Daytime,0.763888889,41875.63542,Katu,41875.25764,41875.79236,7.38E-05,no,no,no,No,26.9,0.25,1
96,WDF96,39715,0.541666667,62,100,39715,41177,0.666666667,39715.54167,WDF9641177,39715.66667,80,2499,39715.66667,39715,0.666666667,Start,31.2375,Daytime,0.722222222,39715.60764,Loisaba,41177.25069,41177.78403,7.302539215,no,no,no,No,28.8,6.35,1
123,WDF123,41812,0.472222222,30,22,41812,41812,0.597222222,41812.47222,WDF12341812,41812.59722,65,2026,41812.59722,41812,0.597222222,Start,31.16923,Daytime,0.642361111,41812.52431,Crocodiles,41812.25556,41812.79306,0.421268029,no,no,no,No,25.73,0,1
112,WDM112,39817,0.371527778,5,5,39817,41279,0.496527778,39817.37153,WDM11241279,39817.49653,95,2952,39817.49653,39817,0.496527778,Start,31.07368,Daytime,0.5625,39817.48611,Tuis,41279.25903,41279.79444,1.711544577,no,no,no,Yes,26.29,0,1
115,WDM115,41029,0.326388889,6,3,41029,41029,0.451388889,41029.32639,WDM11541029,41029.45139,170,5193,41029.45139,41029,0.451388889,Start,30.54706,Daytime,0.569444444,41029.44097,Toucans,42491.25347,42491.78819,5.271628736,no,no,no,No,28.93,7.62,1
136,WDM136,42579,0.315972222,5,1,42579,42579,0.440972222,42579.31597,WDM13642579,42579.44097,220,6715,42579.44097,42579,0.440972222,Start,30.52273,Daytime,0.59375,42579.42708,Macho,42579.25972,42579.79514,0.859540878,no,no,no,No,30.98,2.794,1
136,WDM136,42718,0.440972222,255,255,42718,42718,0.565972222,42718.44097,WDM13642718,42718.56597,115,3500,42718.56597,42718,0.565972222,Start,30.43478,Daytime,0.645833333,42718.55208,Macho,42718.25139,42718.7875,10.55894396,no,no,no,No,26.47,0,1
120,WDF120,41962,0.40625,40,42,41962,41962,0.53125,41962.40625,WDF12041962,41962.53125,95,2888,41962.53125,41962,0.53125,Start,30.4,Daytime,0.597222222,41962.52083,Dispersing,41962.24583,41962.78056,0.077148739,no,no,no,No,26.68,3.05,1
133,WDM133,42319,0.493055556,1,0,42319,42319,0.618055556,42319.49306,WDM13342319,42319.61806,95,2837,42319.61806,42319,0.618055556,Start,29.86316,Daytime,0.684027778,42319.60417,Wobbegongs,42319.24444,42319.77917,0,no,no,no,No,27.15,2.54,1
126,WDF126,41874,0.458333333,44,43,41874,41874,0.583333333,41874.45833,WDF12641874,41874.58333,110,3270,41874.58333,41874,0.583333333,Start,29.72727,Daytime,0.659722222,41874.55208,Katu,41874.25764,41874.79236,0.009949021,no,no,no,No,30.41,0,1
115,WDM115,40826,0.527777778,14,33,40826,40826,0.652777778,40826.52778,WDM11540826,40826.65278,35,1036,40826.65278,40826,0.652777778,Start,29.6,Daytime,0.677083333,40826.64236,Toucans,42288.24722,42288.78056,10.77650371,no,no,no,No,27.36,5.5,1
136,WDM136,42857,0.527777778,55,71,42857,42857,0.652777778,42857.52778,WDM13642857,42857.65278,45,1327,42857.65278,42857,0.652777778,Start,29.48889,Daytime,0.684027778,42857.625,Crocodiles,42857.25347,42857.78819,3.002683121,no,no,no,No,NA,NA,1
126,WDF126,42129,0.482638889,1,9,42129,42129,0.607638889,42129.48264,WDF12642129,42129.60764,120,3535,42129.60764,42129,0.607638889,Start,29.45833,Daytime,0.690972222,42129.59375,Toucans,42129.25347,42129.78819,9.759495453,no,no,no,No,26.82,0,1
135,WDM135,42617,0.427083333,3,4,42617,42617,0.552083333,42617.42708,WDM13542617,42617.55208,75,2191,42617.55208,42617,0.552083333,Start,29.21333,Daytime,0.604166667,42617.52431,Toucan,42617.25556,42617.78958,0.338232518,no,no,no,No,29.17,0,1
136,WDM136,42655,0.53125,107,117,42655,42655,0.65625,42655.53125,WDM13642655,42655.65625,40,1167,42655.65625,42655,0.65625,Start,29.175,Daytime,0.684027778,42655.63542,Macho,42655.24653,42655.78056,8.167716857,no,no,no,No,29.54,0,1
135,WDM135,42623,0.208333333,1,1,42623,42623,0.333333333,42623.20833,WDM13542623,42623.33333,325,9446,42623.33333,42623,0.333333333,Start,29.06462,Daytime,0.559027778,42623.31944,Toucan,42623.25417,42623.7875,4.66200156,no,no,no,No,30.21,0,1
130,WDM130,41882,0.3125,1,0,41882,41882,0.4375,41882.3125,WDM13041882,41882.4375,170,4883,41882.4375,41882,0.4375,Start,28.72353,Daytime,0.555555556,41882.35764,Ol Pejeta,41882.25625,41882.79028,1.686018193,no,no,no,No,23.84,1.52,1
126,WDF126,42284,0.520833333,213,255,42284,42284,0.645833333,42284.52083,WDF12642284,42284.64583,90,2580,42284.64583,42284,0.645833333,Start,28.66667,Daytime,0.708333333,42284.62847,Toucans,42284.24792,42284.78125,0.541616685,no,no,no,No,28.82,0,1
123,WDF123,41953,0.423611111,1,0,41953,41953,0.548611111,41953.42361,WDF12341953,41953.54861,65,1863,41953.54861,41953,0.548611111,Start,28.66154,Daytime,0.59375,41953.53819,Crocodiles,41953.24444,41953.77917,6.456591441,no,no,no,No,24.28,2.79,1
119,WDM119,41736,0.413194444,0,3,41736,41736,0.538194444,41736.41319,WDM11941736,41736.53819,75,2143,41736.53819,41736,0.538194444,Start,28.57333,Daytime,0.590277778,41736.5,Crocodiles,41736.25764,41736.79167,3.76923357,no,no,no,No,30.57,0,1
119,WDM119,41876,0.5,104,114,41876,41876,0.625,41876.5,WDM11941876,41876.625,40,1136,41876.625,41876,0.625,Start,28.4,Daytime,0.652777778,41876.60764,Crocodiles,41876.25764,41876.79167,0,yes,yes,no,Yes,27.9,39.88,1
132,WDM132,42134,0.256944444,25,33,42134,42134,0.381944444,42134.25694,WDM13242134,42134.38194,365,10305,42134.38194,42134,0.381944444,Start,28.23288,Daytime,0.635416667,42134.35417,Bahatis,42134.25278,42134.78819,2.788197713,no,no,no,No,25.38,0,1
132,WDM132,42155,0.493055556,30,46,42155,42155,0.618055556,42155.49306,WDM13242155,42155.61806,200,5642,42155.61806,42155,0.618055556,Start,28.21,Daytime,0.756944444,42155.56944,Bahatis,42155.25347,42155.78958,10.07165524,no,no,no,No,24.98,0,1
133,WDM133,42289,0.475694444,48,38,42289,42289,0.600694444,42289.47569,WDM13342289,42289.60069,55,1546,42289.60069,42289,0.600694444,Start,28.10909,Daytime,0.638888889,42289.59028,Wobbegongs,42289.24722,42289.78056,0,no,no,no,No,29.33,0,1
126,WDF126,42262,0.527777778,41,74,42262,42262,0.652777778,42262.52778,WDF12642262,42262.65278,100,2801,42262.65278,42262,0.652777778,Start,28.01,Daytime,0.722222222,42262.61458,Toucans,42262.25347,42262.78681,0.118032021,no,no,no,No,29.33,0,1
126,WDF126,42225,0.336805556,48,70,42225,42225,0.461805556,42225.33681,WDF12642225,42225.46181,230,6427,42225.46181,42225,0.461805556,Start,27.94348,Daytime,0.621527778,42225.43403,Toucans,42225.25972,42225.79444,0.547158327,no,no,no,No,25.78,0,1
123,WDF123,41852,0.430555556,57,68,41852,41852,0.555555556,41852.43056,WDF12341852,41852.55556,45,1249,41852.55556,41852,0.555555556,Start,27.75556,Daytime,0.586805556,41852.53819,Crocodiles,41852.25972,41852.79514,1.311194914,yes,yes,no,Yes,26.49,0,1
132,WDM132,42158,0.21875,6,3,42158,42158,0.34375,42158.21875,WDM13242158,42158.34375,340,9393,42158.34375,42158,0.34375,Start,27.62647,Daytime,0.579861111,42158.32986,Bahatis,42158.25347,42158.79028,10.34610323,no,no,no,No,26.43,0,1
132,WDM132,42132,0.347222222,0,1,42132,42132,0.472222222,42132.34722,WDM13242132,42132.47222,165,4546,42132.47222,42132,0.472222222,Start,27.55152,Daytime,0.586805556,42132.46181,Bahatis,42132.25278,42132.78819,5.412516904,no,no,no,No,25.4,0,1
133,WDM133,42283,0.423611111,255,255,42283,42283,0.548611111,42283.42361,WDM13342283,42283.54861,110,3020,42283.54861,42283,0.548611111,Start,27.45455,Daytime,0.625,42283.53125,Wobbegongs,42283.24792,42283.78125,0.996742361,no,no,no,No,27.17,0,1
130,WDM130,41878,0.263888889,29,29,41878,41878,0.388888889,41878.26389,WDM13041878,41878.38889,235,6429,41878.38889,41878,0.388888889,Start,27.35745,Daytime,0.552083333,41878.31944,Ol Pejeta,41878.25694,41878.79167,0.072554629,no,no,no,No,26.4,0.76,1
123,WDF123,41958,0.416666667,7,8,41958,41958,0.541666667,41958.41667,WDF12341958,41958.54167,85,2304,41958.54167,41958,0.541666667,Start,27.10588,Daytime,0.600694444,41958.52778,Crocodiles,41958.24514,41958.77986,1.481705633,no,no,no,No,25.16,0,1
123,WDF123,41829,0.451388889,54,68,41829,41829,0.576388889,41829.45139,WDF12341829,41829.57639,110,2972,41829.57639,41829,0.576388889,Start,27.01818,Daytime,0.652777778,41829.56597,Crocodiles,41829.25833,41829.79514,8.738305675,yes,yes,no,Yes,27.79,3.3,1
123,WDF123,41992,0.527777778,9,14,41992,41992,0.652777778,41992.52778,WDF12341992,41992.65278,55,1477,41992.65278,41992,0.652777778,Start,26.85455,Daytime,0.690972222,41992.62847,Crocodiles,41992.25347,41992.78889,0.047593468,no,no,no,No,29.07,0,1
120,WDF120,41896,0.399305556,27,30,41896,41896,0.524305556,41896.39931,WDF12041896,41896.52431,55,1472,41896.52431,41896,0.524305556,Start,26.76364,Daytime,0.5625,41896.5,Tuis,41896.25347,41896.78681,3.847498456,no,no,no,Yes,27.07,0,1
96,WDF96,39542,0.534722222,25,25,39542,41004,0.659722222,39542.53472,WDF9641004,39542.65972,80,2135,39542.65972,39542,0.659722222,Start,26.6875,Daytime,0.715277778,39542.63542,Loisaba,41004.25764,41004.79167,10.88165996,no,no,no,No,NA,0,1
112,WDM112,39684,0.510416667,25,29,39684,41146,0.635416667,39684.51042,WDM11241146,39684.63542,40,1066,39684.63542,39684,0.635416667,Start,26.65,Daytime,0.663194444,39684.60069,Tuis,41146.25764,41146.79167,4.779363449,no,no,no,No,27.06,0,1
130,WDM130,41970,0.444444444,2,0,41970,41970,0.569444444,41970.44444,WDM13041970,41970.56944,180,4785,41970.56944,41970,0.569444444,Start,26.58333,Daytime,0.694444444,41970.54514,Ol Pejeta,41970.24722,41970.78194,1.691915915,no,no,no,No,27.48,3.81,1
130,WDM130,42085,0.40625,2,2,42085,42085,0.53125,42085.40625,WDM13042085,42085.53125,205,5391,42085.53125,42085,0.53125,Start,26.29756,Daytime,0.673611111,42085.51042,Ol Pejeta,42085.26111,42085.79444,0.212709504,no,no,no,No,NA,0,1
119,WDM119,41812,0.46875,15,17,41812,41812,0.59375,41812.46875,WDM11941812,41812.59375,70,1826,41812.59375,41812,0.59375,Start,26.08571,Daytime,0.642361111,41812.55556,Crocodiles,41812.25556,41812.79306,0.421268029,no,no,no,No,25.73,0,1
136,WDM136,42552,0.420138889,13,13,42552,42552,0.545138889,42552.42014,WDM13642552,42552.54514,40,1039,42552.54514,42552,0.545138889,Start,25.975,Daytime,0.572916667,42552.51389,Dispersing,42552.25694,42552.79444,0.080820662,no,no,no,No,28.17,8.64,1
136,WDM136,42858,0.510416667,0,3,42858,42858,0.635416667,42858.51042,WDM13642858,42858.63542,180,4654,42858.63542,42858,0.635416667,Start,25.85556,Daytime,0.760416667,42858.625,Crocodiles,42858.25347,42858.78819,4.189812038,no,no,no,No,NA,NA,1
130,WDM130,41995,0.232638889,170,147,41995,41995,0.357638889,41995.23264,WDM13041995,41995.35764,315,7936,41995.35764,41995,0.357638889,Start,25.19365,Daytime,0.576388889,41995.34722,Ol Pejeta,41995.25417,41995.78958,0.001684974,no,no,no,No,28.49,0,1
126,WDF126,41954,0.496527778,26,53,41954,41954,0.621527778,41954.49653,WDF12641954,41954.62153,70,1762,41954.62153,41954,0.621527778,Start,25.17143,Daytime,0.670138889,41954.61111,Katu,41954.24444,41954.77917,5.199579743,no,no,no,Yes,22.44,7.37,1
135,WDM135,42738,0.413194444,161,189,42738,42738,0.538194444,42738.41319,WDM13542738,42738.53819,55,1358,42738.53819,42738,0.538194444,Start,24.69091,Daytime,0.576388889,42738.51736,Toucan,42738.25833,42738.79375,1.45831253,no,no,no,No,27.76,0,1
126,WDF126,42014,0.347222222,5,4,42014,42014,0.472222222,42014.34722,WDF12642014,42014.47222,100,2468,42014.47222,42014,0.472222222,Start,24.68,Daytime,0.541666667,42014.45833,Katu,42014.26042,42014.79583,5.082032108,no,no,no,No,NA,0,1
135,WDM135,42819,0.423611111,12,12,42819,42819,0.548611111,42819.42361,WDM13542819,42819.54861,115,2816,42819.54861,42819,0.548611111,Start,24.48696,Daytime,0.628472222,42819.53472,Toucan,42819.26042,42819.79375,0.041822398,no,no,no,No,NA,NA,1
133,WDM133,42242,0.489583333,29,18,42242,42242,0.614583333,42242.48958,WDM13342242,42242.61458,45,1089,42242.61458,42242,0.614583333,Start,24.2,Daytime,0.645833333,42242.60417,Wobbegongs,42242.25764,42242.79167,8.428414007,no,no,no,No,28.16,0,1
105,WDF105,39397,0.403333333,177,210,39397,40859,0.528333333,39397.40278,WDF10540859,39397.52778,48,1160,39397.52778,39397,0.528333333,Start,24.16667,Daytime,0.561666667,39397.51111,Loisaba,40859.24514,40859.77917,9.611353522,no,no,no,Yes,24.67,9.4,1
135,WDM135,42644,0.416666667,5,3,42644,42644,0.541666667,42644.41667,WDM13542644,42644.54167,65,1550,42644.54167,42644,0.541666667,Start,23.84615,Daytime,0.586805556,42644.52431,Toucan,42644.24931,42644.78264,0.004724625,no,no,no,No,30.82,0,1
119,WDM119,41661,0.385416667,255,255,41661,41661,0.510416667,41661.38542,WDM11941661,41661.51042,95,2260,41661.51042,41661,0.510416667,Start,23.78947,Daytime,0.576388889,41661.48958,Crocodiles,41661.26319,41661.79861,3.86661055,no,no,no,No,27.9,0,1
130,WDM130,41879,0.246527778,11,20,41879,41879,0.371527778,41879.24653,WDM13041879,41879.37153,260,6167,41879.37153,41879,0.371527778,Start,23.71923,Daytime,0.552083333,41879.3125,Ol Pejeta,41879.25694,41879.79097,0.231444382,no,no,no,No,28.63,0,1
132,WDM132,42161,0.538194444,5,2,42161,42161,0.663194444,42161.53819,WDM13242161,42161.66319,170,4031,42161.66319,42161,0.663194444,Start,23.71176,Daytime,0.78125,42161.63889,Bahatis,42161.25347,42161.79028,5.917340151,no,no,no,No,27.33,0,1
130,WDM130,42112,0.527777778,12,10,42112,42112,0.652777778,42112.52778,WDM13042112,42112.65278,100,2361,42112.65278,42112,0.652777778,Start,23.61,Daytime,0.722222222,42112.64236,Ol Pejeta,42112.25556,42112.78958,0,no,no,no,No,24.43,8.64,1
130,WDM130,42094,0.451388889,76,106,42094,42094,0.576388889,42094.45139,WDM13042094,42094.57639,65,1532,42094.57639,42094,0.576388889,Start,23.56923,Daytime,0.621527778,42094.55208,Ol Pejeta,42094.25903,42094.79306,8.462929968,no,no,no,No,29.62,0,1
119,WDM119,41509,0.347222222,16,15,41509,41509,0.472222222,41509.34722,WDM11941509,41509.47222,175,4122,41509.47222,41509,0.472222222,Start,23.55429,Daytime,0.59375,41509.44444,Loisaba,41509.25764,41509.79236,8.162719131,no,no,no,No,23.36,0,1
123,WDF123,41766,0.4375,39,54,41766,41766,0.5625,41766.4375,WDF12341766,41766.5625,135,3163,41766.5625,41766,0.5625,Start,23.42963,Daytime,0.65625,41766.51042,Crocodiles,41766.25278,41766.78819,4.04026651,no,no,no,No,NA,0,1
123,WDF123,42077,0.364583333,3,2,42077,42077,0.489583333,42077.36458,WDF12342077,42077.48958,125,2924,42077.48958,42077,0.489583333,Start,23.392,Daytime,0.576388889,42077.47569,Crocodiles,42077.26319,42077.79653,1.304557237,no,no,no,No,NA,0,1
97,WDM97,39100,0.363333333,40,45,39100,40562,0.488333333,39100.36319,WDM9740562,39100.48819,216,5043,39100.48819,39100,0.488333333,Start,23.34722,Daytime,0.638333333,39100.47778,Rat,40562.2625,40562.79792,11.11143705,no,no,no,No,NA,NA,1
133,WDM133,42258,0.53125,21,19,42258,42258,0.65625,42258.53125,WDM13342258,42258.65625,55,1270,42258.65625,42258,0.65625,Start,23.09091,Daytime,0.694444444,42258.64583,Wobbegongs,42258.25417,42258.7875,0.002346152,no,no,no,No,28.65,0,1
132,WDM132,42142,0.274305556,7,1,42142,42142,0.399305556,42142.27431,WDM13242142,42142.39931,230,5258,42142.39931,42142,0.399305556,Start,22.86087,Daytime,0.559027778,42142.375,Bahatis,42142.25278,42142.78889,0.004998023,no,no,no,No,28.12,0,1
136,WDM136,42846,0.465277778,167,237,42846,42846,0.590277778,42846.46528,WDM13642846,42846.59028,90,2044,42846.59028,42846,0.590277778,Start,22.71111,Daytime,0.652777778,42846.55903,Crocodiles,42846.25486,42846.78889,0.62218647,no,no,no,No,NA,NA,1
135,WDM135,42565,0.322916667,0,3,42565,42565,0.447916667,42565.32292,WDM13542565,42565.44792,145,3286,42565.44792,42565,0.447916667,Start,22.66207,Daytime,0.548611111,42565.42361,Toucan,42565.25903,42565.79514,6.046914066,no,no,no,No,25.5,0,1
112,WDM112,39523,0.46875,117,78,39523,40985,0.59375,39523.46875,WDM11240985,39523.59375,75,1698,39523.59375,39523,0.59375,Start,22.64,Daytime,0.645833333,39523.56597,Tuis,40985.2625,40985.79514,0.487610238,no,no,no,No,32.12,0,1
126,WDF126,41890,0.368055556,14,15,41890,41890,0.493055556,41890.36806,WDF12641890,41890.49306,120,2709,41890.49306,41890,0.493055556,Start,22.575,Daytime,0.576388889,41890.47917,Katu,41890.25486,41890.78819,11.14805692,no,no,no,No,25.85,0,1
126,WDF126,41983,0.392361111,1,0,41983,41983,0.517361111,41983.39236,WDF12641983,41983.51736,80,1803,41983.51736,41983,0.517361111,Start,22.5375,Daytime,0.572916667,41983.50694,Katu,41983.25,41983.78611,6.238129402,yes,no,yes,Yes,26.27,0,1
132,WDM132,42166,0.302083333,1,0,42166,42166,0.427083333,42166.30208,WDM13242166,42166.42708,320,7185,42166.42708,42166,0.427083333,Start,22.45312,Daytime,0.649305556,42166.41319,Bahatis,42166.25417,42166.79097,0.647213395,no,no,no,No,26.84,0,1
135,WDM135,42804,0.53125,69,98,42804,42804,0.65625,42804.53125,WDM13542804,42804.65625,75,1672,42804.65625,42804,0.65625,Start,22.29333,Daytime,0.708333333,42804.62153,Toucan,42804.26389,42804.79722,10.47267182,no,no,no,No,31.22,0,1
136,WDM136,42774,0.506944444,60,87,42774,42774,0.631944444,42774.50694,WDM13642774,42774.63194,80,1774,42774.63194,42774,0.631944444,Start,22.175,Daytime,0.6875,42774.60417,Crocodiles,42774.26597,42774.8,9.754257034,no,no,no,No,28.7,0,1
97,WDM97,39216,0.183333333,0,6,39216,40678,0.308333333,39216.18333,WDM9740678,39216.30833,499.2,11033,39216.30833,39216,0.308333333,Start,22.10136,Daytime,0.655,39216.29444,Rat,40678.25278,40678.78819,10.21439356,no,no,no,No,29.21,7.8,1
130,WDM130,41991,0.423611111,51,59,41991,41991,0.548611111,41991.42361,WDM13041991,41991.54861,115,2530,41991.54861,41991,0.548611111,Start,22,Daytime,0.628472222,41991.53125,Ol Pejeta,41991.25278,41991.78819,0.184876482,no,no,no,No,28.56,0,1
130,WDM130,42089,0.5,14,15,42089,42089,0.625,42089.5,WDM13042089,42089.625,80,1757,42089.625,42089,0.625,Start,21.9625,Daytime,0.680555556,42089.59375,Ol Pejeta,42089.26042,42089.79375,2.70170526,no,no,no,No,27.24,0,1
123,WDF123,42050,0.322916667,36,34,42050,42050,0.447916667,42050.32292,WDF12342050,42050.44792,295,6467,42050.44792,42050,0.447916667,Start,21.92203,Daytime,0.652777778,42050.41667,Crocodiles,42050.26597,42050.8,0.199365364,no,no,no,No,32.98,0,1
135,WDM135,42581,0.461805556,26,31,42581,42581,0.586805556,42581.46181,WDM13542581,42581.58681,90,1959,42581.58681,42581,0.586805556,Start,21.76667,Daytime,0.649305556,42581.57639,Toucan,42581.25972,42581.79514,0.129258802,no,no,no,No,28.46,1.524,1
135,WDM135,42814,0.354166667,2,0,42814,42814,0.479166667,42814.35417,WDM13542814,42814.47917,95,2041,42814.47917,42814,0.479166667,Start,21.48421,Daytime,0.545138889,42814.46875,Toucan,42814.26181,42814.79514,2.241023297,no,no,no,No,NA,NA,1
136,WDM136,42842,0.409722222,119,148,42842,42842,0.534722222,42842.40972,WDM13642842,42842.53472,75,1608,42842.53472,42842,0.534722222,Start,21.44,Daytime,0.586805556,42842.51389,Crocodiles,42842.25556,42842.78958,3.795390532,no,no,no,No,NA,NA,1
136,WDM136,42729,0.392361111,5,3,42729,42729,0.517361111,42729.39236,WDM13642729,42729.51736,55,1168,42729.51736,42729,0.517361111,Start,21.23636,Daytime,0.555555556,42729.5,Macho,42729.25556,42729.79097,0.158436246,no,no,no,No,26.37,0,1
130,WDM130,41913,0.368055556,6,3,41913,41913,0.493055556,41913.36806,WDM13041913,41913.49306,200,4244,41913.49306,41913,0.493055556,Start,21.22,Daytime,0.631944444,41913.48264,Ol Pejeta,41913.24931,41913.78264,3.465676749,no,no,no,No,30.04,0,1
132,WDM132,42119,0.496527778,146,148,42119,42119,0.621527778,42119.49653,WDM13242119,42119.62153,50,1059,42119.62153,42119,0.621527778,Start,21.18,Daytime,0.65625,42119.59028,Bahatis,42119.25417,42119.78889,3.148518045,no,no,no,No,28.79,0,1
119,WDM119,41757,0.375,6,9,41757,41757,0.5,41757.375,WDM11941757,41757.5,80,1680,41757.5,41757,0.5,Start,21,Daytime,0.555555556,41757.48958,Crocodiles,41757.25417,41757.78889,0,no,no,no,No,NA,0,1
135,WDM135,42562,0.364583333,25,49,42562,42562,0.489583333,42562.36458,WDM13542562,42562.48958,285,5966,42562.48958,42562,0.489583333,Start,20.93333,Daytime,0.6875,42562.47917,Toucan,42562.25833,42562.79514,2.917452851,no,no,no,No,27.86,0,1
112,WDM112,39642,0.357638889,39,32,39642,41104,0.482638889,39642.35764,WDM11241104,39642.48264,85,1762,39642.48264,39642,0.482638889,Start,20.72941,Daytime,0.541666667,39642.46528,Tuis,41104.25903,41104.79514,0.393686316,no,no,no,No,25.08,0,1
123,WDF123,41992,0.40625,26,22,41992,41992,0.53125,41992.40625,WDF12341992,41992.53125,65,1344,41992.53125,41992,0.53125,Start,20.67692,Daytime,0.576388889,41992.48611,Crocodiles,41992.25347,41992.78889,0.047593468,no,no,no,No,29.07,0,1
130,WDM130,41891,0.423611111,47,38,41891,41891,0.548611111,41891.42361,WDM13041891,41891.54861,50,1027,41891.54861,41891,0.548611111,Start,20.54,Daytime,0.583333333,41891.49306,Ol Pejeta,41891.25486,41891.78819,10.84919743,no,no,no,No,25.74,0,1
131,WDM131,42284,0.368055556,17,20,42284,42284,0.493055556,42284.36806,WDM13142284,42284.49306,120,2456,42284.49306,42284,0.493055556,Start,20.46667,Daytime,0.576388889,42284.47569,Crocodiles,42284.24792,42284.78125,0.541616685,no,no,no,No,28.82,0,1
96,WDF96,39842,0.520833333,15,16,39842,41304,0.645833333,39842.52083,WDF9641304,39842.64583,105,2127,39842.64583,39842,0.645833333,Start,20.25714,Daytime,0.71875,39842.63194,Loisaba,41304.26528,41304.79931,7.387511977,no,no,no,No,30.56,0,1
130,WDM130,42028,0.378472222,2,1,42028,42028,0.503472222,42028.37847,WDM13042028,42028.50347,70,1416,42028.50347,42028,0.503472222,Start,20.22857,Daytime,0.552083333,42028.49306,Ol Pejeta,42028.26389,42028.79861,0.960507719,no,no,no,No,28.55,0,1
130,WDM130,42101,0.409722222,32,27,42101,42101,0.534722222,42101.40972,WDM13042101,42101.53472,125,2519,42101.53472,42101,0.534722222,Start,20.152,Daytime,0.621527778,42101.52431,Ol Pejeta,42101.25764,42101.79167,7.798872328,no,no,no,No,29.34,39.62,1
123,WDF123,41754,0.315972222,107,106,41754,41754,0.440972222,41754.31597,WDF12341754,41754.44097,140,2786,41754.44097,41754,0.440972222,Start,19.9,Daytime,0.538194444,41754.42708,Crocodiles,41754.25417,41754.78889,0.177631535,no,no,no,No,NA,0,1
130,WDM130,42087,0.503472222,19,33,42087,42087,0.628472222,42087.50347,WDM13042087,42087.62847,85,1690,42087.62847,42087,0.628472222,Start,19.88235,Daytime,0.6875,42087.60417,Ol Pejeta,42087.26111,42087.79444,1.070748224,no,no,no,No,26.61,1.52,1
120,WDF120,41934,0.440972222,2,1,41934,41934,0.565972222,41934.44097,WDF12041934,41934.56597,55,1090,41934.56597,41934,0.565972222,Start,19.81818,Daytime,0.604166667,41934.54167,Dispersing,41934.24514,41934.77917,0.000701282,no,no,no,No,23.61,4.06,1
135,WDM135,42747,0.402777778,33,27,42747,42747,0.527777778,42747.40278,WDM13542747,42747.52778,155,3051,42747.52778,42747,0.527777778,Start,19.68387,Daytime,0.635416667,42747.50347,Toucan,42747.26111,42747.79653,10.98127002,no,no,no,No,27.77,0,1
123,WDF123,42087,0.475694444,62,120,42087,42087,0.600694444,42087.47569,WDF12342087,42087.60069,55,1082,42087.60069,42087,0.600694444,Start,19.67273,Daytime,0.638888889,42087.57986,Crocodiles,42087.26111,42087.79444,1.070748224,no,no,no,No,26.61,1.52,1
131,WDM131,42143,0.326388889,1,0,42143,42143,0.451388889,42143.32639,WDM13142143,42143.45139,275,5389,42143.45139,42143,0.451388889,Start,19.59636,Daytime,0.642361111,42143.42708,Crocodiles,42143.25278,42143.78889,0.079012962,yes,no,yes,Yes,29.1,0.8,1
131,WDM131,42143,0.326388889,1,0,42143,42143,0.451388889,42143.32639,WDM13142143,42143.45139,275,5389,42143.45139,42143,0.451388889,Start,19.59636,Daytime,0.642361111,42143.42708,Crocodiles,42143.25278,42143.78889,0.079012962,yes,no,yes,Yes,29.1,0.8,1
