,X.3,X.2,X.1,X,localtimestamp,localdate,date,localtime,location.long,location.lat,ID,dawn,dawnafter,dusk,moonrise,moonset,illumination,moonoverlap,rain,rain.30,displacement,glade.dist,glade.random,maxtemp,effectivedawn,effectivedusk,period,season,moonshine,woody,in.glade,daytemp,partofday,moonprev,delete,startstop,woodyaverage,gladedistmin,p.inglade,moonaverage,glade.dist.km
1552,1552,1552,3858,3858,11/09/2011 16:50,11/09/2011,11/09/2011,16:50:00,36.8894046,0.3592581,1147.11,11/09/2011 06:06,12/09/2011 06:06,11/09/2011 18:54,11/09/2011 17:52,12/09/2011 06:14,0.981972046,11:12:00,0,177.7,0.071092686,0.005403306,0.005907198,26.71,11/09/2011 06:06,11/09/2011 18:54,Day,Wet,0,0.26958,0,Mild,C,10.07816853,NO,Start,0.270688333,0.005313146,0,0,0.589759206
1564,1564,1564,3870,3870,11/09/2011 19:00,11/09/2011,11/09/2011,19:00:00,36.889382,0.3591507,1147.11,11/09/2011 06:06,12/09/2011 06:06,11/09/2011 18:54,11/09/2011 17:52,12/09/2011 06:14,0.981972046,11:12:00,0,177.7,0.028,0.005478613,0.004755423,26.71,11/09/2011 06:06,11/09/2011 18:54,Night,Wet,0.981972046,0.2612,0,Mild,D,10.07816853,NO,Start,0.227480462,0.005435573,0,0.981972046,0.603348603
1629,1629,1629,3935,3935,12/09/2011 06:10,12/09/2011,12/09/2011,06:10:00,36.8895641,0.3584185,1147.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.009868131,0.005755278,0.002445355,25.18,12/09/2011 06:06,12/09/2011 18:54,Day,Wet,0,0.21038,0,Mild,A,10.99808692,NO,Start,0.208826316,0.004729245,0,0,0.524946195
1648,1648,1648,3954,3954,12/09/2011 09:40,12/09/2011,12/09/2011,09:40:00,36.8904958,0.3585552,1147.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.223241775,0.004952355,0.002973561,25.18,12/09/2011 06:06,12/09/2011 18:54,Day,Wet,0,0.15196,0,Mild,B,10.99808692,NO,Start,0.210095,0.002775525,0,0,0.308083275
1684,1684,1684,3990,3990,12/09/2011 16:50,12/09/2011,12/09/2011,16:50:00,36.8884364,0.3580826,1147.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.064072615,0.006857705,0.001417942,25.18,12/09/2011 06:06,12/09/2011 18:54,Day,Wet,0,0.26535,0,Mild,C,10.99808692,NO,Start,0.217549167,0.006339906,0,0,0.703729566
1696,1696,1696,4002,4002,12/09/2011 19:00,12/09/2011,12/09/2011,19:00:00,36.8887406,0.3583736,1147.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.015120847,0.006441606,0.003327224,25.18,12/09/2011 06:06,12/09/2011 18:54,Night,Wet,0.997095214,0.27446,0,Mild,D,10.99808692,NO,Start,0.174274308,0.006431743,0,0.997095214,0.713923473
1761,1761,1761,4067,4067,13/09/2011 06:10,13/09/2011,13/09/2011,06:10:00,36.8887295,0.3585514,1147.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.41836104,0.006351284,0.005528705,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.22672,0,Mild,A,11.15084814,NO,Start,0.195659444,0.005946075,0,0,0.660014325
1779,1779,1779,4085,4085,13/09/2011 09:40,13/09/2011,13/09/2011,09:40:00,36.8885117,0.3593176,1147.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.317051037,0.00615612,0.006497142,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.16665,0,Mild,B,11.15084814,NO,Start,0.138220732,0.006110357,0,0,0.678249627
1820,1820,1820,4126,4126,13/09/2011 16:50,13/09/2011,13/09/2011,16:50:00,36.888966,0.3559166,1147.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.009604686,0.007916403,0.002528605,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.13232,0,Mild,C,11.15084814,NO,Start,0.169226667,0.006239296,0,0,0.692561856
1832,1832,1832,4138,4138,13/09/2011 19:10,13/09/2011,13/09/2011,19:10:00,36.8891434,0.3579908,1147.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.203117035,0.006349693,0.002862405,25.22,13/09/2011 06:05,13/09/2011 18:54,Night,Wet,0,0.18823,0,Mild,D,11.15084814,NO,Start,0.142209538,0.006180784,0,0.97857314,0.686067024
1897,1897,1897,4203,4203,14/09/2011 06:09,14/09/2011,14/09/2011,06:09:00,36.8894003,0.356121,1147.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.762184394,0.007480326,0.006807335,27.12,14/09/2011 06:05,14/09/2011 18:53,Day,Wet,0,0.12529,0,Mild,A,10.78341729,NO,Start,0.151852381,0.006050467,0,0,0.671601837
1918,1918,1918,4224,4224,14/09/2011 09:50,14/09/2011,14/09/2011,09:50:00,36.8890249,0.3586481,1147.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.663338843,0.006051913,0.004893288,27.12,14/09/2011 06:05,14/09/2011 18:53,Day,Wet,0,0.23611,0,Mild,B,10.78341729,NO,Start,0.170600857,0.005932076,0,0,0.658460436
1953,1953,1953,4259,4259,14/09/2011 16:50,14/09/2011,14/09/2011,16:50:00,36.8888668,0.3580232,1147.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.021652944,0.006547366,0.002274645,27.12,14/09/2011 06:05,14/09/2011 18:53,Day,Wet,0,0.1926,0,Mild,C,10.78341729,NO,Start,0.166609231,0.006488066,0,0,0.720175326
1966,1966,1966,4272,4272,14/09/2011 19:10,14/09/2011,14/09/2011,19:10:00,36.8884742,0.3586086,1147.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.123679626,0.006535816,0.002152957,27.12,14/09/2011 06:05,14/09/2011 18:53,Night,Wet,0,0.15526,0,Mild,D,10.78341729,NO,Start,0.243127188,0.006358767,0,0.897175336,0.705823137
2030,2030,2030,4336,4336,15/09/2011 06:10,15/09/2011,15/09/2011,06:10:00,36.8886895,0.358529,1147.11,15/09/2011 06:05,16/09/2011 06:04,15/09/2011 18:53,15/09/2011 20:39,16/09/2011 09:03,0.93613439,09:25:00,0.7,126.9,0.015966527,0.006397013,0.004037563,25.87,15/09/2011 06:05,15/09/2011 18:53,Day,Wet,0,0.22715,0,Mild,A,9.894272631,NO,Start,0.167580625,0.005929876,0,0,0.658216236
2046,2046,2046,4352,4352,15/09/2011 09:40,15/09/2011,15/09/2011,09:40:00,36.8884902,0.3590853,1147.11,15/09/2011 06:05,16/09/2011 06:04,15/09/2011 18:53,15/09/2011 20:39,16/09/2011 09:03,0.93613439,09:25:00,0.7,126.9,0.078777916,0.006283654,0.004930605,25.87,15/09/2011 06:05,15/09/2011 18:53,Day,Wet,0,0.12422,0,Mild,B,9.894272631,NO,Start,0.175320508,0.005626793,0,0,0.624574023
2105,2105,2105,4411,4411,23/09/2011 16:50,23/09/2011,23/09/2011,16:50:00,36.8887376,0.3593625,1147.11,23/09/2011 06:02,24/09/2011 06:01,23/09/2011 18:50,24/09/2011 03:24,24/09/2011 15:52,0.245871679,02:37:00,0,127.7,0.128941304,0.005934727,0.00391638,29.61,23/09/2011 06:02,23/09/2011 18:50,Day,Wet,0,0.22493,0,Mild,C,1.210454946,NO,Start,0.206908,0.005918118,0,0,0.656911098
2115,2115,2115,4421,4421,23/09/2011 18:50,23/09/2011,23/09/2011,18:50:00,36.8891726,0.3583625,1147.11,23/09/2011 06:02,24/09/2011 06:01,23/09/2011 18:50,24/09/2011 03:24,24/09/2011 15:52,0.245871679,02:37:00,0,127.7,0.075655667,0.0060982,0.003686726,29.61,23/09/2011 06:02,23/09/2011 18:50,Day,Wet,0,0.20988,0,Mild,D,1.210454946,NO,Start,0.203518333,0.005991501,0,0.06146792,0.665056611
2175,2175,2175,4481,4481,24/09/2011 06:09,24/09/2011,24/09/2011,06:09:00,36.8889258,0.3574918,1147.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.168054902,0.006833604,0.001087993,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.09318,0,Mild,A,0.643364227,NO,Start,0.1472775,0.005744585,0,0,0.637648935
2191,2191,2191,4497,4497,24/09/2011 09:40,24/09/2011,24/09/2011,09:40:00,36.8895426,0.3583241,1147.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.03870323,0.00582992,0.007760675,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.18866,0,Mild,B,0.643364227,NO,Start,0.123367879,0.00582992,0,0,0.64712112
2224,2224,2224,4530,4530,24/09/2011 16:40,24/09/2011,24/09/2011,16:40:00,36.8886465,0.358488,1147.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.280795602,0.006455475,0.006116098,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.23317,0,Mild,C,0.643364227,NO,Start,0.167392,0.005884615,0,0,0.653192265
2234,2234,2234,4540,4540,24/09/2011 20:10,24/09/2011,24/09/2011,20:10:00,36.8885059,0.3579413,1147.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.501941232,0.006884318,0.004579696,28.5,24/09/2011 06:01,24/09/2011 18:49,Night,Wet,0,0.24557,0,Mild,D,0.643364227,NO,Start,0.25295551,0.006463776,0,0.028949028,0.717479136
2283,2283,2283,4589,4589,25/09/2011 06:10,25/09/2011,25/09/2011,06:10:00,36.889069,0.3579458,1147.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.445689679,0.006436021,0.000610825,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.1792,0,Mild,A,0.281073622,NO,Start,0.185271905,0.00596537,0,0,0.66215607
2304,2304,2304,4610,4610,25/09/2011 09:40,25/09/2011,25/09/2011,09:40:00,36.8887528,0.359012,1147.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.0409176,0.006089995,0.002279733,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.1855,0,Mild,B,0.281073622,NO,Start,0.176822424,0.005688118,0,0,0.631381098
2337,2337,2337,4643,4643,25/09/2011 16:40,25/09/2011,25/09/2011,16:40:00,36.8894098,0.3586984,1147.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.018333848,0.005707713,0.003653722,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.21905,0,Mild,C,0.281073622,NO,Start,0.180981818,0.005707713,0,0,0.633556143
2348,2348,2348,4654,4654,25/09/2011 18:50,25/09/2011,25/09/2011,18:50:00,36.8890144,0.3570854,1147.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.110888457,0.007038113,0.000659576,27.85,25/09/2011 06:01,25/09/2011 18:49,Night,Wet,0,0.11712,0,Mild,D,0.281073622,NO,Start,0.138586,0.006946994,0,0.008491589,0.771116334
2408,2408,2408,4714,4714,26/09/2011 06:10,26/09/2011,26/09/2011,06:10:00,36.8886016,0.3568743,1147.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.150040428,0.007484573,0.004590885,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.15139,0,Mild,A,0.079254834,NO,Start,0.1783295,0.005735014,0,0,0.636586554
2428,2428,2428,4734,4734,26/09/2011 09:40,26/09/2011,26/09/2011,09:40:00,36.8893744,0.3583201,1147.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.298275728,0.00596491,0.002434855,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.21991,0,Mild,B,0.079254834,NO,Start,0.1543775,0.005750746,0,0,0.638332806
2444,2444,2444,4750,4750,26/09/2011 16:50,26/09/2011,26/09/2011,16:50:00,36.8892377,0.3576416,1147.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.131147322,0.006499335,0.003217059,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.14988,0,Mild,C,0.079254834,NO,Start,0.126608333,0.006499335,0,0,0.721426185
2450,2450,2450,4756,4756,26/09/2011 18:50,26/09/2011,26/09/2011,18:50:00,36.8885136,0.3582047,1147.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.075246927,0.006724394,0.005973702,27.02,26/09/2011 06:01,26/09/2011 18:49,Night,Wet,0,0.23281,0,Mild,D,0.079254834,NO,Start,0.232415741,0.006724394,0,0,0.746407734
2504,2504,2504,4810,4810,27/09/2011 06:10,27/09/2011,27/09/2011,06:10:00,36.8887783,0.3577342,1147.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.0076844,0.006795384,0.005401357,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.16508,0,Mild,A,0.002188974,NO,Start,0.154271875,0.006112981,0,0,0.678540891
2520,2520,2520,4826,4826,27/09/2011 09:40,27/09/2011,27/09/2011,09:40:00,36.8887765,0.3589141,1147.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.045758059,0.006118924,0.003873724,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.21016,0,Mild,B,0.002188974,NO,Start,0.175313889,0.005752149,0,0,0.638488539
2556,2556,2556,4862,4862,27/09/2011 16:40,27/09/2011,27/09/2011,16:40:00,36.8886627,0.359111,1147.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.020821383,0.006120198,0.003638891,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.1635,0,Mild,C,0.002188974,NO,Start,0.2212,0.006090039,0,0,0.675994329
2565,2565,2565,4871,4871,27/09/2011 19:00,27/09/2011,27/09/2011,19:00:00,36.8885111,0.3578817,1147.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.254063712,0.006915837,0.005668715,26.37,27/09/2011 06:00,27/09/2011 18:48,Night,Wet,0,0.22952,0,Mild,D,0.002188974,NO,Start,0.20342386,0.006683971,0,0,0.741920781
2622,2622,2622,4928,4928,28/09/2011 06:10,28/09/2011,28/09/2011,06:10:00,36.8888353,0.3576593,1147.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.166722764,0.006797032,0.006066742,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.12465,0,Mild,A,0,NO,Start,0.17572,0.005102314,0,0,0.566356854
2640,2640,2640,4946,4946,28/09/2011 09:40,28/09/2011,28/09/2011,09:40:00,36.8911632,0.3592811,1147.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,1.180513554,0.003970625,0.007171091,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.11992,0,Mild,B,0,NO,Start,0.103515417,0.003608282,0,0,0.400519302
2664,2664,2664,4970,4970,28/09/2011 16:40,28/09/2011,28/09/2011,16:40:00,36.8893875,0.3569395,1147.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.021503488,0.006875758,0.007004831,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.09039,0,Mild,C,0,NO,Start,0.148093077,0.006414375,0,0,0.711995625
2677,2677,2677,4983,4983,28/09/2011 18:50,28/09/2011,28/09/2011,18:50:00,36.8887238,0.3582828,1147.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.004382921,0.006507459,0,27.02,28/09/2011 06:00,28/09/2011 18:48,Night,Wet,0.00521097,0.27259,0,Mild,D,0,NO,Start,0.268789636,0.006349559,0,0.000284235,0.704801049
2732,2732,2732,5038,5038,29/09/2011 06:10,29/09/2011,29/09/2011,06:10:00,36.8889032,0.358211,1147.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.079737632,0.006404577,0.006995888,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.25611,0,Mild,A,0.002518636,NO,Start,0.165582,0.006058561,0,0,0.672500271
2747,2747,2747,5053,5053,29/09/2011 09:30,29/09/2011,29/09/2011,09:30:00,36.8889151,0.3575221,1147.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.262517809,0.006822264,0.003795896,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.09397,0,Mild,B,0.002518636,NO,Start,0.152380833,0.0060986,0,0,0.6769446
2771,2771,2771,5077,5077,29/09/2011 16:40,29/09/2011,29/09/2011,16:40:00,36.8886891,0.3591013,1147.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.064934505,0.006101775,0.003148356,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.17554,0,Mild,C,0.002518636,NO,Start,0.179506667,0.005969216,0,0,0.662582976
2783,2783,2783,5089,5089,29/09/2011 18:49,29/09/2011,29/09/2011,18:49:00,36.8886615,0.3579293,1147.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.199654026,0.00676727,0.002993491,27.9,29/09/2011 06:00,29/09/2011 18:48,Night,Wet,0.032812106,0.22894,0,Mild,D,0.002518636,NO,Start,0.199637719,0.00676727,0,0.003453906,0.75116697
2840,2840,2840,5146,5146,30/09/2011 06:10,30/09/2011,30/09/2011,06:10:00,36.8881825,0.3571972,1147.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.029498475,0.007595591,0.002313224,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.16766,0,Mild,A,0.045936948,NO,Start,0.148,0.007533528,0,0,0.836221608
2853,2853,2853,5159,5159,30/09/2011 09:29,30/09/2011,30/09/2011,09:29:00,36.8886804,0.3566594,1147.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.119895496,0.007573695,0.007761011,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.11619,0,Mild,B,0.045936948,NO,Start,0.108988056,0.006656876,0,0,0.738913236
2889,2889,2889,5195,5195,30/09/2011 16:50,30/09/2011,30/09/2011,16:50:00,36.8891375,0.3564079,1147.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.530290072,0.007435002,0.004833289,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.12594,0,Mild,C,0.045936948,NO,Start,0.119459,0.007321982,0,0,0.812740002
2899,2899,2899,5205,5205,30/09/2011 18:50,30/09/2011,30/09/2011,18:50:00,36.8892432,0.3568156,1147.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.349769781,0.007065068,0.005759069,28.41,30/09/2011 05:59,30/09/2011 18:47,Night,Wet,0.086720252,0.10436,0,Mild,D,0.045936948,NO,Start,0.14719629,0.006369916,0,0.019581992,0.707060676
2961,2961,2961,5267,5267,01/10/2011 06:00,01/10/2011,01/10/2011,06:00:00,36.8895852,0.3569185,1147.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.579961413,0.006756052,0.003171946,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.09505,0,Mild,A,0.206683267,NO,Start,0.153066667,0.006067059,0,0,0.673443549
2976,2976,2976,5282,5282,01/10/2011 09:30,01/10/2011,01/10/2011,09:30:00,36.8888837,0.3589948,1147.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.27635204,0.005985551,0.005792718,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.2217,0,Mild,B,0.206683267,NO,Start,0.189030286,0.005985551,0,0,0.664396161
3011,3011,3011,5317,5317,01/10/2011 16:40,01/10/2011,01/10/2011,16:40:00,36.888488,0.3592368,1147.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.164596112,0.006214164,0.000357359,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.14257,0,Mild,C,0.206683267,NO,Start,0.159477778,0.006039461,0,0,0.670380171
3020,3020,3020,5326,5326,01/10/2011 18:50,01/10/2011,01/10/2011,18:50:00,36.8882247,0.3586227,1147.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.722676311,0.006742209,0.002527735,27.83,01/10/2011 05:59,01/10/2011 18:47,Night,Wet,0.163402146,0.07605,0,Mild,D,0.206683267,NO,Start,0.186218136,0.006691545,0,0.047081974,0.742761495
3079,3079,3079,5385,5385,02/10/2011 06:10,02/10/2011,02/10/2011,06:10:00,36.8882991,0.3579335,1147.11,02/10/2011 05:59,03/10/2011 05:58,02/10/2011 18:47,02/10/2011 10:39,02/10/2011 23:10,0.257669525,04:23:00,0,71.8,0.340631795,0.007056027,0.002440473,27.7,02/10/2011 05:59,02/10/2011 18:47,Day,Wet,0,0.25697,0,Mild,A,0.552843927,NO,Start,0.201608333,0.006034184,0,0,0.669794424
3097,3097,3097,5403,5403,02/10/2011 09:29,02/10/2011,02/10/2011,09:29:00,36.8891707,0.3575995,1147.11,02/10/2011 05:59,03/10/2011 05:58,02/10/2011 18:47,02/10/2011 10:39,02/10/2011 23:10,0.257669525,04:23:00,0,71.8,0.375893988,0.006577529,0.003889857,27.7,02/10/2011 05:59,02/10/2011 18:47,Day,Wet,0,0.1316,0,Mild,B,0.552843927,NO,Start,0.139183333,0.006335574,0,0,0.703248714
3109,3109,3109,5415,5415,06/09/2011 10:00,06/09/2011,06/09/2011,10:00:00,36.917137,0.3747539,1148.11,06/09/2011 06:08,07/09/2011 06:07,06/09/2011 18:56,06/09/2011 13:50,07/09/2011 02:19,0.630528904,07:23:00,2.6,168.6,0,0.000580728,0.000246591,25.65,06/09/2011 06:08,06/09/2011 18:56,Day,Wet,0,0.06917,0,Mild,B,3.328865617,NO,Start,0.083647353,0.000430099,0,0,0.047740989
3143,3143,3143,5449,5449,06/09/2011 16:50,06/09/2011,06/09/2011,16:50:00,36.9172533,0.3749589,1148.11,06/09/2011 06:08,07/09/2011 06:07,06/09/2011 18:56,06/09/2011 13:50,07/09/2011 02:19,0.630528904,07:23:00,2.6,168.6,0.049521309,0.00055901,0.001959873,25.65,06/09/2011 06:08,06/09/2011 18:56,Day,Wet,0,0.06458,0,Mild,C,3.328865617,NO,Start,0.043343077,0.00055901,0,0,0.06205011
3156,3156,3156,5462,5462,06/09/2011 19:09,06/09/2011,06/09/2011,19:09:00,36.9180427,0.3761647,1148.11,06/09/2011 06:08,07/09/2011 06:07,06/09/2011 18:56,06/09/2011 13:50,07/09/2011 02:19,0.630528904,07:23:00,2.6,168.6,0.442736321,0.001148884,0.002029179,25.65,06/09/2011 06:08,06/09/2011 18:56,Night,Wet,0.630528904,0.01971,0,Mild,D,3.328865617,NO,Start,0.065438167,0.000932876,0,0.399334973,0.103549236
3216,3216,3216,5522,5522,07/09/2011 06:10,07/09/2011,07/09/2011,06:10:00,36.9182543,0.37544,1148.11,07/09/2011 06:07,08/09/2011 06:07,07/09/2011 18:56,07/09/2011 14:46,08/09/2011 03:13,0.733225625,08:17:00,30.3,171.2,0.152320878,0.001204957,0.001353523,24.82,07/09/2011 06:07,07/09/2011 18:56,Day,Wet,0,0.08494,0,Cool,A,4.655405075,NO,Start,0.065155238,0.000618798,0,0,0.068686578
3237,3237,3237,5543,5543,07/09/2011 09:40,07/09/2011,07/09/2011,09:40:00,36.9176653,0.3752335,1148.11,07/09/2011 06:07,08/09/2011 06:07,07/09/2011 18:56,07/09/2011 14:46,08/09/2011 03:13,0.733225625,08:17:00,30.3,171.2,0.084214072,0.000697541,0.001269739,24.82,07/09/2011 06:07,07/09/2011 18:56,Day,Wet,0,0.0562,0,Cool,B,4.655405075,NO,Start,0.055628205,0.00051117,0,0,0.05673987
3276,3276,3276,5582,5582,07/09/2011 16:50,07/09/2011,07/09/2011,16:50:00,36.9182571,0.3761656,1148.11,07/09/2011 06:07,08/09/2011 06:07,07/09/2011 18:56,07/09/2011 14:46,08/09/2011 03:13,0.733225625,08:17:00,30.3,171.2,0.029713633,0.001337788,0.001254012,24.82,07/09/2011 06:07,07/09/2011 18:56,Day,Wet,0,0.01649,0,Cool,C,4.655405075,NO,Start,0.020094167,0.001105873,0,0,0.122751903
