Date,Temp,Period
03/12/2012,21.72,B
04/12/2012,21.37,B
05/12/2012,25.17,B
06/12/2012,25.73,B
07/12/2012,25.65,B
08/12/2012,26.25,B
09/12/2012,25.94,B
10/12/2012,26.72,B
11/12/2012,26.49,B
12/12/2012,27.06,B
13/12/2012,27.23,B
14/12/2012,25.99,B
15/12/2012,25.95,B
16/12/2012,24.61,B
17/12/2012,26.21,B
18/12/2012,26.32,B
19/12/2012,21.75,B
20/12/2012,23.36,B
21/12/2012,24.34,B
22/12/2012,25.89,B
23/12/2012,26.63,B
24/12/2012,26.62,B
25/12/2012,26.54,B
26/12/2012,26.88,B
27/12/2012,27.97,B
28/12/2012,25.22,B
29/12/2012,25.07,B
30/12/2012,24.93,B
31/12/2012,24.8,B
01/01/2013,26.81,B
02/01/2013,28.03,B
03/01/2013,27.63,B
04/01/2013,25.47,B
05/01/2013,26.29,B
06/01/2013,27.66,B
07/01/2013,28.77,B
08/01/2013,29.17,B
09/01/2013,28.84,B
10/01/2013,27.96,B
11/01/2013,28.98,B
12/01/2013,28.7,B
13/01/2013,28.94,B
14/01/2013,26.88,B
15/01/2013,27.22,B
16/01/2013,22.85,B
17/01/2013,26.41,B
18/01/2013,25.62,B
19/01/2013,26.28,B
20/01/2013,26.95,B
21/01/2013,27.49,B
22/01/2013,27.59,B
23/01/2013,28.27,B
24/01/2013,29.05,B
25/01/2013,29.98,B
26/01/2013,27.93,B
27/01/2013,29.17,B
28/01/2013,28.81,B
29/01/2013,29.68,B
30/01/2013,30.56,B
31/01/2013,29.71,B
01/02/2013,27.43,B
02/02/2013,25.84,B
03/02/2013,28.54,B
04/02/2013,27.09,B
05/02/2013,27.66,B
06/02/2013,29.24,B
07/02/2013,29.14,B
08/02/2013,27.9,B
09/02/2013,27.29,B
10/02/2013,29.47,B
11/02/2013,29.91,B
12/02/2013,29.1,B
13/02/2013,30.75,B
14/02/2013,29.46,B
15/02/2013,29.54,B
16/02/2013,29.2,B
17/02/2013,30.78,B
18/02/2013,29.8,B
19/02/2013,29.51,B
20/02/2013,30.51,B
21/02/2013,30.65,B
22/02/2013,30.88,B
23/02/2013,30.34,B
24/02/2013,28.8,B
25/02/2013,28.83,B
26/02/2013,28.26,B
27/02/2013,28.63,B
28/02/2013,28.46,B
01/03/2013,30.65,B
02/03/2013,30.92,B
03/03/2013,30.51,B
04/03/2013,30.68,B
05/03/2013,31.09,B
06/03/2013,31.35,B
07/03/2013,30.95,B
08/03/2013,31.86,B
09/03/2013,30.75,B
10/03/2013,29.56,B
11/03/2013,31.42,B
12/03/2013,30.98,B
13/03/2013,30.17,B
14/03/2013,29.19,B
15/03/2013,28.7,B
16/03/2013,27.35,B
17/03/2013,29.4,B
18/03/2013,29.37,B
19/03/2013,30.44,B
20/03/2013,30.1,B
21/03/2013,27.01,B
22/03/2013,27.35,B
23/03/2013,28.12,B
24/03/2013,28.93,B
25/03/2013,29.53,B
26/03/2013,28.02,B
27/03/2013,26.98,B
28/03/2013,29.23,B
29/03/2013,27.67,B
30/03/2013,26.54,B
31/03/2013,27.95,B
01/04/2013,27.4,B
02/04/2013,25.66,B
03/04/2013,25.92,B
04/04/2013,28.26,B
05/04/2013,27.54,B
06/04/2013,28.11,B
07/04/2013,28.11,B
08/04/2013,27.82,B
09/04/2013,28.88,B
10/04/2013,28.28,B
11/04/2013,28.36,B
12/04/2013,27.8,B
13/04/2013,25.72,B
14/04/2013,27.31,B
15/04/2013,27.06,B
16/04/2013,26.45,B
17/04/2013,25.57,B
18/04/2013,26.32,B
19/04/2013,26.77,B
20/04/2013,27.48,B
21/04/2013,26.8,B
22/04/2013,26.49,B
23/04/2013,29.17,B
24/04/2013,26.57,B
25/04/2013,26.8,B
26/04/2013,26.8,B
27/04/2013,28.05,B
28/04/2013,26.37,B
29/04/2013,24.81,B
30/04/2013,25.66,B
01/05/2013,25.83,B
02/05/2013,24.73,B
03/05/2013,26.73,B
04/05/2013,25.58,B
05/05/2013,26.26,B
06/05/2013,26.13,B
07/05/2013,24.3,B
08/05/2013,22.16,B
09/05/2013,25.59,B
10/05/2013,26.67,B
11/05/2013,26.36,B
12/05/2013,26.95,B
13/05/2013,27.19,B
14/05/2013,28.64,B
15/05/2013,29.09,B
16/05/2013,28.82,B
17/05/2013,28.92,B
18/05/2013,28.45,B
19/05/2013,28.1,B
20/05/2013,29.98,B
21/05/2013,28.5,B
22/05/2013,27.33,B
23/05/2013,27.84,B
24/05/2013,28.92,B
25/05/2013,30.72,B
26/05/2013,31.53,B
27/05/2013,31.21,B
28/05/2013,30.39,B
29/05/2013,28.43,B
30/05/2013,29.98,B
31/05/2013,30.68,B
01/06/2013,26.38,B
02/06/2013,NA,B
03/06/2013,NA,B
04/06/2013,NA,B
05/06/2013,NA,B
06/06/2013,NA,B
07/06/2013,NA,B
08/06/2013,NA,B
09/06/2013,NA,B
10/06/2013,NA,B
11/06/2013,NA,B
12/06/2013,NA,B
13/06/2013,NA,B
14/06/2013,NA,B
15/06/2013,NA,B
16/06/2013,NA,B
17/06/2013,NA,B
18/06/2013,24.54,B
19/06/2013,21.89,B
20/06/2013,24.24,B
21/06/2013,24.99,B
22/06/2013,24.2,B
23/06/2013,23.62,B
24/06/2013,24.68,B
25/06/2013,24.93,B
26/06/2013,26.11,B
27/06/2013,26.82,B
28/06/2013,26.89,B
29/06/2013,27.26,B
30/06/2013,26.43,B
01/07/2013,27.24,B
02/07/2013,27.69,B
03/07/2013,27.43,B
04/07/2013,25.88,B
05/07/2013,26.29,B
06/07/2013,27.81,B
07/07/2013,28.8,B
08/07/2013,26.43,B
09/07/2013,27.37,B
10/07/2013,24.96,B
11/07/2013,26.04,B
12/07/2013,24.59,B
13/07/2013,25.74,B
14/07/2013,24.98,B
15/07/2013,26.98,B
16/07/2013,27.85,B
17/07/2013,27.49,B
18/07/2013,27.66,B
19/07/2013,26.3,B
20/07/2013,25.65,B
21/07/2013,25.96,B
22/07/2013,23.64,B
23/07/2013,23.81,B
24/07/2013,25.46,B
25/07/2013,22.14,B
26/07/2013,24.38,B
27/07/2013,25.57,B
28/07/2013,26.57,B
29/07/2013,26.08,B
30/07/2013,25.43,B
31/07/2013,24.07,B
01/08/2013,24.22,B
02/08/2013,24.6,B
03/08/2013,24.2,B
04/08/2013,22.24,B
05/08/2013,24.21,B
06/08/2013,22.13,B
07/08/2013,22.4,B
08/08/2013,20.42,B
09/08/2013,26.04,B
10/08/2013,24.12,B
11/08/2013,26.83,B
12/08/2013,25.53,B
13/08/2013,27.04,B
14/08/2013,27.93,B
15/08/2013,27.73,B
16/08/2013,28.24,B
17/08/2013,26.45,B
18/08/2013,27.77,B
19/08/2013,29.49,B
20/08/2013,26.41,B
21/08/2013,23.92,B
22/08/2013,24.89,B
23/08/2013,23.36,B
24/08/2013,25.15,B
25/08/2013,25.76,B
26/08/2013,27.01,B
27/08/2013,25.25,B
28/08/2013,26.78,B
29/08/2013,25.18,B
30/08/2013,26.2,B
31/08/2013,28.19,B
01/09/2013,28.9,B
02/09/2013,28.55,B
03/09/2013,27.31,B
04/09/2013,27.43,B
05/09/2013,28.5,B
06/09/2013,28.28,B
07/09/2013,26.6,B
08/09/2013,25.18,B
09/09/2013,26.89,B
10/09/2013,26.78,B
11/09/2013,27.22,B
12/09/2013,28.23,B
13/09/2013,29.06,B
14/09/2013,28.13,B
15/09/2013,28.7,B
16/09/2013,30.53,B
17/09/2013,30.49,B
18/09/2013,28.57,B
19/09/2013,24.69,B
20/09/2013,27.33,B
21/09/2013,27.63,B
22/09/2013,28.77,B
23/09/2013,28.6,B
24/09/2013,25.96,B
25/09/2013,26.82,B
26/09/2013,28.03,B
27/09/2013,29.92,B
28/09/2013,30.56,B
29/09/2013,29.45,B
30/09/2013,30.56,B
01/10/2013,30.09,B
02/10/2013,27.62,B
03/10/2013,28.26,B
04/10/2013,27.66,B
05/10/2013,28.71,B
06/10/2013,27.53,B
07/10/2013,28.19,B
08/10/2013,27.49,B
09/10/2013,27.29,B
10/10/2013,27.15,B
11/10/2013,27.97,B
12/10/2013,27.36,B
13/10/2013,27.68,B
14/10/2013,28.65,B
15/10/2013,29.19,B
16/10/2013,30.09,B
17/10/2013,28.88,B
18/10/2013,28.84,B
19/10/2013,28.67,B
20/10/2013,28.24,B
21/10/2013,28.92,B
22/10/2013,29.49,B
23/10/2013,28.85,B
24/10/2013,27.03,B
25/10/2013,27.35,B
26/10/2013,28.07,B
27/10/2013,28.27,B
28/10/2013,27.89,B
29/10/2013,27.81,B
30/10/2013,27.91,B
31/10/2013,28.14,B
01/11/2013,27.77,B
02/11/2013,28.27,B
03/11/2013,25.58,B
04/11/2013,25.84,B
05/11/2013,26.49,B
06/11/2013,24.51,B
07/11/2013,24.56,B
08/11/2013,21.48,B
09/11/2013,22.83,B
10/11/2013,25.41,B
11/11/2013,26.49,B
12/11/2013,25.78,B
13/11/2013,26.26,B
14/11/2013,27.44,B
15/11/2013,26.8,B
16/11/2013,28.31,B
17/11/2013,25.68,B
18/11/2013,26.13,B
19/11/2013,25.38,B
20/11/2013,25.51,B
21/11/2013,23.27,B
22/11/2013,26.8,B
23/11/2013,27.81,B
24/11/2013,26.29,B
25/11/2013,25.35,B
26/11/2013,24.02,B
27/11/2013,23.71,B
28/11/2013,23.71,B
29/11/2013,24.48,B
30/11/2013,21.04,B
01/12/2013,22.12,B
02/12/2013,23.74,B
03/12/2013,24.24,B
04/12/2013,25.01,B
05/12/2013,24.68,B
06/12/2013,25.75,B
07/12/2013,25.88,B
08/12/2013,25.78,B
09/12/2013,26.32,B
10/12/2013,26.9,B
11/12/2013,27.03,B
12/12/2013,26.15,B
13/12/2013,23.42,B
14/12/2013,24.43,B
15/12/2013,25.41,B
16/12/2013,25.68,B
17/12/2013,25.08,B
18/12/2013,23.64,B
19/12/2013,25.45,B
20/12/2013,25.78,B
21/12/2013,25.12,B
22/12/2013,24.69,B
23/12/2013,25.85,B
24/12/2013,27.24,B
25/12/2013,26.15,B
26/12/2013,25.05,B
27/12/2013,25.79,B
28/12/2013,26.09,B
29/12/2013,26.8,B
30/12/2013,26.79,B
31/12/2013,27.87,B
01/01/2014,27.51,B
02/01/2014,27.81,B
03/01/2014,26.46,B
04/01/2014,26.83,B
05/01/2014,27.34,B
06/01/2014,26.9,B
07/01/2014,27.67,B
08/01/2014,28.25,B
09/01/2014,27.74,B
10/01/2014,26.36,B
11/01/2014,27.88,B
12/01/2014,27.68,B
13/01/2014,27.74,B
14/01/2014,28,B
15/01/2014,26.86,B
16/01/2014,27.47,B
17/01/2014,27.54,B
18/01/2014,27.5,B
19/01/2014,28.75,B
20/01/2014,29.79,B
21/01/2014,27.23,B
22/01/2014,27.9,B
23/01/2014,27.6,B
24/01/2014,26.93,B
25/01/2014,27.17,B
26/01/2014,28.31,B
27/01/2014,29.99,B
28/01/2014,29.19,B
29/01/2014,28.68,B
30/01/2014,28.68,B
31/01/2014,28.48,B
01/02/2014,29.69,B
02/02/2014,29.08,B
03/02/2014,29.79,B
04/02/2014,30.39,B
05/02/2014,29.29,B
06/02/2014,29.95,B
07/02/2014,29.85,B
08/02/2014,30.6,B
09/02/2014,23.21,B
10/02/2014,26.03,B
11/02/2014,29.22,B
12/02/2014,26.69,B
13/02/2014,29.31,B
14/02/2014,29.39,B
15/02/2014,30.03,B
16/02/2014,29.65,B
17/02/2014,29.69,B
18/02/2014,28.67,B
19/02/2014,28.31,B
20/02/2014,29.15,B
21/02/2014,26.58,B
22/02/2014,28.37,B
23/02/2014,27.94,B
24/02/2014,28.44,B
25/02/2014,29.15,B
26/02/2014,29.34,B
27/02/2014,27.97,B
28/02/2014,28,B
01/03/2014,29.51,B
02/03/2014,29.72,B
03/03/2014,29.14,B
04/03/2014,30.39,B
05/03/2014,31.17,B
06/03/2014,30.26,B
07/03/2014,30.39,B
08/03/2014,29.51,B
09/03/2014,29.68,B
10/03/2014,29.24,B
11/03/2014,29.68,B
12/03/2014,29.72,B
13/03/2014,28.84,B
14/03/2014,28.57,B
15/03/2014,24.88,B
16/03/2014,25.71,B
17/03/2014,26.12,B
18/03/2014,26.29,B
19/03/2014,24.97,B
20/03/2014,26.72,B
21/03/2014,28.22,B
22/03/2014,29.91,B
23/03/2014,31.01,B
24/03/2014,31.52,B
25/03/2014,30.94,B
26/03/2014,31.59,B
27/03/2014,29.47,B
28/03/2014,30.03,B
29/03/2014,29.47,B
30/03/2014,29.3,B
31/03/2014,29.97,B
01/04/2014,30.74,B
02/04/2014,29.05,B
03/04/2014,30.37,B
04/04/2014,30.3,B
05/04/2014,30.74,B
06/04/2014,29.26,B
07/04/2014,30.57,B
08/04/2014,22.27,B
09/04/2014,27.3,B
10/04/2014,28.35,B
11/04/2014,28.89,B
12/04/2014,NA,B
13/04/2014,NA,B
14/04/2014,NA,B
15/04/2014,NA,B
16/04/2014,NA,B
17/04/2014,NA,B
18/04/2014,NA,B
19/04/2014,NA,B
20/04/2014,NA,B
21/04/2014,NA,B
22/04/2014,NA,B
23/04/2014,NA,B
24/04/2014,NA,B
25/04/2014,NA,B
26/04/2014,NA,B
27/04/2014,NA,B
28/04/2014,NA,B
29/04/2014,NA,B
30/04/2014,NA,B
01/05/2014,NA,B
02/05/2014,NA,B
03/05/2014,NA,B
04/05/2014,NA,B
05/05/2014,NA,B
06/05/2014,NA,B
07/05/2014,NA,B
08/05/2014,NA,B
09/05/2014,27.43,B
10/05/2014,27.21,B
11/05/2014,27.41,B
12/05/2014,26.26,B
13/05/2014,26.5,B
14/05/2014,26.97,B
15/05/2014,28.49,B
16/05/2014,28.28,B
17/05/2014,28.59,B
18/05/2014,28.84,B
19/05/2014,28.69,B
20/05/2014,27.76,B
21/05/2014,26.43,B
22/05/2014,26.66,B
23/05/2014,27.57,B
24/05/2014,26.78,B
25/05/2014,28.1,B
26/05/2014,29.42,B
27/05/2014,28.05,B
28/05/2014,29.55,B
29/05/2014,28.33,B
30/05/2014,28.05,B
31/05/2014,28.42,B
01/06/2014,29.22,B
02/06/2014,29.82,B
03/06/2014,29.66,B
04/06/2014,29.1,B
05/06/2014,29.08,B
06/06/2014,29.28,B
07/06/2014,28.01,B
08/06/2014,28.46,B
09/06/2014,25.75,B
10/06/2014,27.36,B
11/06/2014,29.48,B
12/06/2014,28.99,B
13/06/2014,29.62,B
14/06/2014,29.99,B
15/06/2014,28.45,B
16/06/2014,29.84,B
17/06/2014,30.32,B
18/06/2014,29.24,B
19/06/2014,29.37,B
20/06/2014,31.13,B
21/06/2014,30.48,B
22/06/2014,25.73,B
23/06/2014,25.72,B
24/06/2014,24.82,B
25/06/2014,28.38,B
26/06/2014,27.58,B
27/06/2014,27.85,B
28/06/2014,NA,B
29/06/2014,NA,B
30/06/2014,NA,B
01/07/2014,NA,B
02/07/2014,26.57,B
03/07/2014,26.33,B
04/07/2014,27.04,B
05/07/2014,28.4,B
06/07/2014,27.61,B
07/07/2014,27.8,B
08/07/2014,27.83,B
09/07/2014,27.79,B
10/07/2014,28.45,B
11/07/2014,24.54,B
12/07/2014,23.95,B
13/07/2014,25.74,B
14/07/2014,27.88,B
15/07/2014,29.08,B
16/07/2014,27.29,B
17/07/2014,26.9,B
18/07/2014,26.02,B
19/07/2014,27.45,B
20/07/2014,28.97,B
21/07/2014,28.09,B
22/07/2014,27.22,B
23/07/2014,26.52,B
24/07/2014,26.08,B
25/07/2014,26.69,B
26/07/2014,24.91,B
27/07/2014,27.95,B
28/07/2014,27.34,B
29/07/2014,27.16,B
30/07/2014,26.11,B
31/07/2014,26.13,B
01/08/2014,26.49,B
02/08/2014,28.35,B
03/08/2014,26.83,B
04/08/2014,24.68,B
05/08/2014,26.41,B
06/08/2014,25.91,B
07/08/2014,26.42,B
08/08/2014,25.75,B
09/08/2014,27.56,B
10/08/2014,26.16,B
11/08/2014,27.53,B
12/08/2014,25.66,B
13/08/2014,26.05,B
14/08/2014,28.09,B
15/08/2014,26.49,B
16/08/2014,27.82,B
17/08/2014,28.63,B
18/08/2014,26.06,B
19/08/2014,26.06,B
20/08/2014,26.36,B
21/08/2014,27.44,B
22/08/2014,28.04,B
23/08/2014,30.41,B
24/08/2014,26.9,B
25/08/2014,27.9,B
26/08/2014,28.26,B
27/08/2014,26.4,B
28/08/2014,28.63,B
29/08/2014,28.09,B
30/08/2014,28.73,B
31/08/2014,23.84,B
01/09/2014,27.29,B
02/09/2014,28.02,B
03/09/2014,26.72,B
04/09/2014,25.48,B
05/09/2014,24.78,B
06/09/2014,21.72,B
07/09/2014,23.47,B
08/09/2014,25.85,B
09/09/2014,25.74,B
10/09/2014,26.96,B
11/09/2014,27.14,B
12/09/2014,26.84,B
13/09/2014,27.91,B
14/09/2014,27.07,B
15/09/2014,26.97,B
16/09/2014,28.14,B
17/09/2014,28.62,B
18/09/2014,27.72,B
19/09/2014,28.11,B
20/09/2014,27.95,B
21/09/2014,28.32,B
22/09/2014,28.62,B
23/09/2014,27.61,B
24/09/2014,27.8,B
25/09/2014,27.74,B
26/09/2014,26.55,B
27/09/2014,27.26,B
28/09/2014,27.11,B
29/09/2014,28.46,B
30/09/2014,29.7,B
01/10/2014,30.04,B
02/10/2014,29.87,B
03/10/2014,29.93,B
04/10/2014,26.77,B
05/10/2014,27.67,B
06/10/2014,28.08,B
07/10/2014,26.35,B
08/10/2014,27.94,B
09/10/2014,28.85,B
10/10/2014,28.73,B
11/10/2014,27.81,B
12/10/2014,29.06,B
13/10/2014,28.62,B
14/10/2014,28.01,B
15/10/2014,28.52,B
16/10/2014,29.6,B
17/10/2014,29.56,B
18/10/2014,29.39,B
19/10/2014,28.26,B
20/10/2014,26.77,B
21/10/2014,25.66,B
22/10/2014,23.61,B
23/10/2014,25.53,B
24/10/2014,24.34,B
25/10/2014,25.63,B
26/10/2014,27.11,B
27/10/2014,27.75,B
28/10/2014,27.34,B
29/10/2014,28.86,B
30/10/2014,24.35,B
31/10/2014,25.32,B
01/11/2014,27.82,B
02/11/2014,27.61,B
03/11/2014,26.6,B
04/11/2014,26,B
05/11/2014,25.39,B
06/11/2014,26.37,B
07/11/2014,25.05,B
08/11/2014,27.44,B
09/11/2014,26.51,B
10/11/2014,24.28,B
11/11/2014,22.44,B
12/11/2014,22.83,B
13/11/2014,25.32,B
14/11/2014,24.75,B
15/11/2014,25.16,B
16/11/2014,25.7,B
17/11/2014,26.17,B
18/11/2014,26.85,B
19/11/2014,26.68,B
20/11/2014,23.68,B
21/11/2014,27.39,B
22/11/2014,22.97,B
23/11/2014,26.61,B
24/11/2014,26.91,B
25/11/2014,26.1,B
26/11/2014,28.24,B
27/11/2014,27.48,B
28/11/2014,27.35,B
29/11/2014,28.63,B
30/11/2014,27.82,B
01/12/2014,28.56,B
02/12/2014,25.53,B
03/12/2014,23.21,B
04/12/2014,22.91,B
05/12/2014,24.39,B
06/12/2014,24.75,B
07/12/2014,26.78,B
08/12/2014,26.51,B
09/12/2014,25.77,B
10/12/2014,26.27,B
11/12/2014,25.8,B
12/12/2014,26.2,B
13/12/2014,26.64,B
14/12/2014,27.66,B
15/12/2014,26.98,B
16/12/2014,27.38,B
17/12/2014,26.75,B
18/12/2014,28.56,B
19/12/2014,29.07,B
20/12/2014,27.99,B
21/12/2014,27.65,B
22/12/2014,28.49,B
23/12/2014,29,B
24/12/2014,30.1,B
25/12/2014,28.61,B
26/12/2014,26.67,B
27/12/2014,27.44,B
28/12/2014,29.18,B
29/12/2014,29.05,B
30/12/2014,28.61,B
31/12/2014,28.81,B
01/01/2015,28.89,B
02/01/2015,29.62,B
03/01/2015,29.38,B
04/01/2015,30.23,B
05/01/2015,30.16,B
06/01/2015,NA,B
07/01/2015,NA,B
08/01/2015,NA,B
09/01/2015,NA,B
10/01/2015,NA,B
11/01/2015,NA,B
12/01/2015,NA,B
13/01/2015,NA,B
14/01/2015,NA,B
15/01/2015,28.27,B
16/01/2015,30.16,B
17/01/2015,30.37,B
18/01/2015,30.67,B
19/01/2015,30.8,B
20/01/2015,31.45,B
21/01/2015,29.35,B
22/01/2015,28.08,B
23/01/2015,27.68,B
24/01/2015,28.55,B
25/01/2015,27.85,B
26/01/2015,26.94,B
27/01/2015,27.82,B
28/01/2015,28.79,B
29/01/2015,29.5,B
30/01/2015,28.66,B
31/01/2015,28.9,B
01/02/2015,28.82,B
02/02/2015,29.02,B
03/02/2015,29.1,B
04/02/2015,29.12,B
05/02/2015,28.32,B
06/02/2015,29.53,B
07/02/2015,29.6,B
08/02/2015,28.72,B
09/02/2015,28.7,B
10/02/2015,29.87,B
11/02/2015,28.72,B
12/02/2015,30.07,B
13/02/2015,31.94,B
14/02/2015,32.38,B
15/02/2015,32.98,B
16/02/2015,31.29,B
17/02/2015,31.1,B
18/02/2015,30.05,B
19/02/2015,29.45,B
20/02/2015,30.08,B
21/02/2015,30.02,B
22/02/2015,30.69,B
23/02/2015,31.54,B
24/02/2015,30.89,B
25/02/2015,32.24,B
26/02/2015,31.8,B
27/02/2015,31.32,B
28/02/2015,30.32,B
01/03/2015,30.49,B
02/03/2015,31.1,B
03/03/2015,30.59,B
04/03/2015,29.27,B
05/03/2015,29.18,B
06/03/2015,30.26,B
07/03/2015,30.89,B
08/03/2015,30.15,B
09/03/2015,NA,B
10/03/2015,NA,B
11/03/2015,NA,B
12/03/2015,NA,B
13/03/2015,NA,B
14/03/2015,NA,B
15/03/2015,NA,B
16/03/2015,NA,B
17/03/2015,NA,B
18/03/2015,NA,B
19/03/2015,NA,B
20/03/2015,NA,B
21/03/2015,NA,B
22/03/2015,NA,B
23/03/2015,NA,B
24/03/2015,26.61,B
25/03/2015,28.01,B
26/03/2015,27.24,B
27/03/2015,26.57,B
28/03/2015,27.53,B
29/03/2015,28.75,B
30/03/2015,28.85,B
31/03/2015,29.62,B
01/04/2015,30.09,B
02/04/2015,29.64,B
03/04/2015,30.17,B
04/04/2015,29.79,B
05/04/2015,28.36,B
06/04/2015,27.91,B
07/04/2015,29.34,B
08/04/2015,29.41,B
09/04/2015,28.68,B
10/04/2015,26.33,B
11/04/2015,27.62,B
12/04/2015,28.97,B
13/04/2015,29.14,B
14/04/2015,29.28,B
15/04/2015,29.46,B
16/04/2015,27.63,B
17/04/2015,28.14,B
18/04/2015,24.43,B
19/04/2015,25.22,B
20/04/2015,27.43,B
21/04/2015,28.07,B
22/04/2015,27.47,B
23/04/2015,28,B
24/04/2015,27.91,B
25/04/2015,28.79,B
26/04/2015,28.95,B
27/04/2015,27.75,B
28/04/2015,22.64,B
29/04/2015,26.55,B
30/04/2015,25.61,B
01/05/2015,26.01,B
02/05/2015,26.54,B
03/05/2015,25.43,B
04/05/2015,25.7,B
05/05/2015,26.82,B
06/05/2015,24.86,B
07/05/2015,25.67,B
08/05/2015,25.4,B
09/05/2015,26.55,B
10/05/2015,25.38,B
11/05/2015,27.29,B
12/05/2015,27.36,B
13/05/2015,27.9,B
14/05/2015,27.49,B
15/05/2015,28.04,B
16/05/2015,27.47,B
17/05/2015,27.81,B
18/05/2015,28.12,B
19/05/2015,29.1,B
20/05/2015,27.95,B
21/05/2015,28.24,B
22/05/2015,27.1,B
23/05/2015,28.39,B
24/05/2015,27.97,B
25/05/2015,27.09,B
26/05/2015,28.03,B
27/05/2015,27.53,B
28/05/2015,28.42,B
29/05/2015,28.54,B
30/05/2015,27.68,B
31/05/2015,24.98,B
01/06/2015,26.01,B
02/06/2015,26.65,B
03/06/2015,26.43,B
04/06/2015,27.49,B
05/06/2015,27.22,B
06/06/2015,27.33,B
07/06/2015,27.39,B
08/06/2015,26.75,B
09/06/2015,27.06,B
10/06/2015,26.58,B
11/06/2015,26.84,B
12/06/2015,26.75,B
13/06/2015,28.25,B
14/06/2015,28.63,B
15/06/2015,27.09,B
16/06/2015,27.46,B
17/06/2015,27.18,B
18/06/2015,26.75,B
19/06/2015,25.58,B
20/06/2015,26.68,B
21/06/2015,25.41,B
22/06/2015,26.14,B
23/06/2015,26.24,B
24/06/2015,28.08,B
25/06/2015,26.38,B
26/06/2015,28.17,B
27/06/2015,26.7,B
28/06/2015,27.88,B
29/06/2015,27.46,B
30/06/2015,27.66,B
01/07/2015,25.64,B
02/07/2015,26.17,B
03/07/2015,26.21,B
04/07/2015,26.78,B
05/07/2015,27.41,B
06/07/2015,28.15,B
07/07/2015,26.43,B
08/07/2015,25.6,B
09/07/2015,27.22,B
10/07/2015,27.26,B
11/07/2015,26.31,B
12/07/2015,27.29,B
13/07/2015,27.51,B
14/07/2015,27.68,B
15/07/2015,27.95,B
16/07/2015,27.26,B
17/07/2015,27.16,B
18/07/2015,29.47,B
19/07/2015,29.91,B
20/07/2015,27.2,B
21/07/2015,27.57,B
22/07/2015,25.97,B
23/07/2015,25.98,B
24/07/2015,27.36,B
25/07/2015,28.58,B
26/07/2015,28.51,B
27/07/2015,27.85,B
28/07/2015,30.31,B
29/07/2015,27.33,B
30/07/2015,26,B
31/07/2015,26.01,B
01/08/2015,29.65,B
02/08/2015,29.17,B
03/08/2015,25.3,B
04/08/2015,26.7,B
05/08/2015,26.67,B
06/08/2015,27.78,B
07/08/2015,27.12,B
08/08/2015,26.69,B
09/08/2015,25.78,B
10/08/2015,27.21,B
11/08/2015,27.94,B
12/08/2015,28.41,B
13/08/2015,28.52,B
14/08/2015,28.8,B
15/08/2015,28.26,B
16/08/2015,28.98,B
17/08/2015,27.15,B
18/08/2015,28.83,B
19/08/2015,29.17,B
20/08/2015,28.97,B
21/08/2015,29.03,B
22/08/2015,28.92,B
23/08/2015,27.34,B
24/08/2015,27.91,B
25/08/2015,27.6,B
26/08/2015,28.16,B
27/08/2015,28.7,B
28/08/2015,28.45,B
29/08/2015,29.62,B
30/08/2015,27.92,B
31/08/2015,29.19,B
01/09/2015,29.24,B
02/09/2015,29.07,B
03/09/2015,29.1,B
04/09/2015,30.01,B
05/09/2015,29.21,B
06/09/2015,29.68,B
07/09/2015,29.39,B
08/09/2015,28.21,B
09/09/2015,29.25,B
10/09/2015,29.48,B
11/09/2015,28.65,B
12/09/2015,28.58,B
13/09/2015,30.2,B
14/09/2015,28.97,B
15/09/2015,29.33,B
16/09/2015,28.21,B
17/09/2015,28.58,B
18/09/2015,29.77,B
19/09/2015,28.42,B
20/09/2015,29.79,B
21/09/2015,29.06,B
22/09/2015,30.32,B
23/09/2015,29.6,B
24/09/2015,29.23,B
25/09/2015,29.5,B
26/09/2015,29.43,B
27/09/2015,28.85,B
28/09/2015,28.85,B
29/09/2015,30.47,B
30/09/2015,30.97,B
01/10/2015,30.31,B
02/10/2015,31.34,B
03/10/2015,28.89,B
04/10/2015,29.39,B
05/10/2015,24.95,B
06/10/2015,27.17,B
07/10/2015,28.82,B
08/10/2015,29.51,B
09/10/2015,28.11,B
10/10/2015,30,B
11/10/2015,29.94,B
12/10/2015,29.33,B
13/10/2015,29.66,B
14/10/2015,26.93,B
15/10/2015,28.42,B
16/10/2015,30.17,B
17/10/2015,29.46,B
18/10/2015,28.52,B
19/10/2015,27.94,B
20/10/2015,26.97,B
21/10/2015,29.39,B
22/10/2015,30.07,B
23/10/2015,26.27,B
24/10/2015,23.37,B
25/10/2015,27.58,B
26/10/2015,28.82,B
27/10/2015,29.6,B
28/10/2015,30,B
29/10/2015,28.41,B
30/10/2015,28.18,B
31/10/2015,26.63,B
01/11/2015,28.14,B
02/11/2015,26.54,B
03/11/2015,26.68,B
04/11/2015,26.95,B
05/11/2015,26.2,B
06/11/2015,20.82,B
07/11/2015,25.27,B
08/11/2015,25.39,B
09/11/2015,26.58,B
10/11/2015,25.99,B
11/11/2015,27.15,B
12/11/2015,27.05,B
13/11/2015,26.81,B
14/11/2015,27.38,B
15/11/2015,24.58,B
16/11/2015,25.02,B
17/11/2015,25.7,B
18/11/2015,23.09,B
19/11/2015,25.46,B
