,ID,timedate.local,LocalTime,timestep,Temperature,Radiation,Rainfall,Denning,Moonlight,Duration,Intensity,Stop
1143,WDM130,24/11/2014 17:30,5:30 PM,9,19.86888889,0.005777778,0.254,No,0.151974867,130,50.23846,1
1144,WDM130,25/11/2014 16:40,4:40 PM,13,19.96,0.028769231,0,No,0.443548143,190,43.3,1
1145,WDM130,27/11/2014 17:00,5:00 PM,11,21.95,0.036272727,0,No,1.691915915,165,29.88485,1
1146,WDM130,28/11/2014 17:25,5:25 PM,7,22.23428571,0.041714286,0,No,2.669433576,110,56.4,1
1147,WDM130,29/11/2014 16:30,4:30 PM,11,23.83,0.113363636,0,No,3.84094613,160,35.2125,1
1148,WDM130,02/12/2014 17:45,5:45 PM,6,19.99666667,0.030833333,0,No,7.938331171,90,60.81111,1
1149,WDM130,03/12/2014 17:00,5:00 PM,11,19.25727273,0.074818182,0,No,9.252342796,160,52.1375,1
1150,WDM130,04/12/2014 16:50,4:50 PM,10,20.708,0.127,0,No,10.43046326,150,28.47333,1
1151,WDM130,05/12/2014 17:10,5:10 PM,15,19.98533333,0.0244,0,No,11.14143765,220,45.32273,1
1152,WDM130,06/12/2014 17:55,5:55 PM,7,18.04,0.013428571,0,No,10.99217949,100,37.33,1
1153,WDM130,07/12/2014 17:30,5:30 PM,6,21.835,0.041166667,0,No,10.00372521,95,59.74737,1
1154,WDM130,10/12/2014 16:05,4:05 PM,13,22.46923077,0.155615385,0,No,6.238129402,200,53.01,1
1155,WDM130,11/12/2014 17:40,5:40 PM,10,20.356,0.0305,0,No,5.061808344,155,61.3871,1
1156,WDM130,12/12/2014 17:30,5:30 PM,11,21.31636364,0.036272727,0,No,3.976870195,160,60.2625,1
1157,WDM130,13/12/2014 17:40,5:40 PM,10,21.958,0.0242,0,No,3.005612359,155,64.8129,1
1158,WDM130,14/12/2014 18:05,6:05 PM,10,21.772,0.0114,0,No,2.147183214,155,48.42581,1
1159,WDM130,15/12/2014 17:25,5:25 PM,13,22.11076923,0.016615385,0,No,1.431376834,190,50.57895,1
1160,WDM130,17/12/2014 17:25,5:25 PM,7,24.85285714,0.067,0,No,0.453038935,105,17.15238,1
1161,WDM130,18/12/2014 16:05,4:05 PM,16,25.1,0.1386875,0,No,0.184876482,245,48.03673,1
1162,WDM130,19/12/2014 17:15,5:15 PM,9,21.70294118,0.071176471,0,No,0.047593468,140,57.2,1
1163,WDM130,20/12/2014 17:30,5:30 PM,14,21.81608696,0.039478261,0,No,0.0034659,215,42.75814,1
1164,WDM130,23/12/2014 16:20,4:20 PM,13,17.67153846,0.021461538,7.874,No,0.07522878,195,69.63077,1
1165,WDM130,25/12/2014 17:30,5:30 PM,7,21.82142857,0.033142857,0,No,0.68582003,100,25.55,1
1166,WDM130,01/01/2015 17:25,5:25 PM,12,23.75916667,0.044083333,0,No,8.435719136,180,52.96667,1
1167,WDM130,02/01/2015 18:15,6:15 PM,6,23.65833333,0.0125,0,No,9.679006679,95,46.08421,1
1168,WDM130,03/01/2015 17:30,5:30 PM,6,26.60666667,0.091333333,0,No,10.73992125,95,18.57895,1
1169,WDM130,09/01/2015 17:40,5:40 PM,9,NA,NA,NA,No,6.263346847,140,29.52143,1
1170,WDM130,12/01/2015 18:10,6:10 PM,6,NA,NA,NA,No,2.961172845,85,52.63529,1
1171,WDM130,13/01/2015 18:00,6:00 PM,6,NA,NA,NA,No,2.063986786,90,52.71111,1
1172,WDM130,14/01/2015 17:15,5:15 PM,11,24.02090909,0.083363636,0,No,1.31602829,160,56.74375,1
1173,WDM130,15/01/2015 18:15,6:15 PM,8,23.86875,0.01325,0,No,0.742074753,115,49.53043,1
1174,WDM130,17/01/2015 17:55,5:55 PM,8,24.805,0.029,0,No,0.114751027,115,39.88696,1
1175,WDM130,18/01/2015 17:10,5:10 PM,12,26.07416667,0.074583333,0,No,0.018289737,175,45.61714,1
1176,WDM130,20/01/2015 17:40,5:40 PM,9,22.66777778,0.013777778,0,No,0,140,42.59286,1
1177,WDM130,21/01/2015 18:05,6:05 PM,10,22.81444444,0.019777778,0,No,0.025997883,145,59.93793,1
1178,WDM130,22/01/2015 18:10,6:10 PM,9,21.6395,0.0109,0,No,0.162112613,130,62.79231,1
1179,WDM130,23/01/2015 17:25,5:25 PM,7,24.60285714,0.096,0,No,0.462108209,105,32.74286,1
1180,WDM130,26/01/2015 18:20,6:20 PM,10,22.64777778,0.015888889,0,No,2.606927065,155,40.3871,1
1181,WDM130,03/02/2015 18:20,6:20 PM,5,24.23,0.0258,0,No,11.12795088,75,35.25333,1
1182,WDM130,04/02/2015 18:25,6:25 PM,6,22.64333333,0.010166667,0,No,10.88797956,85,30.2,1
1183,WDM130,06/02/2015 16:40,4:40 PM,15,25.452,0.125,0,No,8.650832077,230,31.4913,1
1184,WDM130,08/02/2015 17:50,5:50 PM,12,24.225,0.043416667,0,No,6.183599268,175,52.42857,1
1185,WDM130,09/02/2015 18:10,6:10 PM,7,24.81076923,0.022769231,0,No,4.941047235,105,58.00952,1
1186,WDM130,10/02/2015 18:25,6:25 PM,5,23.0785,0.00975,0,No,3.762573936,80,40.8875,1
1187,WDM130,12/02/2015 18:25,6:25 PM,4,25.775,0.01175,0,No,1.776730835,55,31.38182,1
1188,WDM130,14/02/2015 17:55,5:55 PM,11,25.96,0.017,0,No,0.521915358,170,53.28235,1
1189,WDM130,17/02/2015 16:55,4:55 PM,11,17.51636364,0.015636364,0.508,No,0.002072489,160,40.50625,1
1190,WDM130,18/02/2015 16:35,4:35 PM,13,25.98307692,0.151461538,0,No,0,190,49.35263,1
1191,WDM130,19/02/2015 18:20,6:20 PM,7,25.01,0.024714286,0,No,0.00376807,110,38.50909,1
1192,WDM130,20/02/2015 17:50,5:50 PM,10,25.269,0.0545,0,No,0.087278381,155,46.97419,1
1193,WDM130,22/02/2015 17:55,5:55 PM,10,25.187,0.032,0,No,0.718934614,145,52.0069,1
1194,WDM130,23/02/2015 18:05,6:05 PM,7,26.28857143,0.048285714,0,No,1.333739813,105,29.98095,1
1195,WDM130,25/02/2015 17:25,5:25 PM,14,24.56857143,0.035785714,0,No,3.171141183,205,27.96585,1
1196,WDM130,02/03/2015 16:45,4:45 PM,15,26.064,0.134,0,No,9.241755575,225,50.16444,1
1197,WDM130,05/03/2015 17:25,5:25 PM,9,25.78333333,0.091666667,0,No,11.13716135,130,47.55385,1
1198,WDM130,24/03/2015 17:05,5:05 PM,10,20.012,0.0346,0,No,1.070748224,145,28.22759,1
1199,WDM130,26/03/2015 17:30,5:30 PM,11,21.70181818,0.032,0,No,2.70170526,165,52.72121,1
1200,WDM130,28/03/2015 17:55,5:55 PM,6,23.44666667,0.0355,0,No,4.910245815,95,46.33684,1
1201,WDM130,29/03/2015 18:05,6:05 PM,6,24.43923077,0.022923077,0,No,6.101918512,95,55,1
1202,WDM130,30/03/2015 18:25,6:25 PM,6,23.045,0.003833333,0,No,7.298148229,90,38.12222,1
1203,WDM130,01/04/2015 16:05,4:05 PM,12,25.59,0.076,0,No,9.559898821,185,52.30811,1
1204,WDM130,02/04/2015 17:45,5:45 PM,9,22.58555556,0.023333333,0,No,10.51908654,130,63.26923,1
1205,WDM130,03/04/2015 17:20,5:20 PM,8,23.32625,0.042375,0,No,11.18730036,120,32.58333,1
1206,WDM130,04/04/2015 17:50,5:50 PM,6,23.37833333,0.082833333,0,No,11.08747495,90,34.46667,1
1207,WDM130,05/04/2015 17:30,5:30 PM,6,23.47666667,0.0615,0,No,10.36636097,85,40.51765,1
1208,WDM130,06/04/2015 16:50,4:50 PM,9,18.40222222,0.058777778,0,No,9.145438517,135,69.56296,1
1209,WDM130,09/04/2015 17:20,5:20 PM,9,23.63111111,0.114888889,0,No,4.952693322,130,42.29231,1
1210,WDM130,10/04/2015 18:20,6:20 PM,5,23.528,0.0152,0,No,3.629879294,80,15,1
1211,WDM130,11/04/2015 17:00,5:00 PM,12,24.98583333,0.109833333,0,No,2.468767788,180,34.90556,1
1212,WDM130,12/04/2015 16:55,4:55 PM,10,25.607,0.1305,0,No,1.529576072,150,47.10667,1
1213,WDM130,13/04/2015 17:15,5:15 PM,8,25.2975,0.025375,0,No,0.831720735,115,34.89565,1
1214,WDM130,14/04/2015 17:30,5:30 PM,6,21.64666667,0.042333333,4.826,No,0.374615263,95,73.4,1
1215,WDM130,17/04/2015 16:45,4:45 PM,10,19.757,0.1,0.508,No,4.16E-05,150,34.15333,1
1216,WDM130,18/04/2015 17:35,5:35 PM,5,18.782,0.0946,0,No,0,80,52.3375,1
1217,WDM130,19/04/2015 16:40,4:40 PM,11,21.64909091,0.123909091,0,No,0.021483056,160,55.75625,1
1218,WDM130,22/04/2015 17:35,5:35 PM,7,19.62571429,0.019714286,0,No,0.835930722,110,47.84545,1
1219,WDM130,23/04/2015 17:25,5:25 PM,11,18.75454545,0.010454545,0.762,No,1.450882088,165,57.21818,1
1221,WDM130,26/04/2015 17:25,5:25 PM,10,20.843,0.0092,0,No,4.17269462,145,41.75862,1
671,WDM131,29/07/2015 17:40,5:40 PM,9,21.5552381,0.034,0,No,10.07622231,135,17.63704,1
675,WDM131,03/08/2015 18:05,6:05 PM,9,22.30066667,0.025733333,0,No,7.01698432,130,26.59231,1
698,WDM131,01/10/2015 17:55,5:55 PM,7,23.38833333,0.0245,0,No,6.368064761,105,9.8,1
1220,WDM131,25/04/2015 17:15,5:15 PM,22,20.40702703,0.035513514,0,No,3.148518045,160,26.36875,1
1222,WDM131,23/04/2015 16:50,4:50 PM,20,19.0275,0.03915,9.146,No,1.450882088,155,31.21935,1
1223,WDM131,24/04/2015 17:55,5:55 PM,14,21.165,0.012785714,0,No,2.229395797,105,28.00952,1
1224,WDM131,25/04/2015 17:15,5:15 PM,22,20.40702703,0.035513514,0,No,3.148518045,160,26.36875,1
1225,WDM131,27/04/2015 16:50,4:50 PM,22,19.51363636,0.038590909,0,No,5.282313911,160,44.60625,1
1226,WDM131,28/04/2015 17:05,5:05 PM,18,18.90833333,0.020722222,9.144,No,6.441430528,135,49.37778,1
1227,WDM131,02/05/2015 16:45,4:45 PM,18,17.53833333,0.006833333,23.874,No,10.76825175,135,19.25926,1
1228,WDM131,03/05/2015 16:40,4:40 PM,24,18.81916667,0.004916667,0.762,No,11.13630946,185,38.01622,1
1229,WDM131,04/05/2015 17:45,5:45 PM,14,22.26,0.012571429,0,No,10.94897646,110,15.30909,1
1230,WDM131,05/05/2015 17:25,5:25 PM,16,20.2925,0.03475,0,No,9.759495453,120,38.48333,1
1231,WDM131,06/05/2015 17:10,5:10 PM,20,18.138,0.01115,0,No,8.373768256,150,42.32,1
1232,WDM131,07/05/2015 17:10,5:10 PM,16,20.16875,0.029125,0,No,6.899236947,125,46.576,1
1233,WDM131,08/05/2015 16:15,4:15 PM,30,20.53033333,0.068533333,2.54,No,5.412516904,230,42.04348,1
1234,WDM131,10/05/2015 17:25,5:25 PM,12,18.29416667,0.005583333,6.604,Yes,2.788197713,90,41.96667,1
1235,WDM131,12/05/2015 17:15,5:15 PM,22,21.07772727,0.036863636,0,Yes,1.01479097,165,43.75758,1
1236,WDM131,13/05/2015 16:55,4:55 PM,22,21.71090909,0.036136364,0,Yes,0.492214535,165,35.23636,1
1237,WDM131,14/05/2015 16:55,4:55 PM,24,21.61125,0.04525,0,Yes,0.182207893,175,54.17714,1
1238,WDM131,15/05/2015 16:45,4:45 PM,28,21.09607143,0.04825,0,Yes,0.039700603,210,37.41429,1
1239,WDM131,16/05/2015 16:40,4:40 PM,22,19.22227273,0.033681818,0,Yes,0.001649277,165,37.47273,1
1240,WDM131,17/05/2015 17:25,5:25 PM,24,20.64791667,0.006,0,Yes,0,180,54.5,1
1241,WDM131,20/05/2015 17:35,5:35 PM,16,20.64125,0.0144375,0,Yes,0.266327084,120,38.74167,1
1242,WDM131,21/05/2015 17:25,5:25 PM,26,19.60538462,0.009076923,0,Yes,0.594592562,190,40.30526,1
1243,WDM131,22/05/2015 16:50,4:50 PM,26,21.57730769,0.046346154,0,Yes,1.077969307,195,46.30256,1
1244,WDM131,23/05/2015 16:55,4:55 PM,24,21.22291667,0.0205,0,Yes,1.709767837,185,40.35676,1
1245,WDM131,26/05/2015 17:30,5:30 PM,24,20.36708333,0.014083333,0,Yes,4.39361473,175,42.49714,1
1246,WDM131,28/05/2015 16:35,4:35 PM,18,18.84888889,0.046777778,0,Yes,6.643449965,135,7.503704,1
1247,WDM131,29/05/2015 17:00,5:00 PM,18,20.28722222,0.029888889,0,Yes,7.809488443,140,47.70714,1
1248,WDM131,08/06/2015 17:10,5:10 PM,9,21.54222222,0.063888889,0,Yes,3.177747403,130,30.49231,1
1249,WDM131,10/06/2015 17:20,5:20 PM,8,22.39625,0.06625,0,Yes,1.24749562,120,34.56667,1
1250,WDM131,12/06/2015 17:05,5:05 PM,10,23.478,0.086,0,Yes,0.272108985,155,45.89032,1
1251,WDM131,13/06/2015 17:30,5:30 PM,10,21.667,0.0266,0,Yes,0.07803732,155,53.36774,1
1252,WDM131,15/06/2015 17:35,5:35 PM,10,22.547,0.0219,0,Yes,0,155,23.07742,1
1253,WDM131,17/06/2015 16:10,4:10 PM,14,24.11285714,0.081071429,0,Yes,0.029400078,205,40.74146,1
1254,WDM131,20/06/2015 16:40,4:40 PM,13,22.04461538,0.077153846,0,Yes,0.722585344,190,23.81579,1
1255,WDM131,21/06/2015 17:30,5:30 PM,11,21.15,0.017727273,0,Yes,1.2167457,160,31.86875,1
1256,WDM131,23/06/2015 16:20,4:20 PM,14,23.10642857,0.083642857,0,Yes,2.623543032,215,49.71163,1
1257,WDM131,25/06/2015 16:40,4:40 PM,11,20.91272727,0.059363636,0,Yes,4.559996567,170,50.10588,1
1258,WDM131,26/06/2015 16:35,4:35 PM,17,21.25117647,0.038470588,0,Yes,5.693601688,260,37.45769,1
1259,WDM131,27/06/2015 17:50,5:50 PM,9,23.41555556,0.040888889,0,Yes,6.905360359,135,49.71852,1
1260,WDM131,28/06/2015 17:25,5:25 PM,10,23.26,0.0512,0,No,8.161172691,145,48.83448,1
1261,WDM131,29/06/2015 17:20,5:20 PM,9,24.22555556,0.077555556,0,No,9.390474866,140,43.46429,1
1262,WDM131,30/06/2015 17:10,5:10 PM,14,20.62928571,0.039785714,0,No,10.52082147,215,38.08372,1
1263,WDM131,01/07/2015 17:10,5:10 PM,10,20.94,0.0311,0,No,11.08094655,150,6.773333,1
1264,WDM131,03/07/2015 17:00,5:00 PM,13,20.88769231,0.047846154,0,No,9.528284996,195,48.01026,1
1265,WDM131,04/07/2015 17:45,5:45 PM,7,21.10571429,0.041571429,0,No,8.01340673,100,48.44,1
1266,WDM131,06/07/2015 16:45,4:45 PM,11,21.97,0.060272727,0,No,4.973591091,160,55.43125,1
1267,WDM131,07/07/2015 16:20,4:20 PM,13,21.42230769,0.088384615,0,No,3.620917489,190,29.03158,1
1268,WDM131,08/07/2015 17:25,5:25 PM,11,23.19454545,0.048,0,No,2.457422744,165,49.68485,1
1269,WDM131,09/07/2015 17:30,5:30 PM,9,20.65,0.031777778,0,No,1.530826583,140,20.50714,1
1270,WDM131,10/07/2015 17:30,5:30 PM,8,21.41875,0.036375,0,No,0.845737996,115,36.12174,1
1271,WDM131,11/07/2015 16:55,4:55 PM,14,22.42,0.077428571,0,No,0.395343511,205,32.27317,1
1272,WDM131,13/07/2015 17:35,5:35 PM,9,22.75777778,0.060222222,0,No,0.029311466,135,40.62963,1
1273,WDM131,15/07/2015 16:35,4:35 PM,16,21.583125,0.0878125,0,No,0,245,34.49796,1
1274,WDM131,16/07/2015 16:50,4:50 PM,15,22.94133333,0.096933333,0,No,0.0023398,225,42.62222,1
1275,WDM131,18/07/2015 17:50,5:50 PM,5,22.734,0.0132,0,No,0.191953961,80,34.425,1
1276,WDM131,20/07/2015 17:30,5:30 PM,7,21.17571429,0.031857143,0,No,0.80402612,105,12.90476,1
1277,WDM131,21/07/2015 17:25,5:25 PM,9,19.36444444,0.034111111,0,No,1.318714381,140,38.52857,1
1278,WDM131,22/07/2015 16:40,4:40 PM,16,20.048125,0.036875,0,No,1.978099383,245,40.85714,1
1279,WDM131,23/07/2015 16:30,4:30 PM,13,20.04384615,0.030461538,0,No,2.800075456,190,26.73684,1
1280,WDM131,26/07/2015 16:20,4:20 PM,16,18.393125,0.02225,0,No,6.159378089,240,39.09167,1
1281,WDM131,28/07/2015 17:55,5:55 PM,7,17.75142857,0.016428571,0,No,8.822843351,110,34.97273,1
1282,WDM131,29/07/2015 17:40,5:40 PM,9,21.5552381,0.034,0,No,10.07622231,135,17.63704,1
1283,WDM131,30/07/2015 17:25,5:25 PM,6,22.66333333,0.052,0,No,11.1290724,90,11.24444,1
1284,WDM131,01/08/2015 18:25,6:25 PM,4,16.7675,0.00075,1.016,No,10.05178257,60,29.68333,1
1285,WDM131,02/08/2015 17:45,5:45 PM,7,19.77714286,0.029857143,0,No,8.563212032,110,60.39091,1
1286,WDM131,03/08/2015 18:05,6:05 PM,9,22.30066667,0.025733333,0,No,7.01698432,130,26.59231,1
1287,WDM131,04/08/2015 17:10,5:10 PM,10,22.35,0.0856,0,No,5.488135266,155,21.04516,1
1288,WDM131,05/08/2015 17:40,5:40 PM,6,22.41666667,0.027333333,0,No,4.077454011,90,30.41111,1
1289,WDM131,06/08/2015 17:00,5:00 PM,8,19.42375,0.121875,0,No,2.841730573,125,26.52,1
1290,WDM131,07/08/2015 17:45,5:45 PM,8,20.75875,0.0185,0,No,1.834792897,115,27.75652,1
1291,WDM131,08/08/2015 17:35,5:35 PM,11,19.02272727,0.025909091,0,No,1.071853122,165,32.75758,1
1292,WDM131,09/08/2015 17:25,5:25 PM,8,20.99875,0.06525,0,No,0.547158327,115,40.22609,1
1293,WDM131,10/08/2015 18:10,6:10 PM,5,22.218,0.0078,0,No,0.228993674,70,23.7,1
1294,WDM131,11/08/2015 17:20,5:20 PM,8,23.8,0.10075,0,No,0.067785901,125,27,1
1295,WDM131,12/08/2015 17:50,5:50 PM,5,24.374,0.0334,0,No,0.009264266,70,17.04286,1
1296,WDM131,13/08/2015 17:55,5:55 PM,7,22.61285714,0.033,0,No,0,110,45.9,1
1297,WDM131,14/08/2015 17:05,5:05 PM,9,24.58555556,0.087555556,0,No,0,135,42.4963,1
1298,WDM131,17/08/2015 17:45,5:45 PM,7,23.54285714,0.022,0,No,0.239157382,110,45.25455,1
1299,WDM131,18/08/2015 17:20,5:20 PM,12,24.03583333,0.063083333,0,No,0.508763012,185,36.24865,1
1300,WDM131,19/08/2015 17:00,5:00 PM,14,23.56214286,0.075,0,No,0.921026056,205,32.35122,1
1301,WDM131,20/08/2015 17:25,5:25 PM,7,22.11571429,0.070571429,0,No,1.500306642,100,36.11,1
1302,WDM131,22/08/2015 17:20,5:20 PM,11,21.66454545,0.059,0,No,3.197128941,160,29.5375,1
1303,WDM131,23/08/2015 17:45,5:45 PM,8,22.185,0.0435,0,No,4.322158393,120,35.725,1
1304,WDM131,24/08/2015 17:40,5:40 PM,10,22.94,0.0501,0,No,5.612618122,145,29.68276,1
1305,WDM131,25/08/2015 17:25,5:25 PM,8,22.99,0.046625,0,No,7.007273972,120,34.40833,1
1306,WDM131,26/08/2015 17:30,5:30 PM,10,23.577,0.0291,0,No,8.428414007,155,20.34194,1
1307,WDM131,28/08/2015 18:10,6:10 PM,6,23.165,0.011166667,0,No,10.91330951,95,21.64211,1
1308,WDM131,30/08/2015 17:40,5:40 PM,5,21.208,0.0138,0,No,10.49203325,80,12.95,1
1309,WDM131,01/10/2015 17:55,5:55 PM,7,23.38833333,0.0245,0,No,6.368064761,105,9.8,1
1310,WDM131,05/10/2015 18:05,6:05 PM,5,22.992,0.01,0,No,1.645026742,75,43.49333,1
1311,WDM131,06/10/2015 17:30,5:30 PM,7,24.36714286,0.047142857,0,No,0.996742361,110,20.84545,1
1312,WDM131,07/10/2015 17:25,5:25 PM,9,22.51111111,0.037333333,0,No,0.541616685,140,35.36429,1
1313,WDM131,09/10/2015 17:50,5:50 PM,9,24.91555556,0.009333333,0,No,0.090241494,130,8.853846,1
615,WDM132,29/05/2015 16:15,4:15 PM,10,21.96454545,0.108590909,0,No,7.809488443,155,47.64516,1
1314,WDM132,25/04/2015 17:30,5:30 PM,9,21.29555556,0.042111111,0,No,3.148518045,140,30.87857,1
1315,WDM132,26/04/2015 17:40,5:40 PM,7,20.94428571,0.006714286,0,No,4.17269462,100,49.73,1
1316,WDM132,29/04/2015 17:15,5:15 PM,13,19.72384615,0.044076923,0,No,7.592993584,200,58.565,1
1317,WDM132,30/04/2015 18:20,6:20 PM,8,20.10375,0.004875,0,No,8.729108584,125,31.992,1
1318,WDM132,01/05/2015 16:40,4:40 PM,14,21.98714286,0.0965,0,No,9.811880292,210,63.84286,1
1319,WDM132,02/05/2015 17:00,5:00 PM,10,17.445,0.0098,18.286,No,10.76825175,145,42.46897,1
1320,WDM132,03/05/2015 17:35,5:35 PM,8,19.36,0.007125,0,No,11.13630946,115,26.0087,1
1321,WDM132,06/05/2015 16:50,4:50 PM,9,18.57222222,0.052555556,0,No,8.373768256,130,51.69231,1
1322,WDM132,07/05/2015 16:10,4:10 PM,19,20.79315789,0.100736842,0,No,6.899236947,290,49.76897,1
1323,WDM132,08/05/2015 17:05,5:05 PM,8,23.17875,0.15325,0,No,5.412516904,125,30.792,1
1324,WDM132,09/05/2015 17:00,5:00 PM,9,18.77888889,0.022777778,0,No,4.020766013,130,49.06923,1
1325,WDM132,10/05/2015 17:20,5:20 PM,7,18.44285714,0.018,6.858,No,2.788197713,110,43.19091,1
1326,WDM132,13/05/2015 17:05,5:05 PM,8,24.7325,0.099375,0,No,0.492214535,115,45.09565,1
1327,WDM132,15/05/2015 17:40,5:40 PM,5,24.424,0.0594,0,No,0.039700603,80,23.5375,1
1328,WDM132,16/05/2015 17:20,5:20 PM,7,20.19714286,0.056428571,0,No,0.001649277,105,17.94286,1
1329,WDM132,17/05/2015 17:10,5:10 PM,9,21.95,0.027666667,0,No,0,140,37.40714,1
1330,WDM132,19/05/2015 16:05,4:05 PM,19,23.15105263,0.101736842,0,No,0.079012962,290,42.93448,1
1331,WDM132,20/05/2015 16:05,4:05 PM,12,24.5275,0.11225,0,No,0.266327084,185,52.49189,1
1332,WDM132,26/05/2015 17:05,5:05 PM,15,21.694,0.044733333,0,No,4.39361473,220,28.97273,1
1333,WDM132,27/05/2015 16:55,4:55 PM,10,18.322,0.028,0,No,5.485252638,155,34.10968,1
1334,WDM132,28/05/2015 16:55,4:55 PM,8,19.67125,0.071,0,No,6.643449965,125,42.64,1
1335,WDM132,29/05/2015 16:15,4:15 PM,10,21.96454545,0.108590909,0,No,7.809488443,155,47.64516,1
1336,WDM132,30/05/2015 16:05,4:05 PM,12,21.7775,0.180166667,0,No,8.972380384,175,58.66286,1
1337,WDM132,05/06/2015 18:15,6:15 PM,5,22.94,0.0108,0,No,7.444296768,75,34.54667,1
1338,WDM132,11/06/2015 16:05,4:05 PM,15,23.16133333,0.1148,0,No,0.647213395,220,51.90455,1
1339,WDM132,14/06/2015 18:00,6:00 PM,3,20.98666667,0.049333333,1.27,No,0.009323089,50,57.06,1
1340,WDM132,19/06/2015 16:20,4:20 PM,14,22.31571429,0.124142857,0,No,0.366002796,210,19.27143,1
699,WDM133,03/10/2015 17:05,5:05 PM,12,24.07904762,0.02152381,0,No,3.60541578,180,39.08333,1
1341,WDM133,27/08/2015 17:35,5:35 PM,13,22.76076923,0.024461538,0,No,9.772435122,195,32.35385,1
1342,WDM133,29/08/2015 17:05,5:05 PM,13,20.75076923,0.084769231,0,No,11.10307283,195,36.71795,1
1343,WDM133,31/08/2015 18:20,6:20 PM,5,19.968,0.0084,0,No,9.042762405,70,29.04286,1
1344,WDM133,01/10/2015 17:50,5:50 PM,5,24.29,0.0682,0,No,6.368064761,75,51.66667,1
1345,WDM133,02/10/2015 17:35,5:35 PM,6,22.64166667,0.022833333,0,No,4.903659987,90,40.05556,1
1346,WDM133,03/10/2015 17:05,5:05 PM,12,24.07904762,0.02152381,0,No,3.60541578,180,39.08333,1
1347,WDM133,04/10/2015 17:10,5:10 PM,7,21.74142857,0.052428571,0.508,No,2.509649853,110,24.69091,1
1348,WDM133,05/10/2015 17:30,5:30 PM,6,23.45166667,0.019166667,0,No,1.645026742,85,45.05882,1
1349,WDM133,07/10/2015 17:10,5:10 PM,9,22.97888889,0.063,0,No,0.541616685,135,69.27407,1
1350,WDM133,10/10/2015 17:15,5:15 PM,11,23.72727273,0.006272727,0.254,No,0.018776412,165,38.72121,1
1351,WDM133,11/10/2015 16:55,4:55 PM,13,23.43384615,0.061307692,0,No,0.000501652,195,44.87179,1
1352,WDM133,13/10/2015 17:20,5:20 PM,6,23.53166667,0.064333333,0,No,0.002145716,95,23.29474,1
1353,WDM133,14/10/2015 16:40,4:40 PM,11,20.13727273,0.06,0,No,0.047312093,165,27.90909,1
1354,WDM133,15/10/2015 18:05,6:05 PM,6,23.42,0.006666667,0,No,0.177792141,95,23.47368,1
1355,WDM133,16/10/2015 17:00,5:00 PM,10,22.462,0.0608,0,No,0.438483505,145,41.94483,1
1356,WDM133,20/10/2015 17:00,5:00 PM,13,23.86692308,0.037846154,0,No,3.496248867,195,44.75385,1
1357,WDM133,21/10/2015 17:15,5:15 PM,12,23.79833333,0.026333333,0,No,4.784289397,175,51.20571,1
1358,WDM133,23/10/2015 17:10,5:10 PM,9,20.96555556,0.024888889,0,No,7.664537772,130,57.49231,1
1359,WDM133,25/10/2015 18:05,6:05 PM,4,20.5625,0.005,0,No,10.34136066,65,20.24615,1
1360,WDM133,26/10/2015 17:05,5:05 PM,11,25.01,0.075363636,0,No,11.18098928,170,35.12941,1
1361,WDM133,27/10/2015 17:55,5:55 PM,7,24.14285714,0.002285714,0,No,11.00928084,100,29.39,1
1362,WDM133,28/10/2015 17:20,5:20 PM,8,23.33375,0.006875,0,No,9.865219299,125,38.28,1
1363,WDM133,01/11/2015 16:35,4:35 PM,11,22.56,0.067090909,0,No,4.152507907,165,10.53939,1
1364,WDM133,03/11/2015 17:15,5:15 PM,9,21.50111111,0.031666667,0,No,2.110233641,130,43.63077,1
1365,WDM133,07/11/2015 16:50,4:50 PM,12,22.58,0.0915,0,No,0.209953656,185,25.26486,1
1366,WDM133,08/11/2015 17:10,5:10 PM,8,16.99125,0.00725,3.81,No,0.071940993,115,47.9913,1
1367,WDM133,13/11/2015 16:30,4:30 PM,16,22.085,0.03,0.254,No,0.083793294,235,43.51489,1
1368,WDM133,14/11/2015 16:45,4:45 PM,9,17.98555556,0.017555556,1.016,No,0.27148877,140,45.73571,1
1369,WDM133,15/11/2015 16:20,4:20 PM,17,21.16705882,0.074470588,0,No,0.626974749,260,51.95,1
1370,WDM133,16/11/2015 17:30,5:30 PM,9,21.14777778,0.026555556,0,No,1.189467386,140,22.03571,1
1371,WDM133,18/11/2015 16:15,4:15 PM,12,21.17833333,0.07375,0,No,3.013427005,185,45.72432,1
1372,WDM133,19/11/2015 16:45,4:45 PM,10,21.861,0.0823,0,No,4.242374362,145,41.08966,1
1373,WDM133,20/11/2015 16:45,4:45 PM,10,22.969,0.077,0,No,5.615271645,150,31.54667,1
1374,WDM133,25/11/2015 17:50,5:50 PM,7,20.81428571,0.007571429,0,No,11.08485144,105,32.7619,1
1375,WDM133,28/11/2015 16:40,4:40 PM,9,21.84888889,0.125444444,0,No,7.626340382,130,20.65385,1
1376,WDM133,29/11/2015 17:00,5:00 PM,8,21.16625,0.08725,0,No,6.231385455,120,22.61667,1
1377,WDM133,02/12/2015 17:50,5:50 PM,7,21.56714286,0.010571429,0,No,2.814340407,110,37.49091,1
1378,WDM133,03/12/2015 17:40,5:40 PM,9,20.99666667,0.014555556,0,No,1.985248889,140,33.87857,1
