,ID,timedate.local,LocalTime,timestep,Temperature,Radiation,Rainfall,Denning,Moonlight,Duration,Intensity,Stop
918,WDM119,29/11/2013 16:35,4:35 PM,11,17.66454545,0.041636364,0,No,0.184218778,160,39.8,1
919,WDM119,30/11/2013 17:30,5:30 PM,13,18.52153846,0.017846154,0,No,0.043566712,200,33.19,1
920,WDM119,01/12/2013 16:40,4:40 PM,13,19.50846154,0.087307692,0,No,0.002069071,190,46.74211,1
921,WDM119,02/12/2013 16:50,4:50 PM,11,20.30090909,0.106727273,0,No,0,170,34.11176,1
922,WDM119,04/12/2013 16:30,4:30 PM,12,18.81166667,0.026416667,0.254,No,0.097378586,185,45.6973,1
923,WDM119,05/12/2013 16:20,4:20 PM,17,21.18294118,0.099764706,0.254,No,0.342016417,260,34.25769,1
924,WDM119,06/12/2013 17:30,5:30 PM,11,20.59909091,0.041636364,0,No,0.786067688,160,39.85625,1
925,WDM119,07/12/2013 17:40,5:40 PM,8,21.135,0.0305,0,No,1.445422772,120,57.01667,1
926,WDM119,08/12/2013 17:05,5:05 PM,11,22.39818182,0.062545455,0,No,2.31386702,165,28.92727,1
927,WDM119,09/12/2013 16:55,4:55 PM,8,22.83125,0.0325,0,No,3.354160238,125,25.464,1
928,WDM119,10/12/2013 17:30,5:30 PM,6,20.78666667,0.063333333,0,No,4.534994064,85,47.96471,1
929,WDM119,11/12/2013 17:25,5:25 PM,11,20.56272727,0.027090909,0,No,5.795698764,160,42.59375,1
930,WDM119,12/12/2013 17:00,5:00 PM,10,19.56,0.0185,2.286,No,7.095888493,145,24.38621,1
931,WDM119,14/12/2013 17:25,5:25 PM,8,18.96,0.01675,0,No,9.547113409,125,58.488,1
932,WDM119,16/12/2013 17:40,5:40 PM,9,19.67222222,0.021444444,0,No,11.1363957,130,39.8,1
933,WDM119,17/12/2013 17:55,5:55 PM,4,18.54,0.0125,0,No,10.99547111,65,38.16923,1
934,WDM119,18/12/2013 17:40,5:40 PM,11,21.00454545,0.018,0,No,10.08977108,160,45.49375,1
935,WDM119,19/12/2013 16:40,4:40 PM,13,21.79923077,0.078615385,0,No,8.931257911,190,32.66316,1
936,WDM119,20/12/2013 17:25,5:25 PM,9,20.07888889,0.043666667,0,No,7.718211355,140,41.37143,1
937,WDM119,21/12/2013 17:50,5:50 PM,6,21.04333333,0.028333333,0,No,6.478544454,90,30.68889,1
938,WDM119,23/12/2013 16:35,4:35 PM,11,24.51,0.182363636,0,No,4.118213162,170,27.3,1
939,WDM119,24/12/2013 17:25,5:25 PM,11,21.59818182,0.048454545,0,No,3.057361114,165,29.4303,1
940,WDM119,25/12/2013 17:50,5:50 PM,8,20.335,0.044625,0,No,2.111397557,120,50.275,1
941,WDM119,26/12/2013 17:30,5:30 PM,12,21.43583333,0.044583333,0,No,1.329213514,175,31.81714,1
942,WDM119,27/12/2013 17:40,5:40 PM,8,21.74625,0.0385,0,No,0.733134031,120,46.64167,1
943,WDM119,28/12/2013 16:55,4:55 PM,10,22.827,0.0765,0,No,0.326922935,150,18.50667,1
944,WDM119,30/12/2013 17:40,5:40 PM,9,21.83222222,0.040333333,0,No,0.013034363,130,35.16154,1
945,WDM119,31/12/2013 17:35,5:35 PM,9,23.08555556,0.069111111,0,No,0,140,45.00714,1
946,WDM119,01/01/2014 17:55,5:55 PM,12,21.83,0.01875,0,No,0,185,60.27027,1
947,WDM119,02/01/2014 17:25,5:25 PM,8,22.55625,0.07425,0,No,0.041470392,125,39.264,1
948,WDM119,03/01/2014 17:40,5:40 PM,9,22.2,0.043666667,0,No,0.203602989,135,53.79259,1
949,WDM119,07/01/2014 18:20,6:20 PM,6,23.18,0.011833333,0,No,2.659088966,95,31.36842,1
950,WDM119,08/01/2014 16:30,4:30 PM,13,20.22076923,0.063076923,0.508,No,3.716520078,195,19.34359,1
951,WDM119,09/01/2014 18:25,6:25 PM,8,21.06625,0.00575,0,No,4.885450203,125,24.28,1
952,WDM119,10/01/2014 17:25,5:25 PM,8,23.82125,0.089875,0,No,6.119273034,120,29.94167,1
953,WDM119,13/01/2014 17:20,5:20 PM,8,24.5125,0.113875,0,No,9.717486117,125,17.976,1
954,WDM119,15/01/2014 18:25,6:25 PM,5,22.474,0.0064,0,No,11.13156325,80,29.3875,1
955,WDM119,18/01/2014 18:10,6:10 PM,5,24.548,0.0292,0,No,8.916007609,75,47.54667,1
956,WDM119,21/01/2014 17:25,5:25 PM,11,23.44181818,0.070545455,0,No,5.097714461,170,37.48235,1
957,WDM119,23/01/2014 16:50,4:50 PM,13,23.24923077,0.137230769,0,No,2.74938677,195,25.27692,1
958,WDM119,25/01/2014 17:35,5:35 PM,12,24.03166667,0.060333333,0,No,1.031822314,175,44.37714,1
959,WDM119,26/01/2014 18:20,6:20 PM,6,24.37833333,0.027333333,0,No,0.498128538,95,41.92632,1
960,WDM119,28/01/2014 17:50,5:50 PM,13,22.75769231,0.043461538,0,No,0.036870863,190,40.86316,1
961,WDM119,29/01/2014 17:20,5:20 PM,13,24.38769231,0.093384615,0,No,0.001409612,190,37.73158,1
962,WDM119,31/01/2014 16:55,4:55 PM,11,25.55727273,0.103,0,No,0.008415803,165,24.71515,1
963,WDM119,01/02/2014 17:55,5:55 PM,7,24.71428571,0.037,0,No,0.102493181,110,56,1
964,WDM119,02/02/2014 18:05,6:05 PM,6,25.595,0.061333333,0,No,0.330394234,85,46.63529,1
965,WDM119,03/02/2014 18:25,6:25 PM,6,24.80833333,0.013,0,No,0.728138977,85,14.49412,1
966,WDM119,05/02/2014 18:20,6:20 PM,5,25.184,0.0358,0,No,2.070017577,80,37.4625,1
967,WDM119,06/02/2014 17:55,5:55 PM,8,25.45,0.04175,0,No,2.998057468,115,39.32174,1
968,WDM119,07/02/2014 18:00,6:00 PM,9,20.16444444,0.036,9.398,No,4.070165744,130,26.47692,1
969,WDM119,08/02/2014 18:25,6:25 PM,6,19.55833333,0.003,0,No,5.237523124,95,36.62105,1
970,WDM119,09/02/2014 18:25,6:25 PM,8,19.625,0.002375,0,No,6.463947791,120,37.2,1
971,WDM119,10/02/2014 18:15,6:15 PM,5,24.64,0.023,0,No,7.673682546,75,57.13333,1
972,WDM119,11/02/2014 18:20,6:20 PM,6,22.37333333,0.011166667,0,No,8.823145297,85,28.28235,1
973,WDM119,13/02/2014 18:00,6:00 PM,8,24.51,0.042375,0,No,10.81010654,120,28.70833,1
974,WDM119,18/02/2014 18:00,6:00 PM,12,18.56416667,0.001333333,0.762,No,7.345660579,175,31.74286,1
975,WDM119,19/02/2014 17:40,5:40 PM,8,23.255,0.028625,0,No,5.95362707,115,32.46957,1
976,WDM119,21/02/2014 17:45,5:45 PM,8,23.85125,0.062875,0,No,3.292216463,125,34.072,1
977,WDM119,22/02/2014 18:20,6:20 PM,8,23.0225,0.02375,0,No,2.179146971,115,58.4087,1
978,WDM119,23/02/2014 17:55,5:55 PM,6,24.77833333,0.057666667,0,No,1.293184684,95,14.05263,1
979,WDM119,24/02/2014 18:05,6:05 PM,12,22.975,0.023916667,0,No,0.65916928,175,49.62286,1
980,WDM119,25/02/2014 17:30,5:30 PM,9,25.39444444,0.092111111,0,No,0.26612121,130,29.58462,1
981,WDM119,26/02/2014 17:30,5:30 PM,8,23.7525,0.0725,0,No,0.070634454,125,32.048,1
982,WDM119,27/02/2014 17:45,5:45 PM,7,23.77,0.045,0,No,0.006501436,110,29.95455,1
983,WDM119,28/02/2014 18:15,6:15 PM,7,24.44857143,0.014857143,0,No,0,105,30.93333,1
984,WDM119,02/03/2014 18:15,6:15 PM,8,23.6725,0.02425,0,No,0.045522567,120,40.325,1
985,WDM119,03/03/2014 17:55,5:55 PM,8,25.70125,0.01925,0,No,0.198268156,125,30.352,1
986,WDM119,04/03/2014 17:50,5:50 PM,8,26.61625,0.07375,0,No,0.4978427,115,41.77391,1
987,WDM119,07/03/2014 17:40,5:40 PM,8,24.48125,0.081375,0,No,2.437449895,120,41.28333,1
988,WDM119,08/03/2014 18:25,6:25 PM,6,24.52666667,0.010666667,0,No,3.405243698,85,25.15294,1
989,WDM119,10/03/2014 17:20,5:20 PM,9,24.77,0.062555556,0,No,5.627340613,130,24.82308,1
990,WDM119,11/03/2014 17:55,5:55 PM,8,25.29625,0.0355,0,No,6.813543006,120,9.216667,1
991,WDM119,13/03/2014 17:45,5:45 PM,8,21.56125,0.026875,0,No,9.118989443,115,27.23478,1
992,WDM119,15/03/2014 17:50,5:50 PM,7,21.55142857,0.057857143,0,No,11.04054439,105,29.53333,1
993,WDM119,18/03/2014 18:10,6:10 PM,10,19.855,0.0075,0,No,9.464566078,150,19.78,1
994,WDM119,20/03/2014 17:55,5:55 PM,7,23.04857143,0.016285714,0,No,6.559167949,100,25.84,1
995,WDM119,21/03/2014 17:30,5:30 PM,9,24.94333333,0.082666667,0,No,5.072146027,135,19.6,1
996,WDM119,22/03/2014 18:20,6:20 PM,5,25.278,0.0254,0,No,3.679016106,75,14.09333,1
997,WDM119,23/03/2014 18:05,6:05 PM,7,25.43857143,0.036571429,0,No,2.472832732,100,42.45,1
998,WDM119,24/03/2014 17:10,5:10 PM,10,25.987,0.1125,0,No,1.50619862,150,37.38667,1
999,WDM119,25/03/2014 17:30,5:30 PM,8,18.05,0.007625,1.016,No,0.807535391,115,50.74783,1
1000,WDM119,26/03/2014 17:40,5:40 PM,10,21.603,0.0107,0,No,0.357066538,155,47.02581,1
1001,WDM119,27/03/2014 18:00,6:00 PM,8,21.59875,0.0235,0,No,0.11477686,125,39.8,1
1002,WDM119,29/03/2014 18:10,6:10 PM,9,21.50888889,0.012444444,0,No,9.80E-05,135,18.51852,1
1003,WDM119,30/03/2014 16:40,4:40 PM,12,26.01666667,0.15675,0,No,0,175,22.24,1
1004,WDM119,01/04/2014 18:10,6:10 PM,6,19.65833333,0.0145,0.254,No,0.113852459,90,36.26667,1
1005,WDM119,02/04/2014 17:10,5:10 PM,14,21.30714286,0.023357143,0,No,0.33599105,210,19.5619,1
1006,WDM119,03/04/2014 17:50,5:50 PM,12,22.62666667,0.028833333,0,No,0.711935625,185,53.98378,1
1007,WDM119,07/04/2014 17:00,5:00 PM,11,18.87545455,0.062636364,0,No,3.76923357,170,44.72353,1
1008,WDM119,09/04/2014 17:00,5:00 PM,11,24.22090909,0.122818182,0,No,5.991510437,160,25.00625,1
1009,WDM119,11/04/2014 16:45,4:45 PM,10,22.609,0.0657,0,No,8.350422276,185,29.81081,1
1010,WDM119,08/05/2014 17:10,5:10 PM,11,18.83909091,0.021818182,0,No,5.14052052,170,34.71176,1
1011,WDM119,09/05/2014 17:05,5:05 PM,10,23.249,0.04,0,No,6.314284399,155,21.59355,1
1012,WDM119,11/05/2014 17:30,5:30 PM,7,22.21538462,0.084769231,0,No,8.749996083,105,34.8381,1
1013,WDM119,12/05/2014 17:10,5:10 PM,14,21.63,0.060214286,0,No,9.924616701,205,34.47317,1
1014,WDM119,13/05/2014 18:25,6:25 PM,3,22.74,0.004333333,0,No,10.97348714,40,27.175,1
1015,WDM119,16/05/2014 17:40,5:40 PM,7,23.91571429,0.052,0,No,8.977122966,105,25.30476,1
1016,WDM119,18/05/2014 17:30,5:30 PM,13,21.7836,0.04416,0,No,5.827754024,195,21.49231,1
1017,WDM119,19/05/2014 17:30,5:30 PM,8,17.912,0.031066667,0.508,No,4.360927187,120,38.28333,1
1018,WDM119,20/05/2014 17:40,5:40 PM,6,17.88333333,0.022333333,0,No,3.074482089,95,35.78947,1
1019,WDM119,21/05/2014 17:10,5:10 PM,10,17.739,0.0176,2.286,No,2.016998663,145,34.94483,1
1020,WDM119,22/05/2014 17:45,5:45 PM,8,19.5825,0.048125,0,No,1.204307647,125,43.104,1
1021,WDM119,23/05/2014 17:30,5:30 PM,9,22.08588235,0.034470588,0,No,0.63243187,135,55.45185,1
1022,WDM119,24/05/2014 16:30,4:30 PM,13,23.12923077,0.041461538,0,No,0.273950764,190,6.531579,1
1023,WDM119,25/05/2014 17:35,5:35 PM,10,21.751,0.0546,0,No,0.083933233,145,31.28276,1
1024,WDM119,26/05/2014 16:35,4:35 PM,15,22.82733333,0.100933333,0,No,0.011845075,220,36.6,1
1025,WDM119,27/05/2014 17:20,5:20 PM,8,24.22875,0.07075,0,No,0,115,26.24348,1
1026,WDM119,28/05/2014 16:50,4:50 PM,11,21.39727273,0.044636364,8.128,No,0,170,28.61765,1
1027,WDM119,29/05/2014 17:25,5:25 PM,9,21.50555556,0.033,0,No,0.016075743,140,44.42857,1
1028,WDM119,30/05/2014 17:20,5:20 PM,9,24.41333333,0.083333333,0,No,0.101324276,140,28.69286,1
1029,WDM119,31/05/2014 17:25,5:25 PM,12,19.33416667,0.009333333,0,No,0.286694442,185,54.27568,1
1030,WDM119,01/06/2014 17:00,5:00 PM,10,23.965,0.0382,0,No,0.591966478,150,45.21333,1
1031,WDM119,02/06/2014 17:35,5:35 PM,9,24.53888889,0.029444444,0,No,1.034907724,135,30.51852,1
1032,WDM119,03/06/2014 17:05,5:05 PM,10,25.442,0.0877,0,No,1.622339318,145,27.17241,1
1033,WDM119,04/06/2014 17:50,5:50 PM,7,23.97428571,0.034285714,0,No,2.369903402,110,20.75455,1
1034,WDM119,05/06/2014 17:55,5:55 PM,4,18.1925,0.002,16.004,No,3.259356273,60,20.95,1
1035,WDM119,06/06/2014 17:05,5:05 PM,9,20.09555556,0.037666667,0,No,4.285919602,135,21.11111,1
1036,WDM119,07/06/2014 17:10,5:10 PM,13,20.29230769,0.044692308,0.254,No,5.445928988,200,34.015,1
1037,WDM119,08/06/2014 17:35,5:35 PM,8,21.79,0.04925,0,No,6.70740646,120,35.925,1
1038,WDM119,09/06/2014 17:00,5:00 PM,12,22.85916667,0.074333333,0,No,8.00330997,180,43.27778,1
1039,WDM119,10/06/2014 17:50,5:50 PM,7,20.73714286,0.026142857,0,No,9.294061328,110,31.75455,1
1040,WDM119,11/06/2014 16:50,4:50 PM,11,23.07909091,0.058545455,0,No,10.48093873,160,32.7,1
1041,WDM119,12/06/2014 18:10,6:10 PM,8,20.0325,0.00525,0,No,11.08555414,115,51.84348,1
1042,WDM119,16/06/2014 17:30,5:30 PM,8,25.225,0.060875,0,No,6.311075507,115,42.4087,1
1043,WDM119,17/06/2014 17:30,5:30 PM,7,24.43571429,0.076285714,0,No,4.831973223,100,25.09,1
1044,WDM119,18/06/2014 17:15,5:15 PM,14,22.735,0.048142857,0,No,3.514557047,215,33.13488,1
1045,WDM119,20/06/2014 16:40,4:40 PM,10,17.003,0.0497,0.254,No,1.515654021,150,29.64,1
1046,WDM119,21/06/2014 18:00,6:00 PM,5,19.852,0.0108,0,No,0.86016566,70,42.84286,1
1047,WDM119,22/06/2014 17:45,5:45 PM,11,19.01909091,0.030818182,0,No,0.421268029,165,35.91515,1
1048,WDM119,25/06/2014 16:55,4:55 PM,9,22.7,0.112666667,0,No,0.003167704,140,33.65714,1
1049,WDM119,01/07/2014 18:00,6:00 PM,8,20.07,0.009125,0,No,0.664532515,125,57.52,1
1050,WDM119,02/07/2014 17:10,5:10 PM,15,20.332,0.0294,0,No,1.133787591,230,35.11304,1
1051,WDM119,04/07/2014 17:30,5:30 PM,8,22.70625,0.074875,0,No,2.568171934,120,45.51667,1
1052,WDM119,07/07/2014 17:15,5:15 PM,12,22.62833333,0.073333333,0,Yes,5.974008535,175,34.29714,1
1053,WDM119,10/07/2014 17:20,5:20 PM,9,18.85478261,0.022608696,0,Yes,10.04350319,130,66.99231,1
1054,WDM119,12/07/2014 17:40,5:40 PM,12,20.635,0.030583333,0,Yes,10.94612065,175,46.90286,1
1055,WDM119,14/07/2014 17:20,5:20 PM,12,18.71083333,0.019416667,0,Yes,8.421472528,180,40.92222,1
1056,WDM119,17/07/2014 17:15,5:15 PM,10,22.002,0.0715,0,Yes,4.045575477,155,36.97419,1
1057,WDM119,19/07/2014 16:55,4:55 PM,10,23.354,0.0659,5.842,Yes,1.893889339,145,12.32414,1
1058,WDM119,20/07/2014 17:25,5:25 PM,11,16.15272727,0.002636364,1.27,Yes,1.146509375,170,48.77647,1
1059,WDM119,24/07/2014 17:10,5:10 PM,13,19.59846154,0.006615385,0,Yes,0.020396788,200,50.75,1
1060,WDM119,25/07/2014 17:30,5:30 PM,8,20.85875,0.02025,0,Yes,0.0008931,115,45.53043,1
1061,WDM119,26/07/2014 17:20,5:20 PM,12,22.09347826,0.046608696,0,Yes,0,180,41.89444,1
1062,WDM119,27/07/2014 16:45,4:45 PM,11,20.26545455,0.045909091,0,Yes,0.001188678,165,52.74545,1
1063,WDM119,28/07/2014 16:55,4:55 PM,12,21.97083333,0.055166667,0,Yes,0.04679017,180,34.19444,1
1064,WDM119,29/07/2014 17:35,5:35 PM,10,21.282,0.0645,0,Yes,0.167608411,145,51.41379,1
1065,WDM119,01/08/2014 17:00,5:00 PM,14,23.16857143,0.056285714,0,Yes,1.311194914,215,40.73953,1
1066,WDM119,07/08/2014 17:40,5:40 PM,13,18.83333333,0.030190476,0,Yes,8.347034858,195,43.50256,1
1067,WDM119,14/08/2014 17:10,5:10 PM,11,21.16090909,0.014,0,Yes,5.986952887,160,55.525,1
1068,WDM119,15/08/2014 17:15,5:15 PM,12,22.02038462,0.041153846,0,Yes,4.583371423,175,45.37143,1
1069,WDM119,17/08/2014 17:35,5:35 PM,8,21.11411765,0.021058824,0,Yes,2.302104461,115,43.64348,1
1070,WDM119,18/08/2014 16:45,4:45 PM,17,20.52235294,0.045823529,0,Yes,1.48156544,255,40.63922,1
1071,WDM119,19/08/2014 17:35,5:35 PM,12,20.9425,0.020833333,0,Yes,0.87176344,180,45.24444,1
1072,WDM119,21/08/2014 16:55,4:55 PM,13,23.43153846,0.056615385,0,Yes,0.198443753,195,42.53846,1
1073,WDM119,25/08/2014 17:00,5:00 PM,16,16.93517241,0.014275862,0,Yes,0,240,45.02083,1
1074,WDM119,27/08/2014 17:35,5:35 PM,11,23.07727273,0.020909091,0,Yes,0.072554629,170,40.77059,1
1075,WDM119,28/08/2014 17:35,5:35 PM,11,19.08636364,0.010272727,0,Yes,0.231444382,170,52.13529,1
1076,WDM119,29/08/2014 17:20,5:20 PM,9,20.36,0.011192308,0.508,Yes,0.525408976,130,52.75385,1
1077,WDM119,31/08/2014 16:45,4:45 PM,13,20.84851852,0.011925926,0,Yes,1.686018193,195,43.35385,1
1078,WDM119,01/09/2014 17:35,5:35 PM,12,18.6725,0.00375,0,Yes,2.607971679,180,40.63889,1
1079,WDM119,04/09/2014 17:05,5:05 PM,11,16.45,0.000818182,6.096,Yes,6.568976568,165,50.52727,1
1080,WDM119,07/09/2014 16:45,4:45 PM,12,21.755,0.087666667,0,Yes,10.65171741,185,43.73514,1
1081,WDM119,13/09/2014 17:05,5:05 PM,10,23.726,0.0829,0,Yes,5.114656135,145,47.8069,1
1082,WDM119,14/09/2014 16:20,4:20 PM,13,18.95923077,0.032384615,0.254,Yes,3.847498456,195,32.54872,1
1083,WDM119,17/09/2014 16:55,4:55 PM,8,24.355,0.12475,0,Yes,1.183717362,120,28.325,1
1084,WDM119,19/09/2014 16:05,4:05 PM,15,24.56678571,0.190857143,0,Yes,0.348601906,220,35.00909,1
1085,WDM119,20/09/2014 17:20,5:20 PM,10,23.477,0.0692,0,Yes,0.143619075,155,37.27097,1
1086,WDM119,22/09/2014 16:55,4:55 PM,15,21.71551724,0.030206897,0,Yes,0.003666387,225,40.57333,1
1087,WDM119,24/09/2014 16:25,4:25 PM,14,23.73714286,0.102214286,0,Yes,0,210,34.59524,1
1088,WDM119,25/09/2014 17:00,5:00 PM,10,22.345,0.025,0.254,Yes,0.024583107,145,51.54483,1
1089,WDM119,28/09/2014 16:55,4:55 PM,11,24.59545455,0.086818182,0,Yes,0.78942751,165,48.67273,1
1090,WDM119,29/09/2014 16:40,4:40 PM,14,25.035,0.095357143,0,Yes,1.43555307,205,31.4,1
1091,WDM119,30/09/2014 16:55,4:55 PM,11,25.7252381,0.080761905,0,Yes,2.327201736,165,36.89697,1
59,WDM130,17/10/2014 16:20,4:20 PM,13,21.63133333,0.049066667,0,No,1.011100393,200,46.915,1
122,WDM130,12/01/2015 18:10,6:10 PM,6,NA,NA,NA,No,2.961172845,85,52.63529,1
134,WDM130,26/01/2015 18:20,6:20 PM,10,22.64777778,0.015888889,0,No,2.606927065,155,40.3871,1
258,WDM130,24/09/2014 16:20,4:20 PM,14,24.15214286,0.1305,0,No,0,215,47.6,1
291,WDM130,10/11/2014 16:10,4:10 PM,14,18.49714286,0.081285714,0,No,6.456591441,205,46.27317,1
327,WDM130,19/12/2014 17:15,5:15 PM,9,21.70294118,0.071176471,0,No,0.047593468,140,57.2,1
328,WDM130,20/12/2014 17:30,5:30 PM,14,21.81608696,0.039478261,0,No,0.0034659,215,42.75814,1
346,WDM130,21/01/2015 18:05,6:05 PM,10,22.81444444,0.019777778,0,No,0.025997883,145,59.93793,1
347,WDM130,22/01/2015 18:10,6:10 PM,9,21.6395,0.0109,0,No,0.162112613,130,62.79231,1
357,WDM130,10/02/2015 18:25,6:25 PM,5,23.0785,0.00975,0,No,3.762573936,80,40.8875,1
359,WDM130,12/02/2015 18:25,6:25 PM,4,25.775,0.01175,0,No,1.776730835,55,31.38182,1
381,WDM130,29/03/2015 18:05,6:05 PM,6,24.43923077,0.022923077,0,No,6.101918512,95,55,1
420,WDM130,31/08/2014 16:55,4:55 PM,13,20.79708333,0.011166667,0,No,1.686018193,190,53.32105,1
469,WDM130,29/10/2014 16:45,4:45 PM,10,20.04208333,0.064583333,0,No,2.044228995,150,62.9,1
493,WDM130,28/11/2014 17:25,5:25 PM,7,22.23428571,0.041714286,0,No,2.669433576,110,56.4,1
545,WDM130,09/02/2015 18:10,6:10 PM,7,24.81076923,0.022769231,0,No,4.941047235,105,58.00952,1
546,WDM130,10/02/2015 18:25,6:25 PM,5,23.0785,0.00975,0,No,3.762573936,80,40.8875,1
1092,WDM130,27/08/2014 16:50,4:50 PM,12,24.07333333,0.065666667,0,No,0.072554629,180,37.67778,1
1093,WDM130,31/08/2014 16:55,4:55 PM,13,20.79708333,0.011166667,0,No,1.686018193,190,53.32105,1
1094,WDM130,05/09/2014 16:35,4:35 PM,13,16.22,0.013461538,0,No,8.056662987,200,33.645,1
1095,WDM130,10/09/2014 16:35,4:35 PM,12,22.36666667,0.084333333,0,No,9.477296921,175,11.66857,1
1096,WDM130,13/09/2014 17:00,5:00 PM,11,23.51909091,0.075363636,0,No,5.114656135,165,55.66061,1
1097,WDM130,16/09/2014 17:10,5:10 PM,11,20.94181818,0.051090909,0,No,1.87273631,165,21.06667,1
1098,WDM130,17/09/2014 16:45,4:45 PM,15,23.03466667,0.092933333,0,No,1.183717362,225,49.93778,1
1099,WDM130,23/09/2014 16:35,4:35 PM,9,24.07,0.145555556,0.254,No,0,140,35.27857,1
1100,WDM130,24/09/2014 16:20,4:20 PM,14,24.15214286,0.1305,0,No,0,215,47.6,1
1101,WDM130,26/09/2014 16:50,4:50 PM,14,21.47857143,0.028142857,0,No,0.131198862,205,34.56585,1
1102,WDM130,27/09/2014 16:50,4:50 PM,10,24.823,0.1589,0,No,0.370325473,155,50.2,1
1103,WDM130,29/09/2014 16:20,4:20 PM,19,24.75,0.118894737,0,No,1.43555307,280,42.23929,1
1104,WDM130,30/09/2014 16:05,4:05 PM,15,26.26533333,0.1654,0,No,2.327201736,230,42.57826,1
1105,WDM130,02/10/2014 16:30,4:30 PM,9,26.76333333,0.190555556,0,No,4.79625852,140,28.38571,1
1106,WDM130,04/10/2014 16:30,4:30 PM,10,21.665,0.0853,0,No,7.733705908,150,37.14,1
1107,WDM130,05/10/2014 17:00,5:00 PM,11,21.56090909,0.036636364,0,No,9.143042626,170,32.51176,1
1108,WDM130,08/10/2014 16:25,4:25 PM,11,23.04818182,0.103181818,0,No,11.01535616,170,33.85294,1
1109,WDM130,11/10/2014 17:30,5:30 PM,8,23.90375,0.018125,0,No,7.100025708,120,52.55,1
1110,WDM130,12/10/2014 17:00,5:00 PM,9,25.06444444,0.036333333,0,No,5.707315521,130,46.9,1
1111,WDM130,15/10/2014 16:20,4:20 PM,13,24.77461538,0.066923077,0,No,2.360316382,200,59.085,1
1112,WDM130,16/10/2014 17:05,5:05 PM,12,20.57083333,0.005833333,0.254,No,1.601656347,185,47.73514,1
1113,WDM130,17/10/2014 16:20,4:20 PM,13,21.63133333,0.049066667,0,No,1.011100393,200,46.915,1
1114,WDM130,18/10/2014 16:20,4:20 PM,11,20.73,0.074,0,No,0.573955473,160,59.7375,1
1115,WDM130,19/10/2014 16:20,4:20 PM,14,23.88857143,0.041285714,0,No,0.281199128,215,48.06512,1
1116,WDM130,20/10/2014 16:25,4:25 PM,14,19.57714286,0.031071429,0,No,0.105864894,210,42.9,1
1117,WDM130,21/10/2014 16:50,4:50 PM,12,18.02916667,0.013166667,0.762,No,0.022972455,180,52.77222,1
1118,WDM130,22/10/2014 16:45,4:45 PM,10,21.486,0.1254,0,No,0.000701282,155,37.20645,1
1119,WDM130,23/10/2014 16:50,4:50 PM,8,21.95125,0.159375,0.254,No,0,125,20.192,1
1120,WDM130,24/10/2014 16:25,4:25 PM,16,20.10625,0.01875,0,No,0.003671103,235,39,1
1121,WDM130,25/10/2014 16:30,4:30 PM,10,22.977,0.0972,0,No,0.06744164,150,39.52,1
1122,WDM130,26/10/2014 17:05,5:05 PM,10,20.771,0.0714,0,No,0.251512732,155,19.14194,1
1123,WDM130,28/10/2014 16:50,4:50 PM,9,24.29222222,0.059333333,0,No,1.203233183,130,29.23077,1
1124,WDM130,29/10/2014 16:45,4:45 PM,10,20.04208333,0.064583333,0,No,2.044228995,150,62.9,1
1125,WDM130,30/10/2014 16:55,4:55 PM,9,21.77888889,0.084222222,0,No,3.120791875,140,56.19286,1
1126,WDM130,02/11/2014 17:00,5:00 PM,10,19.921,0.0316,0,No,7.251142823,155,37.45806,1
1127,WDM130,05/11/2014 16:55,4:55 PM,12,21.6375,0.055833333,0,No,11.0239394,175,46.63429,1
1128,WDM130,06/11/2014 16:55,4:55 PM,9,19.91555556,0.031444444,0,No,11.11300004,130,47.93077,1
1129,WDM130,07/11/2014 16:35,4:35 PM,12,21.57166667,0.0645,0,No,10.50810876,185,48.16757,1
1130,WDM130,08/11/2014 17:25,5:25 PM,6,18.415,0.025,0,No,9.180464985,90,46.31111,1
1131,WDM130,09/11/2014 17:55,5:55 PM,8,19.94875,0.01025,0,No,7.804348392,120,77.975,1
1132,WDM130,10/11/2014 16:10,4:10 PM,14,18.49714286,0.081285714,0,No,6.456591441,205,46.27317,1
1133,WDM130,11/11/2014 17:00,5:00 PM,12,19.81,0.028,0,No,5.199579743,175,51.88,1
1134,WDM130,12/11/2014 17:00,5:00 PM,11,21.78454545,0.056545455,0,No,4.055661595,165,48.15152,1
1135,WDM130,13/11/2014 16:05,4:05 PM,12,21.94833333,0.091,0,No,3.05209447,180,53.02778,1
1136,WDM130,15/11/2014 16:20,4:20 PM,13,21.30153846,0.096,0,No,1.481705633,200,44.545,1
1137,WDM130,16/11/2014 17:15,5:15 PM,10,20.33,0.0342,0,No,0.926948034,155,42.64516,1
1138,WDM130,17/11/2014 16:55,4:55 PM,10,22.797,0.0562,0,No,0.511931665,145,63.04138,1
1139,WDM130,18/11/2014 16:50,4:50 PM,13,22.37230769,0.063615385,0,No,0.234432647,190,45.93684,1
1140,WDM130,19/11/2014 16:35,4:35 PM,17,19.87176471,0.058470588,0,No,0.077148739,260,53.14615,1
1141,WDM130,22/11/2014 17:30,5:30 PM,5,23.22,0.0486,0,No,0,80,22.525,1
1142,WDM130,23/11/2014 17:20,5:20 PM,9,22.33333333,0.016666667,0,No,0.024833066,130,44.32308,1
