Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalDate3,Actual_date,Next_actual_date,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,Date stop,time_date_stop,StopTime_Previous,Pack,Time Dawn,Dawn,Dusk,Dawn2,Time Dusk,Moonlight,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Rainfall,Midnight,Nightstart,Nightend,try
112,WDM112,19/07/2008,03:55:00,0,1,19/07/2008,20/07/2008,20/07/2012,20/07/2012,21/07/2012,06:55:00,19/07/2008 03:55,WDM11241110,19/07/2008 06:55,175,7861,20/07/2012 06:55,20/07/2012,06:55:00,Start,44.92,Morning,09:50:00,21/07/2012,21/07/2012 09:50,19/07/2008 06:40,Tuis,6:13 AM,20/07/2012 06:13,20/07/2012 19:05,21/07/2012 06:13,7:05 PM,0.03616809,NA,NA,NA,No,23.48,2.79,00:00:00,No,No,TRUE
115,WDM115,16/01/2012,03:55:00,37,41,16/01/2012,17/01/2012,17/01/2016,17/01/2016,18/01/2016,06:55:00,16/01/2012 03:55,WDM11542386,16/01/2012 06:55,315,12505,17/01/2016 06:55,17/01/2016,06:55:00,Start,39.69841,Morning,12:10:00,18/01/2016,18/01/2016 12:10,16/01/2012 06:35,Toucans,6:18 AM,17/01/2016 06:18,17/01/2016 19:08,18/01/2016 06:18,7:08 PM,1.999453243,NA,NA,NA,No,27.41,0,00:00:00,No,No,TRUE
115,WDM115,28/04/2012,03:55:00,11,16,28/04/2012,29/04/2012,29/04/2016,29/04/2016,30/04/2016,06:55:00,28/04/2012 03:55,WDM11542489,28/04/2012 06:55,215,5329,29/04/2016 06:55,29/04/2016,06:55:00,Start,24.78605,Morning,10:30:00,30/04/2016,30/04/2016 10:30,28/04/2012 06:25,Toucans,6:05 AM,29/04/2016 06:05,29/04/2016 18:56,30/04/2016 06:05,6:56 PM,2.906446528,NA,NA,NA,No,29.7,1.78,00:00:00,No,No,TRUE
115,WDM115,13/05/2012,03:55:00,8,12,13/05/2012,14/05/2012,14/05/2016,14/05/2016,15/05/2016,06:55:00,13/05/2012 03:55,WDM11542504,13/05/2012 06:55,180,8361,14/05/2016 06:55,14/05/2016,06:55:00,Start,46.45,Morning,09:55:00,15/05/2016,15/05/2016 09:55,13/05/2012 06:15,Toucans,6:04 AM,14/05/2016 06:04,14/05/2016 18:55,15/05/2016 06:04,6:55 PM,1.617810213,NA,NA,NA,No,25.64,3.3,00:00:00,No,No,TRUE
115,WDM115,28/05/2012,03:55:00,126,140,28/05/2012,29/05/2012,29/05/2016,29/05/2016,30/05/2016,06:55:00,28/05/2012 03:55,WDM11542519,28/05/2012 06:55,120,5691,29/05/2016 06:55,29/05/2016,06:55:00,Start,47.425,Morning,08:55:00,30/05/2016,30/05/2016 08:55,28/05/2012 06:20,Toucans,6:05 AM,29/05/2016 06:05,29/05/2016 18:57,30/05/2016 06:05,6:57 PM,3.44894455,NA,NA,NA,No,25.89,0.25,00:00:00,No,No,TRUE
135,WDM135,19/06/2016,03:55:00,6,3,19/06/2016,20/06/2016,20/06/2020,19/06/2016,20/06/2016,06:55:00,19/06/2016 03:55,WDM13542540,19/06/2016 06:55,170,8447,19/06/2016 06:55,19/06/2016,06:55:00,Start,49.68824,Morning,09:45:00,20/06/2016,20/06/2016 09:45,19/06/2016 06:40,Toucan,6:08 AM,19/06/2016 06:08,19/06/2016 19:01,20/06/2016 06:08,7:01 PM,11.09392844,NA,NA,NA,No,24.48,1.778,00:00:00,No,No,TRUE
96,WDF96,15/05/2008,04:00:00,7,8,15/05/2008,16/05/2008,16/05/2012,16/05/2012,17/05/2012,07:00:00,15/05/2008 04:00,WDF9641045,15/05/2008 07:00,145,3920,16/05/2012 07:00,16/05/2012,07:00:00,Start,27.03448276,LateMorning,09:25:00,17/05/2012,17/05/2012 09:25,15/05/2008 06:40,Loisaba,6:04 AM,16/05/2012 06:04,16/05/2012 18:56,17/05/2012 06:04,6:56 PM,0.266988091,NA,NA,NA,No,26.97,13.97,00:00:00,No,No,TRUE
96,WDF96,21/07/2008,04:00:00,8,3,21/07/2008,22/07/2008,22/07/2012,22/07/2012,23/07/2012,07:00:00,21/07/2008 04:00,WDF9641112,21/07/2008 07:00,175,8836,22/07/2012 07:00,22/07/2012,07:00:00,Start,50.49142857,LateMorning,09:55:00,23/07/2012,23/07/2012 09:55,21/07/2008 06:30,Loisaba,6:13 AM,22/07/2012 06:13,22/07/2012 19:05,23/07/2012 06:13,7:05 PM,0.44243741,NA,NA,NA,No,26.98,0,00:00:00,No,No,TRUE
105,WDF105,20/10/2007,04:00:00,173,197,20/10/2007,21/10/2007,21/10/2011,21/10/2011,22/10/2011,07:00:00,20/10/2007 04:00,WDF10540837,20/10/2007 07:00,105.6,7152,21/10/2011 07:00,21/10/2011,07:00:00,Start,67.72727,LateMorning,08:45:36,22/10/2011,22/10/2011 08:45,20/10/2007 05:48,Loisaba,5:54 AM,21/10/2011 05:54,21/10/2011 18:42,22/10/2011 05:54,6:42 PM,0.908970293,NA,NA,NA,No,24.11,21.9,00:00:00,No,No,TRUE
120,WDF120,02/03/2015,04:00:00,0,1,02/03/2015,03/03/2015,03/03/2019,02/03/2015,03/03/2015,07:00:00,02/03/2015 04:00,WDF12042065,02/03/2015 07:00,90,1423,02/03/2015 07:00,02/03/2015,07:00:00,Start,15.81111,LateMorning,08:30:00,03/03/2015,03/03/2015 08:30,02/03/2015 06:30,Truants,6:22 AM,02/03/2015 06:22,02/03/2015 19:10,03/03/2015 06:22,7:10 PM,9.241755575,NA,NA,NA,No,31.1,0,00:00:00,No,No,TRUE
130,WDM130,16/09/2014,04:00:00,120,139,16/09/2014,17/09/2014,17/09/2018,16/09/2014,17/09/2014,07:00:00,16/09/2014 04:00,WDM13041898,16/09/2014 07:00,190,7132,16/09/2014 07:00,16/09/2014,07:00:00,Start,37.53684,LateMorning,10:10:00,17/09/2014,17/09/2014 10:10,16/09/2014 06:15,Ol Pejeta,6:04 AM,16/09/2014 06:04,16/09/2014 18:52,17/09/2014 06:04,6:52 PM,1.87273631,NA,NA,NA,No,28.14,0,00:00:00,No,No,TRUE
123,WDF123,08/07/2014,04:00:00,13,17,08/07/2014,09/07/2014,09/07/2018,08/07/2014,09/07/2014,07:00:00,08/07/2014 04:00,WDF12341828,08/07/2014 07:00,65,2532,08/07/2014 07:00,08/07/2014,07:00:00,Start,38.95385,LateMorning,08:05:00,09/07/2014,09/07/2014 08:05,08/07/2014 06:35,Crocodiles,6:12 AM,08/07/2014 06:12,08/07/2014 19:05,09/07/2014 06:12,7:05 PM,7.34343463,no,no,no,Yes,27.83,0,00:00:00,No,No,TRUE
123,WDF123,14/07/2014,04:00:00,34,34,14/07/2014,15/07/2014,15/07/2018,14/07/2014,15/07/2014,07:00:00,14/07/2014 04:00,WDF12341834,14/07/2014 07:00,75,2871,14/07/2014 07:00,14/07/2014,07:00:00,Start,38.28,LateMorning,08:15:00,15/07/2014,15/07/2014 08:15,14/07/2014 06:20,Crocodiles,6:13 AM,14/07/2014 06:13,14/07/2014 19:05,15/07/2014 06:13,7:05 PM,8.421472528,NA,no,NA,No,27.88,0,00:00:00,No,No,TRUE
136,WDM136,08/02/2017,04:00:00,38,48,08/02/2017,09/02/2017,09/02/2021,08/02/2017,09/02/2017,07:00:00,08/02/2017 04:00,WDM13642774,08/02/2017 07:00,110,5987,08/02/2017 07:00,08/02/2017,07:00:00,Start,54.42727,LateMorning,08:50:00,09/02/2017,09/02/2017 08:50,08/02/2017 06:40,Crocodiles,6:23 AM,08/02/2017 06:23,08/02/2017 19:12,09/02/2017 06:23,7:12 PM,9.754257034,NA,NA,NA,No,28.7,0,00:00:00,No,No,TRUE
136,WDM136,06/05/2017,04:00:00,57,52,06/05/2017,07/05/2017,07/05/2021,06/05/2017,07/05/2017,07:00:00,06/05/2017 04:00,WDM13642861,06/05/2017 07:00,95,3302,06/05/2017 07:00,06/05/2017,07:00:00,Start,34.75789,LateMorning,08:35:00,07/05/2017,07/05/2017 08:35,06/05/2017 06:35,Crocodiles,6:04 AM,06/05/2017 06:04,06/05/2017 18:55,07/05/2017 06:04,6:55 PM,8.045168675,NA,NA,NA,No,#N/A,#N/A,00:00:00,No,No,TRUE
131,WDM131,22/05/2015,04:00:00,81,85,22/05/2015,23/05/2015,23/05/2019,22/05/2015,23/05/2015,07:00:00,22/05/2015 04:00,WDM13142146,22/05/2015 07:00,180,5312,22/05/2015 07:00,22/05/2015,07:00:00,Start,29.51111,LateMorning,10:00:00,23/05/2015,23/05/2015 10:00,22/05/2015 06:35,Crocodiles,6:04 AM,22/05/2015 06:04,22/05/2015 18:56,23/05/2015 06:04,6:56 PM,1.077969307,no,no,no,Yes,27.1,0,00:00:00,No,No,TRUE
131,WDM131,22/05/2015,04:00:00,81,85,22/05/2015,23/05/2015,23/05/2019,22/05/2015,23/05/2015,07:00:00,22/05/2015 04:00,WDM13142146,22/05/2015 07:00,180,5312,22/05/2015 07:00,22/05/2015,07:00:00,Start,29.51111,LateMorning,10:00:00,23/05/2015,23/05/2015 10:00,22/05/2015 06:35,Crocodiles,6:04 AM,22/05/2015 06:04,22/05/2015 18:56,23/05/2015 06:04,6:56 PM,1.077969307,no,no,no,Yes,27.1,0,00:00:00,No,No,TRUE
126,WDF126,05/08/2014,04:00:00,26,42,05/08/2014,06/08/2014,06/08/2018,05/08/2014,06/08/2014,07:00:00,05/08/2014 04:00,WDF12641856,05/08/2014 07:00,155,5987,05/08/2014 07:00,05/08/2014,07:00:00,Start,38.62581,LateMorning,09:35:00,06/08/2014,06/08/2014 09:35,05/08/2014 06:20,Katu,6:14 AM,05/08/2014 06:14,05/08/2014 19:05,06/08/2014 06:14,7:05 PM,5.443373276,NA,NA,NA,No,26.41,20.32,00:00:00,No,No,TRUE
126,WDF126,11/01/2015,04:00:00,61,89,11/01/2015,12/01/2015,12/01/2019,11/01/2015,12/01/2015,07:00:00,11/01/2015 04:00,WDF12642015,11/01/2015 07:00,150,7825,11/01/2015 07:00,11/01/2015,07:00:00,Start,52.16667,LateMorning,09:30:00,12/01/2015,12/01/2015 09:30,11/01/2015 06:45,Katu,6:15 AM,11/01/2015 06:15,11/01/2015 19:06,12/01/2015 06:15,7:06 PM,3.972043584,NA,NA,NA,No,NA,0,00:00:00,No,No,TRUE
126,WDF126,04/10/2015,04:00:00,185,223,04/10/2015,05/10/2015,05/10/2019,04/10/2015,05/10/2015,07:00:00,04/10/2015 04:00,WDF12642281,04/10/2015 07:00,315,15386,04/10/2015 07:00,04/10/2015,07:00:00,Start,48.84444,LateMorning,12:15:00,05/10/2015,05/10/2015 12:15,04/10/2015 06:45,Toucans,5:58 AM,04/10/2015 05:58,04/10/2015 18:46,05/10/2015 05:58,6:46 PM,2.509649853,NA,NA,NA,No,29.39,0,00:00:00,No,No,TRUE
112,WDM112,09/05/2008,04:00:00,28,35,09/05/2008,10/05/2008,10/05/2012,10/05/2012,11/05/2012,07:00:00,09/05/2008 04:00,WDM11241039,09/05/2008 07:00,220,11946,10/05/2012 07:00,10/05/2012,07:00:00,Start,54.3,LateMorning,10:40:00,11/05/2012,11/05/2012 10:40,09/05/2008 06:45,Tuis,6:04 AM,10/05/2012 06:04,10/05/2012 18:55,11/05/2012 06:04,6:55 PM,4.716711994,NA,NA,NA,No,25.64,43.18,00:00:00,No,No,TRUE
112,WDM112,16/05/2008,04:00:00,51,66,16/05/2008,17/05/2008,17/05/2012,17/05/2012,18/05/2012,07:00:00,16/05/2008 04:00,WDM11241046,16/05/2008 07:00,315,10292,17/05/2012 07:00,17/05/2012,07:00:00,Start,32.67302,LateMorning,12:15:00,18/05/2012,18/05/2012 12:15,16/05/2008 06:00,Tuis,6:04 AM,17/05/2012 06:04,17/05/2012 18:56,18/05/2012 06:04,6:56 PM,0.09830733,NA,NA,NA,No,27.18,2.29,00:00:00,No,No,TRUE
115,WDM115,20/11/2011,04:00:00,14,15,20/11/2011,21/11/2011,21/11/2015,21/11/2015,22/11/2015,07:00:00,20/11/2011 04:00,WDM11542329,20/11/2011 07:00,190,7487,21/11/2015 07:00,21/11/2015,07:00:00,Start,39.40526,LateMorning,10:10:00,22/11/2015,22/11/2015 10:10,20/11/2011 06:25,Toucans,5:54 AM,21/11/2015 05:54,21/11/2015 18:44,22/11/2015 05:54,6:44 PM,0.619514735,NA,NA,NA,No,24.24,0,00:00:00,No,No,TRUE
115,WDM115,30/04/2012,04:00:00,13,16,30/04/2012,01/05/2012,01/05/2016,01/05/2016,02/05/2016,07:00:00,30/04/2012 04:00,WDM11542491,30/04/2012 07:00,150,5766,01/05/2016 07:00,01/05/2016,07:00:00,Start,38.44,LateMorning,09:30:00,02/05/2016,02/05/2016 09:30,30/04/2012 05:40,Toucans,6:05 AM,01/05/2016 06:05,01/05/2016 18:55,02/05/2016 06:05,6:55 PM,5.271628736,NA,NA,NA,No,28.93,7.62,00:00:00,No,No,TRUE
115,WDM115,15/05/2012,04:00:00,8,4,15/05/2012,16/05/2012,16/05/2016,16/05/2016,17/05/2016,07:00:00,15/05/2012 04:00,WDM11542506,15/05/2012 07:00,95,2356,16/05/2016 07:00,16/05/2016,07:00:00,Start,24.8,LateMorning,08:35:00,17/05/2016,17/05/2016 08:35,15/05/2012 06:45,Toucans,6:04 AM,16/05/2016 06:04,16/05/2016 18:56,17/05/2016 06:04,6:56 PM,0.557734931,NA,NA,NA,No,26.08,0.25,00:00:00,No,No,TRUE
118,WDM118,29/07/2013,04:00:00,119,109,29/07/2013,30/07/2013,30/07/2017,29/07/2013,30/07/2013,07:00:00,29/07/2013 04:00,WDM11841484,29/07/2013 07:00,60,2647,29/07/2013 07:00,29/07/2013,07:00:00,Start,44.11667,LateMorning,08:00:00,30/07/2013,30/07/2013 08:00,29/07/2013 06:40,Bahatis,6:14 AM,29/07/2013 06:14,29/07/2013 19:05,30/07/2013 06:14,7:05 PM,2.532913436,NA,NA,NA,No,26.08,10.67,00:00:00,No,No,TRUE
132,WDM132,17/06/2015,04:00:00,125,114,17/06/2015,18/06/2015,18/06/2019,17/06/2015,18/06/2015,07:00:00,17/06/2015 04:00,WDM13242172,17/06/2015 07:00,215,12986,17/06/2015 07:00,17/06/2015,07:00:00,Start,60.4,LateMorning,10:35:00,18/06/2015,18/06/2015 10:35,17/06/2015 06:45,Bahatis,6:07 AM,17/06/2015 06:07,17/06/2015 19:01,18/06/2015 06:07,7:01 PM,0.029400078,NA,NA,NA,No,27.18,0,00:00:00,No,No,TRUE
119,WDM119,18/11/2013,04:00:00,27,26,18/11/2013,19/11/2013,19/11/2017,18/11/2013,19/11/2013,07:00:00,18/11/2013 04:00,WDM11941596,18/11/2013 07:00,95,3891,18/11/2013 07:00,18/11/2013,07:00:00,Start,40.95789,LateMorning,08:35:00,19/11/2013,19/11/2013 08:35,18/11/2013 06:35,Loisaba,5:54 AM,18/11/2013 05:54,18/11/2013 18:44,19/11/2013 05:54,6:44 PM,10.28670757,NA,NA,NA,No,26.13,0.25,00:00:00,No,No,TRUE
133,WDM133,24/10/2015,04:00:00,3,1,24/10/2015,25/10/2015,25/10/2019,24/10/2015,25/10/2015,07:00:00,24/10/2015 04:00,WDM13342301,24/10/2015 07:00,105,3210,24/10/2015 07:00,24/10/2015,07:00:00,Start,30.57143,LateMorning,08:45:00,25/10/2015,25/10/2015 08:45,24/10/2015 06:10,Wobbegongs,5:53 AM,24/10/2015 05:53,24/10/2015 18:42,25/10/2015 05:53,6:42 PM,9.077546468,NA,NA,NA,No,23.37,2.032,00:00:00,No,No,TRUE
135,WDM135,06/07/2016,04:00:00,108,76,06/07/2016,07/07/2016,07/07/2020,06/07/2016,07/07/2016,07:00:00,06/07/2016 04:00,WDM13542557,06/07/2016 07:00,160,8790,06/07/2016 07:00,06/07/2016,07:00:00,Start,54.9375,LateMorning,09:40:00,07/07/2016,07/07/2016 09:40,06/07/2016 06:30,Toucan,6:11 AM,06/07/2016 06:11,06/07/2016 19:04,07/07/2016 06:11,7:04 PM,0.176380882,NA,NA,NA,No,28.48,0,00:00:00,No,No,TRUE
135,WDM135,08/08/2016,04:00:00,44,46,08/08/2016,09/08/2016,09/08/2020,08/08/2016,09/08/2016,07:00:00,08/08/2016 04:00,WDM13542590,08/08/2016 07:00,160,5537,08/08/2016 07:00,08/08/2016,07:00:00,Start,34.60625,LateMorning,09:40:00,09/08/2016,09/08/2016 09:40,08/08/2016 06:15,Toucan,6:14 AM,08/08/2016 06:14,08/08/2016 19:04,09/08/2016 06:14,7:04 PM,1.55185461,NA,NA,NA,No,27.37,0,00:00:00,No,No,TRUE
105,WDF105,22/11/2007,04:04:48,19,23,22/11/2007,23/11/2007,23/11/2011,23/11/2011,24/11/2011,07:04:48,22/11/2007 04:04,WDF10540870,22/11/2007 07:04,67.2,2690,23/11/2011 07:04,23/11/2011,07:04:48,Start,40.02976,LateMorning,08:12:00,24/11/2011,24/11/2011 08:12,22/11/2007 06:50,Loisaba,5:55 AM,23/11/2011 05:55,23/11/2011 18:45,24/11/2011 05:55,6:45 PM,0.004913115,no,no,no,Yes,25.28,0,00:00:00,No,No,TRUE
97,WDM97,14/04/2007,04:04:48,0,6,14/04/2007,15/04/2007,15/04/2011,15/04/2011,16/04/2011,07:04:48,14/04/2007 04:04,WDM9740648,14/04/2007 07:04,72,1271,15/04/2011 07:04,15/04/2011,07:04:48,Start,17.65278,LateMorning,08:16:48,16/04/2011,16/04/2011 08:16,14/04/2007 06:07,Rat,6:09 AM,15/04/2011 06:09,15/04/2011 18:58,16/04/2011 06:09,6:58 PM,9.454957065,NA,NA,NA,No,#N/A,#N/A,00:00:00,No,No,TRUE
111,WDM111,10/03/2008,04:04:48,2,1,10/03/2008,11/03/2008,11/03/2012,11/03/2012,12/03/2012,07:04:48,10/03/2008 04:04,WDM11140979,10/03/2008 07:04,120,3027,11/03/2012 07:04,11/03/2012,07:04:48,Start,25.225,LateMorning,09:04:48,12/03/2012,12/03/2012 09:04,10/03/2008 06:50,Dispersing,6:19 AM,11/03/2012 06:19,11/03/2012 19:07,12/03/2012 06:19,7:07 PM,7.037210283,NA,NA,NA,No,30.51,0,00:00:00,No,No,TRUE
96,WDF96,08/07/2008,04:05:00,89,117,08/07/2008,09/07/2008,09/07/2012,09/07/2012,10/07/2012,07:05:00,08/07/2008 04:05,WDF9641099,08/07/2008 07:05,145,6534,09/07/2012 07:05,09/07/2012,07:05:00,Start,45.06206897,LateMorning,09:30:00,10/07/2012,10/07/2012 09:30,08/07/2008 06:45,Loisaba,6:12 AM,09/07/2012 06:12,09/07/2012 19:05,10/07/2012 06:12,7:05 PM,3.788630829,NA,NA,NA,No,25.43,0,00:00:00,No,No,TRUE
130,WDM130,12/09/2014,04:05:00,6,6,12/09/2014,13/09/2014,13/09/2018,12/09/2014,13/09/2014,07:05:00,12/09/2014 04:05,WDM13041894,12/09/2014 07:05,250,16484,12/09/2014 07:05,12/09/2014,07:05:00,Start,65.936,LateMorning,11:15:00,13/09/2014,13/09/2014 11:15,12/09/2014 05:55,Ol Pejeta,6:06 AM,12/09/2014 06:06,12/09/2014 18:54,13/09/2014 06:06,6:54 PM,6.526821498,NA,NA,NA,No,26.84,0,00:00:00,No,No,TRUE
130,WDM130,21/09/2014,04:05:00,27,39,21/09/2014,22/09/2014,22/09/2018,21/09/2014,22/09/2014,07:05:00,21/09/2014 04:05,WDM13041903,21/09/2014 07:05,35,1106,21/09/2014 07:05,21/09/2014,07:05:00,Start,31.6,LateMorning,07:40:00,22/09/2014,22/09/2014 07:40,21/09/2014 05:50,Ol Pejeta,6:02 AM,21/09/2014 06:02,21/09/2014 18:50,22/09/2014 06:02,6:50 PM,0.03922801,NA,NA,NA,No,28.32,0,00:00:00,No,No,TRUE
130,WDM130,04/02/2015,04:05:00,97,107,04/02/2015,05/02/2015,05/02/2019,04/02/2015,05/02/2015,07:05:00,04/02/2015 04:05,WDM13042039,04/02/2015 07:05,120,2919,04/02/2015 07:05,04/02/2015,07:05:00,Start,24.325,LateMorning,09:05:00,05/02/2015,05/02/2015 09:05,04/02/2015 06:25,Ol Pejeta,6:22 AM,04/02/2015 06:22,04/02/2015 19:12,05/02/2015 06:22,7:12 PM,10.88797956,NA,NA,NA,No,29.12,0,00:00:00,No,No,TRUE
136,WDM136,20/07/2016,04:05:00,7,9,20/07/2016,21/07/2016,21/07/2020,20/07/2016,21/07/2016,07:05:00,20/07/2016 04:05,WDM13642571,20/07/2016 07:05,105,4262,20/07/2016 07:05,20/07/2016,07:05:00,Start,40.59048,LateMorning,08:50:00,21/07/2016,21/07/2016 08:50,20/07/2016 06:15,Macho,6:13 AM,20/07/2016 06:13,20/07/2016 19:05,21/07/2016 06:13,7:05 PM,10.84749735,NA,NA,NA,No,28.35,0,00:00:00,No,No,TRUE
136,WDM136,20/08/2016,04:05:00,31,31,20/08/2016,21/08/2016,21/08/2020,20/08/2016,21/08/2016,07:05:00,20/08/2016 04:05,WDM13642602,20/08/2016 07:05,85,2165,20/08/2016 07:05,20/08/2016,07:05:00,Start,25.47059,LateMorning,08:30:00,21/08/2016,21/08/2016 08:30,20/08/2016 06:30,Macho,6:12 AM,20/08/2016 06:12,20/08/2016 19:02,21/08/2016 06:12,7:02 PM,8.623230936,NA,NA,NA,No,29.96,0,00:00:00,No,No,TRUE
136,WDM136,24/11/2016,04:05:00,151,192,24/11/2016,25/11/2016,25/11/2020,24/11/2016,25/11/2016,07:05:00,24/11/2016 04:05,WDM13642698,24/11/2016 07:05,285,14273,24/11/2016 07:05,24/11/2016,07:05:00,Start,50.0807,LateMorning,11:50:00,25/11/2016,25/11/2016 11:50,24/11/2016 06:50,Macho,5:55 AM,24/11/2016 05:55,24/11/2016 18:45,25/11/2016 05:55,6:45 PM,0.381473968,NA,NA,NA,No,27.36,0,00:00:00,No,No,TRUE
131,WDM131,27/06/2015,04:05:00,0,1,27/06/2015,28/06/2015,28/06/2019,27/06/2015,28/06/2015,07:05:00,27/06/2015 04:05,WDM13142182,27/06/2015 07:05,185,5800,27/06/2015 07:05,27/06/2015,07:05:00,Start,31.35135,LateMorning,10:10:00,28/06/2015,28/06/2015 10:10,27/06/2015 06:50,Crocodiles,6:09 AM,27/06/2015 06:09,27/06/2015 19:03,28/06/2015 06:09,7:03 PM,6.905360359,no,no,NA,Yes,26.7,0,00:00:00,No,No,TRUE
112,WDM112,03/05/2008,04:05:00,47,52,03/05/2008,04/05/2008,04/05/2012,04/05/2012,05/05/2012,07:05:00,03/05/2008 04:05,WDM11241033,03/05/2008 07:05,160,9334,04/05/2012 07:05,04/05/2012,07:05:00,Start,58.3375,LateMorning,09:45:00,05/05/2012,05/05/2012 09:45,03/05/2008 06:40,Tuis,6:05 AM,04/05/2012 06:05,04/05/2012 18:55,05/05/2012 06:05,6:55 PM,10.53619718,NA,NA,NA,No,29.15,0,00:00:00,No,No,TRUE
112,WDM112,28/05/2008,04:05:00,4,8,28/05/2008,29/05/2008,29/05/2012,29/05/2012,30/05/2012,07:05:00,28/05/2008 04:05,WDM11241058,28/05/2008 07:05,200,12575,29/05/2012 07:05,29/05/2012,07:05:00,Start,62.875,LateMorning,10:25:00,30/05/2012,30/05/2012 10:25,28/05/2008 06:50,Tuis,6:05 AM,29/05/2012 06:05,29/05/2012 18:57,30/05/2012 06:05,6:57 PM,4.657234998,NA,NA,NA,No,25.45,12.7,00:00:00,No,No,TRUE
112,WDM112,30/05/2008,04:05:00,40,38,30/05/2008,31/05/2008,31/05/2012,31/05/2012,01/06/2012,07:05:00,30/05/2008 04:05,WDM11241060,30/05/2008 07:05,160,8790,31/05/2012 07:05,31/05/2012,07:05:00,Start,54.9375,LateMorning,09:45:00,01/06/2012,01/06/2012 09:45,30/05/2008 06:45,Tuis,6:05 AM,31/05/2012 06:05,31/05/2012 18:57,01/06/2012 06:05,6:57 PM,7.423185196,NA,NA,NA,No,26.26,0,00:00:00,No,No,TRUE
112,WDM112,16/06/2008,04:05:00,14,9,16/06/2008,17/06/2008,17/06/2012,17/06/2012,18/06/2012,07:05:00,16/06/2008 04:05,WDM11241077,16/06/2008 07:05,175,7290,17/06/2012 07:05,17/06/2012,07:05:00,Start,41.65714,LateMorning,10:00:00,18/06/2012,18/06/2012 10:00,16/06/2008 06:50,Tuis,6:08 AM,17/06/2012 06:08,17/06/2012 19:01,18/06/2012 06:08,7:01 PM,0.010906488,NA,NA,NA,No,25.97,0,00:00:00,No,No,TRUE
112,WDM112,08/07/2008,04:05:00,40,52,08/07/2008,09/07/2008,09/07/2012,09/07/2012,10/07/2012,07:05:00,08/07/2008 04:05,WDM11241099,08/07/2008 07:05,195,8440,09/07/2012 07:05,09/07/2012,07:05:00,Start,43.28205,LateMorning,10:20:00,10/07/2012,10/07/2012 10:20,08/07/2008 06:05,Tuis,6:12 AM,09/07/2012 06:12,09/07/2012 19:05,10/07/2012 06:12,7:05 PM,3.788630829,NA,NA,NA,No,25.43,0,00:00:00,No,No,TRUE
112,WDM112,13/07/2008,04:05:00,18,28,13/07/2008,14/07/2008,14/07/2012,14/07/2012,15/07/2012,07:05:00,13/07/2008 04:05,WDM11241104,13/07/2008 07:05,160,8059,14/07/2012 07:05,14/07/2012,07:05:00,Start,50.36875,LateMorning,09:45:00,15/07/2012,15/07/2012 09:45,13/07/2008 06:20,Tuis,6:13 AM,14/07/2012 06:13,14/07/2012 19:05,15/07/2012 06:13,7:05 PM,0.393686316,NA,NA,NA,No,25.08,0,00:00:00,No,No,TRUE
112,WDM112,20/07/2008,04:05:00,0,1,20/07/2008,21/07/2008,21/07/2012,21/07/2012,22/07/2012,07:05:00,20/07/2008 04:05,WDM11241111,20/07/2008 07:05,205,11763,21/07/2012 07:05,21/07/2012,07:05:00,Start,57.38049,LateMorning,10:30:00,22/07/2012,22/07/2012 10:30,20/07/2008 06:45,Tuis,6:13 AM,21/07/2012 06:13,21/07/2012 19:05,22/07/2012 06:13,7:05 PM,0.168323052,NA,NA,NA,No,26.42,0.76,00:00:00,No,No,TRUE
112,WDM112,11/08/2008,04:05:00,192,213,11/08/2008,12/08/2008,12/08/2012,12/08/2012,13/08/2012,07:05:00,11/08/2008 04:05,WDM11241133,11/08/2008 07:05,195,10288,12/08/2012 07:05,12/08/2012,07:05:00,Start,52.75897,LateMorning,10:20:00,13/08/2012,13/08/2012 10:20,11/08/2008 06:15,Tuis,6:13 AM,12/08/2012 06:13,12/08/2012 19:03,13/08/2012 06:13,7:03 PM,0.618264096,NA,NA,NA,No,26.96,0,00:00:00,No,No,TRUE
112,WDM112,25/08/2008,04:05:00,7,9,25/08/2008,26/08/2008,26/08/2012,26/08/2012,27/08/2012,07:05:00,25/08/2008 04:05,WDM11241147,25/08/2008 07:05,95,3833,26/08/2012 07:05,26/08/2012,07:05:00,Start,40.34737,LateMorning,08:40:00,27/08/2012,27/08/2012 08:40,25/08/2008 06:10,Tuis,6:11 AM,26/08/2012 06:11,26/08/2012 19:00,27/08/2012 06:11,7:00 PM,6.258177655,NA,NA,NA,No,25.19,13.21,00:00:00,No,No,TRUE
115,WDM115,15/10/2011,04:05:00,11,11,15/10/2011,16/10/2011,16/10/2015,16/10/2015,17/10/2015,07:05:00,15/10/2011 04:05,WDM11542293,15/10/2011 07:05,325,9642,16/10/2015 07:05,16/10/2015,07:05:00,Start,29.66769,LateMorning,12:30:00,17/10/2015,17/10/2015 12:30,15/10/2011 06:40,Toucans,5:55 AM,16/10/2015 05:55,16/10/2015 18:43,17/10/2015 05:55,6:43 PM,7.513791484,NA,NA,NA,No,21.95,0,00:00:00,No,No,TRUE
