Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalDate3,Actual_date,Next_actual_date,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,Date stop,time_date_stop,StopTime_Previous,Pack,Time Dawn,Dawn,Dusk,Dawn2,Time Dusk,Moonlight,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Rainfall,Midnight,Nightstart,Nightend,try
96,WDF96,14/09/2008,21:00:00,21,14,14/09/2008,15/09/2008,15/09/2012,15/09/2012,16/09/2012,00:00:00,14/09/2008 21:00,WDF9641167,15/09/2008 00:00,1590,6820,16/09/2012 00:00,16/09/2012,00:00:00,Start,4.289308,Nighttime,02:30:00,16/09/2012,16/09/2012 02:30,14/09/2008 23:45,Loisaba,6:04 AM,15/09/2012 06:04,15/09/2012 18:53,16/09/2012 06:04,6:53 PM,0,NA,NA,NA,No,28.53,0,00:00:00,Yes,Yes,TRUE
96,WDF96,24/12/2008,21:00:00,61,71,25/12/2008,26/12/2008,26/12/2012,26/12/2012,27/12/2012,00:00:00,24/12/2008 21:00,WDF9641269,25/12/2008 00:00,165,8022,27/12/2012 00:00,27/12/2012,00:00:00,Start,48.61818,Nighttime,02:45:00,27/12/2012,27/12/2012 02:45,24/12/2008 23:35,Loisaba,6:08 AM,26/12/2012 06:08,26/12/2012 18:59,27/12/2012 06:08,6:59 PM,10.44667498,no,no,no,Yes,26.88,0,00:00:00,Yes,Yes,TRUE
120,WDF120,20/12/2014,21:00:00,88,116,21/12/2014,22/12/2014,22/12/2018,21/12/2014,22/12/2014,00:00:00,20/12/2014 21:00,WDF12041994,21/12/2014 00:00,40,1507,22/12/2014 00:00,22/12/2014,00:00:00,Start,37.675,Nighttime,00:40:00,22/12/2014,22/12/2014 00:40,20/12/2014 23:45,Truants,6:06 AM,21/12/2014 06:06,21/12/2014 18:57,22/12/2014 06:06,6:57 PM,0,NA,NA,NA,No,27.65,0,00:00:00,Yes,Yes,TRUE
130,WDM130,25/10/2014,21:00:00,2,0,25/10/2014,26/10/2014,26/10/2018,25/10/2014,26/10/2014,00:00:00,25/10/2014 21:00,WDM13041937,26/10/2014 00:00,55,1458,26/10/2014 00:00,26/10/2014,00:00:00,Start,26.50909,Nighttime,00:55:00,26/10/2014,26/10/2014 00:55,25/10/2014 22:50,Ol Pejeta,5:53 AM,25/10/2014 05:53,25/10/2014 18:41,26/10/2014 05:53,6:41 PM,0.06744164,NA,NA,NA,No,25.63,0,00:00:00,Yes,Yes,TRUE
130,WDM130,01/02/2015,21:00:00,5,5,02/02/2015,03/02/2015,03/02/2019,02/02/2015,03/02/2015,00:00:00,01/02/2015 21:00,WDM13042037,02/02/2015 00:00,205,10483,03/02/2015 00:00,03/02/2015,00:00:00,Start,51.13659,Nighttime,03:25:00,03/02/2015,03/02/2015 03:25,01/02/2015 23:40,Ol Pejeta,6:22 AM,02/02/2015 06:22,02/02/2015 19:12,03/02/2015 06:22,7:12 PM,10.92369359,NA,NA,NA,No,29.02,0,00:00:00,Yes,Yes,TRUE
123,WDF123,05/02/2015,21:00:00,11,15,06/02/2015,07/02/2015,07/02/2019,06/02/2015,07/02/2015,00:00:00,05/02/2015 21:00,WDF12342041,06/02/2015 00:00,135,6663,07/02/2015 00:00,07/02/2015,00:00:00,Start,49.35556,Nighttime,02:15:00,07/02/2015,07/02/2015 02:15,05/02/2015 23:25,Crocodiles,6:23 AM,06/02/2015 06:23,06/02/2015 19:12,07/02/2015 06:23,7:12 PM,8.650832077,NA,NA,NA,No,29.53,0,00:00:00,Yes,Yes,TRUE
136,WDM136,17/06/2016,21:00:00,1,0,17/06/2016,18/06/2016,18/06/2020,17/06/2016,18/06/2016,00:00:00,17/06/2016 21:00,WDM13642538,18/06/2016 00:00,1610,9272,18/06/2016 00:00,18/06/2016,00:00:00,Start,5.759006,Nighttime,02:50:00,18/06/2016,18/06/2016 02:50,17/06/2016 23:45,Dispersing,6:08 AM,17/06/2016 06:08,17/06/2016 19:01,18/06/2016 06:08,7:01 PM,9.255880702,NA,NA,NA,No,28.81,0,00:00:00,Yes,Yes,TRUE
131,WDM131,03/06/2015,21:00:00,2,3,03/06/2015,04/06/2015,04/06/2019,03/06/2015,04/06/2015,00:00:00,03/06/2015 21:00,WDM13142158,04/06/2015 00:00,1650,9794,04/06/2015 00:00,04/06/2015,00:00:00,Start,5.935758,Nighttime,03:30:00,04/06/2015,04/06/2015 03:30,03/06/2015 21:45,Crocodiles,6:05 AM,03/06/2015 06:05,03/06/2015 18:58,04/06/2015 06:05,6:58 PM,10.34610323,yes,yes,NA,Yes,26.43,0,00:00:00,Yes,Yes,TRUE
126,WDF126,22/10/2014,21:00:00,20,55,22/10/2014,23/10/2014,23/10/2018,22/10/2014,23/10/2014,00:00:00,22/10/2014 21:00,WDF12641934,23/10/2014 00:00,1620,6038,23/10/2014 00:00,23/10/2014,00:00:00,Start,3.72716,Nighttime,03:00:00,23/10/2014,23/10/2014 03:00,22/10/2014 23:40,Katu,5:53 AM,22/10/2014 05:53,22/10/2014 18:42,23/10/2014 05:53,6:42 PM,0.000701282,no,no,no,Yes,23.61,4.06,00:00:00,Yes,Yes,TRUE
126,WDF126,02/02/2015,21:00:00,44,53,03/02/2015,04/02/2015,04/02/2019,03/02/2015,04/02/2015,00:00:00,02/02/2015 21:00,WDF12642038,03/02/2015 00:00,260,12838,04/02/2015 00:00,04/02/2015,00:00:00,Start,49.37692,Nighttime,04:20:00,04/02/2015,04/02/2015 04:20,02/02/2015 22:50,Katu,6:22 AM,03/02/2015 06:22,03/02/2015 19:12,04/02/2015 06:22,7:12 PM,11.12795088,NA,NA,NA,No,29.1,0,00:00:00,Yes,Yes,TRUE
112,WDM112,03/04/2008,21:00:00,41,44,03/04/2008,04/04/2008,04/04/2012,04/04/2012,05/04/2012,00:00:00,03/04/2008 21:00,WDM11241003,04/04/2008 00:00,1650,9878,05/04/2012 00:00,05/04/2012,00:00:00,Start,5.986667,Nighttime,03:30:00,05/04/2012,05/04/2012 03:30,03/04/2008 23:00,Tuis,6:12 AM,04/04/2012 06:12,04/04/2012 19:00,05/04/2012 06:12,7:00 PM,9.801962362,NA,NA,NA,No,NA,0,00:00:00,Yes,Yes,TRUE
133,WDM133,15/09/2015,21:00:00,2,1,15/09/2015,16/09/2015,16/09/2019,15/09/2015,16/09/2015,00:00:00,15/09/2015 21:00,WDM13342262,16/09/2015 00:00,1530,3012,16/09/2015 00:00,16/09/2015,00:00:00,Start,1.968627,Nighttime,01:30:00,16/09/2015,16/09/2015 01:30,15/09/2015 23:20,Wobbegongs,6:05 AM,15/09/2015 06:05,15/09/2015 18:53,16/09/2015 06:05,6:53 PM,0.118032021,NA,NA,NA,No,29.33,0,00:00:00,Yes,Yes,TRUE
135,WDM135,13/10/2016,21:00:00,21,23,13/10/2016,14/10/2016,14/10/2020,13/10/2016,14/10/2016,00:00:00,13/10/2016 21:00,WDM13542656,14/10/2016 00:00,1505,2016,14/10/2016 00:00,14/10/2016,00:00:00,Start,1.339535,Nighttime,01:05:00,14/10/2016,14/10/2016 01:05,13/10/2016 22:00,Toucan,5:55 AM,13/10/2016 05:55,13/10/2016 18:43,14/10/2016 05:55,6:43 PM,9.501168824,NA,NA,NA,No,31.42,0,00:00:00,Yes,Yes,TRUE
135,WDM135,06/03/2017,21:00:00,0,1,07/03/2017,08/03/2017,08/03/2021,07/03/2017,08/03/2017,00:00:00,06/03/2017 21:00,WDM13542801,07/03/2017 00:00,110,4025,08/03/2017 00:00,08/03/2017,00:00:00,Start,36.59091,Nighttime,01:50:00,08/03/2017,08/03/2017 01:50,06/03/2017 23:25,Toucan,6:20 AM,07/03/2017 06:20,07/03/2017 19:08,08/03/2017 06:20,7:08 PM,6.497769981,NA,NA,NA,No,31.8,0,00:00:00,Yes,Yes,TRUE
135,WDM135,06/04/2017,21:00:00,5,6,06/04/2017,07/04/2017,07/04/2021,06/04/2017,07/04/2017,00:00:00,06/04/2017 21:00,WDM13542831,07/04/2017 00:00,1560,2871,07/04/2017 00:00,07/04/2017,00:00:00,Start,1.840385,Nighttime,02:00:00,07/04/2017,07/04/2017 02:00,06/04/2017 23:30,Toucan,6:11 AM,06/04/2017 06:11,06/04/2017 19:00,07/04/2017 06:11,7:00 PM,7.445540381,NA,NA,NA,No,#N/A,#N/A,00:00:00,Yes,Yes,TRUE
109,WDF109,20/01/2007,21:02:24,45,53,21/01/2007,22/01/2007,22/01/2011,22/01/2011,23/01/2011,00:02:24,20/01/2007 21:02,WDF10940565,21/01/2007 00:02,264,18122,23/01/2011 00:02,23/01/2011,00:02:24,Start,68.64394,Nighttime,04:26:24,23/01/2011,23/01/2011 04:26,20/01/2007 23:24,Dispersing,6:19 AM,22/01/2011 06:19,22/01/2011 19:10,23/01/2011 06:19,7:10 PM,7.749690434,NA,NA,NA,No,#N/A,#N/A,00:00:00,Yes,Yes,TRUE
97,WDM97,25/02/2007,21:02:24,130,140,26/02/2007,27/02/2007,27/02/2011,27/02/2011,28/02/2011,00:02:24,25/02/2007 21:02,WDM9740601,26/02/2007 00:02,158.4,6487,28/02/2011 00:02,28/02/2011,00:02:24,Start,40.95328,Nighttime,02:40:48,28/02/2011,28/02/2011 02:40,25/02/2007 22:50,Rat,6:22 AM,27/02/2011 06:22,27/02/2011 19:10,28/02/2011 06:22,7:10 PM,0.540540889,NA,NA,NA,No,#N/A,#N/A,00:00:00,Yes,Yes,TRUE
111,WDM111,02/03/2008,21:02:24,25,22,03/03/2008,04/03/2008,04/03/2012,04/03/2012,05/03/2012,00:02:24,02/03/2008 21:02,WDM11140972,03/03/2008 00:02,216,10038,05/03/2012 00:02,05/03/2012,00:02:24,Start,46.47222,Nighttime,03:38:24,05/03/2012,05/03/2012 03:38,02/03/2008 23:43,Loisaba,6:21 AM,04/03/2012 06:21,04/03/2012 19:09,05/03/2012 06:21,7:09 PM,7.815656871,NA,NA,NA,No,30.47,0,00:00:00,Yes,Yes,TRUE
96,WDF96,04/04/2008,21:05:00,84,97,04/04/2008,05/04/2008,05/04/2012,05/04/2012,06/04/2012,00:05:00,04/04/2008 21:05,WDF9641004,05/04/2008 00:05,1660,6848,06/04/2012 00:05,06/04/2012,00:05:00,Start,4.125301205,Nighttime,03:45:00,06/04/2012,06/04/2012 03:45,04/04/2008 22:30,Loisaba,6:11 AM,05/04/2012 06:11,05/04/2012 19:00,06/04/2012 06:11,7:00 PM,10.88165996,NA,NA,NA,No,NA,0,00:00:00,Yes,Yes,TRUE
120,WDF120,11/10/2014,21:05:00,3,2,11/10/2014,12/10/2014,12/10/2018,11/10/2014,12/10/2014,00:05:00,11/10/2014 21:05,WDF12041923,12/10/2014 00:05,1720,12684,12/10/2014 00:05,12/10/2014,00:05:00,Start,7.374419,Nighttime,04:45:00,12/10/2014,12/10/2014 04:45,11/10/2014 23:45,Dispersing,5:56 AM,11/10/2014 05:56,11/10/2014 18:44,12/10/2014 05:56,6:44 PM,7.100025708,NA,NA,NA,No,27.81,0,00:00:00,Yes,Yes,TRUE
120,WDF120,01/03/2015,21:05:00,30,41,02/03/2015,03/03/2015,03/03/2019,02/03/2015,03/03/2015,00:05:00,01/03/2015 21:05,WDF12042065,02/03/2015 00:05,205,6661,03/03/2015 00:05,03/03/2015,00:05:00,Start,32.49268,Nighttime,03:30:00,03/03/2015,03/03/2015 03:30,01/03/2015 23:35,Truants,6:22 AM,02/03/2015 06:22,02/03/2015 19:10,03/03/2015 06:22,7:10 PM,9.241755575,NA,NA,NA,No,31.1,0,00:00:00,Yes,Yes,TRUE
120,WDF120,31/03/2015,21:05:00,3,1,31/03/2015,01/04/2015,01/04/2019,31/03/2015,01/04/2015,00:05:00,31/03/2015 21:05,WDF12042094,01/04/2015 00:05,1655,12589,01/04/2015 00:05,01/04/2015,00:05:00,Start,7.606647,Nighttime,03:40:00,01/04/2015,01/04/2015 03:40,31/03/2015 23:30,Truants,6:13 AM,31/03/2015 06:13,31/03/2015 19:02,01/04/2015 06:13,7:02 PM,8.462929968,NA,NA,NA,No,29.62,0,00:00:00,Yes,Yes,TRUE
123,WDF123,30/04/2014,21:05:00,11,14,30/04/2014,01/05/2014,01/05/2018,30/04/2014,01/05/2014,00:05:00,30/04/2014 21:05,WDF12341759,01/05/2014 00:05,1495,1471,01/05/2014 00:05,01/05/2014,00:05:00,Start,0.9839465,Nighttime,01:00:00,01/05/2014,01/05/2014 01:00,30/04/2014 23:50,Crocodiles,6:05 AM,30/04/2014 06:05,30/04/2014 18:55,01/05/2014 06:05,6:55 PM,0.055748695,NA,NA,NA,No,NA,0,00:00:00,Yes,Yes,TRUE
123,WDF123,10/09/2014,21:05:00,34,34,10/09/2014,11/09/2014,11/09/2018,10/09/2014,11/09/2014,00:05:00,10/09/2014 21:05,WDF12341892,11/09/2014 00:05,1730,15171,11/09/2014 00:05,11/09/2014,00:05:00,Start,8.769364,Nighttime,04:55:00,11/09/2014,11/09/2014 04:55,10/09/2014 22:40,Crocodiles,6:06 AM,10/09/2014 06:06,10/09/2014 18:55,11/09/2014 06:06,6:55 PM,9.477296921,yes,no,yes,Yes,26.96,0,00:00:00,Yes,Yes,TRUE
123,WDF123,15/04/2015,21:05:00,79,95,15/04/2015,16/04/2015,16/04/2019,15/04/2015,16/04/2015,00:05:00,15/04/2015 21:05,WDF12342109,16/04/2015 00:05,1545,3793,16/04/2015 00:05,16/04/2015,00:05:00,Start,2.455016,Nighttime,01:50:00,16/04/2015,16/04/2015 01:50,15/04/2015 23:40,Crocodiles,6:09 AM,15/04/2015 06:09,15/04/2015 18:58,16/04/2015 06:09,6:58 PM,0.120821764,NA,NA,NA,No,29.46,4.83,00:00:00,Yes,Yes,TRUE
136,WDM136,22/07/2016,21:05:00,17,14,22/07/2016,23/07/2016,23/07/2020,22/07/2016,23/07/2016,00:05:00,22/07/2016 21:05,WDM13642573,23/07/2016 00:05,1580,7141,23/07/2016 00:05,23/07/2016,00:05:00,Start,4.51962,Nighttime,02:25:00,23/07/2016,23/07/2016 02:25,22/07/2016 23:10,Macho,6:13 AM,22/07/2016 06:13,22/07/2016 19:05,23/07/2016 06:13,7:05 PM,8.070540624,NA,NA,NA,No,28.19,0,00:00:00,Yes,Yes,TRUE
136,WDM136,01/10/2016,21:05:00,24,24,01/10/2016,02/10/2016,02/10/2020,01/10/2016,02/10/2016,00:05:00,01/10/2016 21:05,WDM13642644,02/10/2016 00:05,1635,9785,02/10/2016 00:05,02/10/2016,00:05:00,Start,5.984709,Nighttime,03:20:00,02/10/2016,02/10/2016 03:20,01/10/2016 23:50,Macho,5:59 AM,01/10/2016 05:59,01/10/2016 18:47,02/10/2016 05:59,6:47 PM,0.004724625,NA,NA,NA,No,30.82,0,00:00:00,Yes,Yes,TRUE
136,WDM136,05/11/2016,21:05:00,4,5,06/11/2016,07/11/2016,07/11/2020,06/11/2016,07/11/2016,00:05:00,05/11/2016 21:05,WDM13642680,06/11/2016 00:05,85,1885,07/11/2016 00:05,07/11/2016,00:05:00,Start,22.17647,Nighttime,01:30:00,07/11/2016,07/11/2016 01:30,05/11/2016 23:50,Macho,5:52 AM,06/11/2016 05:52,06/11/2016 18:42,07/11/2016 05:52,6:42 PM,2.495791958,NA,NA,NA,No,27.12,4.318,00:00:00,Yes,Yes,TRUE
131,WDM131,24/09/2015,21:05:00,55,52,24/09/2015,25/09/2015,25/09/2019,24/09/2015,25/09/2015,00:05:00,24/09/2015 21:05,WDM13142271,25/09/2015 00:05,1565,5100,25/09/2015 00:05,25/09/2015,00:05:00,Start,3.258786,Nighttime,02:10:00,25/09/2015,25/09/2015 02:10,24/09/2015 23:50,Crocodiles,6:01 AM,24/09/2015 06:01,24/09/2015 18:49,25/09/2015 06:01,6:49 PM,8.09456049,NA,NA,NA,No,29.23,0,00:00:00,Yes,Yes,TRUE
126,WDF126,13/08/2014,21:05:00,4,6,13/08/2014,14/08/2014,14/08/2018,13/08/2014,14/08/2014,00:05:00,13/08/2014 21:05,WDF12641864,14/08/2014 00:05,1615,10644,14/08/2014 00:05,14/08/2014,00:05:00,Start,6.590712,Nighttime,03:00:00,14/08/2014,14/08/2014 03:00,13/08/2014 23:40,Katu,6:13 AM,13/08/2014 06:13,13/08/2014 19:03,14/08/2014 06:13,7:03 PM,7.480402293,NA,NA,NA,No,26.05,0,00:00:00,Yes,Yes,TRUE
115,WDM115,20/05/2012,21:05:00,37,37,20/05/2012,21/05/2012,21/05/2016,21/05/2016,22/05/2016,00:05:00,20/05/2012 21:05,WDM11542511,21/05/2012 00:05,1525,3478,22/05/2016 00:05,22/05/2016,00:05:00,Start,2.280656,Nighttime,01:30:00,22/05/2016,22/05/2016 01:30,20/05/2012 23:40,Toucans,6:04 AM,21/05/2016 06:04,21/05/2016 18:56,22/05/2016 06:04,6:56 PM,0,NA,NA,NA,No,26.8,0.25,00:00:00,Yes,Yes,TRUE
119,WDM119,17/09/2013,21:05:00,70,79,17/09/2013,18/09/2013,18/09/2017,17/09/2013,18/09/2013,00:05:00,17/09/2013 21:05,WDM11941534,18/09/2013 00:05,1570,2749,18/09/2013 00:05,18/09/2013,00:05:00,Start,1.750955,Nighttime,02:15:00,18/09/2013,18/09/2013 02:15,17/09/2013 23:50,Loisaba,6:04 AM,17/09/2013 06:04,17/09/2013 18:52,18/09/2013 06:04,6:52 PM,10.33471344,NA,NA,NA,No,30.49,2.79,00:00:00,Yes,Yes,TRUE
119,WDM119,19/03/2014,21:05:00,25,22,20/03/2014,21/03/2014,21/03/2018,20/03/2014,21/03/2014,00:05:00,19/03/2014 21:05,WDM11941718,20/03/2014 00:05,235,10160,21/03/2014 00:05,21/03/2014,00:05:00,Start,43.23404,Nighttime,04:00:00,21/03/2014,21/03/2014 04:00,19/03/2014 22:55,Crocodiles,6:17 AM,20/03/2014 06:17,20/03/2014 19:05,21/03/2014 06:17,7:05 PM,6.559167949,NA,NA,NA,No,26.72,0,00:00:00,Yes,Yes,TRUE
133,WDM133,20/09/2015,21:05:00,3,2,20/09/2015,21/09/2015,21/09/2019,20/09/2015,21/09/2015,00:05:00,20/09/2015 21:05,WDM13342267,21/09/2015 00:05,50,1004,21/09/2015 00:05,21/09/2015,00:05:00,Start,20.08,Nighttime,00:55:00,21/09/2015,21/09/2015 00:55,20/09/2015 23:15,Wobbegongs,6:03 AM,20/09/2015 06:03,20/09/2015 18:51,21/09/2015 06:03,6:51 PM,2.768446267,NA,NA,NA,No,29.79,6.858,00:00:00,Yes,Yes,TRUE
135,WDM135,12/03/2017,21:05:00,109,129,13/03/2017,14/03/2017,14/03/2021,13/03/2017,14/03/2017,00:05:00,12/03/2017 21:05,WDM13542807,13/03/2017 00:05,125,6307,14/03/2017 00:05,14/03/2017,00:05:00,Start,50.456,Nighttime,02:10:00,14/03/2017,14/03/2017 02:10,12/03/2017 23:00,Toucan,6:19 AM,13/03/2017 06:19,13/03/2017 19:07,14/03/2017 06:19,7:07 PM,10.22499938,NA,NA,NA,No,29.94,0,00:00:00,Yes,Yes,TRUE
135,WDM135,23/03/2017,21:05:00,14,14,24/03/2017,25/03/2017,25/03/2021,24/03/2017,25/03/2017,00:05:00,23/03/2017 21:05,WDM13542818,24/03/2017 00:05,90,2807,25/03/2017 00:05,25/03/2017,00:05:00,Start,31.18889,Nighttime,01:35:00,25/03/2017,25/03/2017 01:35,23/03/2017 23:35,Toucan,6:15 AM,24/03/2017 06:15,24/03/2017 19:03,25/03/2017 06:15,7:03 PM,0.17306082,NA,NA,NA,No,#N/A,#N/A,00:00:00,Yes,Yes,TRUE
126,WDF126,07/03/2015,21:05:00,10,13,08/03/2015,09/03/2015,09/03/2019,08/03/2015,09/03/2015,00:05:00,07/03/2015 21:05,WDF12642071,08/03/2015 00:05,470,23283,09/03/2015 00:05,09/03/2015,00:05:00,Start,49.5383,Nighttime,07:55:00,09/03/2015,09/03/2015 07:55,07/03/2015 23:40,Katu,6:20 AM,08/03/2015 06:20,08/03/2015 19:08,09/03/2015 06:20,7:08 PM,8.39521056,NA,NA,NA,No,30.15,0,00:00:00,Yes,No,TRUE
109,WDF109,13/01/2007,21:07:12,7,8,14/01/2007,15/01/2007,15/01/2011,15/01/2011,16/01/2011,00:07:12,13/01/2007 21:07,WDF10940558,14/01/2007 00:07,72,2288,16/01/2011 00:07,16/01/2011,00:07:12,Start,31.77778,Nighttime,01:19:12,16/01/2011,16/01/2011 01:19,13/01/2007 23:19,Dispersing,6:17 AM,15/01/2011 06:17,15/01/2011 19:08,16/01/2011 06:17,7:08 PM,6.9445731,NA,NA,NA,No,#N/A,#N/A,00:00:00,Yes,Yes,TRUE
111,WDM111,08/03/2008,21:07:12,35,20,09/03/2008,10/03/2008,10/03/2012,10/03/2012,11/03/2012,00:07:12,08/03/2008 21:07,WDM11140978,09/03/2008 00:07,124.8,8434,11/03/2012 00:07,11/03/2012,00:07:12,Start,67.58013,Nighttime,02:12:00,11/03/2012,11/03/2012 02:12,08/03/2008 23:52,Dispersing,6:20 AM,10/03/2012 06:20,10/03/2012 19:08,11/03/2012 06:20,7:08 PM,8.632911281,NA,NA,NA,No,28.97,0,00:00:00,Yes,Yes,TRUE
96,WDF96,18/07/2008,21:10:00,9,3,18/07/2008,19/07/2008,19/07/2012,19/07/2012,20/07/2012,00:10:00,18/07/2008 21:10,WDF9641109,19/07/2008 00:10,1560,3527,20/07/2012 00:10,20/07/2012,00:10:00,Start,2.260897436,Nighttime,02:10:00,20/07/2012,20/07/2012 02:10,18/07/2008 23:40,Loisaba,6:13 AM,19/07/2012 06:13,19/07/2012 19:05,20/07/2012 06:13,7:05 PM,0,NA,NA,NA,No,23.54,1.02,00:00:00,Yes,Yes,TRUE
96,WDF96,19/10/2008,21:10:00,8,14,19/10/2008,20/10/2008,20/10/2012,20/10/2012,21/10/2012,00:10:00,19/10/2008 21:10,WDF9641202,20/10/2008 00:10,1565,1801,21/10/2012 00:10,21/10/2012,00:10:00,Start,1.150799,Nighttime,02:15:00,21/10/2012,21/10/2012 02:15,19/10/2008 23:50,Loisaba,5:54 AM,20/10/2012 05:54,20/10/2012 18:42,21/10/2012 05:54,6:42 PM,1.875591953,yes,yes,no,Yes,26.54,0,00:00:00,Yes,Yes,TRUE
130,WDM130,08/09/2014,21:10:00,7,10,08/09/2014,09/09/2014,09/09/2018,08/09/2014,09/09/2014,00:10:00,08/09/2014 21:10,WDM13041890,09/09/2014 00:10,1500,1238,09/09/2014 00:10,09/09/2014,00:10:00,Start,0.8253333,Nighttime,01:10:00,09/09/2014,09/09/2014 01:10,08/09/2014 23:50,Ol Pejeta,6:07 AM,08/09/2014 06:07,08/09/2014 18:55,09/09/2014 06:07,6:55 PM,11.14805692,NA,NA,NA,No,25.85,0,00:00:00,Yes,Yes,TRUE
130,WDM130,16/11/2014,21:10:00,12,16,17/11/2014,18/11/2014,18/11/2018,17/11/2014,18/11/2014,00:10:00,16/11/2014 21:10,WDM13041960,17/11/2014 00:10,50,1150,18/11/2014 00:10,18/11/2014,00:10:00,Start,23,Nighttime,01:00:00,18/11/2014,18/11/2014 01:00,16/11/2014 23:15,Ol Pejeta,5:53 AM,17/11/2014 05:53,17/11/2014 18:43,18/11/2014 05:53,6:43 PM,0.511931665,NA,NA,NA,No,26.17,0,00:00:00,Yes,Yes,TRUE
130,WDM130,01/04/2015,21:10:00,5,5,01/04/2015,02/04/2015,02/04/2019,01/04/2015,02/04/2015,00:10:00,01/04/2015 21:10,WDM13042095,02/04/2015 00:10,1580,7719,02/04/2015 00:10,02/04/2015,00:10:00,Start,4.885443,Nighttime,02:30:00,02/04/2015,02/04/2015 02:30,01/04/2015 23:50,Ol Pejeta,6:13 AM,01/04/2015 06:13,01/04/2015 19:01,02/04/2015 06:13,7:01 PM,9.559898821,NA,NA,NA,No,30.09,0,00:00:00,Yes,Yes,TRUE
136,WDM136,17/09/2016,21:10:00,48,34,17/09/2016,18/09/2016,18/09/2020,17/09/2016,18/09/2016,00:10:00,17/09/2016 21:10,WDM13642630,18/09/2016 00:10,1550,3318,18/09/2016 00:10,18/09/2016,00:10:00,Start,2.140645,Nighttime,02:00:00,18/09/2016,18/09/2016 02:00,17/09/2016 23:20,Macho,6:04 AM,17/09/2016 06:04,17/09/2016 18:52,18/09/2016 06:04,6:52 PM,10.49525512,NA,NA,NA,No,30.71,1.524,00:00:00,Yes,Yes,TRUE
136,WDM136,12/03/2017,21:10:00,95,96,13/03/2017,14/03/2017,14/03/2021,13/03/2017,14/03/2017,00:10:00,12/03/2017 21:10,WDM13642807,13/03/2017 00:10,125,2769,14/03/2017 00:10,14/03/2017,00:10:00,Start,22.152,Nighttime,02:15:00,14/03/2017,14/03/2017 02:15,12/03/2017 23:25,Crocodiles,6:19 AM,13/03/2017 06:19,13/03/2017 19:07,14/03/2017 06:19,7:07 PM,10.22499938,NA,NA,NA,No,29.94,0,00:00:00,Yes,Yes,TRUE
136,WDM136,18/04/2017,21:10:00,3,2,18/04/2017,19/04/2017,19/04/2021,18/04/2017,19/04/2017,00:10:00,18/04/2017 21:10,WDM13642843,19/04/2017 00:10,1570,1397,19/04/2017 00:10,19/04/2017,00:10:00,Start,0.8898089,Nighttime,02:20:00,19/04/2017,19/04/2017 02:20,18/04/2017 23:50,Crocodiles,6:08 AM,18/04/2017 06:08,18/04/2017 18:57,19/04/2017 06:08,6:57 PM,2.75462799,NA,NA,NA,No,#N/A,#N/A,00:00:00,Yes,Yes,TRUE
126,WDF126,01/02/2015,21:10:00,36,34,02/02/2015,03/02/2015,03/02/2019,02/02/2015,03/02/2015,00:10:00,01/02/2015 21:10,WDF12642037,02/02/2015 00:10,145,6720,03/02/2015 00:10,03/02/2015,00:10:00,Start,46.34483,Nighttime,02:35:00,03/02/2015,03/02/2015 02:35,01/02/2015 22:05,Katu,6:22 AM,02/02/2015 06:22,02/02/2015 19:12,03/02/2015 06:22,7:12 PM,10.92369359,NA,NA,NA,No,29.02,0,00:00:00,Yes,Yes,TRUE
126,WDF126,05/04/2015,21:10:00,9,13,05/04/2015,06/04/2015,06/04/2019,05/04/2015,06/04/2015,00:10:00,05/04/2015 21:10,WDF12642099,06/04/2015 00:10,1690,13538,06/04/2015 00:10,06/04/2015,00:10:00,Start,8.010651,Nighttime,04:20:00,06/04/2015,06/04/2015 04:20,05/04/2015 23:35,Toucans,6:12 AM,05/04/2015 06:12,05/04/2015 19:00,06/04/2015 06:12,7:00 PM,10.36636097,NA,NA,NA,No,28.36,0,00:00:00,Yes,Yes,TRUE
126,WDF126,27/08/2015,21:10:00,1,5,27/08/2015,28/08/2015,28/08/2019,27/08/2015,28/08/2015,00:10:00,27/08/2015 21:10,WDF12642243,28/08/2015 00:10,1555,9229,28/08/2015 00:10,28/08/2015,00:10:00,Start,5.935048,Nighttime,02:05:00,28/08/2015,28/08/2015 02:05,27/08/2015 23:50,Toucans,6:11 AM,27/08/2015 06:11,27/08/2015 19:00,28/08/2015 06:11,7:00 PM,9.772435122,NA,NA,NA,No,28.7,0,00:00:00,Yes,Yes,TRUE
112,WDM112,31/10/2008,21:10:00,58,69,01/11/2008,02/11/2008,02/11/2012,02/11/2012,03/11/2012,00:10:00,31/10/2008 21:10,WDM11241215,01/11/2008 00:10,175,7507,03/11/2012 00:10,03/11/2012,00:10:00,Start,42.89714,Nighttime,03:05:00,03/11/2012,03/11/2012 03:05,31/10/2008 23:25,Tuis,5:52 AM,02/11/2012 05:52,02/11/2012 18:41,03/11/2012 05:52,6:41 PM,7.002891259,NA,NA,NA,No,26.7,0.25,00:00:00,Yes,Yes,TRUE
