ID	LocalDate	LocalTime	ActivityX	ActivityY	Temp
WDM131	06/08/2014	09:15:00	0	0	42
WDM131	06/08/2014	09:20:00	0	0	42
WDM131	06/08/2014	09:25:00	0	0	43
WDM131	06/08/2014	09:30:00	0	0	43
WDM131	06/08/2014	09:35:00	0	0	43
WDM131	06/08/2014	09:40:00	0	0	44
WDM131	06/08/2014	09:45:00	0	0	44
WDM131	06/08/2014	09:50:00	0	0	45
WDM131	06/08/2014	09:55:00	0	0	45
WDM131	06/08/2014	10:00:00	0	0	45
WDM131	06/08/2014	10:05:00	0	0	46
WDM131	06/08/2014	10:10:00	0	0	46
WDM131	06/08/2014	10:20:00	0	0	46
WDM131	06/08/2014	10:25:00	0	0	46
WDM131	06/08/2014	10:30:00	0	0	47
WDM131	06/08/2014	10:35:00	0	0	48
WDM131	06/08/2014	10:40:00	0	0	48
WDM131	06/08/2014	10:45:00	0	0	49
WDM131	06/08/2014	10:50:00	0	0	49
WDM131	06/08/2014	10:55:00	0	0	49
WDM131	06/08/2014	11:00:00	0	0	49
WDM131	06/08/2014	11:05:00	0	0	50
WDM131	06/08/2014	11:10:00	0	0	50
WDM131	06/08/2014	11:15:00	0	0	51
WDM131	06/08/2014	11:20:00	0	0	51
WDM131	06/08/2014	11:25:00	0	0	52
WDM131	06/08/2014	11:30:00	0	0	52
WDM131	06/08/2014	11:35:00	0	0	53
WDM131	06/08/2014	11:40:00	0	0	53
WDM131	06/08/2014	11:45:00	0	0	53
WDM131	06/08/2014	11:50:00	0	0	54
WDM131	06/08/2014	11:55:00	0	0	54
WDM131	06/08/2014	12:00:00	0	0	55
WDM131	06/08/2014	12:05:00	0	0	55
WDM131	06/08/2014	12:10:00	0	0	55
WDM131	06/08/2014	12:15:00	0	0	56
WDM131	06/08/2014	12:20:00	0	0	56
WDM131	06/08/2014	12:25:00	0	0	57
WDM131	06/08/2014	12:30:00	0	0	57
WDM131	06/08/2014	12:35:00	0	0	57
WDM131	06/08/2014	12:40:00	0	0	58
WDM131	06/08/2014	12:45:00	0	0	58
WDM131	06/08/2014	12:50:00	0	0	58
WDM131	06/08/2014	12:55:00	0	0	59
WDM131	06/08/2014	13:00:00	0	0	59
WDM131	06/08/2014	13:05:00	0	0	59
WDM131	06/08/2014	13:10:00	0	0	60
WDM131	06/08/2014	13:15:00	0	0	60
WDM131	06/08/2014	13:20:00	0	0	60
WDM131	06/08/2014	13:25:00	0	0	61
WDM131	06/08/2014	13:30:00	0	0	61
WDM131	06/08/2014	13:35:00	0	0	61
WDM131	06/08/2014	13:40:00	0	0	63
WDM131	06/08/2014	13:45:00	0	0	63
WDM131	06/08/2014	13:50:00	0	0	63
WDM131	06/08/2014	13:55:00	0	0	63
WDM131	06/08/2014	14:00:00	0	0	63
WDM131	06/08/2014	14:05:00	0	0	63
WDM131	06/08/2014	14:10:00	0	0	63
WDM131	06/08/2014	14:15:00	0	0	63
WDM131	06/08/2014	14:20:00	0	0	63
WDM131	06/08/2014	14:25:00	0	0	63
WDM131	06/08/2014	14:30:00	0	0	63
WDM131	06/08/2014	14:35:00	0	0	63
WDM131	06/08/2014	14:40:00	0	0	63
WDM131	06/08/2014	14:45:00	0	0	63
WDM131	06/08/2014	14:50:00	0	0	63
WDM131	06/08/2014	14:55:00	0	0	63
WDM131	06/08/2014	15:00:00	0	0	63
WDM131	06/08/2014	15:05:00	0	0	63
WDM131	06/08/2014	15:10:00	0	0	63
WDM131	06/08/2014	15:15:00	0	0	63
WDM131	06/08/2014	15:20:00	0	0	63
WDM131	06/08/2014	15:25:00	0	0	63
WDM131	06/08/2014	15:30:00	0	0	63
WDM131	06/08/2014	15:35:00	0	0	63
WDM131	06/08/2014	15:40:00	0	0	63
WDM131	06/08/2014	15:45:00	0	0	63
WDM131	06/08/2014	15:50:00	0	0	63
WDM131	06/08/2014	15:55:00	0	0	63
WDM131	06/08/2014	16:00:00	0	0	63
WDM131	06/08/2014	16:05:00	0	0	63
WDM131	06/08/2014	16:10:00	0	0	63
WDM131	06/08/2014	16:15:00	0	0	63
WDM131	06/08/2014	16:20:00	0	0	63
WDM131	06/08/2014	16:25:00	0	0	63
WDM131	06/08/2014	16:35:00	0	0	63
WDM131	06/08/2014	16:40:00	0	0	63
WDM131	06/08/2014	16:45:00	0	0	63
WDM131	06/08/2014	16:50:00	0	0	63
WDM131	06/08/2014	16:55:00	0	0	63
WDM131	06/08/2014	17:00:00	0	0	63
WDM131	06/08/2014	17:05:00	0	0	63
WDM131	06/08/2014	17:10:00	0	0	63
WDM131	06/08/2014	17:15:00	0	0	63
WDM131	06/08/2014	17:20:00	0	0	63
WDM131	06/08/2014	17:25:00	0	0	63
WDM131	06/08/2014	17:30:00	0	0	63
WDM131	06/08/2014	17:35:00	0	0	63
WDM131	06/08/2014	17:40:00	0	0	63
WDM131	06/08/2014	17:45:00	0	0	63
WDM131	06/08/2014	17:50:00	0	0	63
WDM131	06/08/2014	17:55:00	0	0	63
WDM131	06/08/2014	18:00:00	0	0	63
WDM131	06/08/2014	18:05:00	0	0	63
WDM131	06/08/2014	18:10:00	0	0	63
WDM131	06/08/2014	18:15:00	0	0	61
WDM131	06/08/2014	18:20:00	0	0	61
WDM131	06/08/2014	18:25:00	0	0	60
WDM131	06/08/2014	18:30:00	0	0	59
WDM131	06/08/2014	18:35:00	0	0	59
WDM131	06/08/2014	18:40:00	0	0	58
WDM131	06/08/2014	18:45:00	0	0	58
WDM131	06/08/2014	18:50:00	0	0	57
WDM131	06/08/2014	18:55:00	0	3	56
WDM131	06/08/2014	19:00:00	0	40	56
WDM131	06/08/2014	19:05:00	0	20	55
WDM131	06/08/2014	19:10:00	0	12	54
WDM131	06/08/2014	19:15:00	0	49	54
WDM131	06/08/2014	19:20:00	0	53	53
WDM131	06/08/2014	19:25:00	0	46	52
WDM131	06/08/2014	19:30:00	0	55	52
WDM131	06/08/2014	19:35:00	0	62	51
WDM131	06/08/2014	19:40:00	0	61	50
WDM131	06/08/2014	19:45:00	0	70	49
WDM131	06/08/2014	19:50:00	0	72	49
WDM131	06/08/2014	19:55:00	0	70	48
WDM131	06/08/2014	20:00:00	0	68	48
WDM131	06/08/2014	20:05:00	0	68	47
WDM131	06/08/2014	20:10:00	0	77	46
WDM131	06/08/2014	20:15:00	0	81	46
WDM131	06/08/2014	20:20:00	0	84	45
WDM131	06/08/2014	20:25:00	0	87	45
WDM131	06/08/2014	20:30:00	0	87	44
WDM131	06/08/2014	20:35:00	0	88	43
WDM131	06/08/2014	20:40:00	0	94	42
WDM131	06/08/2014	20:45:00	0	92	42
WDM131	06/08/2014	20:50:00	0	94	41
WDM131	06/08/2014	20:55:00	1	95	41
WDM131	06/08/2014	21:00:00	1	93	40
WDM131	06/08/2014	21:05:00	1	95	39
WDM131	06/08/2014	21:10:00	1	94	39
WDM131	06/08/2014	21:15:00	0	95	38
WDM131	06/08/2014	21:20:00	1	96	37
WDM131	06/08/2014	21:25:00	1	97	37
WDM131	06/08/2014	21:30:00	1	92	36
WDM131	06/08/2014	21:35:00	1	93	36
WDM131	06/08/2014	21:40:00	1	95	35
WDM131	06/08/2014	21:45:00	1	95	35
WDM131	06/08/2014	21:50:00	2	96	34
WDM131	06/08/2014	21:55:00	2	97	33
WDM131	06/08/2014	22:00:00	1	94	32
WDM131	06/08/2014	22:05:00	1	91	32
WDM131	06/08/2014	22:10:00	1	87	31
WDM131	06/08/2014	22:15:00	2	89	31
WDM131	06/08/2014	22:20:00	1	85	30
WDM131	06/08/2014	22:25:00	2	83	29
WDM131	06/08/2014	22:30:00	4	78	29
WDM131	06/08/2014	22:35:00	3	79	28
WDM131	06/08/2014	22:40:00	3	80	28
WDM131	06/08/2014	22:45:00	4	79	27
WDM131	06/08/2014	22:55:00	5	76	26
WDM131	06/08/2014	23:00:00	6	74	26
WDM131	06/08/2014	23:05:00	6	74	25
WDM131	06/08/2014	23:10:00	6	75	25
WDM131	06/08/2014	23:15:00	7	72	24
WDM131	06/08/2014	23:20:00	6	70	23
WDM131	06/08/2014	23:25:00	8	71	23
WDM131	06/08/2014	23:30:00	5	72	22
WDM131	06/08/2014	23:35:00	7	71	21
WDM131	06/08/2014	23:40:00	7	68	21
WDM131	06/08/2014	23:45:00	6	69	20
WDM131	06/08/2014	23:50:00	7	65	20
WDM131	06/08/2014	23:55:00	6	67	19
WDM131	06/08/2014	00:00:00	6	62	18
WDM131	07/08/2014	00:05:00	5	63	18
WDM131	07/08/2014	00:10:00	5	59	17
WDM131	07/08/2014	00:15:00	6	61	17
WDM131	07/08/2014	00:20:00	5	58	16
WDM131	07/08/2014	00:25:00	7	57	16
WDM131	07/08/2014	00:30:00	7	57	15
WDM131	07/08/2014	00:35:00	6	56	14
WDM131	07/08/2014	00:40:00	7	55	14
WDM131	07/08/2014	00:45:00	9	52	13
WDM131	07/08/2014	00:50:00	8	54	13
WDM131	07/08/2014	00:55:00	8	52	12
WDM131	07/08/2014	01:00:00	6	45	11
WDM131	07/08/2014	01:05:00	8	45	11
WDM131	07/08/2014	01:10:00	7	47	10
WDM131	07/08/2014	01:15:00	8	42	10
WDM131	07/08/2014	01:20:00	8	41	9
WDM131	07/08/2014	01:25:00	7	42	8
WDM131	07/08/2014	01:30:00	7	40	8
WDM131	07/08/2014	01:35:00	6	39	7
WDM131	07/08/2014	01:40:00	6	38	7
WDM131	07/08/2014	01:45:00	7	34	6
WDM131	07/08/2014	01:50:00	6	36	5
WDM131	07/08/2014	01:55:00	7	32	5
WDM131	07/08/2014	02:00:00	7	32	4
WDM131	07/08/2014	02:05:00	6	31	4
WDM131	07/08/2014	02:10:00	6	32	3
WDM131	07/08/2014	02:15:00	5	31	2
WDM131	07/08/2014	02:20:00	6	30	2
WDM131	07/08/2014	02:25:00	8	28	1
WDM131	07/08/2014	02:30:00	7	30	1
WDM131	07/08/2014	02:35:00	7	30	0
WDM131	07/08/2014	02:40:00	7	28	-1
WDM131	07/08/2014	02:45:00	6	29	-1
WDM131	07/08/2014	02:50:00	8	30	-2
WDM131	07/08/2014	02:55:00	7	31	-2
WDM131	08/08/2014	03:00:00	8	30	-3
WDM131	07/08/2014	03:05:00	8	30	-3
WDM131	07/08/2014	03:10:00	8	31	-4
WDM131	07/08/2014	03:15:00	6	31	-5
WDM131	07/08/2014	03:20:00	7	34	-5
WDM131	07/08/2014	03:25:00	8	33	-7
WDM131	07/08/2014	03:30:00	7	32	-7
WDM131	07/08/2014	03:35:00	7	34	-8
WDM131	07/08/2014	03:40:00	8	32	-9
WDM131	07/08/2014	03:45:00	8	36	-9
WDM131	07/08/2014	03:50:00	7	36	-10
WDM131	07/08/2014	03:55:00	8	37	-10
WDM131	07/08/2014	04:00:00	6	41	-12
WDM131	07/08/2014	04:05:00	6	40	-12
WDM131	07/08/2014	04:10:00	7	39	-13
WDM131	07/08/2014	04:15:00	9	36	-14
WDM131	07/08/2014	04:20:00	9	37	-14
WDM131	07/08/2014	04:25:00	7	36	-15
WDM131	07/08/2014	04:30:00	8	38	-15
WDM131	07/08/2014	04:35:00	7	36	-16
WDM131	07/08/2014	04:40:00	7	39	-16
WDM131	07/08/2014	04:45:00	5	42	-17
WDM131	07/08/2014	04:50:00	6	38	-18
WDM131	07/08/2014	04:55:00	7	40	-18
WDM131	07/08/2014	05:00:00	8	37	-19
WDM131	07/08/2014	05:05:00	8	39	-19
WDM131	07/08/2014	05:10:00	7	38	-20
WDM131	07/08/2014	05:20:00	8	39	-20
WDM131	07/08/2014	05:25:00	4	37	-22
WDM131	07/08/2014	05:30:00	7	33	-23
WDM131	07/08/2014	05:35:00	6	34	-23
WDM131	07/08/2014	05:40:00	8	34	-24
WDM131	07/08/2014	05:45:00	6	33	-24
WDM131	07/08/2014	05:50:00	7	33	-25
WDM131	07/08/2014	05:55:00	6	30	-25
WDM131	07/08/2014	06:00:00	5	29	-26
WDM131	07/08/2014	06:05:00	5	32	-27
WDM131	07/08/2014	06:10:00	5	29	-27
WDM131	07/08/2014	06:15:00	5	28	-28
WDM131	07/08/2014	06:20:00	5	30	-28
WDM131	07/08/2014	06:25:00	6	30	-29
WDM131	07/08/2014	06:30:00	4	29	-29
WDM131	07/08/2014	06:35:00	4	29	-30
WDM131	07/08/2014	06:40:00	0	31	-30
WDM131	07/08/2014	06:45:00	0	32	-30
WDM131	07/08/2014	06:50:00	1	32	-30
WDM131	07/08/2014	06:55:00	0	29	-30
WDM131	07/08/2014	07:00:00	1	31	-30
WDM131	07/08/2014	07:05:00	1	27	-30
WDM131	07/08/2014	07:10:00	1	27	-30
WDM131	07/08/2014	07:15:00	2	29	-30
WDM131	07/08/2014	07:20:00	2	25	-30
WDM131	07/08/2014	07:25:00	1	28	-30
WDM131	07/08/2014	07:30:00	6	44	-28
WDM131	07/08/2014	07:35:00	0	0	-19
WDM131	07/08/2014	07:40:00	0	0	-9
WDM131	07/08/2014	07:45:00	0	0	2
