ID,Date,Conc,Morning,Day,Evening,Night,Night2,Moonlight,Moonlight_before,Temperature,Temperature_before,Rainfall,Denning,Babysitting,Bsat_morn,Bsat_eve,nightnot
WDF126,12/10/2014,WDF12641924,0,0,1,0,0,5.707315521,7.100025708,29.06,27.81,0,yes,yes,yes,yes,0
WDF126,13/10/2014,WDF12641925,0,0,1,1,0,4.424784012,5.707315521,28.62,29.06,0,yes,no,no,no,0
WDF126,14/10/2014,WDF12641926,0,0,1,1,0,3.303375031,4.424784012,28.01,28.62,0,yes,no,no,no,0
WDF126,15/10/2014,WDF12641927,1,0,1,1,1,2.360316382,3.303375031,28.52,28.01,0,yes,no,no,no,85
WDF126,16/10/2014,WDF12641928,0,0,1,1,0,1.601656347,2.360316382,29.6,28.52,0,yes,no,no,no,0
WDF126,17/10/2014,WDF12641929,1,0,1,0,0,1.011100393,1.601656347,29.56,29.6,0.25,yes,yes,no,yes,0
WDF126,18/10/2014,WDF12641930,1,0,1,0,0,0.573955473,1.011100393,29.39,29.56,0.25,yes,no,no,no,0
WDF126,19/10/2014,WDF12641931,1,0,1,0,0,0.281199128,0.573955473,28.26,29.39,0.51,yes,no,no,no,0
WDF126,20/10/2014,WDF12641932,1,0,0,0,0,0.105864894,0.281199128,26.77,28.26,0,yes,no,no,no,0
WDF126,21/10/2014,WDF12641933,1,0,0,0,0,0.022972455,0.105864894,25.66,26.77,0,yes,yes,no,yes,0
WDF126,22/10/2014,WDF12641934,1,0,1,1,0,0.000701282,0.022972455,23.61,25.66,4.06,yes,no,no,no,0
WDF126,23/10/2014,WDF12641935,1,1,0,0,0,0,0.000701282,25.53,23.61,11.68,yes,no,no,no,0
WDF126,24/10/2014,WDF12641936,1,0,1,0,0,0.003671103,0,24.34,25.53,9.91,yes,no,no,no,0
WDF126,25/10/2014,WDF12641937,0,0,1,0,0,0.06744164,0.003671103,25.63,24.34,0,yes,yes,yes,no,0
WDF126,26/10/2014,WDF12641938,1,0,0,1,1,0.251512732,0.06744164,27.11,25.63,0,yes,no,no,no,140
WDF126,27/10/2014,WDF12641939,0,1,1,0,0,0.61468945,0.251512732,27.75,27.11,2.54,yes,yes,yes,yes,0
WDF126,28/10/2014,WDF12641940,1,0,1,0,0,1.203233183,0.61468945,27.34,27.75,0,yes,no,no,no,0
WDF126,29/10/2014,WDF12641941,1,0,1,0,0,2.044228995,1.203233183,28.86,27.34,0,yes,no,no,no,0
WDF126,30/10/2014,WDF12641942,0,1,1,0,0,3.120791875,2.044228995,24.35,28.86,6.6,yes,no,no,no,0
WDF126,31/10/2014,WDF12641943,0,0,1,0,0,4.398020316,3.120791875,25.32,24.35,0,yes,yes,yes,no,0
WDF126,01/11/2014,WDF12641944,0,0,0,0,1,5.79984447,4.398020316,27.82,25.32,0,yes,yes,yes,yes,80
WDF126,02/11/2014,WDF12641945,1,0,1,1,1,7.251142823,5.79984447,27.61,27.82,0,yes,no,no,no,65
WDF126,03/11/2014,WDF12641946,1,0,1,0,0,8.663159139,7.251142823,26.6,27.61,0,yes,no,no,no,0
WDF126,04/11/2014,WDF12641947,1,0,1,0,0,9.938493841,8.663159139,26,26.6,18.54,yes,no,no,no,0
WDF126,05/11/2014,WDF12641948,0,0,1,1,1,11.0239394,9.938493841,25.39,26,2.03,yes,no,no,no,160
WDF126,06/11/2014,WDF12641949,1,0,0,0,0,11.11300004,11.0239394,26.37,25.39,0,yes,yes,no,yes,0
WDF126,07/11/2014,WDF12641950,1,0,1,0,0,10.50810876,11.11300004,25.05,26.37,0.51,yes,yes,yes,yes,0
WDF126,08/11/2014,WDF12641951,1,0,1,0,0,9.180464985,10.50810876,27.44,25.05,0,yes,no,no,no,0
WDF126,09/11/2014,WDF12641952,0,0,1,1,0,7.804348392,9.180464985,26.51,27.44,0.25,yes,no,no,no,0
WDF126,10/11/2014,WDF12641953,0,0,1,1,0,6.456591441,7.804348392,24.28,26.51,2.79,yes,no,no,no,0
WDF126,11/11/2014,WDF12641954,1,1,1,0,0,5.199579743,6.456591441,22.44,24.28,7.37,yes,no,no,no,0
WDF126,12/11/2014,WDF12641955,1,0,1,0,0,4.055661595,5.199579743,22.83,22.44,1.27,yes,no,no,no,0
WDF126,13/11/2014,WDF12641956,1,0,1,0,0,3.05209447,4.055661595,25.32,22.83,0,yes,no,no,no,0
WDF126,14/11/2014,WDF12641957,1,0,1,0,0,2.18930286,3.05209447,24.75,25.32,0,yes,no,no,no,0
WDF126,15/11/2014,WDF12641958,1,0,0,0,0,1.481705633,2.18930286,25.16,24.75,0,yes,yes,no,yes,0
WDF126,16/11/2014,WDF12641959,0,0,1,1,0,0.926948034,1.481705633,25.7,25.16,0,yes,no,no,no,0
WDF126,17/11/2014,WDF12641960,1,0,1,0,0,0.511931665,0.926948034,26.17,25.7,0,yes,no,no,no,0
WDF126,18/11/2014,WDF12641961,1,0,0,0,0,0.234432647,0.511931665,26.85,26.17,0,yes,yes,no,yes,0
WDF126,19/11/2014,WDF12641962,1,0,1,0,0,0.077148739,0.234432647,26.68,26.85,3.05,yes,no,no,no,0
WDF126,20/11/2014,WDF12641963,1,0,0,0,0,0.011592528,0.077148739,23.68,26.68,0.76,yes,yes,no,yes,0
WDF126,21/11/2014,WDF12641964,1,0,1,0,0,0,0.011592528,27.39,23.68,0,yes,no,no,no,0
WDF126,22/11/2014,WDF12641965,0,0,1,0,0,0,0,22.97,27.39,0,yes,no,no,no,0
WDF126,23/11/2014,WDF12641966,1,0,1,0,0,0.024833066,0,26.61,22.97,0,yes,no,no,no,0
WDF126,24/11/2014,WDF12641967,1,0,1,0,0,0.151974867,0.024833066,26.91,26.61,0,yes,no,no,no,0
WDF126,25/11/2014,WDF12641968,1,0,1,0,0,0.443548143,0.151974867,26.1,26.91,0.51,yes,no,no,no,0
WDF126,26/11/2014,WDF12641969,1,0,1,0,1,0.94848909,0.443548143,28.24,26.1,0,yes,no,no,no,55
WDF126,27/11/2014,WDF12641970,1,0,1,0,0,1.691915915,0.94848909,27.48,28.24,3.81,no,no,no,no,0
WDF126,28/11/2014,WDF12641971,1,0,1,0,0,2.669433576,1.691915915,27.35,27.48,0,no,no,no,no,0
WDF126,29/11/2014,WDF12641972,1,0,1,1,1,3.84094613,2.669433576,28.63,27.35,0,yes,no,no,no,110
WDF126,30/11/2014,WDF12641973,1,0,1,0,0,5.156515862,3.84094613,27.82,28.63,0,yes,no,no,no,0
WDF126,01/12/2014,WDF12641974,1,0,1,0,0,6.541988052,5.156515862,28.56,27.82,11.68,yes,no,no,no,0
WDF126,02/12/2014,WDF12641975,0,0,1,0,0,7.938331171,6.541988052,25.53,28.56,3.05,yes,yes,yes,no,0
WDF126,03/12/2014,WDF12641976,1,0,1,0,0,9.252342796,7.938331171,23.21,25.53,18.29,yes,yes,no,yes,0
WDF126,04/12/2014,WDF12641977,1,0,1,0,0,10.43046326,9.252342796,22.91,23.21,0.51,yes,yes,no,yes,0
WDF126,05/12/2014,WDF12641978,0,0,1,1,1,11.14143765,10.43046326,24.39,22.91,0,yes,yes,yes,yes,210
WDF126,06/12/2014,WDF12641979,0,0,0,0,0,10.99217949,11.14143765,24.75,24.39,0,yes,yes,yes,yes,0
WDF126,07/12/2014,WDF12641980,1,0,1,1,1,10.00372521,10.99217949,26.78,24.75,0.51,yes,no,no,no,155
WDF126,08/12/2014,WDF12641981,1,0,0,0,0,8.752682497,10.00372521,26.51,26.78,0,yes,no,no,no,0
WDF126,09/12/2014,WDF12641982,0,0,1,1,0,7.481643038,8.752682497,25.77,26.51,0,yes,yes,no,yes,0
WDF126,10/12/2014,WDF12641983,0,1,0,1,0,6.238129402,7.481643038,26.27,25.77,0,yes,yes,no,yes,0
WDF126,11/12/2014,WDF12641984,1,0,0,1,1,5.061808344,6.238129402,25.8,26.27,0,yes,yes,no,yes,125
WDF126,12/12/2014,WDF12641985,0,0,0,1,0,3.976870195,5.061808344,26.2,25.8,0,yes,yes,no,yes,0
WDF126,13/12/2014,WDF12641986,1,0,1,0,0,3.005612359,3.976870195,26.64,26.2,0,yes,yes,no,yes,0
WDF126,14/12/2014,WDF12641987,1,0,1,0,0,2.147183214,3.005612359,27.66,26.64,0,yes,no,no,no,0
WDF126,15/12/2014,WDF12641988,1,0,1,0,0,1.431376834,2.147183214,26.98,27.66,0,no,no,no,no,0
WDF126,16/12/2014,WDF12641989,1,0,1,0,0,0.867261888,1.431376834,27.38,26.98,0,yes,no,no,no,0
WDF126,17/12/2014,WDF12641990,1,0,1,0,0,0.453038935,0.867261888,26.75,27.38,0,yes,no,no,no,0
WDF126,18/12/2014,WDF12641991,1,0,1,1,0,0.184876482,0.453038935,28.56,26.75,0,yes,no,no,no,0
WDF126,19/12/2014,WDF12641992,1,0,1,0,0,0.047593468,0.184876482,29.07,28.56,0,yes,no,no,no,0
WDF126,20/12/2014,WDF12641993,1,0,1,0,0,0.0034659,0.047593468,27.99,29.07,0.51,yes,no,no,no,0
WDF126,21/12/2014,WDF12641994,1,0,1,0,0,0,0.0034659,27.65,27.99,0,yes,yes,no,yes,0
WDF126,22/12/2014,WDF12641995,1,0,0,0,0,0.001684974,0,28.49,27.65,0,yes,no,no,no,0
WDF126,23/12/2014,WDF12641996,1,0,0,0,0,0.07522878,0.001684974,29,28.49,0,yes,yes,no,yes,0
WDF126,24/12/2014,WDF12641997,1,0,1,0,0,0.285509999,0.07522878,30.1,29,9.4,yes,no,no,no,0
WDF126,25/12/2014,WDF12641998,1,0,1,0,0,0.68582003,0.285509999,28.61,30.1,5.33,yes,no,no,no,0
WDF126,26/12/2014,WDF12641999,1,0,1,0,0,1.303133514,0.68582003,26.67,28.61,0,yes,no,no,no,0
WDF126,27/12/2014,WDF12642000,1,0,1,0,0,2.146379915,1.303133514,27.44,26.67,0,yes,no,no,no,0
WDF126,28/12/2014,WDF12642001,1,0,1,0,0,3.188316824,2.146379915,29.18,27.44,0,no,no,no,no,0
WDF126,29/12/2014,WDF12642002,1,0,1,1,1,4.402342946,3.188316824,29.05,29.18,0,no,no,no,no,175
WDF126,30/12/2014,WDF12642003,0,0,1,1,1,5.721810455,4.402342946,28.61,29.05,0,no,no,no,no,175
WDF126,31/12/2014,WDF12642004,1,0,1,0,1,7.092523236,5.721810455,28.81,28.61,0,no,no,no,no,75
WDF126,01/01/2015,WDF12642005,1,0,1,1,1,8.435719136,7.092523236,28.89,28.81,0,no,no,no,no,225
WDF126,02/01/2015,WDF12642006,1,0,1,1,1,9.679006679,8.435719136,29.62,28.89,0,no,no,no,no,225
WDF126,03/01/2015,WDF12642007,1,0,1,1,1,10.73992125,9.679006679,29.38,29.62,0,no,no,no,no,140
WDF126,04/01/2015,WDF12642008,1,0,1,0,0,11.11513099,10.73992125,30.23,29.38,0,no,no,no,no,0
WDF126,05/01/2015,WDF12642009,1,0,1,1,1,10.92602186,11.11513099,30.16,30.23,0,no,no,no,no,160
WDF126,06/01/2015,WDF12642010,0,0,0,1,1,9.845644979,10.92602186,NA,30.16,0,no,no,no,no,100
WDF126,07/01/2015,WDF12642011,1,0,1,1,1,8.668531007,9.845644979,NA,NA,0,no,no,no,no,195
WDF126,08/01/2015,WDF12642012,1,0,1,0,0,7.460391281,8.668531007,NA,NA,0,no,no,no,no,0
WDF126,09/01/2015,WDF12642013,1,0,1,1,1,6.263346847,7.460391281,NA,NA,0,no,no,no,no,110
WDF126,10/01/2015,WDF12642014,1,1,0,0,0,5.082032108,6.263346847,NA,NA,0,no,no,no,no,0
WDF126,11/01/2015,WDF12642015,0,0,0,1,1,3.972043584,5.082032108,NA,NA,0,no,no,no,no,120
WDF126,12/01/2015,WDF12642016,1,0,1,1,1,2.961172845,3.972043584,NA,NA,0,no,no,no,no,110
WDF126,13/01/2015,WDF12642017,0,0,1,1,0,2.063986786,2.961172845,NA,NA,0,no,no,no,no,0
WDF126,14/01/2015,WDF12642018,1,0,1,1,1,1.31602829,2.063986786,NA,NA,0,no,no,no,no,120
WDF126,15/01/2015,WDF12642019,1,0,1,0,0,0.742074753,1.31602829,28.27,NA,0,no,no,no,no,0
WDF126,16/01/2015,WDF12642020,1,0,1,0,1,0.344254841,0.742074753,30.16,28.27,0,no,no,no,no,75
WDF126,17/01/2015,WDF12642021,1,0,1,0,0,0.114751027,0.344254841,30.37,30.16,0,no,no,no,no,0
WDF126,18/01/2015,WDF12642022,1,0,1,0,0,0.018289737,0.114751027,30.67,30.37,0,no,no,no,no,0
WDF126,19/01/2015,WDF12642023,1,0,1,0,0,0.000166682,0.018289737,30.8,30.67,0,no,no,no,no,0
WDF126,20/01/2015,WDF12642024,1,0,1,0,0,0,0.000166682,31.45,30.8,0,no,no,no,no,0
WDF126,21/01/2015,WDF12642025,1,0,0,0,0,0.025997883,0,29.35,31.45,0,no,no,no,no,0
WDF126,22/01/2015,WDF12642026,1,0,1,0,0,0.162112613,0.025997883,28.08,29.35,0,no,no,no,no,0
WDF126,23/01/2015,WDF12642027,1,0,1,1,1,0.462108209,0.162112613,27.68,28.08,0,no,no,no,no,95
WDF126,24/01/2015,WDF12642028,1,0,1,0,0,0.960507719,0.462108209,28.55,27.68,0,no,no,no,no,0
WDF126,25/01/2015,WDF12642029,1,0,1,0,0,1.678481265,0.960507719,27.85,28.55,0,no,no,no,no,0
WDF126,26/01/2015,WDF12642030,1,0,1,0,1,2.606927065,1.678481265,26.94,27.85,0,no,no,no,no,110
WDF126,27/01/2015,WDF12642031,0,0,1,1,1,3.722869458,2.606927065,27.82,26.94,0,no,no,no,no,50
WDF126,28/01/2015,WDF12642032,1,0,1,1,1,4.973526197,3.722869458,28.79,27.82,0,no,no,no,no,130
WDF126,29/01/2015,WDF12642033,1,0,1,1,1,6.290853517,4.973526197,29.5,28.79,0,no,no,no,no,105
WDF126,30/01/2015,WDF12642034,0,0,1,1,0,7.613975972,6.290853517,28.66,29.5,0,no,no,no,no,0
WDF126,31/01/2015,WDF12642035,1,0,1,1,1,8.85926835,7.613975972,28.9,28.66,0,no,no,no,no,65
WDF126,01/02/2015,WDF12642036,1,0,1,0,0,9.982347636,8.85926835,28.82,28.9,0,no,no,no,no,0
WDF126,02/02/2015,WDF12642037,0,0,1,1,1,10.92369359,9.982347636,29.02,28.82,0,no,no,no,no,145
WDF126,03/02/2015,WDF12642038,1,0,0,1,1,11.12795088,10.92369359,29.1,29.02,0,no,no,no,no,260
WDF126,04/02/2015,WDF12642039,0,0,0,1,1,10.88797956,11.12795088,29.12,29.1,0,no,no,no,no,130
WDF126,05/02/2015,WDF12642040,1,0,0,1,1,9.822835778,10.88797956,28.32,29.12,0,no,no,no,no,240
WDF126,06/02/2015,WDF12642041,0,0,1,1,1,8.650832077,9.822835778,29.53,28.32,0,no,no,no,no,75
WDF126,07/02/2015,WDF12642042,1,0,0,1,1,7.425297594,8.650832077,29.6,29.53,0,no,no,no,no,110
WDF126,08/02/2015,WDF12642043,1,0,1,1,1,6.183599268,7.425297594,28.72,29.6,0,no,no,no,no,75
WDF126,09/02/2015,WDF12642044,1,0,1,1,1,4.941047235,6.183599268,28.7,28.72,0,no,no,no,no,50
WDF126,10/02/2015,WDF12642045,0,0,1,1,0,3.762573936,4.941047235,29.87,28.7,0,no,no,no,no,0
WDF126,11/02/2015,WDF12642046,1,0,1,1,1,2.696582972,3.762573936,28.72,29.87,0,no,no,no,no,100
WDF126,12/02/2015,WDF12642047,1,1,1,1,1,1.776730835,2.696582972,30.07,28.72,0,no,no,no,no,150
WDF126,13/02/2015,WDF12642048,0,0,0,1,0,1.046979462,1.776730835,31.94,30.07,0,no,no,no,no,0
WDF126,14/02/2015,WDF12642049,1,1,1,1,1,0.521915358,1.046979462,32.38,31.94,0,no,no,no,no,115
WDF126,15/02/2015,WDF12642050,1,0,1,0,0,0.199365364,0.521915358,32.98,32.38,0,no,no,no,no,0
WDF126,16/02/2015,WDF12642051,0,0,1,0,0,0.045093895,0.199365364,31.29,32.98,0.25,no,no,no,no,0
WDF126,17/02/2015,WDF12642052,1,0,1,0,0,0.002072489,0.045093895,31.1,31.29,1.52,no,no,no,no,0
WDF126,18/02/2015,WDF12642053,1,0,1,0,0,0,0.002072489,30.05,31.1,3.56,no,no,no,no,0
WDF126,19/02/2015,WDF12642054,1,0,1,0,0,0.00376807,0,29.45,30.05,0.25,no,no,no,no,0
WDF126,20/02/2015,WDF12642055,1,0,1,0,0,0.087278381,0.00376807,30.08,29.45,0,no,no,no,no,0
WDF126,21/02/2015,WDF12642056,1,0,1,1,1,0.310269663,0.087278381,30.02,30.08,0,no,no,no,no,55
WDF126,22/02/2015,WDF12642057,1,0,0,0,0,0.718934614,0.310269663,30.69,30.02,0,no,no,no,no,0
WDF126,23/02/2015,WDF12642058,1,0,0,0,0,1.333739813,0.718934614,31.54,30.69,0,no,no,no,no,0
WDF126,24/02/2015,WDF12642059,1,0,1,0,0,2.160433894,1.333739813,30.89,31.54,0,no,no,no,no,0
WDF126,25/02/2015,WDF12642060,1,0,0,0,0,3.171141183,2.160433894,32.24,30.89,0,no,no,no,no,0
WDF126,26/02/2015,WDF12642061,0,0,0,1,1,4.332108143,3.171141183,31.8,32.24,0,no,no,no,no,90
WDF126,27/02/2015,WDF12642062,1,0,0,1,1,5.573470958,4.332108143,31.32,31.8,0,no,no,no,no,125
WDF126,28/02/2015,WDF12642063,1,0,0,1,1,6.846926931,5.573470958,30.32,31.32,0,no,no,no,no,230
WDF126,01/03/2015,WDF12642064,1,0,0,0,0,8.090058216,6.846926931,30.49,30.32,0,no,no,no,no,0
WDF126,02/03/2015,WDF12642065,1,0,0,1,1,9.241755575,8.090058216,31.1,30.49,0,no,no,no,no,225
WDF126,03/03/2015,WDF12642066,0,0,0,1,1,10.26190263,9.241755575,30.59,31.1,0,no,no,no,no,110
WDF126,04/03/2015,WDF12642067,1,0,0,1,1,11.10990056,10.26190263,29.27,30.59,0,no,no,no,no,235
WDF126,05/03/2015,WDF12642068,0,0,0,1,1,11.13716135,11.10990056,29.18,29.27,0,no,no,no,no,325
WDF126,06/03/2015,WDF12642069,0,0,0,0,0,10.73127765,11.13716135,30.26,29.18,0,no,no,no,no,0
WDF126,07/03/2015,WDF12642070,1,0,0,1,1,9.635506423,10.73127765,30.89,30.26,0,no,no,no,no,175
WDF126,08/03/2015,WDF12642071,0,0,0,1,0,8.39521056,9.635506423,30.15,30.89,0,no,no,no,no,0
WDF126,09/03/2015,WDF12642072,1,0,0,1,1,7.083309963,8.39521056,NA,30.15,0,no,no,no,no,125
WDF126,10/03/2015,WDF12642073,1,0,0,1,1,5.750720779,7.083309963,NA,NA,0,no,no,no,no,195
WDF126,11/03/2015,WDF12642074,1,1,1,0,0,4.439902376,5.750720779,NA,NA,0,no,no,no,no,0
WDF126,12/03/2015,WDF12642075,1,0,1,1,1,3.225293446,4.439902376,NA,NA,0,no,no,no,no,130
WDF126,13/03/2015,WDF12642076,1,0,0,0,0,2.161075559,3.225293446,NA,NA,0,no,no,no,no,0
WDF126,14/03/2015,WDF12642077,1,0,0,0,0,1.304557237,2.161075559,NA,NA,0,no,no,no,no,0
WDF126,15/03/2015,WDF12642078,1,0,1,0,1,0.680557691,1.304557237,NA,NA,0,no,no,no,no,105
WDF126,16/03/2015,WDF12642079,1,0,0,1,1,0.2832036,0.680557691,NA,NA,0,no,no,no,no,50
WDF126,17/03/2015,WDF12642080,1,0,1,1,1,0.078306611,0.2832036,NA,NA,0,no,no,no,no,40
WDF126,18/03/2015,WDF12642081,1,0,0,0,0,0.007444231,0.078306611,NA,NA,0,no,no,no,no,0
WDF126,19/03/2015,WDF12642082,1,0,1,0,0,0,0.007444231,NA,NA,0,no,no,no,no,0
WDF126,20/03/2015,WDF12642083,1,1,1,0,0,0,0,NA,NA,0,no,no,no,no,0
WDF126,21/03/2015,WDF12642084,0,0,0,1,0,0.047010341,0,NA,NA,0,no,no,no,no,0
WDF126,22/03/2015,WDF12642085,1,0,1,1,1,0.212709504,0.047010341,NA,NA,0,no,no,no,no,105
WDF126,23/03/2015,WDF12642086,1,0,0,0,0,0.545687039,0.212709504,NA,NA,0,no,no,no,no,0
WDF126,24/03/2015,WDF12642087,1,0,0,0,0,1.070748224,0.545687039,26.61,NA,1.52,no,no,no,no,0
WDF126,25/03/2015,WDF12642088,1,0,1,1,1,1.797723529,1.070748224,28.01,26.61,0,no,no,no,no,80
WDF126,26/03/2015,WDF12642089,1,0,1,0,0,2.70170526,1.797723529,27.24,28.01,0,no,no,no,no,0
WDF126,27/03/2015,WDF12642090,1,0,1,0,0,3.753958689,2.70170526,26.57,27.24,0,no,no,no,no,0
WDF126,28/03/2015,WDF12642091,0,0,0,1,1,4.910245815,3.753958689,27.53,26.57,0,no,no,no,no,165
WDF126,29/03/2015,WDF12642092,0,0,1,1,0,6.101918512,4.910245815,28.75,27.53,0,no,no,no,no,0
WDF126,30/03/2015,WDF12642093,1,0,1,1,1,7.298148229,6.101918512,28.85,28.75,0,no,no,no,no,175
WDF126,31/03/2015,WDF12642094,0,0,1,1,1,8.462929968,7.298148229,29.62,28.85,0,no,no,no,no,290
WDF126,01/04/2015,WDF12642095,1,0,0,1,1,9.559898821,8.462929968,30.09,29.62,0,no,no,no,no,225
WDF126,02/04/2015,WDF12642096,1,0,1,0,0,10.51908654,9.559898821,29.64,30.09,0,no,no,no,no,0
WDF126,03/04/2015,WDF12642097,1,0,1,0,0,11.18730036,10.51908654,30.17,29.64,0,no,no,no,no,0
WDF126,04/04/2015,WDF12642098,1,0,1,1,1,11.08747495,11.18730036,29.79,30.17,0,no,no,no,no,60
WDF126,05/04/2015,WDF12642099,1,0,1,1,0,10.36636097,11.08747495,28.36,29.79,0,no,no,no,no,0
WDF126,06/04/2015,WDF12642100,1,0,1,0,0,9.145438517,10.36636097,27.91,28.36,0,no,no,no,no,0
WDF126,07/04/2015,WDF12642101,1,0,1,1,1,7.798872328,9.145438517,29.34,27.91,39.62,no,no,no,no,135
WDF126,08/04/2015,WDF12642102,0,1,1,1,0,6.369178424,7.798872328,29.41,29.34,1.27,no,no,no,no,0
WDF126,09/04/2015,WDF12642103,1,0,1,0,0,4.952693322,6.369178424,28.68,29.41,0,no,no,no,no,0
WDF126,10/04/2015,WDF12642104,1,0,1,0,0,3.629879294,4.952693322,26.33,28.68,2.54,no,no,no,no,0
WDF126,11/04/2015,WDF12642105,0,0,1,1,0,2.468767788,3.629879294,27.62,26.33,0,no,no,no,no,0
WDF126,12/04/2015,WDF12642106,1,0,1,0,0,1.529576072,2.468767788,28.97,27.62,0,no,no,no,no,0
WDF126,13/04/2015,WDF12642107,1,0,1,0,0,0.831720735,1.529576072,29.14,28.97,0,no,no,no,no,0
WDF126,14/04/2015,WDF12642108,1,0,1,0,0,0.374615263,0.831720735,29.28,29.14,0,no,no,no,no,0
WDF126,15/04/2015,WDF12642109,1,0,1,0,0,0.120821764,0.374615263,29.46,29.28,4.83,no,no,no,no,0
WDF126,16/04/2015,WDF12642110,1,0,1,0,0,0.018685049,0.120821764,27.63,29.46,3.56,no,no,no,no,0
WDF126,17/04/2015,WDF12642111,1,0,0,0,0,4.16E-05,0.018685049,28.14,27.63,12.95,no,no,no,no,0
WDF126,18/04/2015,WDF12642112,1,0,1,0,0,0,4.16E-05,24.43,28.14,8.64,no,no,no,no,0
WDF126,19/04/2015,WDF12642113,1,1,0,1,1,0.021483056,0,25.22,24.43,10.16,no,no,no,no,125
WDF126,20/04/2015,WDF12642114,1,0,1,0,0,0.140414953,0.021483056,27.43,25.22,7.11,no,no,no,no,0
WDF126,21/04/2015,WDF12642115,1,0,0,0,0,0.401706181,0.140414953,28.07,27.43,0.25,no,no,no,no,0
WDF126,22/04/2015,WDF12642116,1,0,1,0,0,0.835930722,0.401706181,27.47,28.07,0,no,no,no,no,0
WDF126,23/04/2015,WDF12642117,1,0,1,0,1,1.450882088,0.835930722,28,27.47,1.02,no,no,no,no,140
WDF126,24/04/2015,WDF12642118,1,0,1,1,1,2.229395797,1.450882088,27.91,28,9.14,no,no,no,no,95
WDF126,25/04/2015,WDF12642119,1,0,1,0,0,3.148518045,2.229395797,28.79,27.91,0,no,no,no,no,0
WDF126,26/04/2015,WDF12642120,1,0,1,0,0,4.17269462,3.148518045,28.95,28.79,1.02,no,no,no,no,0
WDF126,27/04/2015,WDF12642121,1,0,1,1,1,5.282313911,4.17269462,27.75,28.95,14.73,no,no,no,no,215
WDF126,28/04/2015,WDF12642122,1,0,1,0,0,6.441430528,5.282313911,22.64,27.75,10.92,no,no,no,no,0
WDF126,29/04/2015,WDF12642123,1,0,1,0,0,7.592993584,6.441430528,26.55,22.64,8.9,no,no,no,no,0
WDF126,30/04/2015,WDF12642124,1,0,1,1,1,8.729108584,7.592993584,25.61,26.55,0.1,no,no,no,no,105
WDF126,01/05/2015,WDF12642125,1,0,1,1,1,9.811880292,8.729108584,26.01,25.61,0.1,no,no,no,no,185
WDF126,02/05/2015,WDF12642126,1,0,1,0,0,10.76825175,9.811880292,26.54,26.01,0,no,no,no,no,0
WDF126,03/05/2015,WDF12642127,1,0,1,0,0,11.13630946,10.76825175,25.43,26.54,42.1,no,no,no,no,0
WDF126,04/05/2015,WDF12642128,1,0,1,1,0,10.94897646,11.13630946,25.7,25.43,0.1,no,no,no,no,0
WDF126,05/05/2015,WDF12642129,1,1,1,1,1,9.759495453,10.94897646,26.82,25.7,0,no,no,no,no,105
WDF126,06/05/2015,WDF12642130,1,0,1,0,0,8.373768256,9.759495453,24.86,26.82,0.6,no,no,no,no,0
WDF126,07/05/2015,WDF12642131,1,0,1,0,0,6.899236947,8.373768256,25.67,24.86,17.8,no,no,no,no,0
WDF126,08/05/2015,WDF12642132,1,0,0,1,1,5.412516904,6.899236947,25.4,25.67,0,no,no,no,no,315
WDF126,09/05/2015,WDF12642133,1,0,1,0,0,4.020766013,5.412516904,26.55,25.4,3.4,no,no,no,no,0
WDF126,10/05/2015,WDF12642134,0,0,1,0,0,2.788197713,4.020766013,25.38,26.55,0,no,no,no,no,0
WDF126,11/05/2015,WDF12642135,1,0,1,0,0,1.780833507,2.788197713,27.29,25.38,8.2,no,no,no,no,0
WDF126,12/05/2015,WDF12642136,1,0,1,0,0,1.01479097,1.780833507,27.36,27.29,48.1,no,no,no,no,0
WDF126,13/05/2015,WDF12642137,1,0,1,1,0,0.492214535,1.01479097,27.9,27.36,0,no,no,no,no,0
WDF126,14/05/2015,WDF12642138,1,0,1,0,0,0.182207893,0.492214535,27.49,27.9,0,no,no,no,no,0
WDF126,15/05/2015,WDF12642139,1,0,1,0,0,0.039700603,0.182207893,28.04,27.49,0,no,no,no,no,0
WDF126,16/05/2015,WDF12642140,1,0,1,0,0,0.001649277,0.039700603,27.47,28.04,0,no,no,no,no,0
WDF126,17/05/2015,WDF12642141,1,0,1,0,0,0,0.001649277,27.81,27.47,2.2,no,no,no,no,0
WDF126,18/05/2015,WDF12642142,1,0,1,0,0,0.004998023,0,28.12,27.81,0,no,no,no,no,0
WDF126,19/05/2015,WDF12642143,1,0,1,0,0,0.079012962,0.004998023,29.1,28.12,0.8,no,no,no,no,0
WDF126,20/05/2015,WDF12642144,1,0,1,0,0,0.266327084,0.079012962,27.95,29.1,0,no,no,no,no,0
WDF126,21/05/2015,WDF12642145,1,0,0,0,0,0.594592562,0.266327084,28.24,27.95,0,no,no,no,no,0
WDF126,22/05/2015,WDF12642146,1,0,1,0,0,1.077969307,0.594592562,27.1,28.24,0,no,no,no,no,0
WDF126,23/05/2015,WDF12642147,1,0,1,0,0,1.709767837,1.077969307,28.39,27.1,0,no,no,no,no,0
WDF126,24/05/2015,WDF12642148,1,0,1,0,0,2.488402794,1.709767837,27.97,28.39,0.1,no,no,no,no,0
WDF126,25/05/2015,WDF12642149,1,0,1,0,0,3.393742018,2.488402794,27.09,27.97,0,no,no,no,no,0
