Time,Temperature
00:00,16.22934659
01:00,15.47710227
02:00,14.75071875
03:00,14.07794602
04:00,13.46027841
05:00,12.92185227
06:00,12.47967705
07:00,12.19764306
08:00,13.82846176
09:00,17.29522727
10:00,20.41082386
11:00,22.52823864
12:00,23.97852273
13:00,24.87784703
14:00,25.23036827
15:00,24.91677054
16:00,24.10538244
17:00,23.34694051
18:00,22.24997167
19:00,20.56735795
20:00,19.08701705
21:00,18.20543909
22:00,17.51383523
23:00,16.88502841
