,RoundedDT,ID,LocalDate,LocalTime,Duration,Moonlight,Denning,Intensity,DateTime,Time1,Time2,Stop,AirTC_1_Avg,RH_1,AirTC_2_Avg,RH_2,Solar1_kW_Avg,Solar2_kW_Avg,WS_mph_S_WVT,WindDir_D1_WVT,Rain_in_Tot
13315,20/01/2015 07:00,WDF126,20/01/2015,5H 55M 0S,135,0,No,46.03704,20/01/2015 06:55,4,5,0,12.05,78.76,11.91,78.86,0.013,0.013,2.363,225.9,0
13319,20/01/2015 07:15,WDF126,20/01/2015,5H 55M 0S,135,0,No,46.03704,20/01/2015 07:10,5,6,0,12.13,79.51,12.07,80.1,0.037,0.038,1.548,221.7,0
13324,20/01/2015 07:30,WDF126,20/01/2015,5H 55M 0S,135,0,No,46.03704,20/01/2015 07:25,6,7,0,12.78,78.93,12.85,79.37,0.058,0.06,1.649,190.5,0
13327,20/01/2015 07:45,WDF126,20/01/2015,5H 55M 0S,135,0,No,46.03704,20/01/2015 07:40,7,8,0,13.86,77,14.09,77.85,0.08,0.109,1.829,215.8,0
13332,20/01/2015 08:00,WDF126,20/01/2015,5H 55M 0S,135,0,No,46.03704,20/01/2015 07:55,8,9,1,15.12,72.53,15.55,72.36,0.213,0.109,3.828,210.7,0
13349,21/01/2015 05:45,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 05:40,0,1,0,13.12,79.63,13,79.73,0,0,2.447,230.9,0
13353,21/01/2015 06:00,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 05:55,1,2,0,12.99,80.3,12.88,80.4,0,0,2.341,266.4,0
13356,21/01/2015 06:15,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 06:10,2,3,0,12.99,80.5,12.87,80.6,0,0,3.457,218.5,0
13359,21/01/2015 06:30,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 06:25,3,4,0,12.96,79.93,12.86,80.5,0,0,3.118,212.5,0
13362,21/01/2015 06:45,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 06:40,4,5,0,12.96,79.93,12.88,80.4,0.002,0.002,1.122,245.6,0
13367,21/01/2015 07:00,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 06:55,5,6,0,13.01,79.83,12.94,80.3,0.017,0.017,0.651,252.5,0
13370,21/01/2015 07:15,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 07:10,6,7,0,13.24,79.59,13.23,80.5,0.041,0.041,0.928,220.3,0
13376,21/01/2015 07:30,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 07:25,7,8,0,13.73,79.42,13.77,80.8,0.082,0.082,2.044,203.1,0
13379,21/01/2015 07:45,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 07:40,8,9,0,14.89,77.83,15.06,78.98,0.132,0.156,2.633,182.4,0
13383,21/01/2015 08:00,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 07:55,9,10,0,16.67,71.36,16.95,71.77,0.27,0.167,2.438,176.3,0
13389,21/01/2015 08:15,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 08:10,10,11,0,18.27,63.88,18.59,61.51,0.302,0.28,2.274,139.3,0
13390,21/01/2015 08:30,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 08:25,11,12,0,19.32,59.61,19.61,57.54,0.344,0.345,3.272,152.5,0
13395,21/01/2015 08:45,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 08:40,12,13,0,19.68,56.96,20,55.1,0.409,0.416,5.524,174.5,0
13398,21/01/2015 09:00,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 08:55,13,14,0,19.29,57.9,19.39,56.58,0.473,0.482,3.926,184.8,0
13399,21/01/2015 09:15,WDF126,21/01/2015,5H 40M 0S,230,0.025997883,No,39.35217,21/01/2015 09:10,14,15,1,19.91,53.49,19.93,52.92,0.532,0.543,2.565,227,0
13407,22/01/2015 05:30,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 05:30,0,1,0,13.62,81.8,13.49,82.2,0,0,1.309,216.7,0
13408,22/01/2015 05:45,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 05:45,1,2,0,13.52,83.8,13.38,84.4,0,0,2.629,206.3,0
13410,22/01/2015 06:00,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 06:00,2,3,0,13.12,83.3,13.03,83.5,0,0,0.879,290,0
13412,22/01/2015 06:15,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 06:15,3,4,0,13.08,84,12.97,84.6,0,0,2.179,189,0
13415,22/01/2015 06:30,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 06:30,4,5,0,12.69,85.2,12.59,85.6,0,0,0.414,280.8,0
13421,22/01/2015 06:45,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 06:45,5,6,0,12.87,86.5,12.79,87,0.003,0.003,0.068,224.8,0
13425,22/01/2015 07:00,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 07:00,6,7,0,12.86,87.1,12.76,87.4,0.014,0.014,0.055,214.4,0
13427,22/01/2015 07:15,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 07:15,7,8,0,13.17,86.9,13.11,87,0.039,0.039,0.856,183.9,0
13432,22/01/2015 07:30,WDF126,22/01/2015,5H 30M 0S,140,0.162112613,No,56.46429,22/01/2015 07:30,8,9,1,13.85,83.6,13.85,83.2,0.068,0.068,1.47,166.2,0
13467,23/01/2015 06:00,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 06:05,0,1,0,12.82,89,12.74,89.4,0,0,1.624,182,0
13470,23/01/2015 06:15,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 06:20,1,2,0,12.36,87.6,12.24,88,0,0,1.147,125.9,0
13474,23/01/2015 06:30,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 06:35,2,3,0,11.48,87.7,11.35,88.2,0,0.001,1.109,119.4,0
13478,23/01/2015 06:45,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 06:50,3,4,0,11.27,89.8,11.17,90.1,0.005,0.006,0.794,274,0
13482,23/01/2015 07:00,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 07:05,4,5,0,12.01,88.9,11.9,89.2,0.019,0.02,3.202,224.3,0
13488,23/01/2015 07:15,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 07:20,5,6,0,12.03,89.2,11.93,89.6,0.036,0.037,2.139,321.8,0
13491,23/01/2015 07:30,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 07:35,6,7,0,12.84,84.8,12.74,84.5,0.047,0.047,0.953,0.78,0
13494,23/01/2015 07:45,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 07:50,7,8,0,14.04,75.63,14.02,74.07,0.056,0.062,0.801,137.3,0
13498,23/01/2015 08:00,WDF126,23/01/2015,6H 5M 0S,130,0.462108209,No,66.59231,23/01/2015 08:05,8,9,1,14.76,77.49,14.84,76.71,0.197,0.099,0.975,97.3,0
13516,24/01/2015 06:00,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 05:55,0,1,0,12.69,82.4,12.58,82.7,0,0,1.59,240.6,0
13518,24/01/2015 06:15,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 06:10,1,2,0,12.17,82.7,12.05,83,0,0,0.22,270.8,0
13524,24/01/2015 06:30,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 06:25,2,3,0,12.37,83.5,12.3,84.2,0,0,0.943,263.9,0
13526,24/01/2015 06:45,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 06:40,3,4,0,11.82,86.1,11.7,86.5,0.003,0.003,0.932,285,0
13530,24/01/2015 07:00,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 06:55,4,5,0,12.2,84.6,12.11,85.1,0.013,0.014,0.052,250,0
13535,24/01/2015 07:15,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 07:10,5,6,0,12.03,87.6,11.95,88.2,0.037,0.037,0.989,269.1,0
13539,24/01/2015 07:30,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 07:25,6,7,0,12.24,86.8,12.17,86.9,0.057,0.057,0.708,308.5,0
13542,24/01/2015 07:45,WDF126,24/01/2015,5H 55M 0S,120,0.960507719,No,42.00833,24/01/2015 07:40,7,8,1,13.41,83.9,13.33,83.6,0.072,0.071,0.556,303.2,0
13558,25/01/2015 06:00,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 06:05,0,1,0,10.73,82.9,10.63,83.2,0,0,1.7,281.2,0
13564,25/01/2015 06:15,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 06:20,1,2,0,10.37,84,10.26,84.5,0,0,0.063,292.2,0
13566,25/01/2015 06:30,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 06:35,2,3,0,10,84,9.9,84.5,0,0,0.014,292.3,0
13572,25/01/2015 06:45,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 06:50,3,4,0,9.97,84.8,9.96,84.7,0.003,0.003,0.127,292.2,0
13576,25/01/2015 07:00,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 07:05,4,5,0,9.89,83.8,9.81,84,0.015,0.015,0.2,292.3,0
13580,25/01/2015 07:15,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 07:20,5,6,0,9.62,85.1,9.52,85.4,0.035,0.036,0.432,275.2,0
13584,25/01/2015 07:30,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 07:35,6,7,0,10.25,81.1,10.25,80.5,0.051,0.051,0.946,171.5,0
13586,25/01/2015 07:45,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 07:50,7,8,0,10.87,78.04,10.95,77.43,0.06,0.06,1.052,123.1,0
13589,25/01/2015 08:00,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 08:05,8,9,0,12.45,70.83,12.56,70.18,0.216,0.069,0.44,87.5,0
13596,25/01/2015 08:15,WDF126,25/01/2015,6H 5M 0S,155,1.678481265,No,44.82581,25/01/2015 08:20,9,10,1,13.94,66.08,13.82,65.4,0.308,0.295,0.999,13.03,0
13611,26/01/2015 05:45,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 05:45,0,1,0,9.47,80.2,9.4,80.8,0,0,0.443,271.5,0
13613,26/01/2015 06:00,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 06:00,1,2,0,9.56,83.3,9.47,83.9,0,0,0.968,268.9,0
13616,26/01/2015 06:15,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 06:15,2,3,0,9.55,83.2,9.45,83.8,0,0,0.252,244.7,0
13619,26/01/2015 06:30,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 06:30,3,4,0,9.46,83.5,9.36,83.8,0,0,1.01,230,0
13623,26/01/2015 06:45,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 06:45,4,5,0,9.2,83.5,9.13,84.3,0.003,0.003,1.924,307.8,0
13625,26/01/2015 07:00,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 07:00,5,6,0,8.94,80.4,8.87,80.4,0.014,0.015,1.321,292.8,0
13627,26/01/2015 07:15,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 07:15,6,7,0,9.37,77.95,9.31,77.78,0.028,0.028,0.836,146.3,0
13630,26/01/2015 07:30,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 07:30,7,8,0,9.52,76.66,9.53,75.78,0.038,0.038,1.691,155.2,0
13633,26/01/2015 07:45,WDF126,26/01/2015,5H 45M 0S,135,2.606927065,No,68.85185,26/01/2015 07:45,8,9,1,10.55,69.04,10.64,68.26,0.045,0.045,1.515,122,0
13685,28/01/2015 06:00,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 06:05,0,1,0,10.73,67.23,10.61,67.06,0,0,0.876,135.6,0
13689,28/01/2015 06:15,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 06:20,1,2,0,10.75,69.3,10.64,69.5,0,0,0.449,108.5,0
13691,28/01/2015 06:30,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 06:35,2,3,0,10.2,69.74,10.09,69.91,0,0,0.207,161.7,0
13695,28/01/2015 06:45,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 06:50,3,4,0,10.16,68.79,10.06,68.89,0.003,0.003,2.262,275,0
13700,28/01/2015 07:00,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 07:05,4,5,0,10.42,69.5,10.33,69.57,0.016,0.016,1.046,258,0
13706,28/01/2015 07:15,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 07:20,5,6,0,10.28,69.64,10.19,69.5,0.035,0.034,2.287,290.2,0
13709,28/01/2015 07:30,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 07:35,6,7,0,11.99,66.15,11.92,66.11,0.05,0.05,0.214,294.8,0
13713,28/01/2015 07:45,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 07:50,7,8,0,13.25,61.85,13.29,60.63,0.058,0.057,1.189,88.1,0
13716,28/01/2015 08:00,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 08:05,8,9,0,15.04,56.26,15.07,55.34,0.187,0.072,0.811,115.7,0
13718,28/01/2015 08:15,WDF126,28/01/2015,6H 5M 0S,145,4.973526197,No,55.37241,28/01/2015 08:20,9,10,1,16.61,52.67,16.63,51.38,0.293,0.272,1.497,197.2,0
13719,29/01/2015 06:00,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 06:05,0,1,0,11.46,71.53,11.33,71.94,0,0,0.62,202.2,0
13720,29/01/2015 06:15,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 06:20,1,2,0,10.34,74.95,10.22,75.46,0,0,0.161,185.2,0
13721,29/01/2015 06:30,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 06:35,2,3,0,9.72,76.31,9.61,77.19,0,0,1.296,274.3,0
13722,29/01/2015 06:45,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 06:50,3,4,0,9.38,75.53,9.25,76.17,0.003,0.003,0.688,155.3,0
13723,29/01/2015 07:00,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 07:05,4,5,0,8.95,77.06,8.83,77.46,0.017,0.013,1.192,154,0
13724,29/01/2015 07:15,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 07:20,5,6,0,9.28,73.88,9.25,73.34,0.032,0.026,1.445,162.2,0
13725,29/01/2015 07:30,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 07:35,6,7,0,10.41,69.41,10.46,68.46,0.034,0.034,2.249,170.1,0
13726,29/01/2015 07:45,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 07:50,7,8,0,11.53,65.07,11.58,64.19,0.038,0.038,3.376,207.2,0
13727,29/01/2015 08:00,WDF126,29/01/2015,6H 5M 0S,135,6.290853517,No,67.23704,29/01/2015 08:05,8,9,1,12.98,61.75,13.06,60.73,0.234,0.056,3.151,200.1,0
13755,31/01/2015 06:15,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 06:15,0,1,0,9.8,65.44,9.7,65,0,0,0.547,278.2,0
13759,31/01/2015 06:30,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 06:30,1,2,0,9.63,68.25,9.52,67.98,0,0,0.387,224.3,0
13760,31/01/2015 06:45,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 06:45,2,3,0,9.29,67.41,9.16,67.31,0.003,0.003,0.864,200.3,0
13765,31/01/2015 07:00,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 07:00,3,4,0,9.85,65.45,9.74,65.21,0.021,0.018,0.035,194.8,0
13768,31/01/2015 07:15,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 07:15,4,5,0,9.55,65.18,9.47,64.26,0.061,0.042,0.381,152.3,0
13772,31/01/2015 07:30,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 07:30,5,6,0,10.5,61.86,10.46,60.67,0.058,0.04,0.488,103.8,0
13776,31/01/2015 07:45,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 07:45,6,7,0,11.56,57.76,11.59,56.67,0.049,0.047,0.95,131.6,0
13782,31/01/2015 08:00,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 08:00,7,8,0,13.21,51.76,13.27,50.37,0.181,0.057,1.13,112.7,0
13783,31/01/2015 08:15,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 08:15,8,9,0,14.31,49.38,14.43,47.83,0.307,0.267,2.033,98.6,0
13787,31/01/2015 08:30,WDF126,31/01/2015,6H 15M 0S,145,8.85926835,No,48.81379,31/01/2015 08:30,9,10,1,15.83,44.3,15.84,43.39,0.377,0.37,1.512,78.65,0
13801,01/02/2015 05:30,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 05:35,0,1,0,11.02,69.02,10.89,69.02,0,0,1.773,120.1,0
13803,01/02/2015 05:45,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 05:50,1,2,0,10.41,68.99,10.27,68.92,0,0,1.162,167.8,0
13804,01/02/2015 06:00,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 06:05,2,3,0,10.05,71.16,9.95,71.16,0,0,0.939,307.2,0
13809,01/02/2015 06:15,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 06:20,3,4,0,9.63,71.87,9.51,71.36,0,0,1.734,248.7,0
13812,01/02/2015 06:30,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 06:35,4,5,0,10.04,70.79,9.96,70.75,0,0,0.95,261.1,0
13815,01/02/2015 06:45,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 06:50,5,6,0,10.06,71.13,9.98,71.4,0.002,0.003,0.672,180.9,0
13818,01/02/2015 07:00,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 07:05,6,7,0,9.96,70.14,9.86,70.04,0.019,0.019,0.701,153.7,0
13825,01/02/2015 07:15,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 07:20,7,8,0,10.19,68.52,10.15,68.25,0.07,0.049,1.042,189.1,0
13829,01/02/2015 07:30,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 07:35,8,9,0,11.16,63.17,11,62.83,0.111,0.037,0.434,26.6,0
13831,01/02/2015 07:45,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 07:50,9,10,0,12.29,60.02,12.27,58.63,0.054,0.041,1.428,80.2,0
13834,01/02/2015 08:00,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 08:05,10,11,0,13.42,56.12,13.52,55.11,0.143,0.055,1.716,110.5,0
13837,01/02/2015 08:15,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 08:20,11,12,0,14.56,52.74,14.63,51.21,0.284,0.243,1.452,122.9,0
13839,01/02/2015 08:30,WDF126,01/02/2015,5H 35M 0S,195,9.982347636,No,38.89231,01/02/2015 08:35,12,13,1,15.34,49.79,15.49,47.99,0.381,0.357,1.88,127.6,0
13883,03/02/2015 06:45,WDF126,03/02/2015,6H 45M 0S,80,11.12795088,No,28.6,03/02/2015 06:45,0,1,0,10.23,73.56,10.13,73.84,0.005,0.005,1.239,269.8,0
13884,03/02/2015 07:00,WDF126,03/02/2015,6H 45M 0S,80,11.12795088,No,28.6,03/02/2015 07:00,1,2,0,10.58,71.8,10.49,71.97,0.022,0.023,1.289,223.5,0
13886,03/02/2015 07:15,WDF126,03/02/2015,6H 45M 0S,80,11.12795088,No,28.6,03/02/2015 07:15,2,3,0,10.36,71.16,10.29,71.23,0.048,0.046,1.378,138.7,0
13889,03/02/2015 07:30,WDF126,03/02/2015,6H 45M 0S,80,11.12795088,No,28.6,03/02/2015 07:30,3,4,0,10.97,69.53,10.93,70.11,0.075,0.069,0.629,195.6,0
13891,03/02/2015 07:45,WDF126,03/02/2015,6H 45M 0S,80,11.12795088,No,28.6,03/02/2015 07:45,4,5,1,11.93,63.37,11.95,62.46,0.096,0.082,0.531,123.4,0
13914,05/02/2015 06:45,WDF126,05/02/2015,6H 40M 0S,110,9.822835778,No,31.97273,05/02/2015 06:40,0,1,0,10.45,86.9,10.34,87.2,0.003,0.003,1.136,185.5,0
13917,05/02/2015 07:00,WDF126,05/02/2015,6H 40M 0S,110,9.822835778,No,31.97273,05/02/2015 06:55,1,2,0,10.9,85.1,10.8,85.1,0.02,0.021,1.99,208.3,0
13919,05/02/2015 07:15,WDF126,05/02/2015,6H 40M 0S,110,9.822835778,No,31.97273,05/02/2015 07:10,2,3,0,11.33,82.8,11.27,82.7,0.075,0.076,1.018,226.4,0
13924,05/02/2015 07:30,WDF126,05/02/2015,6H 40M 0S,110,9.822835778,No,31.97273,05/02/2015 07:25,3,4,0,12.04,80.4,12.06,79.46,0.136,0.137,1.848,194.1,0
13925,05/02/2015 07:45,WDF126,05/02/2015,6H 40M 0S,110,9.822835778,No,31.97273,05/02/2015 07:40,4,5,0,12.96,76.88,13.06,75.87,0.099,0.178,2.471,157.7,0
13928,05/02/2015 08:00,WDF126,05/02/2015,6H 40M 0S,110,9.822835778,No,31.97273,05/02/2015 07:55,5,6,0,14.05,68.48,14.18,67.27,0.2,0.052,2.853,178.7,0
13929,05/02/2015 08:15,WDF126,05/02/2015,6H 40M 0S,110,9.822835778,No,31.97273,05/02/2015 08:10,6,7,1,15.34,62.25,15.52,61.03,0.308,0.237,2.302,140.6,0
13953,07/02/2015 06:30,WDF126,07/02/2015,6H 25M 0S,110,7.425297594,No,39.87273,07/02/2015 06:25,0,1,0,12.17,72.88,12.05,73.25,0,0,0.616,83.7,0
13954,07/02/2015 06:45,WDF126,07/02/2015,6H 25M 0S,110,7.425297594,No,39.87273,07/02/2015 06:40,1,2,0,11.35,76.13,11.21,76.77,0.003,0.003,1.297,145.2,0
13957,07/02/2015 07:00,WDF126,07/02/2015,6H 25M 0S,110,7.425297594,No,39.87273,07/02/2015 06:55,2,3,0,11.02,76.5,10.91,77.24,0.019,0.019,0.635,237.9,0
13958,07/02/2015 07:15,WDF126,07/02/2015,6H 25M 0S,110,7.425297594,No,39.87273,07/02/2015 07:10,3,4,0,10.77,76,10.67,76.34,0.066,0.071,1.448,262.7,0
13960,07/02/2015 07:30,WDF126,07/02/2015,6H 25M 0S,110,7.425297594,No,39.87273,07/02/2015 07:25,4,5,0,11.69,73.29,11.64,72.34,0.127,0.131,0.674,61.65,0
13963,07/02/2015 07:45,WDF126,07/02/2015,6H 25M 0S,110,7.425297594,No,39.87273,07/02/2015 07:40,5,6,0,12.85,69.81,12.93,69.09,0.094,0.181,1.154,148.2,0
13965,07/02/2015 08:00,WDF126,07/02/2015,6H 25M 0S,110,7.425297594,No,39.87273,07/02/2015 07:55,6,7,1,14.06,66.11,14.12,65.33,0.233,0.074,1.616,196.7,0
13975,08/02/2015 05:30,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 05:30,0,1,0,13.12,72.2,12.99,72.23,0,0,1.007,188.1,0
13977,08/02/2015 05:45,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 05:45,1,2,0,12.87,75.89,12.76,76.46,0,0,0.435,219.6,0
13980,08/02/2015 06:00,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 06:00,2,3,0,13.14,79.82,12.99,81,0,0,2.058,189.9,0
13982,08/02/2015 06:15,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 06:15,3,4,0,12.82,77.89,12.67,78.56,0,0,2.935,210.8,0
13985,08/02/2015 06:30,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 06:30,4,5,0,12.46,77.14,12.35,77.79,0,0,1.548,227.9,0
13989,08/02/2015 06:45,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 06:45,5,6,0,12.47,76.47,12.35,77.15,0.002,0.003,1.176,147.8,0
13992,08/02/2015 07:00,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 07:00,6,7,0,12.3,78.37,12.17,79.12,0.018,0.019,1.103,110,0
13994,08/02/2015 07:15,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 07:15,7,8,0,11.93,79.83,11.85,80.2,0.062,0.063,0.579,168.8,0
13996,08/02/2015 07:30,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 07:30,8,9,0,12.16,78.31,12.19,77.87,0.103,0.107,1.863,115.9,0
14001,08/02/2015 07:45,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 07:45,9,10,0,12.86,74.45,12.94,74,0.129,0.175,3.645,133.5,0
14004,08/02/2015 08:00,WDF126,08/02/2015,5H 30M 0S,170,6.183599268,No,48.83529,08/02/2015 08:00,10,11,1,13.83,70.72,13.96,70.35,0.201,0.108,1.977,168.6,0
14009,09/02/2015 05:45,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 05:45,0,1,0,10.95,87,10.84,87.5,0,0,2.899,250,0
14012,09/02/2015 06:00,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 06:00,1,2,0,10.8,86.3,10.7,86.8,0,0,1.645,300.6,0
