,RoundedDT,ID,LocalDate,LocalTime,Duration,Moonlight,Denning,Intensity,DateTime,Time1,Time2,Stop,AirTC_1_Avg,RH_1,AirTC_2_Avg,RH_2,Solar1_kW_Avg,Solar2_kW_Avg,WS_mph_S_WVT,WindDir_D1_WVT,Rain_in_Tot
19116,28/08/2015 07:00,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 07:00,4,5,0,12.21,81.9,12.13,82,0.07,0.029,1.515,128.7,0
19121,28/08/2015 07:15,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 07:15,5,6,0,13.01,79.59,13.01,79.49,0.13,0.04,3.22,147.2,0
19123,28/08/2015 07:30,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 07:30,6,7,0,13.88,75.8,13.9,75.97,0.191,0.048,3.725,155.9,0
19125,28/08/2015 07:45,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 07:45,7,8,0,14.54,72.78,14.56,72.61,0.252,0.054,4.844,155.8,0
19128,28/08/2015 08:00,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 08:00,8,9,0,15.45,67.72,15.44,67.65,0.317,0.255,6.865,158.7,0
19132,28/08/2015 08:15,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 08:15,9,10,0,16.29,62.8,16.25,62.8,0.385,0.357,8.13,160.1,0
19135,28/08/2015 08:30,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 08:30,10,11,0,17.13,57.58,17.1,57.38,0.447,0.452,7.721,155.7,0
19137,28/08/2015 08:45,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 08:45,11,12,0,18.06,55.28,18.06,55.11,0.509,0.517,6.4,174.2,0
19139,28/08/2015 09:00,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 09:00,12,13,0,18.62,52.87,18.6,52.5,0.565,0.574,7.067,179.2,0
19140,28/08/2015 09:15,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 09:15,13,14,0,19.34,47.76,19.37,47.32,0.618,0.628,6.385,168.7,0
19141,28/08/2015 09:30,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 09:30,14,15,0,20.13,45.05,20.16,44.54,0.671,0.682,5.989,166.6,0
19142,28/08/2015 09:45,WDM133,28/08/2015,6H 0M 0S,240,10.91330951,No,41.2875,28/08/2015 09:45,15,16,1,20.81,41.79,20.83,40.98,0.726,0.738,5.024,150.7,0
19152,30/08/2015 05:30,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 05:35,0,1,0,11.72,83.4,11.56,84.1,0,0,1.239,130.1,0
19155,30/08/2015 05:45,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 05:50,1,2,0,11.61,84.1,11.47,84.8,0,0,0.612,189.1,0
19157,30/08/2015 06:00,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 06:05,2,3,0,11.52,83.8,11.37,84.3,0,0,0.656,180.9,0
19159,30/08/2015 06:15,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 06:20,3,4,0,11.74,82.4,11.59,82.8,0,0,3.291,193.1,0
19160,30/08/2015 06:30,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 06:35,4,5,0,12.52,81,12.39,81.6,0.002,0.002,3.708,191.3,0
19165,30/08/2015 06:45,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 06:50,5,6,0,12.72,82.4,12.58,83,0.013,0.009,3.049,175.6,0
19166,30/08/2015 07:00,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 07:05,6,7,0,13.26,80.8,13.16,81,0.062,0.022,5.139,190.1,0
19171,30/08/2015 07:15,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 07:20,7,8,0,13.89,78.95,13.83,79.19,0.124,0.031,6.518,191.8,0
19172,30/08/2015 07:30,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 07:35,8,9,0,14.4,76.82,14.35,76.92,0.187,0.037,7.022,189,0
19177,30/08/2015 07:45,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 07:50,9,10,0,14.88,73.18,14.85,73.08,0.25,0.043,6.518,184.6,0
19178,30/08/2015 08:00,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 08:05,10,11,0,15.7,70.56,15.69,70.84,0.314,0.182,6.178,181.1,0
19180,30/08/2015 08:15,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 08:20,11,12,0,16.4,66.93,16.4,66.76,0.378,0.285,5.937,175.4,0
19183,30/08/2015 08:30,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 08:35,12,13,0,17.35,63.1,17.36,62.93,0.439,0.431,5.616,179,0
19184,30/08/2015 08:45,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 08:50,13,14,0,18.25,59.34,18.23,59.21,0.5,0.503,5.676,184.6,0
19185,30/08/2015 09:00,WDM133,30/08/2015,5H 35M 0S,220,10.49203325,No,43.39091,30/08/2015 09:05,14,15,1,18.93,55.1,18.95,54.7,0.557,0.562,5.442,173.3,0
19186,31/08/2015 06:15,WDM133,31/08/2015,6H 20M 0S,110,9.042762405,No,42.52727,31/08/2015 06:20,0,1,0,12.25,85.1,12.09,85.9,0,0,2.262,152.3,0
19187,31/08/2015 06:30,WDM133,31/08/2015,6H 20M 0S,110,9.042762405,No,42.52727,31/08/2015 06:35,1,2,0,12.4,84.5,12.26,85.1,0.002,0.002,2.182,143.8,0
19190,31/08/2015 06:45,WDM133,31/08/2015,6H 20M 0S,110,9.042762405,No,42.52727,31/08/2015 06:50,2,3,0,12.32,85.8,12.21,86.4,0.015,0.011,1.503,124.5,0
19191,31/08/2015 07:00,WDM133,31/08/2015,6H 20M 0S,110,9.042762405,No,42.52727,31/08/2015 07:05,3,4,0,12.19,84.4,12.13,84.6,0.059,0.026,0.548,107.9,0
19193,31/08/2015 07:15,WDM133,31/08/2015,6H 20M 0S,110,9.042762405,No,42.52727,31/08/2015 07:20,4,5,0,12.68,79.99,12.64,80.8,0.117,0.039,0.394,89,0
19195,31/08/2015 07:30,WDM133,31/08/2015,6H 20M 0S,110,9.042762405,No,42.52727,31/08/2015 07:35,5,6,0,13.19,77.86,13.14,77.79,0.18,0.048,0.648,61.8,0
19198,31/08/2015 07:45,WDM133,31/08/2015,6H 20M 0S,110,9.042762405,No,42.52727,31/08/2015 07:50,6,7,1,14.41,76.4,14.48,75.62,0.245,0.059,1.578,96.1,0
19204,01/10/2015 06:45,WDM133,01/10/2015,6H 40M 0S,75,6.368064761,No,23.13333,01/10/2015 06:40,0,1,0,13.9,81.8,13.8,82.2,0.013,0.02,0.537,220.1,0
19206,01/10/2015 07:00,WDM133,01/10/2015,6H 40M 0S,75,6.368064761,No,23.13333,01/10/2015 06:55,1,2,0,14.16,81,14.09,81.5,0.026,0.08,1.155,234.8,0
19210,01/10/2015 07:15,WDM133,01/10/2015,6H 40M 0S,75,6.368064761,No,23.13333,01/10/2015 07:10,2,3,0,14.98,74.52,14.99,74.22,0.054,0.153,2.341,184.8,0
19212,01/10/2015 07:30,WDM133,01/10/2015,6H 40M 0S,75,6.368064761,No,23.13333,01/10/2015 07:25,3,4,0,15.8,69.95,15.83,69.85,0.089,0.148,4.722,151.7,0
19217,01/10/2015 07:45,WDM133,01/10/2015,6H 40M 0S,75,6.368064761,No,23.13333,01/10/2015 07:40,4,5,1,16.57,67.67,16.57,67.84,0.195,0.183,5.089,152.6,0
19245,03/10/2015 05:15,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 05:10,0,1,0,14.63,83.2,14.48,83.8,0,0,1.166,160.1,0
19247,03/10/2015 05:30,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 05:25,1,2,0,14.21,84.4,14.1,84.7,0,0,0.541,249.8,0
19249,03/10/2015 05:45,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 05:40,2,3,0,14,86.2,13.89,86.7,0,0,2.126,255.4,0
19251,03/10/2015 06:00,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 05:55,3,4,0,13.97,85.3,13.85,85.9,0,0,3.218,228.6,0
19253,03/10/2015 06:15,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 06:10,4,5,0,13.97,84.5,13.86,85.1,0.001,0.001,3.819,221.3,0
19255,03/10/2015 06:30,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 06:25,5,6,0,14.01,83.7,13.9,84.1,0.007,0.009,3.253,221.3,0
19257,03/10/2015 06:45,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 06:40,6,7,0,14.1,82.9,14,83.2,0.018,0.057,1.985,256.5,0
19259,03/10/2015 07:00,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 06:55,7,8,0,14.55,79.43,14.47,79.43,0.026,0.094,2.642,246.7,0
19261,03/10/2015 07:15,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 07:10,8,9,0,15.27,75.2,15.31,75.1,0.052,0.161,2.558,181.2,0
19263,03/10/2015 07:30,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 07:25,9,10,0,16.2,68.7,16.24,68.36,0.109,0.145,4.131,166.5,0
19265,03/10/2015 07:45,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 07:40,10,11,0,17.3,67.4,17.32,67.23,0.239,0.218,4.737,173.3,0
19266,03/10/2015 08:00,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 07:55,11,12,0,17.88,64.62,17.89,64.52,0.306,0.331,5.471,169.8,0
19267,03/10/2015 08:15,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 08:10,12,13,0,18.26,62.62,18.27,62.55,0.43,0.431,5.74,184,0
19268,03/10/2015 08:30,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 08:25,13,14,0,19.34,58.42,19.36,58.38,0.5,0.481,4.858,176,0
19269,03/10/2015 08:45,WDM133,03/10/2015,5H 10M 0S,225,3.60541578,No,58.51556,03/10/2015 08:40,14,15,1,19.96,54.8,19.98,54.36,0.564,0.564,5.261,188,0
19270,04/10/2015 06:00,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 06:05,0,1,0,16.49,80.5,16.34,81.2,0,0,0.815,193.8,0
19271,04/10/2015 06:15,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 06:20,1,2,0,16.29,83.2,16.14,84.3,0,0,0.617,191.4,0
19272,04/10/2015 06:30,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 06:35,2,3,0,16.06,84.7,15.93,85.4,0.002,0.002,1.353,167,0
19273,04/10/2015 06:45,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 06:50,3,4,0,15.79,84.8,15.65,85.4,0.011,0.012,2.098,189.9,0
19275,04/10/2015 07:00,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 07:05,4,5,0,15.65,84.4,15.52,84.9,0.021,0.022,3.457,216.3,0
19276,04/10/2015 07:15,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 07:20,5,6,0,15.8,83.9,15.69,84.4,0.035,0.035,3.268,225.9,0
19278,04/10/2015 07:30,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 07:35,6,7,0,16.12,85.4,16.01,85.7,0.045,0.045,1.569,125.4,0
19280,04/10/2015 07:45,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 07:50,7,8,0,16.27,84.9,16.19,85.1,0.064,0.064,1.516,157.3,0
19282,04/10/2015 08:00,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 08:05,8,9,0,16.49,85.4,16.4,85.7,0.086,0.086,1.557,97.8,0
19285,04/10/2015 08:15,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 08:20,9,10,0,16.61,83.7,16.53,83.9,0.103,0.102,2.137,114,0
19286,04/10/2015 08:30,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 08:35,10,11,0,16.83,82.1,16.77,82.2,0.145,0.144,1.818,117.7,0
19289,04/10/2015 08:45,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 08:50,11,12,0,17.33,78.77,17.3,78.57,0.196,0.196,2.511,134.2,0
19290,04/10/2015 09:00,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 09:05,12,13,0,17.68,79.38,17.65,79.42,0.202,0.201,2.201,127.4,0
19293,04/10/2015 09:15,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 09:20,13,14,0,18.16,75.42,18.03,75.9,0.237,0.235,2.59,35.46,0
19295,04/10/2015 09:30,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 09:35,14,15,0,18.87,64.11,18.74,64.01,0.424,0.421,2.186,46.14,0
19296,04/10/2015 09:45,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 09:50,15,16,0,19.88,62.85,19.75,63.16,0.427,0.427,5.024,84.3,0
19299,04/10/2015 10:00,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 10:05,16,17,0,19.85,62.28,19.72,62.75,0.268,0.268,4.54,57.5,0
19301,04/10/2015 10:15,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 10:20,17,18,0,20.28,56.32,20.15,56.42,0.534,0.536,5.988,46.38,0
19302,04/10/2015 10:30,WDM133,04/10/2015,6H 5M 0S,285,2.509649853,No,22.82456,04/10/2015 10:35,18,19,1,21.75,49.79,21.6,49.72,0.889,0.895,6.898,56.11,0
19364,09/10/2015 05:30,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 05:30,0,1,0,14.69,87.3,14.55,88.4,0,0,1.079,227.7,0
19367,09/10/2015 05:45,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 05:45,1,2,0,14.65,86.7,14.5,87.7,0,0,2.08,160.4,0
19369,09/10/2015 06:00,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 06:00,2,3,0,14.56,87.9,14.42,88.8,0,0,1.334,172.5,0
19370,09/10/2015 06:15,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 06:15,3,4,0,14.68,88.1,14.54,88.9,0.001,0.002,0.908,165.8,0
19373,09/10/2015 06:30,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 06:30,4,5,0,14.6,88.3,14.45,89.2,0.013,0.014,1.001,179.8,0
19374,09/10/2015 06:45,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 06:45,5,6,0,14.87,87.2,14.78,87.7,0.075,0.077,2.326,163.9,0
19376,09/10/2015 07:00,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 07:00,6,7,0,15.48,85.2,15.47,85.1,0.129,0.137,3.16,168.1,0
19378,09/10/2015 07:15,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 07:15,7,8,0,16.16,81.6,16.18,81.3,0.121,0.184,3.335,157.1,0
19381,09/10/2015 07:30,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 07:30,8,9,0,16.62,80.1,16.61,79.96,0.136,0.173,6.187,158.4,0
19383,09/10/2015 07:45,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 07:45,9,10,0,17.41,76.61,17.4,76.51,0.234,0.185,7.077,148.5,0
19385,09/10/2015 08:00,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 08:00,10,11,0,18.43,69.39,18.41,69.15,0.316,0.335,8.55,150.3,0
19387,09/10/2015 08:15,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 08:15,11,12,0,19.31,65.87,19.25,65.76,0.432,0.437,8.17,158.3,0
19389,09/10/2015 08:30,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 08:30,12,13,0,19.64,64.75,19.61,64.58,0.516,0.499,7.261,161,0
19390,09/10/2015 08:45,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 08:45,13,14,0,20.57,60.75,20.52,60.65,0.574,0.572,8.12,159.9,0
19392,09/10/2015 09:00,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 09:00,14,15,0,21.62,54.45,21.61,54.08,0.63,0.637,6.92,159.7,0
19394,09/10/2015 09:15,WDM133,09/10/2015,5H 30M 0S,245,0.090241494,No,54.65714,09/10/2015 09:15,15,16,1,22.3,54.28,22.24,54.28,0.685,0.694,8.5,162.1,0
19395,10/10/2015 05:45,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 05:45,0,1,0,15.85,81.2,15.71,82,0,0,3.933,179.4,0
19398,10/10/2015 06:00,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 06:00,1,2,0,15.71,81.7,15.57,82.5,0,0,3.131,172,0
19400,10/10/2015 06:15,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 06:15,2,3,0,15.67,81.7,15.52,82.5,0.002,0.002,2.725,165.2,0
19401,10/10/2015 06:30,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 06:30,3,4,0,15.5,82.2,15.36,82.9,0.013,0.013,2.328,173.6,0
19404,10/10/2015 06:45,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 06:45,4,5,0,15.65,81.7,15.54,82.1,0.053,0.053,2.967,165,0
19405,10/10/2015 07:00,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 07:00,5,6,0,15.83,80.5,15.79,80.4,0.1,0.108,2.098,147.6,0
19408,10/10/2015 07:15,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 07:15,6,7,0,16.67,76.72,16.71,76.82,0.125,0.174,3.12,159.9,0
19410,10/10/2015 07:30,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 07:30,7,8,0,17.07,75.83,17.03,76.24,0.147,0.145,5.826,156.3,0
19411,10/10/2015 07:45,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 07:45,8,9,0,17.74,71.67,17.73,72,0.268,0.235,5.427,158.5,0
19413,10/10/2015 08:00,WDM133,10/10/2015,5H 45M 0S,150,0.018776412,No,43.10667,10/10/2015 08:00,9,10,1,18.62,68.07,18.64,68.41,0.353,0.363,5.458,163.6,0
19414,13/10/2015 06:00,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 06:00,0,1,0,16.84,81.8,16.72,82.4,0,0,3.918,176.5,0
19415,13/10/2015 06:15,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 06:15,1,2,0,16.78,82.1,16.65,82.9,0.001,0.001,3.9,168.1,0
19416,13/10/2015 06:30,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 06:30,2,3,0,16.64,82.3,16.49,82.9,0.008,0.008,3.35,163.2,0
19417,13/10/2015 06:45,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 06:45,3,4,0,16.6,82.6,16.46,83.3,0.029,0.029,3.53,157.3,0
19418,13/10/2015 07:00,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 07:00,4,5,0,16.68,82.2,16.58,82.8,0.055,0.055,3.226,152.8,0
19419,13/10/2015 07:15,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 07:15,5,6,0,16.85,81,16.75,81.6,0.055,0.055,3.628,162.3,0
19420,13/10/2015 07:30,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 07:30,6,7,0,17.63,75.93,17.63,75.49,0.206,0.182,3.79,156.1,0
19421,13/10/2015 07:45,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 07:45,7,8,0,18.92,69.77,18.96,69.57,0.376,0.318,5.054,155.5,0
19422,13/10/2015 08:00,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 08:00,8,9,0,19.44,67.29,19.42,67.83,0.248,0.246,6.739,146.1,0
19423,13/10/2015 08:15,WDM133,13/10/2015,6H 0M 0S,145,0.002145716,No,44.08966,13/10/2015 08:15,9,10,1,19.3,67.86,19.21,68.57,0.211,0.209,8.37,141.9,0
19424,14/10/2015 05:00,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 05:05,0,1,0,11.94,85.3,11.79,86,0,0,0.778,168.7,0
19425,14/10/2015 05:15,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 05:20,1,2,0,11.9,85.9,11.8,86.6,0,0,0.511,236.7,0
19426,14/10/2015 05:30,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 05:35,2,3,0,11.69,85.5,11.58,86.1,0,0,1.175,297.8,0
19427,14/10/2015 05:45,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 05:50,3,4,0,11.99,85.4,11.87,85.9,0,0,2.641,235.5,0
19428,14/10/2015 06:00,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 06:05,4,5,0,12.38,84.4,12.26,84.8,0,0,1.918,218.3,0
19429,14/10/2015 06:15,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 06:20,5,6,0,12.32,84.5,12.21,85.1,0.002,0.002,1.195,310.3,0
19430,14/10/2015 06:30,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 06:35,6,7,0,12.59,84.1,12.5,84.7,0.018,0.019,1.159,258.8,0
19431,14/10/2015 06:45,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 06:50,7,8,0,13.15,81.9,13.08,82.1,0.064,0.065,1.208,287,0
19432,14/10/2015 07:00,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 07:05,8,9,0,14.26,76.95,14.25,76.75,0.123,0.128,1.351,176.5,0
19433,14/10/2015 07:15,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 07:20,9,10,0,15.35,72.47,15.3,72.67,0.1,0.1,2.387,185.1,0
19434,14/10/2015 07:30,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 07:35,10,11,0,15.55,70.84,15.49,71.08,0.136,0.125,3.176,172.8,0
19435,14/10/2015 07:45,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 07:50,11,12,0,15.44,71.81,15.35,72.02,0.109,0.111,3.89,181.8,0
19436,14/10/2015 08:00,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 08:05,12,13,0,15.8,70.43,15.72,70.7,0.132,0.132,3.286,166.7,0
19437,14/10/2015 08:15,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 08:20,13,14,0,16.7,69.17,16.63,69.51,0.182,0.183,2.819,166.2,0
19438,14/10/2015 08:30,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 08:35,14,15,0,17.69,67.51,17.6,67.78,0.194,0.194,4.316,164.8,0
19439,14/10/2015 08:45,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 08:50,15,16,0,18.01,68.72,17.92,69.16,0.186,0.191,4.605,152.7,0
19440,14/10/2015 09:00,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 09:05,16,17,0,18.27,67.57,18.19,67.81,0.21,0.21,4.186,159.3,0
19441,14/10/2015 09:15,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 09:20,17,18,0,18.77,66.01,18.69,66.15,0.268,0.269,4.926,171.2,0
19442,14/10/2015 09:30,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 09:35,18,19,0,19.35,64.15,19.27,64.38,0.316,0.317,5.669,182.2,0
19443,14/10/2015 09:45,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 09:50,19,20,0,19.82,62.31,19.77,62.08,0.363,0.363,4.498,171.1,0
19444,14/10/2015 10:00,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 10:05,20,21,0,20.44,57.44,20.46,56.9,0.429,0.43,3.309,164.4,0
19445,14/10/2015 10:15,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 10:20,21,22,0,21.42,52.97,21.42,52.7,0.502,0.503,4.521,171.8,0
19446,14/10/2015 10:30,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 10:35,22,23,0,22.03,48.9,22,48.6,0.651,0.653,4.666,175.5,0
19447,14/10/2015 10:45,WDM133,14/10/2015,5H 5M 0S,360,0.047312093,No,60.05,14/10/2015 10:50,23,24,1,22.74,43.95,22.76,43.48,0.783,0.788,4.419,158.3,0
19448,15/10/2015 05:45,WDM133,15/10/2015,5H 40M 0S,210,0.177792141,No,37.08571,15/10/2015 05:40,0,1,0,14.4,83.3,14.25,84.1,0,0,1.682,181,0
19449,15/10/2015 06:00,WDM133,15/10/2015,5H 40M 0S,210,0.177792141,No,37.08571,15/10/2015 05:55,1,2,0,14.53,83.2,14.39,83.9,0,0,3.04,193.1,0
19450,15/10/2015 06:15,WDM133,15/10/2015,5H 40M 0S,210,0.177792141,No,37.08571,15/10/2015 06:10,2,3,0,14.75,82,14.62,82.7,0.002,0.002,4.506,184.9,0
19451,15/10/2015 06:30,WDM133,15/10/2015,5H 40M 0S,210,0.177792141,No,37.08571,15/10/2015 06:25,3,4,0,15,81.6,14.87,82.3,0.009,0.009,3.801,167,0
19452,15/10/2015 06:45,WDM133,15/10/2015,5H 40M 0S,210,0.177792141,No,37.08571,15/10/2015 06:40,4,5,0,14.86,82.3,14.74,82.7,0.04,0.04,2.88,142.9,0
