Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,StopTime_Previous,Pack,Dusk,Dawn,Moonlight,Moonlight_before,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Temp_cent,Rainfall,n
119,WDM119,12/04/2014,03:10:00,83,103,12/04/2014,12/04/2014,06:10:00,12/04/2014 03:10,WDM11941741,12/04/2014 06:10,200,9820,12/04/2014 06:10,12/04/2014,06:10:00,Start,49.1,Morning,09:30:00,12/04/2014 03:35,Crocodiles,12/04/2014 06:09,12/04/2014 18:58,9.490486441,1.238513329,no,no,no,No,NA,NA,0,1
119,WDM119,13/04/2014,02:50:00,4,10,13/04/2014,13/04/2014,05:50:00,13/04/2014 02:50,WDM11941742,13/04/2014 05:50,165,7046,13/04/2014 05:50,13/04/2014,05:50:00,Start,42.70303,Morning,08:35:00,13/04/2014 05:25,Crocodiles,13/04/2014 06:09,13/04/2014 18:58,10.51586572,9.490486441,no,no,no,No,NA,NA,0,1
119,WDM119,14/04/2014,03:15:00,132,122,14/04/2014,14/04/2014,06:15:00,14/04/2014 03:15,WDM11941743,14/04/2014 06:15,145,6210,14/04/2014 06:15,14/04/2014,06:15:00,Start,42.82759,Morning,08:40:00,14/04/2014 05:55,Crocodiles,14/04/2014 06:09,14/04/2014 18:58,11.17660124,10.51586572,no,no,no,No,NA,NA,0,1
119,WDM119,15/04/2014,02:55:00,4,2,15/04/2014,15/04/2014,05:55:00,15/04/2014 02:55,WDM11941744,15/04/2014 05:55,140,5732,15/04/2014 05:55,15/04/2014,05:55:00,Start,40.94286,Morning,08:15:00,15/04/2014 05:20,Crocodiles,15/04/2014 06:09,15/04/2014 18:58,11.02001164,11.17660124,no,no,no,No,NA,NA,0,1
119,WDM119,16/04/2014,03:15:00,2,1,16/04/2014,16/04/2014,06:15:00,16/04/2014 03:15,WDM11941745,16/04/2014 06:15,110,3835,16/04/2014 06:15,16/04/2014,06:15:00,Start,34.86364,Morning,08:05:00,16/04/2014 05:45,Crocodiles,16/04/2014 06:08,16/04/2014 18:57,9.990486052,11.02001164,no,no,no,No,NA,NA,0,1
119,WDM119,17/04/2014,03:00:00,4,2,17/04/2014,17/04/2014,06:00:00,17/04/2014 03:00,WDM11941746,17/04/2014 06:00,200,9204,17/04/2014 06:00,17/04/2014,06:00:00,Start,46.02,Morning,09:20:00,17/04/2014 05:35,Crocodiles,17/04/2014 06:08,17/04/2014 18:57,8.546857049,9.990486052,no,no,no,No,NA,NA,0,1
119,WDM119,18/04/2014,03:05:00,112,111,18/04/2014,18/04/2014,06:05:00,18/04/2014 03:05,WDM11941747,18/04/2014 06:05,160,6118,18/04/2014 06:05,18/04/2014,06:05:00,Start,38.2375,Morning,08:45:00,18/04/2014 05:50,Crocodiles,18/04/2014 06:08,18/04/2014 18:57,7.000157658,8.546857049,no,no,no,No,NA,NA,0,1
119,WDM119,19/04/2014,02:50:00,34,39,19/04/2014,19/04/2014,05:50:00,19/04/2014 02:50,WDM11941748,19/04/2014 05:50,245,8120,19/04/2014 05:50,19/04/2014,05:50:00,Start,33.14286,Morning,09:55:00,19/04/2014 05:30,Crocodiles,19/04/2014 06:07,19/04/2014 18:57,5.442248161,7.000157658,no,no,no,No,NA,NA,0,1
119,WDM119,20/04/2014,03:05:00,13,18,20/04/2014,20/04/2014,06:05:00,20/04/2014 03:05,WDM11941749,20/04/2014 06:05,140,2394,20/04/2014 06:05,20/04/2014,06:05:00,Start,17.1,Morning,08:25:00,20/04/2014 04:50,Crocodiles,20/04/2014 06:07,20/04/2014 18:57,3.996272246,5.442248161,no,no,no,No,NA,NA,0,1
119,WDM119,21/04/2014,02:30:00,9,11,21/04/2014,21/04/2014,05:30:00,21/04/2014 02:30,WDM11941750,21/04/2014 05:30,195,6945,21/04/2014 05:30,21/04/2014,05:30:00,Start,35.61538,Morning,08:45:00,21/04/2014 04:55,Crocodiles,21/04/2014 06:07,21/04/2014 18:57,2.736605784,3.996272246,no,no,no,No,NA,NA,0,1
119,WDM119,24/04/2014,02:55:00,8,10,24/04/2014,24/04/2014,05:55:00,24/04/2014 02:55,WDM11941753,24/04/2014 05:55,210,8146,24/04/2014 05:55,24/04/2014,05:55:00,Start,38.79048,Morning,09:25:00,24/04/2014 04:05,Crocodiles,24/04/2014 06:06,24/04/2014 18:56,0.47264732,2.736605784,no,no,no,No,NA,NA,0,1
119,WDM119,25/04/2014,02:15:00,8,10,25/04/2014,25/04/2014,05:15:00,25/04/2014 02:15,WDM11941754,25/04/2014 05:15,155,4877,25/04/2014 05:15,25/04/2014,05:15:00,Start,31.46452,Morning,07:50:00,25/04/2014 04:00,Crocodiles,25/04/2014 06:06,25/04/2014 18:56,0.177631535,0.47264732,no,no,no,No,NA,NA,0,1
119,WDM119,26/04/2014,02:40:00,94,95,26/04/2014,26/04/2014,05:40:00,26/04/2014 02:40,WDM11941755,26/04/2014 05:40,195,8941,26/04/2014 05:40,26/04/2014,05:40:00,Start,45.85128,Morning,08:55:00,26/04/2014 05:00,Crocodiles,26/04/2014 06:06,26/04/2014 18:56,0.040294416,0.177631535,no,no,no,No,NA,NA,0,1
119,WDM119,27/04/2014,02:10:00,5,7,27/04/2014,27/04/2014,05:10:00,27/04/2014 02:10,WDM11941756,27/04/2014 05:10,370,10277,27/04/2014 05:10,27/04/2014,05:10:00,Start,27.77568,Morning,11:20:00,27/04/2014 04:40,Crocodiles,27/04/2014 06:06,27/04/2014 18:56,0.001940278,0.040294416,no,no,no,No,NA,NA,0,1
119,WDM119,28/04/2014,02:15:00,63,64,28/04/2014,28/04/2014,05:15:00,28/04/2014 02:15,WDM11941757,28/04/2014 05:15,225,8148,28/04/2014 05:15,28/04/2014,05:15:00,Start,36.21333,Morning,09:00:00,28/04/2014 04:55,Crocodiles,28/04/2014 06:06,28/04/2014 18:56,0,0.001940278,no,no,no,No,NA,NA,0,1
119,WDM119,01/05/2014,02:00:00,98,103,01/05/2014,01/05/2014,05:00:00,01/05/2014 02:00,WDM11941760,01/05/2014 05:00,285,12223,01/05/2014 05:00,01/05/2014,05:00:00,Start,42.88772,Morning,09:45:00,01/05/2014 04:45,Crocodiles,01/05/2014 06:05,01/05/2014 18:55,0.206655516,0,no,no,no,No,NA,NA,0,1
119,WDM119,02/05/2014,02:45:00,117,139,02/05/2014,02/05/2014,05:45:00,02/05/2014 02:45,WDM11941761,02/05/2014 05:45,170,8532,02/05/2014 05:45,02/05/2014,05:45:00,Start,50.18824,Morning,08:35:00,02/05/2014 03:10,Crocodiles,02/05/2014 06:05,02/05/2014 18:55,0.483272272,0.206655516,no,no,no,No,NA,NA,0,1
119,WDM119,03/05/2014,03:00:00,40,57,03/05/2014,03/05/2014,06:00:00,03/05/2014 03:00,WDM11941762,03/05/2014 06:00,195,11700,03/05/2014 06:00,03/05/2014,06:00:00,Start,60,Morning,09:15:00,03/05/2014 05:40,Crocodiles,03/05/2014 06:05,03/05/2014 18:55,0.905911425,0.483272272,no,no,no,No,NA,NA,0,1
119,WDM119,04/05/2014,02:35:00,53,44,04/05/2014,04/05/2014,05:35:00,04/05/2014 02:35,WDM11941763,04/05/2014 05:35,220,7988,04/05/2014 05:35,04/05/2014,05:35:00,Start,36.30909,Morning,09:15:00,04/05/2014 05:05,Crocodiles,04/05/2014 06:05,04/05/2014 18:55,1.479558821,0.905911425,no,no,no,No,NA,NA,0,1
119,WDM119,05/05/2014,02:35:00,1,3,05/05/2014,05/05/2014,05:35:00,05/05/2014 02:35,WDM11941764,05/05/2014 05:35,160,6167,05/05/2014 05:35,05/05/2014,05:35:00,Start,38.54375,Morning,08:15:00,05/05/2014 05:15,Crocodiles,05/05/2014 06:05,05/05/2014 18:55,2.201855518,1.479558821,no,no,no,No,NA,NA,0,1
119,WDM119,06/05/2014,03:05:00,78,87,06/05/2014,06/05/2014,06:05:00,06/05/2014 03:05,WDM11941765,06/05/2014 06:05,160,8421,06/05/2014 06:05,06/05/2014,06:05:00,Start,52.63125,Morning,08:45:00,06/05/2014 05:45,Crocodiles,06/05/2014 06:04,06/05/2014 18:55,3.060228444,2.201855518,no,no,no,No,NA,NA,0,1
119,WDM119,07/05/2014,02:30:00,73,58,07/05/2014,07/05/2014,05:30:00,07/05/2014 02:30,WDM11941766,07/05/2014 05:30,185,9334,07/05/2014 05:30,07/05/2014,05:30:00,Start,50.45405,Morning,08:35:00,07/05/2014 04:25,Crocodiles,07/05/2014 06:04,07/05/2014 18:55,4.04026651,3.060228444,no,no,no,No,NA,NA,0,1
119,WDM119,08/05/2014,02:20:00,1,0,08/05/2014,08/05/2014,05:20:00,08/05/2014 02:20,WDM11941767,08/05/2014 05:20,175,7897,08/05/2014 05:20,08/05/2014,05:20:00,Start,45.12571,Morning,08:15:00,08/05/2014 04:25,Crocodiles,08/05/2014 06:04,08/05/2014 18:55,5.14052052,4.04026651,no,no,no,No,NA,NA,0,1
119,WDM119,28/06/2014,02:35:00,27,26,28/06/2014,28/06/2014,05:35:00,28/06/2014 02:35,WDM11941818,28/06/2014 05:35,140,7967,28/06/2014 05:35,28/06/2014,05:35:00,Start,56.90714,Morning,07:55:00,28/06/2014 05:00,Crocodiles,28/06/2014 06:10,28/06/2014 19:03,0.032294286,5.14052052,no,no,no,No,NA,NA,0,1
119,WDM119,29/06/2014,02:35:00,111,98,29/06/2014,29/06/2014,05:35:00,29/06/2014 02:35,WDM11941819,29/06/2014 05:35,260,10496,29/06/2014 05:35,29/06/2014,05:35:00,Start,40.36923,Morning,09:55:00,29/06/2014 05:05,Crocodiles,29/06/2014 06:10,29/06/2014 19:03,0.13557342,0.032294286,no,no,no,No,NA,NA,0,1
119,WDM119,30/06/2014,02:45:00,23,24,30/06/2014,30/06/2014,05:45:00,30/06/2014 02:45,WDM11941820,30/06/2014 05:45,215,6020,30/06/2014 05:45,30/06/2014,05:45:00,Start,28,Morning,09:20:00,30/06/2014 04:10,Crocodiles,30/06/2014 06:10,30/06/2014 19:03,0.336883637,0.13557342,no,no,no,No,NA,NA,0,1
119,WDM119,01/07/2014,02:55:00,130,162,01/07/2014,01/07/2014,05:55:00,01/07/2014 02:55,WDM11941821,01/07/2014 05:55,180,10955,01/07/2014 05:55,01/07/2014,05:55:00,Start,60.86111,Morning,08:55:00,01/07/2014 03:55,Crocodiles,01/07/2014 06:10,01/07/2014 19:03,0.664532515,0.336883637,no,no,no,No,NA,NA,0,1
119,WDM119,26/03/2014,03:25:00,5,6,26/03/2014,26/03/2014,06:25:00,26/03/2014 03:25,WDM11941724,26/03/2014 06:25,245,7756,26/03/2014 06:25,26/03/2014,06:25:00,Start,31.65714,Morning,10:30:00,26/03/2014 06:00,Crocodiles,26/03/2014 06:15,26/03/2014 19:03,0.357066538,9.307958208,no,no,no,No,31.59,3.915262396,5.08,1
119,WDM119,24/03/2014,02:50:00,5,5,24/03/2014,24/03/2014,05:50:00,24/03/2014 02:50,WDM11941722,24/03/2014 05:50,255,9367,24/03/2014 05:50,24/03/2014,05:50:00,Start,36.73333,Morning,10:05:00,24/03/2014 04:40,Crocodiles,24/03/2014 06:15,24/03/2014 19:04,1.50619862,1.333739813,no,no,no,No,31.52,3.845262396,0,1
119,WDM119,05/03/2014,02:30:00,39,52,05/03/2014,05/03/2014,05:30:00,05/03/2014 02:30,WDM11941703,05/03/2014 05:30,175,8782,05/03/2014 05:30,05/03/2014,05:30:00,Start,50.18286,Morning,08:25:00,05/03/2014 04:45,Crocodiles,05/03/2014 06:21,05/03/2014 19:09,0.965926422,10.47267182,no,no,no,No,31.17,3.495262396,0,1
119,WDM119,20/06/2014,02:30:00,3,2,20/06/2014,20/06/2014,05:30:00,20/06/2014 02:30,WDM11941810,20/06/2014 05:30,230,9994,20/06/2014 05:30,20/06/2014,05:30:00,Start,43.45217,Morning,09:20:00,20/06/2014 04:25,Crocodiles,20/06/2014 06:08,20/06/2014 19:01,1.515654021,1.515654021,no,no,no,No,31.13,3.455262396,0,1
119,WDM119,23/03/2014,03:10:00,115,126,23/03/2014,23/03/2014,06:10:00,23/03/2014 03:10,WDM11941721,23/03/2014 06:10,155,9898,23/03/2014 06:10,23/03/2014,06:10:00,Start,63.85806,Morning,08:45:00,23/03/2014 05:45,Crocodiles,23/03/2014 06:16,23/03/2014 19:04,2.472832732,0.028274196,no,no,no,No,31.01,3.335262396,0,1
119,WDM119,25/03/2014,03:20:00,165,189,25/03/2014,25/03/2014,06:20:00,25/03/2014 03:20,WDM11941723,25/03/2014 06:20,165,10030,25/03/2014 06:20,25/03/2014,06:20:00,Start,60.78788,Morning,09:05:00,25/03/2014 04:45,Crocodiles,25/03/2014 06:15,25/03/2014 19:03,0.807535391,11.16690087,no,no,no,No,30.94,3.265262396,0,1
119,WDM119,01/04/2014,03:50:00,0,2,01/04/2014,01/04/2014,06:50:00,01/04/2014 03:50,WDM11941730,01/04/2014 06:50,110,4407,01/04/2014 06:50,01/04/2014,06:50:00,Start,40.06364,Morning,08:40:00,01/04/2014 05:55,Crocodiles,01/04/2014 06:13,01/04/2014 19:01,0.113852459,0.2883993,no,no,no,No,30.74,3.065262396,0,1
119,WDM119,05/04/2014,02:35:00,56,73,05/04/2014,05/04/2014,05:35:00,05/04/2014 02:35,WDM11941734,05/04/2014 05:35,180,9079,05/04/2014 05:35,05/04/2014,05:35:00,Start,50.43889,Morning,08:35:00,05/04/2014 05:15,Crocodiles,05/04/2014 06:12,05/04/2014 19:00,1.947800278,0.113852459,no,no,no,No,30.74,3.065262396,0,1
119,WDM119,08/02/2014,03:05:00,4,4,08/02/2014,08/02/2014,06:05:00,08/02/2014 03:05,WDM11941678,08/02/2014 06:05,275,11690,08/02/2014 06:05,08/02/2014,06:05:00,Start,42.50909,Morning,10:40:00,08/02/2014 05:45,Crocodiles,08/02/2014 06:23,08/02/2014 19:12,5.237523124,9.091650703,no,no,no,No,30.6,2.925262396,10.67,1
119,WDM119,07/04/2014,02:50:00,81,84,07/04/2014,07/04/2014,05:50:00,07/04/2014 02:50,WDM11941736,07/04/2014 05:50,275,11952,07/04/2014 05:50,07/04/2014,05:50:00,Start,43.46182,Morning,10:25:00,07/04/2014 05:20,Crocodiles,07/04/2014 06:11,07/04/2014 19:00,3.76923357,1.242187908,no,no,no,No,30.57,2.895262396,0,1
119,WDM119,28/09/2013,02:20:00,105,91,28/09/2013,28/09/2013,05:20:00,28/09/2013 02:20,WDM11941545,28/09/2013 05:20,185,8806,28/09/2013 05:20,28/09/2013,05:20:00,Start,47.6,Morning,08:25:00,28/09/2013 04:35,Loisaba,28/09/2013 06:00,28/09/2013 18:48,1.222681036,7.387511977,no,no,no,No,30.56,2.885262396,0,1
119,WDM119,30/09/2013,02:30:00,109,117,30/09/2013,30/09/2013,05:30:00,30/09/2013 02:30,WDM11941547,30/09/2013 05:30,185,10292,30/09/2013 05:30,30/09/2013,05:30:00,Start,55.63243,Morning,08:35:00,30/09/2013 05:10,Loisaba,30/09/2013 05:59,30/09/2013 18:47,0.368364672,1.222681036,no,no,no,No,30.56,2.885262396,0,1
119,WDM119,16/09/2013,03:20:00,2,0,16/09/2013,16/09/2013,06:20:00,16/09/2013 03:20,WDM11941533,16/09/2013 06:20,130,3581,16/09/2013 06:20,16/09/2013,06:20:00,Start,27.54615,Morning,08:30:00,16/09/2013 04:55,Loisaba,16/09/2013 06:04,16/09/2013 18:52,9.145988181,6.341751536,no,no,no,No,30.53,2.855262396,0.25,1
119,WDM119,17/09/2013,02:55:00,120,125,17/09/2013,17/09/2013,05:55:00,17/09/2013 02:55,WDM11941534,17/09/2013 05:55,150,8950,17/09/2013 05:55,17/09/2013,05:55:00,Start,59.66667,Morning,08:25:00,17/09/2013 05:35,Loisaba,17/09/2013 06:04,17/09/2013 18:52,10.33471344,8.090058216,no,no,no,No,30.49,2.815262396,2.79,1
119,WDM119,21/06/2014,02:50:00,0,2,21/06/2014,21/06/2014,05:50:00,21/06/2014 02:50,WDM11941811,21/06/2014 05:50,185,7897,21/06/2014 05:50,21/06/2014,05:50:00,Start,42.68649,Morning,08:55:00,21/06/2014 05:35,Crocodiles,21/06/2014 06:08,21/06/2014 19:02,0.86016566,0.69453335,no,no,no,No,30.48,2.805262396,11.68,1
119,WDM119,23/08/2014,02:35:00,38,43,23/08/2014,23/08/2014,05:35:00,23/08/2014 02:35,WDM11941874,23/08/2014 05:35,155,2383,23/08/2014 05:35,23/08/2014,05:35:00,Start,15.37419,Morning,08:10:00,23/08/2014 05:10,Crocodiles,23/08/2014 06:11,23/08/2014 19:01,0.009949021,0.009949021,yes,yes,no,Yes,30.41,2.735262396,0,1
119,WDM119,04/02/2014,02:55:00,114,131,04/02/2014,04/02/2014,05:55:00,04/02/2014 02:55,WDM11941674,04/02/2014 05:55,205,14101,04/02/2014 05:55,04/02/2014,05:55:00,Start,68.78537,Morning,09:20:00,04/02/2014 05:15,Crocodiles,04/02/2014 06:22,04/02/2014 19:12,1.306062912,1.351827214,no,no,no,No,30.39,2.715262396,0,1
119,WDM119,04/03/2014,02:35:00,44,35,04/03/2014,04/03/2014,05:35:00,04/03/2014 02:35,WDM11941702,04/03/2014 05:35,285,12053,04/03/2014 05:35,04/03/2014,05:35:00,Start,42.29123,Morning,10:20:00,04/03/2014 05:00,Crocodiles,04/03/2014 06:21,04/03/2014 19:09,0.4978427,1.306062912,no,no,no,No,30.39,2.715262396,0,1
119,WDM119,07/03/2014,02:40:00,187,197,07/03/2014,07/03/2014,05:40:00,07/03/2014 02:40,WDM11941705,07/03/2014 05:40,155,7566,07/03/2014 05:40,07/03/2014,05:40:00,Start,48.8129,Morning,08:15:00,07/03/2014 04:45,Crocodiles,07/03/2014 06:20,07/03/2014 19:08,2.437449895,0.4978427,no,no,no,No,30.39,2.715262396,0.25,1
119,WDM119,03/04/2014,02:50:00,0,7,03/04/2014,03/04/2014,05:50:00,03/04/2014 02:50,WDM11941732,03/04/2014 05:50,165,9314,03/04/2014 05:50,03/04/2014,05:50:00,Start,56.44848,Morning,08:35:00,03/04/2014 05:35,Crocodiles,03/04/2014 06:12,03/04/2014 19:01,0.711935625,4.587656528,no,no,no,No,30.37,2.695262396,0,1
119,WDM119,17/06/2014,02:15:00,2,4,17/06/2014,17/06/2014,05:15:00,17/06/2014 02:15,WDM11941807,17/06/2014 05:15,160,8562,17/06/2014 05:15,17/06/2014,05:15:00,Start,53.5125,Morning,07:55:00,17/06/2014 03:55,Crocodiles,17/06/2014 06:07,17/06/2014 19:01,4.831973223,5.212980689,no,no,no,No,30.32,2.645262396,0,1
119,WDM119,04/04/2014,03:40:00,69,87,04/04/2014,04/04/2014,06:40:00,04/04/2014 03:40,WDM11941733,04/04/2014 06:40,275,6037,04/04/2014 06:40,04/04/2014,06:40:00,Start,21.95273,Morning,11:15:00,04/04/2014 06:15,Crocodiles,04/04/2014 06:12,04/04/2014 19:00,1.250495882,5.930053054,no,no,no,No,30.3,2.625262396,0,1
119,WDM119,06/03/2014,02:50:00,0,1,06/03/2014,06/03/2014,05:50:00,06/03/2014 02:50,WDM11941704,06/03/2014 05:50,165,5538,06/03/2014 05:50,06/03/2014,05:50:00,Start,33.56364,Morning,08:35:00,06/03/2014 05:20,Crocodiles,06/03/2014 06:21,06/03/2014 19:09,1.615565563,8.926431113,no,no,no,No,30.26,2.585262396,0,1
119,WDM119,01/10/2013,02:30:00,6,7,01/10/2013,01/10/2013,05:30:00,01/10/2013 02:30,WDM11941548,01/10/2013 05:30,170,7736,01/10/2013 05:30,01/10/2013,05:30:00,Start,45.50588,Morning,08:20:00,01/10/2013 04:45,Loisaba,01/10/2013 05:59,01/10/2013 18:47,0.148867409,9.559898821,no,no,no,No,30.09,2.415262396,0,1
119,WDM119,01/10/2014,03:00:00,108,110,01/10/2014,01/10/2014,06:00:00,01/10/2014 03:00,WDM11941913,01/10/2014 06:00,120,7669,01/10/2014 06:00,01/10/2014,06:00:00,Start,63.90833,Morning,08:00:00,01/10/2014 05:35,Crocodiles,01/10/2014 05:59,01/10/2014 18:47,3.465676749,3.465676749,no,no,no,No,30.04,2.365262396,0,1
119,WDM119,15/02/2014,03:00:00,38,43,15/02/2014,15/02/2014,06:00:00,15/02/2014 03:00,WDM11941685,15/02/2014 06:00,220,9056,15/02/2014 06:00,15/02/2014,06:00:00,Start,41.16364,Morning,09:40:00,15/02/2014 05:35,Crocodiles,15/02/2014 06:23,15/02/2014 19:12,10.95775574,3.465676749,no,no,no,No,30.03,2.355262396,0,1
119,WDM119,28/03/2014,03:05:00,143,129,28/03/2014,28/03/2014,06:05:00,28/03/2014 03:05,WDM11941726,28/03/2014 06:05,300,11114,28/03/2014 06:05,28/03/2014,06:05:00,Start,37.04667,Morning,11:05:00,28/03/2014 04:45,Crocodiles,28/03/2014 06:14,28/03/2014 19:02,0.017930251,10.95775574,no,no,no,No,30.03,2.355262396,0,1
119,WDM119,27/01/2014,03:05:00,2,4,27/01/2014,27/01/2014,06:05:00,27/01/2014 03:05,WDM11941666,27/01/2014 06:05,205,11889,27/01/2014 06:05,27/01/2014,06:05:00,Start,57.99512,Morning,09:30:00,27/01/2014 05:40,Crocodiles,27/01/2014 06:21,27/01/2014 19:11,0.180357402,0.049262741,no,no,no,No,29.99,2.315262396,0,1
119,WDM119,14/06/2014,03:00:00,155,150,14/06/2014,14/06/2014,06:00:00,14/06/2014 03:00,WDM11941804,14/06/2014 06:00,215,9487,14/06/2014 06:00,14/06/2014,06:00:00,Start,44.12558,Morning,09:35:00,14/06/2014 05:30,Crocodiles,14/06/2014 06:07,14/06/2014 19:00,9.435758942,0.180357402,no,no,no,No,29.99,2.315262396,0,1
119,WDM119,31/03/2014,03:50:00,6,9,31/03/2014,31/03/2014,06:50:00,31/03/2014 03:50,WDM11941729,31/03/2014 06:50,325,10756,31/03/2014 06:50,31/03/2014,06:50:00,Start,33.09538,Morning,12:15:00,31/03/2014 06:20,Crocodiles,31/03/2014 06:13,31/03/2014 19:01,0.015280993,0.806209701,no,no,no,No,29.97,2.295262396,0,1
119,WDM119,06/02/2014,02:30:00,0,2,06/02/2014,06/02/2014,05:30:00,06/02/2014 02:30,WDM11941676,06/02/2014 05:30,230,10442,06/02/2014 05:30,06/02/2014,05:30:00,Start,45.4,Morning,09:20:00,06/02/2014 04:50,Crocodiles,06/02/2014 06:23,06/02/2014 19:12,2.998057468,0.451862307,no,no,no,No,29.95,2.275262396,0,1
119,WDM119,27/09/2013,03:00:00,42,48,27/09/2013,27/09/2013,06:00:00,27/09/2013 03:00,WDM11941544,27/09/2013 06:00,135,7402,27/09/2013 06:00,27/09/2013,06:00:00,Start,54.82963,Morning,08:15:00,27/09/2013 05:20,Loisaba,27/09/2013 06:00,27/09/2013 18:48,1.892771529,6.256931966,no,no,no,No,29.92,2.245262396,0,1
119,WDM119,16/06/2014,03:10:00,127,117,16/06/2014,16/06/2014,06:10:00,16/06/2014 03:10,WDM11941806,16/06/2014 06:10,140,5769,16/06/2014 06:10,16/06/2014,06:10:00,Start,41.20714,Morning,08:30:00,16/06/2014 04:35,Crocodiles,16/06/2014 06:07,16/06/2014 19:01,6.311075507,6.311075507,no,no,no,No,29.84,2.165262396,0,1
119,WDM119,02/06/2014,02:55:00,137,138,02/06/2014,02/06/2014,05:55:00,02/06/2014 02:55,WDM11941792,02/06/2014 05:55,150,8120,02/06/2014 05:55,02/06/2014,05:55:00,Start,54.13333,Morning,08:25:00,02/06/2014 05:35,Crocodiles,02/06/2014 06:05,02/06/2014 18:58,1.034907724,0.97770846,no,no,no,No,29.82,2.145262396,0.25,1
119,WDM119,03/02/2014,03:15:00,91,85,03/02/2014,03/02/2014,06:15:00,03/02/2014 03:15,WDM11941673,03/02/2014 06:15,230,5942,03/02/2014 06:15,03/02/2014,06:15:00,Start,25.83478,Morning,10:05:00,03/02/2014 05:40,Crocodiles,03/02/2014 06:22,03/02/2014 19:12,0.728138977,2.768446267,no,no,no,No,29.79,2.115262396,0,1
119,WDM119,02/03/2014,02:55:00,3,6,02/03/2014,02/03/2014,05:55:00,02/03/2014 02:55,WDM11941700,02/03/2014 05:55,230,11445,02/03/2014 05:55,02/03/2014,05:55:00,Start,49.76087,Morning,09:45:00,02/03/2014 05:40,Crocodiles,02/03/2014 06:22,02/03/2014 19:10,0.045522567,1.314385112,no,no,no,No,29.72,2.045262396,0,1
119,WDM119,12/03/2014,03:45:00,126,109,12/03/2014,12/03/2014,06:45:00,12/03/2014 03:45,WDM11941710,12/03/2014 06:45,65,1972,12/03/2014 06:45,12/03/2014,06:45:00,Start,30.33846,Morning,07:50:00,12/03/2014 06:20,Crocodiles,12/03/2014 06:19,12/03/2014 19:07,8.001616981,0.045522567,no,no,no,No,29.72,2.045262396,0,1
119,WDM119,30/09/2014,02:25:00,28,28,30/09/2014,30/09/2014,05:25:00,30/09/2014 02:25,WDM11941912,30/09/2014 05:25,330,13805,30/09/2014 05:25,30/09/2014,05:25:00,Start,41.83333,Morning,10:55:00,30/09/2014 04:20,Crocodiles,30/09/2014 05:59,30/09/2014 18:47,2.327201736,2.906446528,no,no,no,Yes,29.7,2.025262396,0,1
119,WDM119,01/02/2014,02:25:00,5,5,01/02/2014,01/02/2014,05:25:00,01/02/2014 02:25,WDM11941671,01/02/2014 05:25,215,14034,01/02/2014 05:25,01/02/2014,05:25:00,Start,65.27442,Morning,09:00:00,01/02/2014 04:30,Crocodiles,01/02/2014 06:22,01/02/2014 19:11,0.102493181,7.730564893,no,no,no,No,29.69,2.015262396,0,1
119,WDM119,17/02/2014,02:45:00,80,80,17/02/2014,17/02/2014,05:45:00,17/02/2014 02:45,WDM11941687,17/02/2014 05:45,320,17343,17/02/2014 05:45,17/02/2014,05:45:00,Start,54.19687,Morning,11:05:00,17/02/2014 04:10,Crocodiles,17/02/2014 06:23,17/02/2014 19:12,8.698663522,0.102493181,no,no,no,No,29.69,2.015262396,0,1
119,WDM119,09/03/2014,03:00:00,110,115,09/03/2014,09/03/2014,06:00:00,09/03/2014 03:00,WDM11941707,09/03/2014 06:00,220,11833,09/03/2014 06:00,09/03/2014,06:00:00,Start,53.78636,Morning,09:40:00,09/03/2014 05:25,Crocodiles,09/03/2014 06:20,09/03/2014 19:08,4.482746769,8.783638149,no,no,no,No,29.68,2.005262396,0,1
119,WDM119,11/03/2014,03:10:00,17,18,11/03/2014,11/03/2014,06:10:00,11/03/2014 03:10,WDM11941709,11/03/2014 06:10,130,2497,11/03/2014 06:10,11/03/2014,06:10:00,Start,19.20769,Morning,08:20:00,11/03/2014 05:40,Crocodiles,11/03/2014 06:19,11/03/2014 19:07,6.813543006,4.482746769,no,no,no,No,29.68,2.005262396,0,1
119,WDM119,03/06/2014,02:40:00,97,119,03/06/2014,03/06/2014,05:40:00,03/06/2014 02:40,WDM11941793,03/06/2014 05:40,220,10007,03/06/2014 05:40,03/06/2014,05:40:00,Start,45.48636,Morning,09:20:00,03/06/2014 04:35,Crocodiles,03/06/2014 06:05,03/06/2014 18:58,1.622339318,0.844674084,no,no,no,No,29.66,1.985262396,0,1
119,WDM119,16/02/2014,02:40:00,157,127,16/02/2014,16/02/2014,05:40:00,16/02/2014 02:40,WDM11941686,16/02/2014 05:40,200,9202,16/02/2014 05:40,16/02/2014,05:40:00,Start,46.01,Morning,09:00:00,16/02/2014 05:25,Crocodiles,16/02/2014 06:23,16/02/2014 19:12,9.945974516,10.05178257,no,no,no,No,29.65,1.975262396,0,1
